,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentBorrowings_qq,,,,,,,,,,,,,,-100.00,,-1.57,-12.53,6.91,35.79,20.14,-2.14,44.54,-32.00,-18.47,-7.31,-3.22,42.17,14.86,2.64,-30.56,32.00,11.47,8.60
BalanceCurrentBorrowings_sq,,,,,,,,,,,,,,1.53,,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,626000,657000,485000,536000,601000,467000,407000,691000,900000,558000,40242000,42770000,5536000,,5339000,5992000,5837000,5278000,6374000,7368000,6766000,8026000,6495000,7494000,7377000,8128000,8081000,9090000,9313000,11298000,11687000,12053000,11910000
BalanceCurrentOtherLiabilities_yy,,,-22.52,,,-28.92,-16.08,28.92,49.75,19.49,9787.47,6089.58,515.11,-100.00,-86.73,-85.99,5.44,,19.39,22.96,15.92,52.07,1.90,1.71,9.03,1.27,24.42,21.30,26.24,39.00,44.62,32.60,27.89
BalanceCurrentOtherLiabilities_sy,,,44.92,,,-54.36,1.85,28.92,10.12,9.74,7.95,-8.11,15.47,-4.15,-1.56,1.00,11.38,,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,,-26.18,10.52,12.13,-22.30,-12.85,69.78,30.25,-38.00,7111.83,6.28,-87.06,-100.00,,12.23,-2.59,-9.58,20.77,15.59,-8.17,18.62,-19.08,15.38,-1.56,10.18,-0.58,12.49,2.45,21.31,3.44,3.13,-1.19
BalanceCurrentOtherLiabilities_sq,,,-16.46,4.36,-5.00,-100.00,0.68,,4.70,-8.82,-1.08,-7.70,9.44,-3.18,,4.86,7.72,-3.26,4.28,5.13,2.77,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,25000,2000,1000,1000,194000,128000,65000,3000,189000,166000,271000,63000,259000,,152000,64000,471000,325000,224000,51000,79000,56000,70000,29000,84000,50000,149000,20000,39000,406000,1606000,1505000,1435000
BalanceReckoning_yy,,,-96.00,,,6300.00,6400.00,200.00,-2.58,29.69,316.92,2000.00,37.04,-100.00,-43.91,1.59,81.85,,47.37,-20.31,-83.23,-82.77,-68.75,-43.14,6.33,-10.71,112.86,-31.03,-53.57,712.00,977.85,7425.00,3579.49
BalanceReckoning_sy,,,54.23,,,-100.00,4.89,11.61,0.93,33.70,11.72,30.48,15.55,20.86,-6.94,,3.25,,43.84,9.46,9.11,6.30,16.85,-29.09,0.37,-3.24,-15.94,-5.46,-8.34,-4.72,36.60,10.25,2.78
BalanceReckoning_qq,,,-50.00,,19300.00,-34.02,-49.22,-95.38,6200.00,-12.17,63.25,-76.75,311.11,-100.00,,-57.89,635.94,-31.00,-31.08,-77.23,54.90,-29.11,25.00,-58.57,189.66,-40.48,198.00,-86.58,95.00,941.03,295.57,-6.29,-4.65
BalanceReckoning_sq,,,22.68,,3.01,-100.00,-22.78,-9.57,2.01,-12.17,7.45,,,,,-0.50,2.44,-2.39,9.76,0.41,-2.15,-10.78,-0.66,1.26,-1.22,-1.13,-8.93,0.81,-10.52,-1.89,3.33,-0.36,4.68
BalanceTotalEquityAndLiabilities,68708000,72601000,73919000,74317000,100851000,101126000,119347000,117337000,120406000,122155000,118780000,118089000,139771000,0,136820000,135029000,162624000,165073000,170076000,174681000,174401000,182508000,187798000,183221000,182031000,187472000,196369000,197188000,196672000,200769000,208295000,205842000,202093000
BalanceTotalEquityAndLiabilities_yy,,,7.58,,,39.29,61.46,57.89,19.39,20.79,-0.48,0.64,16.08,-100.00,15.19,14.35,16.35,,24.31,29.37,7.24,10.56,10.42,4.89,4.37,2.72,4.56,7.62,8.04,7.09,6.07,4.39,2.76
BalanceTotalEquityAndLiabilities_sy,,,21.48,,,19.45,10.99,11.62,5.88,11.68,5.74,11.01,2.72,3.24,10.67,6.16,8.82,,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,,1.82,0.54,35.70,0.27,18.02,-1.68,2.62,1.45,-2.76,-0.58,18.36,-100.00,,-1.31,20.44,1.51,3.03,2.71,-0.16,4.65,2.90,-2.44,-0.65,2.99,4.75,0.42,-0.26,2.08,3.75,-1.18,-1.82
BalanceTotalEquityAndLiabilities_sq,,,10.40,-0.03,5.55,-100.00,11.65,1.59,0.46,-1.40,0.44,0.08,1.18,-0.16,,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,2853000,4507000,3863000,4278000,-2257000,6124000,4436000,1640000,2732000,1624000,5056000,4028000,764000,6807000,5917000,5010000,3319000,1571000,2474000,5184000,2171000,-1998000,10636000,1000,3512000,4055000,9648000,2599000,9425000,8619000,3347000,5421000,2730000
CashflowOperatingCashflow_yy,,,35.40,,,35.88,14.83,-61.66,221.05,-73.48,13.98,145.61,-72.04,319.15,17.03,24.38,334.42,-76.92,-58.19,3.47,-34.59,-227.18,329.91,-99.98,61.77,302.95,-9.29,259800.00,168.37,112.55,-65.31,108.58,-71.03
CashflowOperatingCashflow_sy,,,-39.86,,,8.71,56.01,14.70,25.29,7.01,-12.48,24.83,-3.20,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,,-14.29,10.74,-152.76,371.33,-27.56,-63.03,66.59,-40.56,211.33,-20.33,-81.03,790.97,-13.07,-15.33,-33.75,-52.67,57.48,109.54,-58.12,-192.03,632.33,-99.99,351100.00,15.46,137.93,-73.06,262.64,-8.55,-61.17,61.97,-49.64
CashflowOperatingCashflow_sq,,,35.16,-46.20,-57.33,44.80,113.36,-71.84,-18.71,9.24,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,2050000,2573000,2588000,2585000,2684000,2873000,2893000,3410000,3424000,3856000,3770000,3745000,1553000,2639000,2621000,2684000,2334000,2257000,2413000,2550000,2610000,2930000,3432000,3772000,4084000,4141000,4407000,4597000,4692000,4950000,5330000,5348000,5467000
CashflowAmortization_yy,,,26.24,,,11.66,11.79,31.91,27.57,34.22,30.31,9.82,-54.64,-31.56,-30.48,-28.33,50.29,-14.48,-7.94,-4.99,11.83,29.82,42.23,47.92,56.48,41.33,28.41,21.87,14.89,19.54,20.94,16.34,16.52
CashflowAmortization_sy,,,11.95,,,25.88,10.78,13.84,14.73,12.64,13.37,12.46,3.09,0.69,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,,0.58,-0.12,3.83,7.04,0.70,17.87,0.41,12.62,-2.23,-0.66,-58.53,69.93,-0.68,2.40,-13.04,-3.30,6.91,5.68,2.35,12.26,17.13,9.91,8.27,1.40,6.42,4.31,2.07,5.50,7.68,0.34,2.23
CashflowAmortization_sq,,,4.80,1.51,2.34,1.97,-0.65,2.08,0.99,2.11,0.34,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-9618000,-1516000,-1156000,-1644000,-10755000,-19121000,-20064000,-5550000,-7535000,-814000,-648000,-858000,-714000,-274000,-417000,-1448000,-1712000,51031000,-3724000,-5121000,-11890000,-6320000,-21374000,-4493000,-2126000,-5196000,-12569000,-5661000,-7995000,-7012000,-4173000,-4875000,-3492000
CashflowInvestingCashflow_yy,,,87.98,,,-1161.28,-1635.64,-237.59,29.94,95.74,96.77,84.54,90.52,66.34,35.65,-68.76,-139.78,18724.45,-793.05,-253.66,-594.51,-112.38,-473.95,12.26,82.12,17.78,41.19,-26.00,-276.06,-34.95,66.80,13.88,56.32
CashflowInvestingCashflow_sy,,,-73.91,,,-110.09,11.68,22.18,48.94,14.03,62.32,14.08,-17.86,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,,23.75,-42.21,-554.20,-77.79,-4.93,72.34,-35.77,89.20,20.39,-32.41,16.78,61.62,-52.19,-247.24,-18.23,3080.78,-107.30,-37.51,-132.18,46.85,-238.20,78.98,52.68,-144.40,-141.90,54.96,-41.23,12.30,40.49,-16.82,28.37
CashflowInvestingCashflow_sq,,,-94.05,46.00,-168.44,36.38,-36.67,41.98,-25.68,-55.41,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,9738000,289000,1303000,342000,10814000,19121000,20083000,5572000,7585000,3156000,2245000,858000,738000,462000,576000,1664000,1081000,1494000,4288000,6107000,4216000,1363000,17251000,4486000,1411000,7339000,12615000,5036000,10061000,8401000,5243000,4900000,3492000
CashflowCapex_yy,,,-86.62,,,6516.26,1441.29,1529.24,-29.86,-83.49,-88.82,-84.60,-90.27,-85.36,-74.34,93.94,46.48,223.38,644.44,267.01,290.01,-8.77,302.31,-26.54,-66.53,438.44,-26.87,12.26,613.04,14.47,-58.44,-2.70,-65.29
CashflowCapex_sy,,,6.03,,,99.31,77.95,-27.91,-46.64,-53.94,-28.86,-18.92,-4.74,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,27.56,30.28
CashflowCapex_qq,,,350.87,-73.75,3061.99,76.82,5.03,-72.26,36.13,-58.39,-28.87,-61.78,-13.99,-37.40,24.68,188.89,-35.04,38.21,187.01,42.42,-30.96,-67.67,1165.66,-74.00,-68.55,420.13,71.89,-60.08,99.78,-16.50,-37.59,-6.54,-28.73
CashflowCapex_sq,,,59.94,-54.55,100.00,-8.11,8.72,-52.90,20.97,14.31,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,6744000,-2553000,-1927000,-3701000,34097000,-3608000,15092000,-175000,4944000,-697000,-4694000,-2730000,-320000,-5550000,-647000,-2031000,-2514000,-2791000,-2859000,2213000,-2216000,-2742000,-2454000,-2686000,-5582000,-3622000,4196000,2841000,-1480000,-2012000,2996000,-1357000,-910000
CashflowFinancingCashflow_yy,,,-128.57,,,-41.32,883.19,95.27,-85.50,80.68,-131.10,-1460.00,-106.47,-696.27,86.22,25.60,-685.63,49.71,-341.89,208.96,11.85,1.76,14.17,-221.37,-151.90,-32.09,270.99,205.77,73.49,44.45,-28.60,-147.76,38.51
CashflowFinancingCashflow_sy,,,-63.36,,,-1.82,-82.50,-4.47,-17.86,-2.46,-1.58,-20.72,-9.10,-10.18,-1.26,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,,24.52,-92.06,1021.29,-110.58,518.29,-101.16,2925.14,-114.10,-573.46,41.84,88.28,-1634.38,88.34,-213.91,-23.78,-11.02,-2.44,177.40,-200.14,-23.74,10.50,-9.45,-107.82,35.11,215.85,-32.29,-152.09,-35.95,248.91,-145.29,32.94
CashflowFinancingCashflow_sq,,,135.34,-77.10,93.70,-71.86,18.26,-33.21,59.79,-50.47,9.10,27.18,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,8.37
CashflowShareCapitalCash,2284000,,,,32664000,-124000,-554000,,,,,,,,,,,,5000,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,-100.00,,,,,,-100.00,100.00,100.00,,,,,,,,,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_sy,,,-100.00,,,,,,-100.00,-48.62,-100.00,,,,,,,,,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,-100.38,-346.77,100.00,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,-100.00,-220.62,-100.00,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,707000,,,,,,,,,,2357000,0,0,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,-100.00,,,,,,,,,,-100.00,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,-11.61,,,,,,,,,,-100.00,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,-100.00,,,,,,,,,,-100.00,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,-100.00,,,,,,,,,,-100.00,,,,,,,,,,,
CashflowNetCashflow,-21000,438000,780000,-1067000,21085000,-16605000,-536000,-4085000,141000,113000,-286000,440000,-270000,983000,4853000,1531000,-907000,49811000,-4109000,2276000,-11935000,-11060000,-13192000,-7178000,-4196000,-4763000,1275000,-221000,-50000,-405000,2170000,-811000,-1672000
CashflowNetCashflow_yy,,,3814.29,,,-3891.10,-168.72,-282.85,-99.33,100.68,46.64,110.77,-291.49,769.91,1796.85,247.95,-235.93,4967.24,-184.67,48.66,-1215.88,-122.20,-221.05,-415.38,64.84,56.93,109.66,96.92,98.81,91.50,70.20,-266.97,-3244.00
CashflowNetCashflow_sy,,,-44.86,,,-117.96,-3.37,8.59,24.31,59.08,-23.29,86.25,23.37,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18,66.23,-31.94,-2.04
CashflowNetCashflow_qq,,,78.08,-236.79,2076.10,-178.75,96.77,-662.13,103.45,-19.86,-353.10,253.85,-161.36,464.07,393.69,-68.45,-159.24,5591.84,-108.25,155.39,-624.38,7.33,-19.28,45.59,41.54,-13.51,126.77,-117.33,77.38,-710.00,635.80,-137.37,-106.17
CashflowNetCashflow_sq,,,100.00,-108.78,7.60,-8.78,127.13,-106.98,75.33,-36.49,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67,110.95,-104.50,-0.61
