,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentLiabilities_sq,,-6.98,-100.00,-17.63,-3.00,,-51.00,0.72,-1.01,-6.20,,,-1.35,,-100.00,,,-11.86,-1.53,,6.10,0.54,0.54,0.63,,-0.50,0.34,-0.10,7.12,8.53,2.34,2.98,0.67,-5.84,7.05,-3.78,0.06,,0.37,-0.56,0.17,0.18
BalanceNoncurrentTradeLiabilities,299000,272000,272000,960000,959000,958000,3522000,,4069000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,220.74,252.21,1194.85,-100.00,324.30,-100.00,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-16.90,-88.70,-74.97,-100.00,-29.54,-78.57,-75.06,,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,-9.03,,252.94,-0.10,-0.10,267.64,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-9.03,,-44.08,-0.10,-0.05,,-100.00,,-23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,4067000,,,,624000,,28308000,,,28108000,26689000,,9187000,19820000,26522000,40774000,50205000,47740000,46716000,41163000,36845000,22234000,16798000,9202000,20026000,25457000,29462000,48253000,46064000,50145000,87433000,82814000,82758000,78858000,78977000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,-84.66,,,,-100.00,,-5.72,,,-29.49,-0.63,,446.48,140.87,76.14,0.95,-26.61,-53.43,-64.04,-77.64,-45.65,14.50,75.39,424.38,130.02,96.98,196.77,71.62,79.66,57.26,-9.67
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,-52.20,,,,94.72,,-36.13,,,-21.16,44.53,,13.62,-7.76,-20.91,-53.99,-21.64,-36.50,-17.76,-0.23,1.12,-13.42,-23.28,-26.45,0.20,-25.44,-1.82,-16.20,3.66,-2.20,-5.56
BalanceNoncurrentBorrowings_qq,,,,,,,,,-100.00,,,,-100.00,,-100.00,,,-5.05,-100.00,,115.74,33.81,53.74,23.13,-4.91,-2.14,-11.89,-10.49,-39.66,-24.45,-45.22,117.63,27.12,15.73,63.78,-4.54,8.86,74.36,-5.28,-0.07,-4.71,0.15
BalanceNoncurrentBorrowings_sq,,,,,,,,,-22.49,,,,-7.93,,-100.00,,,-27.90,-9.43,,5.84,-1.04,0.04,-1.14,-1.24,-3.78,-0.16,-17.76,-6.33,-5.56,-1.30,-4.52,-3.14,-4.02,0.71,-8.68,,-0.37,-2.81,-1.14,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,66000,66000,56000,88000,88000,82000,90000,671000,107000,,,2334000,,146000,,,155000,164000,,234000,243000,240000,320000,352000,351000,350000,315000,921000,357000,389000,338000,530000,359000,373000,438000,370000,380000,457000,479000,545000,637000,659000
BalanceNoncurrentOtherLiabilities_yy,,,,,33.33,24.24,60.71,662.50,21.59,-100.00,-100.00,247.84,-100.00,,,-100.00,,12.33,,,56.77,46.34,,50.43,44.44,45.83,-1.56,161.65,1.71,11.14,7.30,-42.45,0.56,-4.11,29.59,-30.19,5.85,22.52,9.36,47.30,67.63,44.20
BalanceNoncurrentOtherLiabilities_sy,,,,,-25.40,-34.09,-34.03,,4.66,-3.70,-20.11,-2.66,-6.63,,,12.10,,3.87,,,24.22,34.48,,13.41,,4.72,,0.29,6.05,17.71,11.77,-6.57,-3.05,-12.56,12.03,-2.74,-3.90,-0.52,1.18,2.29,-2.70,15.70
BalanceNoncurrentOtherLiabilities_qq,,,-15.15,57.14,,-6.82,9.76,645.56,-84.05,-100.00,,,-100.00,,-100.00,,,5.81,-100.00,,3.85,-1.23,33.33,10.00,-0.28,-0.28,-10.00,192.38,-61.24,8.96,-13.11,56.80,-32.26,3.90,17.43,-15.53,2.70,20.26,4.81,13.78,16.88,3.45
BalanceNoncurrentOtherLiabilities_sq,,,-100.00,-30.06,,0.73,-20.89,-0.38,-1.61,-4.69,,,-32.40,,-100.00,,,-4.18,-1.96,,0.30,3.68,0.13,1.87,-0.28,1.41,,0.29,0.03,3.08,,9.69,-0.32,-6.92,4.24,-2.00,1.80,-11.13,1.61,1.06,-1.14,1.56
BalanceCurrentLiabilities,3838000,5076000,8740000,6980000,6811000,5536000,4112000,5371000,6282000,,,13369000,,12048000,,,9964000,8634000,,36202000,30624000,25811000,9359000,8760000,9052000,9680000,16162000,17692000,30425000,22745000,29467000,15171000,9682000,6719000,56597000,13779000,8771000,10777000,12989000,13064000,16589000,15263000
BalanceCurrentLiabilities_yy,,,,,77.46,9.06,-52.95,-23.05,-7.77,-100.00,-100.00,148.91,-100.00,,,-100.00,,-28.34,,,207.35,198.95,,-75.80,-70.44,-62.50,72.69,101.96,236.11,134.97,82.32,-14.25,-68.18,-70.46,92.07,-9.18,-9.41,60.40,-77.05,-5.19,89.13,41.63
BalanceCurrentLiabilities_sy,,,,,8.17,-4.00,-52.41,-23.05,3.10,6.80,-4.63,29.19,4.62,,,62.36,,58.18,,,10.22,-9.40,,-1.30,3.54,2.14,0.17,-2.82,-20.40,-16.42,-27.36,20.59,51.15,22.02,26.02,-5.74,2.64,-1.18,0.18,11.86,18.31,9.68
BalanceCurrentLiabilities_qq,,32.26,72.18,-20.14,-2.42,-18.72,-25.72,30.62,16.96,-100.00,,,-100.00,,-100.00,,,-13.35,-100.00,,-15.41,-15.72,-63.74,-6.40,3.33,6.94,66.96,9.47,71.97,-25.24,29.55,-48.52,-36.18,-30.60,742.34,-75.65,-36.35,22.87,20.53,0.58,26.98,-7.99
BalanceCurrentLiabilities_sq,,4.73,-100.00,-14.46,-1.87,-5.66,-91.70,-36.00,6.79,-1.71,,,6.84,,-100.00,,,30.64,-4.03,,-6.52,-2.34,-0.57,4.09,1.76,-1.31,0.15,-1.48,1.69,9.45,2.94,4.33,0.56,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83,0.22
BalanceCurrentTradePayablesv,3802000,5052000,8735000,6919000,6765000,5393000,3997000,1470000,6129000,,,3224000,,1275000,,,1721000,421000,,402000,2560000,2724000,2841000,1768000,1529000,2118000,4238000,3242000,2600000,2549000,2560000,2063000,1366000,1155000,45643000,1485000,1590000,1508000,1906000,1563000,1439000,1180000
BalanceCurrentTradePayablesv_yy,,,,,77.93,6.75,-54.24,-78.75,-9.40,-100.00,-100.00,119.32,-100.00,,,-100.00,,-66.98,,,48.75,547.03,,339.80,-40.27,-22.25,49.17,83.37,70.05,20.35,-39.59,-36.37,-47.46,-54.69,1682.93,-28.02,16.40,30.56,-95.82,5.25,-9.50,-21.75
BalanceCurrentTradePayablesv_sy,,,,,10.20,-7.69,-52.56,-49.52,-25.17,-23.56,-21.30,-5.06,-14.41,,,48.31,,10.50,,,11.13,-55.03,,-14.04,19.51,-11.85,-32.07,20.39,-29.42,10.60,20.62,2.94,16.21,22.08,33.14,3.51,-0.76,-8.26,-11.66,12.60,6.89,0.42
BalanceCurrentTradePayablesv_qq,,32.88,72.90,-20.79,-2.23,-20.28,-25.89,-63.22,316.94,-100.00,,,-100.00,,-100.00,,,-75.54,-100.00,,536.82,6.41,4.30,-37.77,-13.52,38.52,100.09,-23.50,-19.80,-1.96,0.43,-19.41,-33.79,-15.45,3851.77,-96.75,7.07,-5.16,26.39,-18.00,-7.93,-18.00
BalanceCurrentTradePayablesv_sq,,-4.00,-100.00,-8.96,0.70,-22.51,-99.42,-58.68,9.34,-17.86,,,14.67,,-100.00,,,-0.76,-8.83,,-31.46,-6.13,15.77,-10.11,1.75,-21.70,0.69,8.42,-0.14,,1.46,-16.04,0.13,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34,1.44
BalanceCurrentBorrowings,,,,,,,,3579000,,,,9693000,,10468000,,,7776000,7529000,,35293000,27138000,22430000,5831000,6493000,7008000,6519000,11380000,13734000,27191000,18373000,26192000,12222000,7410000,2870000,9579000,11074000,5875000,8025000,10053000,10222000,13857000,9853000
BalanceCurrentBorrowings_yy,,,,,,,,,,,,170.83,,,,-100.00,,-28.08,,,249.00,197.91,,-81.60,-74.18,-70.94,95.16,111.52,288.00,181.84,130.16,-11.01,-72.75,-84.38,-63.43,-9.39,-20.72,179.62,4.95,-7.69,135.86,22.78
BalanceCurrentBorrowings_sy,,,,,,,,,,,,97.18,,,,17.75,,109.42,,,30.86,-4.64,,-0.05,-6.38,,7.23,-21.26,-12.23,-31.16,-60.15,-0.67,4.95,16.46,-8.46,17.24,6.45,-16.52,-15.57,-7.69,-9.96,3.87
BalanceCurrentBorrowings_qq,,,,,,,,,-100.00,,,,-100.00,,-100.00,,,-3.18,-100.00,,-23.11,-17.35,-74.00,11.35,7.93,-6.98,74.57,20.69,97.98,-32.43,42.56,-53.34,-39.37,-61.27,233.76,15.61,-46.95,36.60,25.27,1.68,35.56,-28.90
BalanceCurrentBorrowings_sq,,,,,,,,,1.64,,,,1.52,,-100.00,,,29.68,-11.73,,-25.41,1.05,-3.23,0.44,-1.80,,0.05,-4.52,-6.52,-1.17,,-12.89,-1.78,0.48,-4.20,-3.02,-0.98,-2.24,-2.13,-1.30,2.32,8.00
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,36000,24000,5000,61000,46000,143000,115000,322000,153000,,,452000,,305000,,,467000,2107000,,491000,910000,641000,671000,483000,499000,1027000,528000,700000,618000,1807000,699000,870000,890000,2681000,1366000,1215000,1304000,1244000,1030000,1279000,1293000,4230000
BalanceCurrentOtherLiabilities_yy,,,,,27.78,495.83,2200.00,427.87,232.61,-100.00,-100.00,40.37,-100.00,,,-100.00,,590.82,,,94.86,-69.58,,-1.63,-45.16,60.22,-21.31,44.93,23.85,75.95,32.39,24.29,44.01,48.37,95.42,39.66,46.52,-53.60,-24.60,5.27,-0.84,240.03
BalanceCurrentOtherLiabilities_sy,,,,,-7.54,37.08,-57.44,26.84,41.75,5.33,-11.98,16.69,-3.30,,,10.64,,1.28,,,-3.72,16.46,,5.58,7.78,2.04,-2.57,-6.67,4.36,-8.43,25.64,54.29,11.90,15.56,-2.82,-20.08,7.49,4.80,4.80,12.12,1.57,1.07
BalanceCurrentOtherLiabilities_qq,,-33.33,-79.17,1120.00,-24.59,210.87,-19.58,180.00,-52.48,-100.00,,,-100.00,,-100.00,,,351.18,-100.00,,85.34,-29.56,4.68,-28.02,3.31,105.81,-48.59,32.58,-11.71,192.39,-61.32,24.46,2.30,201.24,-49.05,-11.05,7.33,-4.60,-17.20,24.17,1.09,227.15
BalanceCurrentOtherLiabilities_sq,,19.39,-100.00,-33.50,-17.99,9.83,-100.00,82.32,-19.84,-8.15,,,-33.95,,-100.00,,,-0.99,-12.68,,-2.34,10.74,-1.17,8.02,-1.77,6.85,-2.53,5.88,2.31,-1.36,8.07,24.49,-10.50,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01,-0.37
BalanceReckoning,,,,,,,,,,,,,,,,,,77000,,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,13000,9000,5000,2000,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,,-79.22,,,,,,,,,,,,-18.75,-43.75,-68.75,-87.50,-100.00,-100.00,-100.00,-100.00,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,,-66.05,,,,,,,,,,,,-16.40,-39.73,-6.23,3.98,5.09,-10.09,1.27,0.51,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,-18.75,-30.77,-44.44,-60.00,-100.00,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,-12.39,1.44,6.63,-2.90,-0.50,,,,
BalanceTotalEquityAndLiabilities,18659000,21318000,26479000,27049000,28149000,28863000,31026000,79602000,39610000,0,0,94372000,0,130744000,0,0,118480000,121326000,0,143848000,146934000,148744000,143460000,166283000,165510000,166505000,172797000,168379000,171678000,161192000,159472000,161936000,169653000,167661000,243369000,199040000,199530000,247383000,252881000,266670000,270835000,261510000
BalanceTotalEquityAndLiabilities_yy,,,,,50.86,35.39,17.17,194.29,40.72,-100.00,-100.00,18.55,-100.00,,,-100.00,,-7.20,,,24.02,22.60,,15.60,12.64,11.94,20.45,1.26,3.73,-3.19,-7.71,-3.83,-1.18,4.01,52.61,22.91,17.61,47.55,3.91,33.98,35.74,5.71
BalanceTotalEquityAndLiabilities_sy,,,,,0.05,-2.00,-13.87,-5.41,3.85,-3.46,-8.32,17.84,23.18,,,17.60,,26.40,,,6.76,5.37,,12.30,10.72,7.64,7.80,1.43,-2.52,-2.68,-1.90,3.60,7.38,-2.82,-0.32,-1.61,-1.81,2.75,1.64,0.54,3.92,-0.73
BalanceTotalEquityAndLiabilities_qq,,14.25,24.21,2.15,4.07,2.54,7.49,156.57,-50.24,-100.00,,,-100.00,,-100.00,,,2.40,-100.00,,2.15,1.23,-3.55,15.91,-0.46,0.60,3.78,-2.56,1.96,-6.11,-1.07,1.55,4.77,-1.17,45.16,-18.21,0.25,23.98,2.22,5.45,1.56,-3.44
BalanceTotalEquityAndLiabilities_sq,,-2.16,-100.00,-6.88,-0.43,-0.31,-73.29,-9.08,3.76,-4.18,,,4.02,,-100.00,,,2.56,-2.03,,-0.03,1.40,2.47,2.80,0.24,-1.52,0.91,-0.51,0.71,1.63,-0.34,0.86,0.18,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92,-1.21
CashflowOperatingCashflow,1145000,-593000,865000,770000,916000,-1123000,1099000,-879000,153000,543000,-803000,452000,-1531000,-965000,2477000,2335000,5041000,4680000,-6350000,-452000,4538000,4123000,2693000,-7540000,7576000,4356000,3030000,330000,7645000,5267000,17000,-1677000,6786000,7441000,2178000,-31639000,7894000,4212000,-10971000,2491000,2811000,4507000
CashflowOperatingCashflow_yy,,,,,-20.00,-89.38,27.05,-214.16,-83.30,148.35,-173.07,151.42,-1100.65,-277.72,408.47,416.59,429.26,584.97,-356.36,-119.36,-9.98,-11.90,142.41,-1568.14,66.95,5.65,12.51,104.38,0.91,20.91,-99.44,-608.18,-11.24,41.28,12711.76,-1786.64,16.33,-43.39,-603.72,107.87,-64.39,7.00
CashflowOperatingCashflow_sy,,,,,28.37,-46.73,29.28,-78.69,-57.00,-5.42,-150.19,-56.01,-87.87,67.44,19.10,82.67,126.14,-52.44,56.14,19.60,-29.22,-11.66,17.06,-49.86,73.07,85.14,-58.31,91.05,-34.30,-13.48,-55.12,26.42,-70.70,96.58,-19.93,-59.74,13.78,-89.49,33.12,-36.44,-64.97,85.04
CashflowOperatingCashflow_qq,,-151.79,245.87,-10.98,18.96,-222.60,197.86,-179.98,117.41,254.90,-247.88,156.29,-438.72,36.97,356.68,-5.73,115.89,-7.16,-235.68,92.88,1103.98,-9.14,-34.68,-379.99,200.48,-42.50,-30.44,-89.11,2216.67,-31.11,-99.68,-9964.71,504.65,9.65,-70.73,-1552.66,124.95,-46.64,-360.47,122.71,12.85,60.33
CashflowOperatingCashflow_sq,,30.29,-1.35,103.95,-12.08,-32.24,-6.94,-33.43,-87.74,-7.46,18.32,4.92,42.40,21.50,11.32,0.24,100.00,-13.64,22.59,-30.76,19.85,-69.04,97.12,-68.93,90.54,-21.81,-38.44,11.21,-75.01,-2.76,15.05,47.74,-109.80,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89,26.68
CashflowAmortization,70000,72000,58000,78000,63000,68000,101000,72000,95000,66000,62000,66000,56000,52000,45000,46000,44000,48000,50000,50000,45000,41000,43000,37000,35000,36000,39000,40000,40000,41000,43000,44000,43000,39000,49000,53000,55000,52000,50000,54000,65000,97000
CashflowAmortization_yy,,,,,-10.00,-5.56,74.14,-7.69,50.79,-2.94,-38.61,-8.33,-41.05,-21.21,-27.42,-30.30,-21.43,-7.69,11.11,8.70,2.27,-14.58,-14.00,-26.00,-22.22,-12.20,-9.30,8.11,14.29,13.89,10.26,10.00,7.50,-4.88,13.95,20.45,27.91,33.33,2.04,1.89,18.18,86.54
CashflowAmortization_sy,,,,,14.89,5.68,9.49,-7.34,-0.44,-12.71,-19.65,-6.79,,16.25,3.52,2.94,3.56,5.78,1.87,-3.14,-2.96,-14.58,-0.42,0.44,9.55,0.66,-2.82,-3.31,-4.24,0.26,6.90,,2.56,4.20,8.73,-1.20,-14.04,-6.65,-0.76,-8.48,-2.53,1.34
CashflowAmortization_qq,,2.86,-19.44,34.48,-19.23,7.94,48.53,-28.71,31.94,-30.53,-6.06,6.45,-15.15,-7.14,-13.46,2.22,-4.35,9.09,4.17,,-10.00,-8.89,4.88,-13.95,-5.41,2.86,8.33,2.56,,2.50,4.88,2.33,-2.27,-9.30,25.64,8.16,3.77,-5.45,-3.85,8.00,20.37,49.23
CashflowAmortization_sq,,2.86,-10.19,14.15,-15.68,1.60,0.42,0.66,-3.10,,-0.55,5.01,-1.82,,5.34,1.58,-3.56,4.66,-1.95,,-3.68,1.63,0.86,4.65,-1.07,-1.34,1.51,-1.14,,3.53,-0.44,-0.90,-1.36,,1.14,0.65,-10.89,0.24,,-4.77,-1.04,2.16
CashflowInvestingCashflow,-103000,-24000,-2804000,410000,-413000,-269000,-2644000,43000,-25000,-17000,-2221000,178000,-29802000,1101000,-4000,-7000,-1217000,-984000,823000,-5612000,-3233000,-1974000,-3937000,980000,1264000,2745000,837000,484000,273000,11258000,-166000,-1062000,316000,-701000,-2297000,-814000,-1917000,-10296000,4402000,-5074000,109000,782000
CashflowInvestingCashflow_yy,,,,,-300.97,-1020.83,5.71,-89.51,93.95,93.68,16.00,313.95,-119108.00,6576.47,99.82,-103.93,95.92,-189.37,20675.00,-80071.43,-165.65,-100.61,-578.37,117.46,139.10,239.06,121.26,-50.61,-78.40,310.13,-119.83,-319.42,15.75,-106.23,-1283.73,23.35,-706.65,-1368.76,291.64,-523.34,105.69,107.60
CashflowInvestingCashflow_sy,,,,,85.65,86.65,72.72,-89.51,-56.09,4.80,94.34,25.00,-265.45,69.59,-119.72,-113.57,27.65,-93.49,25.47,65.14,21.76,6.30,43.18,12.34,-33.42,-18.40,81.54,-54.30,95.40,-44.51,-37.16,11.26,-51.68,45.93,-80.15,-37.29,69.86,-17.57,-40.98,17.18,58.36,-99.76
CashflowInvestingCashflow_qq,,76.70,-11583.33,114.62,-200.73,34.87,-882.90,101.63,-158.14,32.00,-12964.71,108.01,-16842.70,103.69,-100.36,-75.00,-17285.71,19.15,183.64,-781.90,42.39,38.94,-99.44,124.89,28.98,117.17,-69.51,-42.17,-43.60,4023.81,-101.47,-539.76,129.76,-321.84,-227.67,64.56,-135.50,-437.09,142.75,-215.27,102.15,617.43
CashflowInvestingCashflow_sq,,-40.30,-14.74,63.43,52.65,42.62,81.29,42.19,-97.45,31.78,76.47,-103.65,-106.06,56.67,-7.37,-68.05,24.75,-22.87,16.02,46.21,-50.60,32.19,29.91,14.45,-38.20,57.02,-45.14,-13.46,70.62,-48.87,11.08,-13.01,-46.69,55.56,-84.71,37.68,96.60,-9.18,-100.00,76.47,79.91,-65.97
CashflowCapex,107000,24000,2804000,-2745000,13000,61000,463000,93000,29000,49000,20000,42000,56000,22000,30000,6000,46000,225000,6000,0,5000,0,0,0,10000,13000,24000,15000,11000,21000,19000,13000,7000,56000,56000,31000,57000,32000,30000,791000,598000,2129000
CashflowCapex_yy,,,,,-87.85,154.17,-83.49,103.39,123.08,-19.67,-95.68,-54.84,93.10,-55.10,50.00,-85.71,-17.86,922.73,-80.00,-100.00,-89.13,-100.00,-100.00,,100.00,,,,10.00,61.54,-20.83,-13.33,-36.36,166.67,194.74,138.46,714.29,-42.86,-46.43,2451.61,949.12,6553.12
CashflowCapex_sy,,,,,-79.53,100.67,-71.24,-46.47,20.23,-27.57,-70.52,-52.42,19.28,-55.10,26.09,61.70,-15.65,-27.95,-25.75,-67.74,-51.88,11.16,8.68,,-46.47,,,,-59.05,-1.65,-22.14,16.27,-4.52,-52.84,104.28,-73.28,-37.50,-46.67,-60.00,23.55,-80.54,132.26
CashflowCapex_qq,,-77.57,11583.33,-197.90,100.47,369.23,659.02,-79.91,-68.82,68.97,-59.18,110.00,33.33,-60.71,36.36,-80.00,666.67,389.13,-97.33,-100.00,,-100.00,,,,30.00,84.62,-37.50,-26.67,90.91,-9.52,-31.58,-46.15,700.00,,-44.64,83.87,-43.86,-6.25,2536.67,-24.40,256.02
CashflowCapex_sq,,-77.57,58.63,15.72,-53.50,13.51,-42.99,-58.96,-34.41,-6.10,-10.63,83.58,-38.85,46.49,-11.14,88.47,-73.16,-50.52,-11.38,39.55,,13.43,,,,-21.64,63.14,-26.87,-30.29,-36.15,-7.76,0.32,-13.96,-27.14,,-49.12,-16.77,-29.29,50.00,-78.13,-34.34,94.96
CashflowFinancingCashflow,-217000,646000,1310000,-1400000,-217000,1248000,1514000,782000,-207000,-507000,2986000,-576000,33839000,-2415000,-2526000,-1506000,-2406000,-1445000,2271000,5628000,879000,477000,-4293000,9458000,-3359000,-3095000,-2633000,-3237000,-2390000,-15412000,-1825000,-4079000,15000,-1072000,21593000,-3103000,-2006000,36572000,-3310000,-1382000,-1482000,-5247000
CashflowFinancingCashflow_yy,,,,,,93.19,15.57,155.86,4.61,-140.62,97.23,-173.66,16447.34,-376.33,-184.59,-161.46,-107.11,40.17,189.90,473.71,136.53,133.01,-289.04,68.05,-482.14,-748.85,38.67,-134.22,28.85,-397.96,30.69,-26.01,100.63,93.04,1283.18,23.93,-13473.33,3511.57,-115.33,55.46,26.12,-114.35
CashflowFinancingCashflow_sy,,,,,,-102.90,24.56,91.85,70.06,83.00,55.06,40.38,62.76,-65.74,-43.20,438.69,-35.69,-3.16,-9.02,-102.43,-9.18,57.85,9.80,84.26,25.44,-81.97,31.41,-100.00,28.85,-23.70,98.87,51.76,-32.19,49.80,40.26,0.26,16.46,-65.89,-45.41,61.32,26.12,-58.83
CashflowFinancingCashflow_qq,,397.70,102.79,-206.87,84.50,675.12,21.31,-48.35,-126.47,-144.93,688.95,-119.29,5974.83,-107.14,-4.60,40.38,-59.76,39.94,257.16,147.82,-84.38,-45.73,-1000.00,320.31,-135.51,7.86,14.93,-22.94,26.17,-544.85,88.16,-123.51,100.37,-7246.67,2114.27,-114.37,35.35,1923.13,-109.05,58.25,-7.24,-254.05
CashflowFinancingCashflow_sq,,-60.27,40.71,-70.24,-45.73,3.42,96.36,24.83,-34.32,18.31,34.72,56.70,-47.22,15.42,-99.99,136.61,-99.00,49.14,-84.45,73.58,-59.19,22.54,-92.98,108.01,-100.00,17.43,1.51,-107.60,76.54,13.59,59.85,0.30,-1.60,20.90,61.00,-2.24,-2.66,30.80,3.77,52.02,-16.15,-33.92
CashflowShareCapitalCash,,,,,,947000,0,0,0,0,0,0,4991000,-29000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,-100.00,,,,,,,-100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,-113.10,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,-100.00,,,,,,,-100.58,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,-100.00,,,,,,,7.44,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,0,,,1159000,0,,,1739000,0,,2288000,0,0,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.17,,,,50.04,,,,-100.00,,,-100.00
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.56,,,,22.28,,,,-100.00,,,-100.00
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,-100.00,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-99.52,,,,-99.95,,,-100.00,,,
CashflowNetCashflow,825000,29000,-629000,-220000,286000,-144000,-31000,-54000,-79000,19000,-38000,54000,2506000,-2279000,-53000,822000,1418000,2251000,-3256000,-436000,2184000,2626000,-5537000,2898000,5481000,4006000,1234000,-2423000,5528000,1113000,-1974000,-6818000,7117000,5668000,21474000,-35556000,3971000,30488000,-9879000,-3965000,1438000,42000
CashflowNetCashflow_yy,,,,,-65.33,-596.55,95.07,75.45,-127.62,113.19,-22.58,200.00,3272.15,-12094.74,-39.47,1422.22,-43.42,198.77,-6043.40,-153.04,54.02,16.66,-70.06,764.68,150.96,52.55,122.29,-183.61,0.86,-72.22,-259.97,-181.39,28.74,409.25,1187.84,-421.50,-44.20,437.90,-146.00,88.85,-63.79,-99.86
