,2009/Q1,2009/Q2,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceTotalEquityAndLiabilities_sy,,,-8.16,-2.20,,,5.56,5.01,19.85,4.51,2.50,-0.09,15.98,-4.77,-3.06,-3.40,-3.17,-1.75,0.22,0.01,0.77,1.17,-0.49,6.59,6.88,0.65,2.38,0.75,1.64,4.90,5.80,5.49,5.22,5.78,8.82,8.67
BalanceTotalEquityAndLiabilities_qq,,-3.49,,2.57,-0.59,640.24,0.84,15.74,-13.52,31.12,-16.34,25.48,-2.65,9.47,-15.52,11.26,-5.62,7.05,3.15,-3.37,3.90,-75.22,2.41,-4.47,-0.10,-70.48,1.06,1.04,-10.14,-67.77,-3.06,-6.99,-3.22,-3.15,-0.49,-0.78
BalanceTotalEquityAndLiabilities_sq,,-1.58,,4.53,-100.00,37.33,0.80,2.00,-100.00,2.00,-0.58,1.45,-4.28,-2.91,-0.26,1.13,1.10,-0.52,0.37,-0.55,1.24,1.01,0.20,0.96,0.28,-0.28,0.67,2.04,0.53,0.17,0.34,2.05,2.10,1.34,2.38,3.62
CashflowOperatingCashflow,,,,,,-1587000,,638000,,-14997000,,-10516000,-2641000,1858000,9820000,-8807000,-11652000,14763000,-6410000,8883000,11893000,-5996000,6000,-789000,-163000,393000,-11000,-435000,11324000,-10285000,141000,-64000,33000,-13000,-21000,-58000
CashflowOperatingCashflow_yy,,,,,,,,,,-844.99,,-1748.28,,112.39,,16.25,-341.20,694.56,-165.27,200.86,202.07,-140.62,100.09,-108.88,-101.37,106.55,-283.33,44.87,7047.24,-2717.05,1381.82,85.29,-99.71,99.87,-114.89,9.38
CashflowOperatingCashflow_sy,,,,,,,,,,-81.68,,0.26,,74.62,,25.28,46.72,35.94,34.95,-56.87,6.62,4.22,-15.22,48.79,-17.38,20.34,-5.85,-29.66,10.13,-33.73,12.50,-19.86,46.54,73.28,10.88,14.68
CashflowOperatingCashflow_qq,,,,,,,100.00,,-100.00,,100.00,,74.89,170.35,428.53,-189.68,-32.30,226.70,-143.42,238.58,33.88,-150.42,100.10,-13250.00,79.34,341.10,-102.80,-3854.55,2703.22,-190.82,101.37,-145.39,151.56,-139.39,-61.54,-176.19
CashflowOperatingCashflow_sq,,,,,,,-78.74,,55.33,,-26.37,,-53.62,70.33,-40.36,72.88,6.13,1.46,-5.54,14.92,33.88,-23.72,-38.14,35.88,53.35,33.23,-61.87,5.06,-5.77,-7.15,-1.50,-17.14,34.73,4.93,-16.48,-1.85
CashflowAmortization,,,,,,18000,,46000,,64000,,9000,2000,3000,3000,4000,8000,5000,6000,3000,18000,4000,3000,3000,4000,2000,2000,3000,1000,1000,1000,1000,1000,0,1000,0
CashflowAmortization_yy,,,,,,,,,,255.56,,-80.43,,-95.31,,-55.56,300.00,66.67,100.00,-25.00,125.00,-20.00,-50.00,,-77.78,-50.00,-33.33,,-75.00,-50.00,-50.00,-66.67,,-100.00,,-100.00
CashflowAmortization_sy,,,,,,,,,,7.27,,-3.49,,-5.82,,0.28,-20.00,3.72,-9.46,-9.66,6.94,-6.88,2.38,,8.67,2.86,7.52,,3.57,-2.34,0.96,1.16,,3.80,,8.89
CashflowAmortization_qq,,,,,,,-100.00,,-100.00,,-100.00,,-77.78,50.00,,33.33,100.00,-37.50,20.00,-50.00,500.00,-77.78,-25.00,,33.33,-50.00,,50.00,-66.67,,,,,-100.00,,-100.00
CashflowAmortization_sq,,,,,,,-6.48,,-1.81,,-5.51,,-3.14,-2.05,,4.90,-6.09,-5.64,-3.56,0.31,3.58,3.45,-0.65,,1.47,-1.76,,0.54,0.82,,,,,,,2.69
CashflowInvestingCashflow,,,,,,1607000,,-14800000,,-15428000,,357000,17000,-645000,-251000,1900000,10656000,-14444000,-10749000,-92000,-251000,-1166000,5412000,437000,0,-423000,,,-5444000,10690000,311000,381000,420000,232000,156000,58000
CashflowInvestingCashflow_yy,,,,,,,,,,-1060.05,,102.41,,95.82,,432.21,62582.35,-2139.38,-4182.47,-104.84,-102.36,91.93,150.35,575.00,100.00,63.72,-100.00,-100.00,,2627.19,,,107.71,-97.83,-49.84,-84.78
CashflowInvestingCashflow_sy,,,,,,,,,,-4.00,,50.33,,67.54,,-64.56,-10.41,-74.18,-60.77,-52.88,-90.86,-15.46,29.43,19.98,-6.28,30.63,18.30,-21.99,,37.74,,,-12.84,-75.57,-49.84,-42.74
CashflowInvestingCashflow_qq,,,,,,,-100.00,,100.00,,100.00,,-95.24,-3894.12,61.09,856.97,460.84,-235.55,25.58,99.14,-172.83,-364.54,564.15,-91.93,-100.00,,100.00,,,296.36,-97.09,22.51,10.24,-44.76,-32.76,-62.82
CashflowInvestingCashflow_sq,,,,,,,-6.32,,35.06,,-36.14,,-69.01,-45.15,40.54,10.28,13.11,-22.49,-43.71,51.31,-20.68,10.66,8.47,27.74,-58.18,,-6.64,,,-40.34,6.77,-62.79,21.04,-22.88,-22.70,-46.74
CashflowCapex,,,,,,0,,62000,,77000,,0,0,9000,13000,0,0,4000,,,23000,0,4000,0,0,0,,,,,,,,,,
CashflowCapex_yy,,,,,,,,,,,,-100.00,,-88.31,,,,-55.56,-100.00,,,-100.00,,,-100.00,,-100.00,,,,,,,,,
CashflowCapex_sy,,,,,,,,,,,,17.61,,-5.58,,,,-63.80,14.10,,,-1.06,,,-14.95,,-46.20,,,,,,,,,
CashflowCapex_qq,,,,,,,,,-100.00,,-100.00,,,,44.44,-100.00,,,-100.00,,,-100.00,,-100.00,,,,,,,,,,,,
CashflowCapex_sq,,,,,,,,,53.99,,-49.48,,,,-35.69,47.01,,,0.50,,,14.40,,-26.20,,,,,,,,,,,,
CashflowFinancingCashflow,,,,,,314000,,15759000,,34500000,,12073000,1433000,-421000,7564000,-12802000,4876000,-5638000,15906000,-9765000,-11915000,7091000,-5531000,341000,195000,14000,0,416000,-5889000,-408000,-447000,-319000,-456000,-220000,-135000,-1000
CashflowFinancingCashflow_yy,,,,,,,,,,10887.26,,-23.39,,-101.22,,-206.04,240.27,-1239.19,110.29,23.72,-344.36,225.77,-134.77,103.49,101.64,-99.80,100.00,21.99,-3120.00,-3014.29,,-176.68,92.26,46.08,69.80,99.69
CashflowFinancingCashflow_sy,,,,,,,,,,7.23,,-27.05,,-69.85,,10.92,4.67,45.20,17.16,57.83,52.92,60.33,15.54,-37.04,-64.98,-75.63,-24.61,-32.62,15.07,29.30,,-85.92,-87.87,29.55,-37.04,59.11
CashflowFinancingCashflow_qq,,,,,,,-100.00,,-100.00,,-100.00,,-88.13,-129.38,1896.67,-269.25,138.09,-215.63,382.12,-161.39,-22.02,159.51,-178.00,106.17,-42.82,-92.82,-100.00,,-1515.62,93.07,-9.56,28.64,-42.95,51.75,38.64,99.26
CashflowFinancingCashflow_sq,,,,,,,18.33,,-102.61,,73.39,,-26.70,-56.36,83.76,-6.66,33.32,-6.88,6.32,-24.48,-38.25,53.97,-33.39,-24.37,-46.55,-4.14,-10.16,,-12.19,20.92,-8.04,-79.97,-4.86,53.62,5.68,22.06
CashflowShareCapitalCash,,,,,,0,,10234000,,9977000,,30000,0,0,7529000,-558000,56000,0,14471000,-7000,0,0,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,-99.71,,-100.00,,-1960.00,,,92.20,98.75,-100.00,,-100.00,100.00,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,-100.00,,100.00,,-1030.00,,,-34.37,-100.00,-100.00,,-100.00,100.00,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,-100.00,,-100.00,,-100.00,,,-107.41,110.04,-100.00,,-100.05,100.00,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,-100.00,,100.00,,-101.03,,,-100.00,-100.00,-100.00,,-100.00,99.82,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,,,,,,334000,,1597000,,4075000,,1914000,-1191000,792000,17133000,-19709000,3880000,-5319000,-1253000,-974000,-273000,-71000,-113000,-11000,32000,-16000,-11000,-19000,-9000,-3000,5000,-2000,,-1000,,-1000
CashflowNetCashflow_yy,,,,,,,,,,1120.06,,19.85,,-80.56,,-1129.73,425.78,-771.59,-107.31,95.06,-107.04,98.67,90.98,98.87,111.72,77.46,90.27,-72.73,-128.12,81.25,145.45,89.47,100.00,66.67,-100.00,50.00
CashflowNetCashflow_sy,,,,,,,,,,-84.98,,-17.04,,40.81,,0.48,83.02,67.08,-8.10,86.10,89.60,76.19,-76.09,-2.80,32.93,85.18,-99.42,-43.24,51.55,-18.19,79.72,-31.68,-51.41,37.38,-11.62,50.17
CashflowNetCashflow_qq,,,,,,,-100.00,,-100.00,,-100.00,,-162.23,166.50,2063.26,-215.04,119.69,-237.09,76.44,22.27,71.97,73.99,-59.15,90.27,390.91,-150.00,31.25,-72.73,52.63,66.67,266.67,-140.00,100.00,,100.00,
CashflowNetCashflow_sq,,,,,,,-80.39,,-20.58,,34.60,,-118.52,53.37,94.43,-86.28,75.59,18.69,-27.81,22.27,14.43,95.41,-77.89,65.58,-53.40,132.93,-95.48,63.85,29.16,66.67,-2.18,-39.60,-31.58,,-15.99,
