,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceShareCapital_qq,,,,,43.54,0.01,,,,,,27.21,,,,,-100.00,,,,,,,,,14.53,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,-50.00,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,2454000,2454000,3384000,5290000,12379000,12414000,12414000,17037000,17037000,17038000,41599000,41750000,41750000,41750000,41750000,49755000,,49755000,49755000,57559000,57559000,57559000,57559000,65306000,78891000,74795000,74795000,85558000,85558000,85558000,85558000,96913000,96913000,96913000,96913000,101437000,101437000,101437000,101437000,107587000,107587000,107843000,107843000,115228000
BalanceReserve_yy,,,,,404.44,405.87,266.84,222.06,37.63,37.25,235.10,145.05,145.05,145.04,0.36,19.17,-100.00,19.17,19.17,15.68,,15.68,15.68,13.46,37.06,29.94,29.94,31.01,8.45,14.39,14.39,13.27,13.27,13.27,13.27,4.67,4.67,4.67,4.67,6.06,6.06,6.32,6.32,7.10
BalanceReserve_sy,,,,,76.47,12.25,13.29,16.15,8.63,-0.39,2.90,5.68,7.29,8.96,5.76,11.76,5.44,3.55,12.91,4.70,,5.35,5.36,1.47,5.31,1.02,0.97,4.28,4.28,2.06,4.00,3.50,2.83,2.82,2.82,3.60,5.56,5.57,4.67,0.56,4.48,2.78,4.88,6.17
BalanceReserve_qq,,,37.90,56.32,134.01,0.28,,37.24,,0.01,144.15,0.36,,,,19.17,-100.00,,,15.68,,,,13.46,20.80,-5.19,,14.39,,,,13.27,,,,4.67,,,,6.06,,0.24,,6.85
BalanceReserve_sq,,,,8.58,-53.77,0.28,,0.17,,,,5.89,,,,6.08,-100.00,,,3.49,,,,4.82,,,,4.55,,,,2.83,,,,4.67,,,,1.93,,,,2.82
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,0,0,0,,4649000,4814000,4386000,4451000,4457000,4423000,4416000,4591000,5271000,4581000,5204000,4703000,5150000,5224000,5214000,5230000,5259000,5138000,5207000,5165000,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.13,-8.12,0.68,3.15,18.26,3.57,17.84,2.44,-2.30,14.04,0.19,11.21,2.12,-1.65,-0.13,-1.24,-100.00
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.13,6.50,0.68,3.15,3.85,3.57,-6.45,2.44,5.06,11.86,12.53,20.12,2.12,2.76,-9.94,0.62,13.62
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,3.55,-8.89,1.48,0.13,-0.76,-0.16,3.96,14.81,-13.09,13.60,-9.63,9.50,1.44,-0.19,0.31,0.55,-2.30,1.34,-0.81,-100.00
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,-4.35,1.48,5.75,0.05,-0.16,2.15,-0.83,2.20,-8.62,1.81,9.50,9.68,3.13,-1.08,-2.43,7.49,-2.65,,9.22
BalanceNoncurrentLiabilities,,207000,4517000,4357000,4209000,4394000,4734000,7273000,6676000,9663000,9776000,11187000,10714000,10715000,12741000,20150000,,20499000,22686000,24443000,23924000,15852000,15446000,14864000,14587000,13510000,13270000,14708000,19659000,31702000,73365000,76658000,75386000,74872000,73300000,73391000,72433000,72562000,52460000,40052000,61833000,61858000,61099000,73017000
BalanceNoncurrentLiabilities_yy,,,,,,2022.71,4.80,66.93,58.61,119.91,106.51,53.82,60.49,10.89,30.33,80.12,-100.00,91.31,78.06,21.31,,-22.67,-31.91,-39.19,-39.03,-14.77,-14.09,-1.05,34.77,134.66,452.86,421.20,283.47,136.17,-0.09,-4.26,-3.92,-3.09,-28.43,-45.43,-14.63,-14.75,16.47,82.31
BalanceNoncurrentLiabilities_sy,,,,,,23.66,8.42,-10.49,-15.17,-18.97,-30.49,41.85,-16.24,10.89,13.52,-1.31,-34.65,-26.15,-30.12,-13.92,,-15.50,-9.56,-7.54,-0.35,-10.35,-10.02,-5.62,23.70,19.20,-0.78,-5.23,-26.88,-6.51,-6.78,3.08,29.01,7.37,-10.99,-6.19,-14.63,-9.48,10.26,14.90
BalanceNoncurrentLiabilities_qq,,,2082.13,-3.54,-3.40,4.40,7.74,53.63,-8.21,44.74,1.17,14.43,-4.23,0.01,18.91,58.15,-100.00,,10.67,7.74,-2.12,-33.74,-2.56,-3.77,-1.86,-7.38,-1.78,10.84,33.66,61.26,131.42,4.49,-1.66,-0.68,-2.10,0.12,-1.31,0.18,-27.70,-23.65,54.38,0.04,-1.23,19.51
BalanceNoncurrentLiabilities_sq,,,2.10,0.80,-55.64,-2.86,1.55,-8.70,-55.17,-9.32,-5.53,-2.78,-100.00,-8.78,-2.48,-7.76,-100.00,,-3.08,-3.03,-8.36,-2.51,-2.84,-4.14,-3.51,-3.85,-3.64,-0.91,-1.80,-3.00,-0.62,-1.84,-2.98,3.12,-1.76,5.74,-1.86,0.61,-2.53,2.46,2.16,-3.16,8.42,6.30
BalanceNoncurrentTradeLiabilities,,184000,4494000,4334000,4186000,4362000,4702000,7163000,6444000,9357000,9381000,10797000,10290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,2270.65,4.63,65.27,53.94,114.51,99.51,50.73,59.68,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,424.26,12.00,-34.51,-35.44,-86.68,-90.84,-45.29,-30.70,194.74,296.63,59.66,-40.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,2342.39,-3.56,-3.41,4.20,7.79,52.34,-10.04,45.20,0.26,15.09,-4.70,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,152.94,10.60,-3.41,-6.00,7.79,-10.81,-10.04,-19.30,-16.30,7.54,-4.70,-3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,10022000,12032000,19444000,,19966000,21738000,23723000,23213000,14942000,14627000,14320000,14124000,12731000,12444000,13819000,19000000,29693000,70848000,71182000,70234000,69990000,68382000,68012000,67550000,17212000,16701000,16292000,55984000,55609000,55164000,49558000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,99.22,80.67,22.01,,-25.16,-32.71,-39.64,-39.15,-14.80,-14.92,-3.50,34.52,133.23,469.33,415.10,269.65,135.71,-3.48,-4.45,-3.82,-75.41,-75.58,-76.05,-17.12,223.08,230.30,204.19
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,-28.00,-31.49,-23.08,,-19.86,-17.04,-12.38,-12.88,-14.80,-14.92,-11.67,-5.32,-14.13,-4.88,-12.68,-10.05,-15.44,-18.36,9.08,-8.60,-2.56,-19.40,-6.91,2.56,2.69,12.54,15.92
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,20.06,61.60,-100.00,,8.88,9.13,-2.15,-35.63,-2.11,-2.10,-1.37,-9.86,-2.25,11.05,37.49,56.28,138.60,0.47,-1.33,-0.35,-2.30,-0.54,-0.68,-74.52,-2.97,-2.45,243.63,-0.67,-0.80,-10.16
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,-2.78,,-100.00,,-2.98,-4.21,-7.44,-2.60,-5.43,-6.43,-8.04,-9.86,-5.43,-6.92,-7.69,-7.84,0.16,-5.30,-2.82,-0.35,-4.32,-0.54,-11.49,-6.16,-2.23,1.28,11.95,-11.19,23.29,-14.54
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000,30000000,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.00,-100.00,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.00,-100.00,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,23000,23000,23000,23000,32000,32000,110000,232000,306000,395000,390000,424000,693000,709000,706000,,533000,948000,720000,711000,910000,819000,544000,463000,779000,826000,889000,659000,2009000,2517000,5476000,5152000,4882000,4918000,5379000,4883000,5350000,5759000,23760000,5849000,6249000,5935000,23459000
BalanceNoncurrentOtherLiabilities_yy,,,,,,39.13,39.13,378.26,908.70,856.25,1134.38,254.55,82.76,126.47,79.49,81.03,-100.00,-23.09,33.71,1.98,,70.73,-13.61,-24.44,-34.88,-14.40,0.85,63.42,42.33,157.89,204.72,515.97,681.79,143.01,95.39,-1.77,-5.22,9.59,17.10,341.72,19.78,16.80,3.06,-1.27
BalanceNoncurrentOtherLiabilities_sy,,,,,,11.41,20.60,6.66,37.70,5.71,2.72,2.66,1.11,4.87,13.90,5.34,-24.89,-12.34,0.30,2.45,,-3.78,-1.82,1.79,-7.89,-5.16,-6.52,-1.96,4.28,15.12,6.84,0.68,-9.12,-1.67,-0.17,-1.77,-5.22,9.59,-4.17,-5.33,0.64,-3.65,-4.72,-0.38
BalanceNoncurrentOtherLiabilities_qq,,,,,,39.13,,243.75,110.91,31.90,29.08,-1.27,8.72,63.44,2.31,-0.42,-100.00,,77.86,-24.05,-1.25,27.99,-10.00,-33.58,-14.89,68.25,6.03,7.63,-25.87,204.86,25.29,117.56,-5.92,-5.24,0.74,9.37,-9.22,9.56,7.64,312.57,-75.38,6.84,-5.02,295.27
BalanceNoncurrentOtherLiabilities_sq,,,,,,2.99,,-1.81,-54.42,-11.11,,-0.82,-100.00,0.43,1.97,-1.07,-100.00,,-0.46,-1.77,-1.44,-0.91,-1.13,-0.12,-1.64,-1.05,-1.82,2.26,0.62,0.72,-3.04,-0.12,-0.63,1.77,0.57,-0.60,-2.55,6.36,-5.21,-2.22,-0.58,-0.34,-4.83,0.41
BalanceCurrentLiabilities,5340000,5505000,6890000,7808000,8189000,12881000,17752000,14261000,12073000,19386000,16754000,30852000,23004000,39717000,37852000,35280000,,54884000,42742000,52038000,49816000,55669000,59032000,66573000,60113000,76288000,63439000,83801000,87580000,96358000,77031000,84514000,92875000,77675000,76143000,80213000,85560000,88949000,97209000,112619000,95190000,96435000,114524000,128880000
BalanceCurrentLiabilities_yy,,,,,53.35,133.99,157.65,82.65,47.43,50.50,-5.62,116.34,90.54,104.87,125.93,14.35,-100.00,38.19,12.92,47.50,,1.43,38.11,27.93,20.67,37.04,7.47,25.88,45.69,26.31,21.43,0.85,6.05,-19.39,-1.15,-5.09,-7.88,14.51,27.67,40.40,11.26,8.42,17.81,14.44
BalanceCurrentLiabilities_sy,,,,,-34.95,19.12,15.10,35.25,47.43,5.29,-5.62,0.86,23.20,8.38,16.88,3.07,-3.13,30.41,14.04,12.38,,-5.98,-9.15,6.16,-15.35,-5.94,-0.90,-18.50,-5.30,-7.58,-4.22,4.58,23.59,6.86,0.15,6.54,-1.90,14.51,10.25,1.73,11.26,23.48,21.06,29.63
BalanceCurrentLiabilities_qq,,3.09,25.16,13.32,4.88,57.30,37.82,-19.67,-15.34,60.57,-13.58,84.15,-25.44,72.65,-4.70,-6.79,-100.00,,-22.12,21.75,-4.27,11.75,6.04,12.77,-9.70,26.91,-16.84,32.10,4.51,10.02,-20.06,9.71,9.89,-16.37,-1.97,5.35,6.67,3.96,9.29,15.85,-15.48,1.31,18.76,12.54
BalanceCurrentLiabilities_sq,,-24.57,14.83,8.82,-50.62,-8.56,1.88,3.55,-57.67,-32.35,-2.36,12.93,-100.00,-20.70,2.97,25.28,-100.00,,-0.10,17.96,-10.46,-18.80,4.59,15.54,-12.00,-9.04,7.74,9.16,-6.93,-4.22,5.58,26.30,-8.32,-14.44,10.88,13.82,-6.82,-7.29,8.66,15.85,-7.73,5.39,5.12,14.96
BalanceCurrentTradePayablesv,4753000,5505000,6890000,7808000,8189000,12308000,16934000,14236000,12058000,18766000,16134000,30610000,22762000,21000000,15002000,14864000,,21008000,7312000,17514000,11250000,13808000,16586000,14982000,7856000,23786000,17875000,31265000,26695000,29243000,32629000,33993000,47469000,46723000,37047000,43137000,44130000,47386000,33527000,31502000,33623000,34342000,42760000,30654000
BalanceCurrentTradePayablesv_yy,,,,,72.29,123.58,145.78,82.33,47.25,52.47,-4.72,115.02,88.77,11.90,-7.02,-51.44,-100.00,0.04,-51.26,17.83,,-34.27,126.83,-14.46,-30.17,72.26,7.77,108.68,239.80,22.94,82.54,8.73,77.82,59.77,13.54,26.90,-7.03,1.42,-9.50,-26.97,-23.81,-27.53,27.54,-2.69
BalanceCurrentTradePayablesv_sy,,,,,-14.94,17.76,-3.41,13.51,47.25,-6.91,-4.72,-1.05,26.43,6.06,20.32,4.16,-4.79,7.20,7.43,7.06,,-24.36,-3.35,6.12,-7.00,14.67,5.59,-6.06,-2.26,-4.48,-5.75,-3.78,16.01,21.40,12.48,16.95,-1.18,2.00,11.58,8.96,15.56,5.42,15.36,-5.58
BalanceCurrentTradePayablesv_qq,,15.82,25.16,13.32,4.88,50.30,37.59,-15.93,-15.30,55.63,-14.03,89.72,-25.64,-7.74,-28.56,-0.92,-100.00,,-65.19,139.52,-35.77,22.74,20.12,-9.67,-47.56,202.77,-24.85,74.91,-14.62,9.54,11.58,4.18,39.64,-1.57,-20.71,16.44,2.30,7.38,-29.25,-6.04,6.73,2.14,24.51,-28.31
BalanceCurrentTradePayablesv_sq,,-44.90,21.89,7.57,-50.65,-9.45,3.00,13.76,-57.65,-34.61,-2.90,24.82,-100.00,-37.98,-8.74,29.50,-100.00,,-2.06,22.12,-13.71,-28.14,20.12,40.85,-5.72,-16.36,7.17,18.40,-13.18,-8.21,15.40,22.76,-2.48,-9.10,8.58,20.31,-10.46,-2.56,16.48,19.28,-2.64,-5.98,17.58,2.65
BalanceCurrentBorrowings,,,,,,,,,,,,,,9194000,13660000,10473000,,22441000,21917000,24679000,27528000,31601000,31163000,38181000,38784000,37776000,31452000,41290000,41288000,45439000,14046000,19489000,14754000,7664000,13979000,12590000,16743000,15895000,17550000,19366000,33785000,35739000,43500000,42658000
BalanceCurrentBorrowings_yy,,,,,,,,,,,,,,,,,,144.08,60.45,135.64,,40.82,42.19,54.71,40.89,19.54,0.93,8.14,6.46,20.29,-55.34,-52.80,-64.27,-83.13,-0.48,-35.40,13.48,107.40,25.55,53.82,101.79,124.84,147.86,120.27
BalanceCurrentBorrowings_sy,,,,,,,,,,,,,,,,,,47.99,38.53,35.40,,-13.25,-3.65,-10.39,-11.32,-25.24,-6.97,-7.43,-13.18,3.09,7.39,7.00,6.20,-15.69,-11.98,-2.65,5.34,19.59,-1.18,2.42,5.90,66.97,24.57,71.23
BalanceCurrentBorrowings_qq,,,,,,,,,,,,,,,48.58,-23.33,-100.00,,-2.34,12.60,11.54,14.80,-1.39,22.52,1.58,-2.60,-16.74,31.28,,10.05,-69.09,38.75,-24.30,-48.05,82.40,-9.94,32.99,-5.06,10.41,10.35,74.46,5.78,21.72,-1.94
BalanceCurrentBorrowings_sq,,,,,,,,,,,,,,,2.63,10.88,-100.00,,-2.13,7.80,-12.62,-6.70,1.46,6.18,-16.20,-2.60,-3.69,1.84,,5.16,-5.98,2.17,-8.98,-12.41,12.53,6.06,10.18,-20.24,6.03,5.52,13.40,23.55,3.64,17.21
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829000,20277000,50815000,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.96,150.60,-100.00,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.96,150.60,-100.00,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,25000,15000,620000,620000,242000,242000,1112000,792000,1266000,,2654000,4755000,1219000,2521000,1809000,3208000,4974000,5133000,6747000,6231000,3634000,11653000,11690000,11766000,12128000,10978000,3822000,4566000,4441000,4879000,5308000,6510000,9772000,8914000,7709000,9841000,54692000
BalanceCurrentOtherLiabilities_yy,,,,,,,,,,,,868.00,1513.33,79.35,27.74,423.14,-100.00,138.67,500.38,-3.71,,-31.84,-32.53,308.04,103.61,272.97,94.23,-26.94,127.02,73.26,88.83,233.74,-5.79,-67.31,-61.19,-63.38,-55.56,38.88,42.58,120.04,82.70,45.23,51.17,459.68
BalanceCurrentOtherLiabilities_sy,,,,,,,,,,,,-5.20,15.87,-0.89,8.38,41.46,14.48,25.26,26.96,-4.00,,22.52,16.54,26.88,18.23,29.82,23.20,-2.16,0.58,-30.03,-20.76,,1.50,-8.04,7.11,27.50,2.63,38.88,6.15,-1.23,38.36,37.09,53.93,31.66
BalanceCurrentOtherLiabilities_qq,,,,,,,,,-40.00,4033.33,,-60.97,,359.50,-28.78,59.85,-100.00,,79.16,-74.36,106.81,-28.24,77.34,55.05,3.20,31.44,-7.65,-41.68,220.67,0.32,0.65,3.08,-9.48,-65.18,19.47,-2.74,9.86,8.79,22.65,50.11,-8.78,-13.52,27.66,455.76
BalanceCurrentOtherLiabilities_sq,,,,,,,,,-70.00,10.87,,6.38,,9.36,24.99,24.04,-100.00,,13.06,17.50,-3.20,-6.05,4.06,34.92,-6.84,11.66,-3.30,1.78,3.47,-3.07,5.45,3.32,4.17,-21.97,31.55,11.00,-2.30,0.93,13.59,23.70,21.46,-5.63,13.53,16.21
BalanceReckoning,587000,,,,,573000,818000,,,,,,,8411000,8398000,8677000,,8781000,8758000,8626000,8517000,8451000,8075000,8436000,8340000,7979000,7881000,7612000,7944000,9986000,18590000,18904000,19674000,19466000,20551000,20045000,19808000,19531000,19345000,1164000,18868000,18645000,18423000,876000
BalanceReckoning_yy,,,,,-100.00,,,,,-100.00,-100.00,,,,,,,4.40,4.29,-0.59,,-3.76,-7.80,-2.20,-2.08,-5.59,-2.40,-9.77,-4.75,25.15,135.88,148.34,147.66,94.93,10.55,6.04,0.68,0.33,-5.87,-94.19,-4.75,-4.54,-4.77,-24.74
BalanceReckoning_sy,,,,,-100.00,,,,,72.98,1.18,,,,,,,10.20,14.97,-22.78,,-4.03,-11.56,-18.32,-13.42,-11.91,-1.40,-19.08,-4.75,-4.50,-5.51,-0.10,-0.10,25.00,2.50,6.04,0.34,0.34,0.35,-0.34,2.19,-2.17,,18.20
BalanceReckoning_qq,,-100.00,,,,,42.76,-100.00,,,,,,,-0.15,3.32,-100.00,,-0.26,-1.51,-1.26,-0.77,-4.45,4.47,-1.14,-4.33,-1.23,-3.41,4.36,25.70,86.16,1.69,4.07,-1.06,5.57,-2.46,-1.18,-1.40,-0.95,-93.98,1520.96,-1.18,-1.19,-95.25
BalanceReckoning_sq,,-100.00,,,,,99.16,-27.88,,,,,,,8.59,-1.60,-100.00,,-0.13,-22.05,24.52,-13.53,-0.68,2.14,-2.13,-23.20,-1.23,,,,,0.84,,-0.53,,,-1.18,2.44,-0.95,-0.34,27.07,-1.18,,9.34
BalanceTotalEquityAndLiabilities,22669000,23805000,30416000,32559000,46386000,52691000,58893000,59770000,58439000,70909000,94159000,111086000,104956000,159475000,160878000,153445000,0,192953000,184394000,195971000,195017000,190982000,195653000,209781000,220922000,237886000,227691000,252546000,264384000,283541000,313004000,326859000,337731000,317705000,317171000,322774000,328993000,333084000,323143000,326048000,334129000,337487000,356390000,378207000
BalanceTotalEquityAndLiabilities_yy,,,,,104.62,121.34,93.63,83.57,25.98,34.58,59.88,85.86,79.60,124.90,70.86,38.13,-100.00,20.99,14.62,27.71,,-1.02,6.11,7.05,13.28,24.56,16.37,20.39,19.67,19.19,37.47,29.43,27.74,12.05,1.33,-1.25,-2.59,4.84,1.88,1.01,1.56,1.32,10.29,16.00
BalanceTotalEquityAndLiabilities_sy,,,,,29.93,12.78,16.44,5.40,7.67,-4.43,-6.13,-1.06,5.29,4.86,13.76,14.23,6.70,4.08,5.23,3.82,,-1.44,-1.72,1.59,-1.69,-3.62,-2.02,-5.12,-1.50,-0.60,0.03,-0.81,3.99,1.32,1.33,4.11,2.45,6.36,8.77,1.92,3.85,2.38,3.15,2.70
BalanceTotalEquityAndLiabilities_qq,,5.01,27.77,7.05,42.47,13.59,11.77,1.49,-2.23,21.34,32.79,17.98,-5.52,51.94,0.88,-4.62,-100.00,,-4.44,6.28,-0.49,-2.07,2.45,7.22,5.31,7.68,-4.29,10.92,4.69,7.25,10.39,4.43,3.33,-5.93,-0.17,1.77,1.93,1.24,-2.98,0.90,2.48,1.01,5.60,6.12
BalanceTotalEquityAndLiabilities_sq,,-8.45,6.66,4.80,-50.19,0.46,1.82,0.28,-51.12,-4.91,0.75,6.96,-100.00,-6.39,0.14,3.98,-100.00,,0.39,3.14,-1.26,-6.78,1.26,3.91,-0.28,-4.10,1.50,2.23,-0.38,-1.66,2.40,4.43,0.13,-4.01,5.63,2.59,-0.51,-4.37,1.45,3.47,0.07,-2.76,4.83,1.36
CashflowOperatingCashflow,54000,2743000,-805000,2864000,1763000,2665000,455000,4387000,-220000,2482000,-373000,2822000,-6356000,4192000,-6424000,51000,77000,11996000,50000,4406000,-93000,-2518000,2094000,-1619000,8415000,5345000,2480000,6404000,2021000,8749000,7211000,-5698000,1929000,21031000,-19455000,2214000,-1992000,-711000,-5276000,8986000,-3475000,-1712000,-6951000,32156000
CashflowOperatingCashflow_yy,,,,,3164.81,-2.84,156.52,53.18,-112.48,-6.87,-181.98,-35.67,-2789.09,68.90,-1622.25,-98.19,101.21,186.16,100.78,8539.22,-220.78,-120.99,4088.00,-136.75,9148.39,312.27,18.43,495.55,-75.98,63.69,190.77,-188.98,-4.55,140.38,-369.80,138.86,-203.27,-103.38,72.88,305.87,-74.45,-140.79,-31.75,257.85
CashflowOperatingCashflow_sy,,,,,27.12,90.28,-84.88,112.51,-53.24,-27.76,6.97,-51.54,-22.09,35.18,-102.20,-14.66,10.64,217.07,18.87,31.21,13.67,-9.45,-21.49,-17.05,13.83,20.32,-14.95,-30.88,11.15,-44.04,-64.36,72.49,-4.55,68.52,-68.06,-35.55,-37.19,-14.60,6.39,19.11,-19.20,-46.54,3.79,48.98
CashflowOperatingCashflow_qq,,4979.63,-129.35,455.78,-38.44,51.16,-82.93,864.18,-105.01,1228.18,-115.03,856.57,-325.23,165.95,-253.24,100.79,50.98,15479.22,-99.58,8712.00,-102.11,-2607.53,183.16,-177.32,619.77,-36.48,-53.60,158.23,-68.44,332.90,-17.58,-179.02,133.85,990.25,-192.51,111.38,-189.97,64.31,-642.05,270.32,-138.67,50.73,-306.02,562.61
CashflowOperatingCashflow_sq,,-59.86,-2.04,-6.86,123.89,33.47,-104.26,212.54,-67.64,25.73,-115.03,347.59,25.10,-51.05,-133.69,156.83,60.44,65.04,-109.17,130.80,82.62,-9.80,-87.44,169.41,78.67,0.19,-90.26,96.02,119.35,-57.68,-112.00,235.63,5.18,5.24,-106.74,162.58,-49.93,71.22,-180.25,134.72,-84.24,73.60,-153.82,239.89
CashflowAmortization,156000,190000,206000,226000,167000,343000,296000,297000,333000,399000,422000,420000,429000,461000,559000,739000,754000,747000,773000,671000,683000,678000,650000,728000,896000,879000,991000,1013000,811000,1166000,1102000,319000,892000,970000,1065000,1126000,1158000,1161000,1118000,1169000,1005000,1225000,1271000,1305000
CashflowAmortization_yy,,,,,7.05,80.53,43.69,31.42,99.40,16.33,42.57,41.41,28.83,15.54,32.46,75.95,75.76,62.04,38.28,-9.20,-9.42,-9.24,-15.91,8.49,31.19,29.65,52.46,39.15,-9.49,32.65,11.20,-68.51,9.99,-16.81,-3.36,252.98,29.82,19.69,4.98,3.82,-13.21,5.51,13.69,11.63
CashflowAmortization_sy,,,,,14.68,13.93,21.11,23.60,7.89,0.91,8.64,8.64,4.41,0.69,9.21,-3.35,5.58,7.16,7.56,3.18,-7.82,2.11,0.63,4.26,3.00,-6.40,1.04,-0.98,0.52,1.98,1.08,0.43,5.66,8.12,7.62,5.51,1.74,-0.51,1.24,-1.17,-2.77,0.66,6.19,4.60
CashflowAmortization_qq,,21.79,8.42,9.71,-26.11,105.39,-13.70,0.34,12.12,19.82,5.76,-0.47,2.14,7.46,21.26,32.20,2.03,-0.93,3.48,-13.20,1.79,-0.73,-4.13,12.00,23.08,-1.90,12.74,2.22,-19.94,43.77,-5.49,-71.05,179.62,8.74,9.79,5.73,2.84,0.26,-3.70,4.56,-14.03,21.89,3.76,2.68
CashflowAmortization_sq,,22.30,-5.84,3.56,2.98,10.07,-2.45,,2.79,1.31,-2.08,,0.82,0.21,3.28,0.68,7.61,-1.12,-2.68,2.44,0.90,3.86,-5.12,2.10,-0.64,-1.04,-1.15,2.22,-0.38,1.04,-0.46,4.10,3.04,4.70,-2.26,1.32,1.12,-0.08,-4.48,1.89,0.42,1.48,2.38,2.24
