,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q3,2015/Q1,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceReckoning,,,,0,,14000,,96000,0,96000,,96000,161000,0,,147000,49000,43000,99000,0,0,0,0,35000,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,585.71,,,,-100.00,,53.12,-69.57,,,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,-16.86,,,,-28.08,,42.20,-2.86,,,-28.78,-14.02,-66.05,3.48,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,-100.00,,-100.00,,-100.00,,67.71,-100.00,,,-66.67,-12.24,130.23,-100.00,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,-98.48,,-25.00,,-100.00,,-27.33,-1.98,,,-18.16,-1.72,0.15,-18.65,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,69683000,51486000,0,42200000,52345000,80853000,0,66819000,89160000,60923000,0,73203000,87128000,76410000,0,54656000,68897000,66706000,75711000,69008000,65564000,59050000,64786000,49261000,17627000,21631000,66495000,93843000,77255000,61190000,76367000,88226000,78637000,108863000,119187000,128191000
BalanceTotalEquityAndLiabilities_yy,,,,,-24.88,57.04,,58.34,70.33,-24.65,,9.55,-2.28,25.42,,-25.34,-20.92,-12.70,,26.26,-4.84,-11.48,-14.43,-28.62,-72.79,,207.41,,,,14.85,-5.99,1.79,77.91,56.07,45.30
BalanceTotalEquityAndLiabilities_sy,,,,,0.05,-2.00,,-5.41,3.85,-3.46,,17.84,23.18,27.33,,17.60,36.20,26.40,,5.74,6.76,5.37,5.21,12.30,7.80,,7.38,,,,-1.81,2.75,1.64,0.54,3.92,-0.73
BalanceTotalEquityAndLiabilities_qq,,-26.11,-100.00,,24.04,54.46,-100.00,,33.44,-31.67,-100.00,,19.02,-12.30,-100.00,,26.06,-3.18,13.50,-8.85,-4.99,-9.94,9.71,-23.96,,,,41.13,-17.68,-20.79,24.80,15.53,-10.87,38.44,9.48,7.55
BalanceTotalEquityAndLiabilities_sq,,-2.16,-100.00,,-0.43,-0.31,-73.29,,3.76,-4.18,-56.88,,4.02,3.19,-100.00,,2.71,2.56,-2.03,-0.86,-0.03,1.40,2.47,2.80,,,,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92,-1.21
CashflowOperatingCashflow,-43302000,37198000,12872000,-8749000,-43261000,41475000,-195000,-3102000,-38916000,32021000,13357000,-6078000,-835000,-28822000,29823000,-250000,,-3041000,-600000,-8893000,,-5557000,-54000,5931000,837000,,-312000,-7652000,-1523000,-3699000,-269000,297000,968000,2125000,-5477000,609000
CashflowOperatingCashflow_yy,,,,,0.09,11.50,-101.51,64.54,10.04,-22.79,6949.74,-95.94,97.85,-190.01,123.28,95.89,100.00,89.45,-102.01,-3457.20,,-82.74,91.00,166.69,1650.00,,,,,,13.78,103.88,163.56,157.45,-1936.06,105.05
CashflowOperatingCashflow_sy,,,,,28.37,-46.73,29.28,-78.69,-57.00,-5.42,-150.19,-56.01,-87.87,67.44,19.10,82.67,126.14,-52.44,56.14,19.60,,-11.66,17.06,-49.86,-58.31,,,,,,13.78,-89.49,33.12,-36.44,-64.97,85.04
CashflowOperatingCashflow_qq,,185.90,-65.40,-167.97,-394.47,195.87,-100.47,-1490.77,-1154.55,182.28,-58.29,-145.50,86.26,-3351.74,203.47,-100.84,100.00,,80.27,-1382.17,100.00,,99.03,11083.33,,,,-2352.56,80.10,-142.88,92.73,210.41,225.93,119.52,-357.74,111.12
CashflowOperatingCashflow_sq,,30.29,-1.35,103.95,-12.08,-32.24,-6.94,-33.43,-87.74,-7.46,18.32,4.92,42.40,21.50,11.32,0.24,100.00,,22.59,-30.76,19.85,,97.12,-68.93,,,,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89,26.68
CashflowAmortization,156000,775000,552000,,412000,,,,377000,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowAmortization_yy,,,,,164.10,-100.00,-100.00,,-8.50,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,
CashflowAmortization_sy,,,,,14.89,5.68,9.49,,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowAmortization_qq,,396.79,-28.77,-100.00,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowAmortization_sq,,2.86,-10.19,14.15,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowInvestingCashflow,,3768000,-2759000,-1009000,,182000,-182000,206000,,-78000,28000,,,29252000,-29282000,30000,,3807000,0,-52000,,-2541000,-126000,-118000,0,,-37000,-8958000,-1071000,9829000,,5400000,0,0,,
CashflowInvestingCashflow_yy,,,,,,-95.17,93.40,120.42,,-142.86,115.38,-100.00,,37602.56,-104678.56,,,-86.99,100.00,-273.33,,-166.75,,-126.92,100.00,,,,,,100.00,160.28,100.00,-100.00,,-100.00
CashflowInvestingCashflow_sy,,,,,,86.65,72.72,-89.51,,4.80,94.34,25.00,,69.59,-119.72,,,-93.49,25.47,65.14,,6.30,,12.34,81.54,,,,,,69.86,-17.57,-40.98,17.18,,-99.76
CashflowInvestingCashflow_qq,,,-173.22,63.43,100.00,,-200.00,213.19,-100.00,,135.90,-100.00,,,-200.10,100.10,-100.00,,-100.00,,100.00,,95.04,6.35,,,,-24110.81,88.04,1017.74,-100.00,,-100.00,,,
CashflowInvestingCashflow_sq,,,-14.74,63.43,52.65,,81.29,42.19,-97.45,,76.47,-103.65,,,-7.37,-68.05,24.75,,16.02,,-50.60,,29.91,14.45,,,,55.56,-84.71,37.68,96.60,,-100.00,,,
CashflowCapex,,-3768000,,0,,47000,-47000,49000,,117000,-67000,-11000,,41000,0,,,0,0,0,,1141000,249000,669000,0,,,8958000,1075000,-9792000,,,,,,
CashflowCapex_yy,,,,,,101.25,,,,148.94,-42.55,-122.45,,-64.96,100.00,100.00,,-100.00,,,,,,,-100.00,,,,,,,-100.00,-100.00,100.00,,
CashflowCapex_sy,,,,,,100.67,,,,-27.57,-70.52,-52.42,,-55.10,26.09,61.70,,-27.95,,,,,,,-1.27,,,,,,,-46.67,-60.00,23.55,,
CashflowCapex_qq,,,100.00,,,,-200.00,204.26,-100.00,,-157.26,83.58,100.00,,-100.00,,,,,,,,-78.18,168.67,,,,,-88.00,-1010.88,100.00,,,,,
CashflowCapex_sq,,,58.63,,,,-42.99,-58.96,-34.41,,-10.63,83.58,-38.85,,-11.14,,,,,,,,-34.06,78.45,,,,,-10.41,-49.12,-16.77,,,,,
CashflowFinancingCashflow,0,1009000,2759000,-2684000,38286000,-35172000,-2030000,4396000,34839000,-28839000,-12053000,5950000,-37000,37000,0,0,,-41000,-385000,9289000,,7871000,1000,-5367000,-361000,,,15772000,1982000,-6423000,-88000,-5699000,-1033000,-2108000,5498000,-547000
CashflowFinancingCashflow_yy,,,,,,-3585.83,-173.58,263.79,-9.00,18.01,-493.74,35.35,-100.11,100.13,100.00,-100.00,100.00,-210.81,,,,19297.56,100.26,-157.78,-36200.00,,,,,,,-136.13,-152.12,67.18,6347.73,90.40
CashflowFinancingCashflow_sy,,,,,,-102.90,24.56,91.85,70.06,83.00,55.06,40.38,62.76,-65.74,-43.20,438.69,-35.69,-3.16,,,,57.85,9.80,84.26,31.41,,,,,,,-65.89,-45.41,61.32,26.12,-58.83
CashflowFinancingCashflow_qq,,,173.44,-197.28,1526.45,-191.87,94.23,316.55,692.52,-182.78,58.21,149.37,-100.62,200.00,-100.00,,,,-839.02,2512.73,-100.00,,-99.99,-536800.00,,,,,-87.43,-424.07,98.63,-6376.14,81.87,-104.07,360.82,-109.95
CashflowFinancingCashflow_sq,,,40.71,-70.24,-45.73,3.42,96.36,24.83,-34.32,18.31,34.72,56.70,-47.22,15.42,-99.99,,,,-84.45,73.58,-59.19,,-92.98,108.01,,,,,61.00,-2.24,-2.66,30.80,3.77,52.02,-16.15,-33.92
CashflowShareCapitalCash,0,,,,38286000,,,,34839000,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,-9.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,-9.00,,,,-96.02,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,-61.11,,,,-179.99,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-671000,-656000,-644000,1074000,-4975000,6485000,-2407000,1500000,-4077000,3104000,1332000,-78000,-872000,467000,0,321000,,725000,-985000,344000,,-227000,-179000,446000,476000,,-349000,-838000,-612000,-293000,-357000,-2000,-65000,17000,21000,62000
CashflowNetCashflow_yy,,,,,-641.43,1088.57,-273.76,39.66,18.05,-52.14,155.34,-105.20,78.61,-84.95,-100.00,511.54,100.00,55.25,,7.17,,-131.31,81.83,29.65,365.92,,,,,,-2.29,99.76,89.38,105.80,105.88,3200.00
CashflowNetCashflow_sy,,,,,-69.90,86.66,68.41,25.54,-14.99,54.92,-55.36,153.46,-81.31,56.92,-94.63,108.50,52.99,33.46,,-73.41,,13.38,24.98,12.82,-80.62,,,,,,66.73,22.04,-12.26,-23.20,89.93,-5.51
CashflowNetCashflow_qq,,2.24,1.83,266.77,-563.22,230.35,-137.12,162.32,-371.80,176.13,-57.09,-105.86,-1017.95,153.56,-100.00,,-100.00,,-235.86,134.92,-100.00,,21.15,349.16,,,,-140.11,26.97,52.12,-21.84,99.44,-3150.00,126.15,23.53,195.24
CashflowNetCashflow_sq,,-79.01,37.56,166.14,-21.86,100.88,62.42,102.72,52.98,94.65,2.36,46.29,-100.00,66.23,-123.04,,-45.05,,33.26,100.06,37.90,,23.04,92.43,,,,129.72,-85.10,87.14,66.03,91.16,-135.74,92.20,23.53,41.30
