,2006/Q3,2006/Q4,2007/Q3,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
BalanceNoncurrentLiabilities_yy,,,,,,-100.00,,-48.25,-100.00,,385.49,-100.00,,,-53.36,,207.02,,1447.17,164.23,187.73,,-10.07,-29.38,-21.66,-23.24,5.71,31.43,18.32,25.20,-24.12,10.92,-2.76,2.58,39.79,-9.10,-21.17,21.33,50.19,67.76,121.03,33.82,6.59,10.95
BalanceNoncurrentLiabilities_sy,,,,,,-18.78,,-26.27,-21.30,,19.13,12.25,,,-30.91,,66.10,,29.17,83.90,5.61,,6.98,-9.51,12.38,23.13,24.07,1.82,14.50,0.46,-11.76,4.92,12.45,12.26,-0.40,-6.66,-20.01,9.35,-1.38,-6.49,-6.70,6.95,1.00,-4.76
BalanceNoncurrentLiabilities_qq,,,,,-0.36,-100.00,,-14.00,-100.00,,,-100.00,,-100.00,,457.42,-8.31,-100.00,,-4.80,-0.15,-1.53,-3.92,-25.25,10.77,-3.51,32.32,-7.06,-0.28,2.10,-19.81,35.86,-12.58,7.71,9.28,-11.66,-24.19,65.78,35.28,-1.32,-0.12,0.37,7.75,2.72
BalanceNoncurrentLiabilities_sq,,,,,-6.98,-100.00,,-3.00,,,,-1.01,,-64.13,,-1.35,4.98,-100.00,,-0.62,-11.86,-1.53,1.76,6.10,0.54,0.54,0.63,,-0.50,0.34,-0.10,7.12,8.53,2.34,2.98,0.67,-5.84,7.05,-3.78,0.06,,0.37,-0.56,0.17
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,11564000,11570000,,6532000,5506000,,,34809000,,27155000,,460000,92784000,85044000,,41056000,30869000,30621000,30094000,230163000,173379000,190732000,184735000,245959000,229316000,227340000,232311000,185867000,253425000,218841000,235375000,262669000,224666000,171339000,286900000,394536000,389256000,388877000,390331000,420623000,432061000
BalanceNoncurrentBorrowings_yy,,,,,,,,-52.39,-100.00,,432.90,-100.00,,,-98.68,,213.18,,8825.22,-66.73,-63.99,,460.61,461.66,522.88,513.86,6.86,32.26,19.19,25.75,-24.43,10.51,-3.74,1.32,41.32,-11.35,-21.71,21.89,50.20,73.26,126.96,36.05,6.61,11.00
BalanceNoncurrentBorrowings_sy,,,,,,,,-54.17,-66.76,,144.55,11.00,,,-52.20,,14.66,,94.72,52.58,-36.13,,-28.52,-21.16,44.53,7.70,13.62,-7.76,-20.91,-53.99,-21.64,-36.50,-17.76,-0.23,1.12,-13.42,-23.28,-26.45,0.20,-25.44,-1.82,-16.20,3.66,-2.20
BalanceNoncurrentBorrowings_qq,,,,,0.05,-100.00,,-15.71,-100.00,,,-100.00,,-100.00,,20070.43,-8.34,-100.00,,-24.81,-0.80,-1.72,664.81,-24.67,10.01,-3.14,33.14,-6.77,-0.86,2.19,-19.99,36.35,-13.65,7.56,11.60,-14.47,-23.74,67.45,37.52,-1.34,-0.10,0.37,7.76,2.72
BalanceNoncurrentBorrowings_sq,,,,,-3.02,-100.00,,,-29.65,,,-22.49,,-100.00,,-7.93,5.88,-100.00,,-0.06,-27.90,-9.43,-0.16,5.84,-1.04,0.04,-1.14,-1.24,-3.78,-0.16,-17.76,-6.33,-5.56,-1.30,-4.52,-3.14,-4.02,0.71,-8.68,,-0.37,-2.81,-1.14,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000,,,261000,235000,250000,284000,316000,324000,391000,302000,274000,247000,218000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.59,,,21.07,37.87,56.40,6.34,-13.29,-23.77,-44.25
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.69,,,21.07,61.83,61.22,79.07,-13.29,-23.77,-38.22
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-9.96,6.38,13.60,11.27,2.53,20.68,-22.76,-9.27,-9.85,-11.74
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-9.96,4.06,-4.06,11.27,-17.72,12.37,-15.58,7.01,-12.28,-11.99
BalanceNoncurrentOtherLiabilities,,,4608000,804000,754000,,910000,894000,,,1321000,,899000,,16392000,1153000,1087000,,219673000,217337000,217202000,213935000,4311000,1892000,3408000,2588000,1905000,1043000,2367000,2222000,2090000,2091000,4521000,4946000,7000,7344000,4451000,4677000,,,,,,24000
BalanceNoncurrentOtherLiabilities_yy,,,,,,-100.00,,11.19,-100.00,,45.16,-100.00,,,1140.88,,20.91,,1240.12,18749.70,19881.78,,-98.04,-99.13,-98.43,-98.79,-55.81,-44.87,-30.55,-14.14,9.71,100.48,91.00,122.59,-99.67,251.22,-1.55,-5.44,-100.00,-100.00,-100.00,-100.00,,
BalanceNoncurrentOtherLiabilities_sy,,,,,,-8.42,,-25.40,-34.09,,,4.66,,,-2.66,,20.91,,12.10,14.37,3.87,,15.38,24.22,34.48,9.51,13.41,,4.72,,0.29,6.05,17.71,11.77,-6.57,-3.05,-12.56,12.03,-2.74,-3.90,-0.52,1.18,,
BalanceNoncurrentOtherLiabilities_qq,,,,,-6.22,-100.00,,-1.76,-100.00,,,-100.00,,-100.00,,-92.97,-5.72,-100.00,,-1.06,-0.06,-1.50,-97.98,-56.11,80.13,-24.06,-26.39,-45.25,126.94,-6.13,-5.94,0.05,116.21,9.40,-99.86,104814.29,-39.39,5.08,-100.00,,,,,
BalanceNoncurrentOtherLiabilities_sq,,,,,-4.98,-100.00,,-4.29,0.73,,,-1.61,,-100.00,,-32.40,2.21,-100.00,,1.90,-4.18,-1.96,11.02,0.30,3.68,0.13,1.87,-0.28,1.41,,0.29,0.03,3.08,,9.69,-0.32,-6.92,4.24,-2.00,,,,,
BalanceCurrentLiabilities,582000,372000,4976000,20734000,18314000,,30913000,33198000,,,10874000,,24072000,,38445000,32436000,29476000,,38091000,51122000,41160000,36290000,61408000,101888000,103951000,114146000,60167000,144381000,105942000,107370000,175804000,114740000,144887000,185826000,130377000,134174000,155350000,159121000,166195000,135190000,81901000,153989000,143627000,203752000
BalanceCurrentLiabilities_yy,,,754.98,,,-100.00,,60.11,-100.00,,-64.82,-100.00,,,253.55,,22.45,,-0.92,57.61,39.64,,61.21,99.30,152.55,214.54,-2.02,41.71,1.92,-5.94,192.19,-20.53,36.76,73.07,-25.84,16.94,7.22,-14.37,27.47,0.76,-47.28,-3.23,-13.58,50.72
BalanceCurrentLiabilities_sy,,,342.30,,,1.05,,8.17,-4.00,,-23.05,3.10,,,29.19,,27.59,,62.36,6.69,58.18,,27.51,10.22,-9.40,3.91,-1.30,3.54,2.14,0.17,-2.82,-20.40,-16.42,-27.36,20.59,51.15,22.02,26.02,-5.74,2.64,-1.18,0.18,11.86,18.31
BalanceCurrentLiabilities_qq,,-36.08,,,-11.67,-100.00,,7.39,-100.00,,,-100.00,,-100.00,,-15.63,-9.13,-100.00,,34.21,-19.49,-11.83,69.21,65.92,2.02,9.81,-47.29,139.97,-26.62,1.35,63.74,-34.73,26.27,28.26,-29.84,2.91,15.78,2.43,4.45,-18.66,-39.42,88.02,-6.73,41.86
BalanceCurrentLiabilities_sq,,-5.44,,,4.73,-100.00,,-1.87,-5.66,,,6.79,,-93.00,,6.84,-6.19,-100.00,,-5.26,30.64,-4.03,-2.99,-6.52,-2.34,-0.57,4.09,1.76,-1.31,0.15,-1.48,1.69,9.45,2.94,4.33,0.56,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83
BalanceCurrentTradePayablesv,388000,138000,4743000,6168000,317000,,7877000,10280000,,,6524000,,1200000,,3682000,2976000,221000,,2221000,511000,465000,588000,12842000,3096000,2582000,13161000,4953000,23073000,6715000,6134000,17103000,8044000,7028000,38391000,29519000,24032000,22085000,32702000,15064000,17657000,19047000,18336000,20932000,25522000
BalanceCurrentTradePayablesv_yy,,,1122.42,,,-100.00,,66.67,-100.00,,-17.18,-100.00,,,-43.56,,-81.58,,-39.68,-82.83,110.41,,478.21,505.87,455.27,2138.27,-61.43,645.25,160.07,-53.39,245.31,-65.14,4.66,525.87,72.60,198.76,214.24,-14.82,-48.97,-26.53,-13.76,-43.93,38.95,44.54
BalanceCurrentTradePayablesv_sy,,,664.09,,,2.10,,10.20,-7.69,,-49.52,-25.17,,,-5.06,,4.64,,48.31,-8.06,10.50,,19.69,11.13,-55.03,11.28,-14.04,19.51,-11.85,-32.07,20.39,-29.42,10.60,20.62,2.94,16.21,22.08,33.14,3.51,-0.76,-8.26,-11.66,12.60,6.89
BalanceCurrentTradePayablesv_qq,,-64.43,,,-94.86,-100.00,,30.51,-100.00,,,-100.00,,-100.00,,-19.17,-92.57,-100.00,,-76.99,-9.00,26.45,2084.01,-75.89,-16.60,409.72,-62.37,365.84,-70.90,-8.65,178.82,-52.97,-12.63,446.26,-23.11,-18.59,-8.10,48.07,-53.94,17.21,7.87,-3.73,14.16,21.93
BalanceCurrentTradePayablesv_sq,,-33.02,,,-4.00,-100.00,,0.70,-22.51,,,9.34,,-98.04,,14.67,-2.52,-100.00,,-19.55,-0.76,-8.83,2.93,-31.46,-6.13,15.77,-10.11,1.75,-21.70,0.69,8.42,-0.14,,1.46,-16.04,0.13,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34
BalanceCurrentBorrowings,,,,14545000,17785000,,22830000,22120000,,,4118000,,20821000,,44000,24437000,22624000,,446000,3810000,650000,746000,47974000,98470000,100987000,99899000,53854000,120015000,98292000,99682000,154876000,102962000,134964000,143890000,88311000,107259000,130134000,124017000,147477000,114177000,59137000,131230000,116009000,171563000
BalanceCurrentBorrowings_yy,,,,,,,,52.08,-100.00,,-81.96,-100.00,,,-98.93,,8.66,,913.64,-84.41,-97.13,,10656.50,2484.51,15436.46,13291.29,12.26,21.88,-2.67,-0.22,187.58,-14.21,37.31,44.35,-42.98,4.17,-3.58,-13.81,67.00,6.45,-54.56,5.82,-21.34,50.26
BalanceCurrentBorrowings_sy,,,,,,,,52.08,19.98,,-26.32,69.68,,,97.18,,-17.98,,17.75,-26.77,109.42,,78.57,30.86,-4.64,42.16,-0.05,-6.38,,7.23,-21.26,-12.23,-31.16,-60.15,-0.67,4.95,16.46,-8.46,17.24,6.45,-16.52,-15.57,-7.69,-9.96
BalanceCurrentBorrowings_qq,,,,,22.28,-100.00,,-3.11,-100.00,,,-100.00,,-100.00,,55438.64,-7.42,-100.00,,754.26,-82.94,14.77,6330.83,105.26,2.56,-1.08,-46.09,122.85,-18.10,1.41,55.37,-33.52,31.08,6.61,-38.63,21.46,21.33,-4.70,18.92,-22.58,-48.21,121.91,-11.60,47.89
BalanceCurrentBorrowings_sq,,,,,2.08,-100.00,,-3.80,-7.74,,,1.64,,-100.00,,1.52,-3.69,-100.00,,-14.84,29.68,-11.73,0.90,-25.41,1.05,-3.23,0.44,-1.80,,0.05,-4.52,-6.52,-1.17,,-12.89,-1.78,0.48,-4.20,-3.02,-0.98,-2.24,-2.13,-1.30,2.32
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182000,,,137000,141000,156000,188000,195000,201000,140000,216000,207000,199000,190000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.53,,,42.34,42.55,-10.26,14.89,6.15,-1.00,35.71
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.53,,,42.34,42.55,-10.26,43.14,-20.40,-1.00,35.71
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,2.92,10.64,20.51,3.72,3.08,-30.35,54.29,-4.17,-3.86,-4.52
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,2.92,10.64,20.51,-48.14,-48.46,-30.35,33.30,-4.17,-3.86,-52.26
BalanceCurrentOtherLiabilities,,,,21000,212000,,121000,713000,,,194000,,1801000,,34653000,4726000,6425000,,35055000,46521000,39786000,34676000,349000,25000,301000,248000,1265000,1189000,792000,1441000,3381000,3046000,1536000,1882000,12045000,1924000,1775000,1822000,2853000,2873000,3049000,3711000,5877000,6036000
BalanceCurrentOtherLiabilities_yy,,,,,,,,3295.24,-100.00,,60.33,-100.00,,,17762.37,,256.75,,1.16,884.36,519.24,,-99.00,-99.95,-99.24,-99.28,262.46,4656.00,163.12,481.05,167.27,156.18,93.94,30.60,256.26,-36.84,15.56,-3.19,-76.31,49.32,71.77,103.68,105.99,110.09
BalanceCurrentOtherLiabilities_sy,,,,,,,,-7.54,37.08,,26.84,41.75,,,16.69,,19.57,,10.64,13.47,1.28,,11.11,-3.72,16.46,-24.84,5.58,7.78,2.04,-2.57,-6.67,4.36,-8.43,25.64,54.29,11.90,15.56,-2.82,-20.08,7.49,4.80,4.80,12.12,1.57
BalanceCurrentOtherLiabilities_qq,,,,,909.52,-100.00,,489.26,-100.00,,,-100.00,,-100.00,,-86.36,35.95,-100.00,,32.71,-14.48,-12.84,-98.99,-92.84,1104.00,-17.61,410.08,-6.01,-33.39,81.94,134.63,-9.91,-49.57,22.53,540.01,-84.03,-7.74,2.65,56.59,0.70,6.13,21.71,58.37,2.71
BalanceCurrentOtherLiabilities_sq,,,,,19.39,-100.00,,-17.99,9.83,,,-19.84,,-99.94,,-33.95,-1.61,-100.00,,-1.02,-0.99,-12.68,1.58,-2.34,10.74,-1.17,8.02,-1.77,6.85,-2.53,5.88,2.31,-1.36,8.07,24.49,-10.50,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01
BalanceReckoning,194000,234000,233000,,,,85000,85000,,,38000,,250000,,66000,297000,206000,,369000,280000,259000,280000,243000,297000,81000,838000,95000,104000,143000,113000,262000,688000,1359000,1526000,361000,803000,1168000,385000,600000,343000,452000,505000,610000,441000
BalanceReckoning_yy,,,20.10,,,-100.00,,,,,-55.29,-100.00,,,73.68,,-17.60,,459.09,-5.72,25.73,,-34.15,6.07,-68.73,199.29,-60.91,-64.98,76.54,-86.52,175.79,561.54,850.35,1250.44,37.79,16.72,-14.05,-74.77,66.20,-57.29,-61.30,31.17,1.67,28.57
BalanceReckoning_sy,,,10.05,,,-57.76,,,,,-39.97,-24.35,,,,,-28.08,,42.20,-2.86,12.24,,-28.78,-14.02,-66.05,3.48,-10.40,-35.40,-0.59,-29.33,-0.28,-0.44,-5.47,,11.94,3.08,-16.40,-39.73,-6.23,3.98,5.09,-10.09,1.27,0.51
BalanceReckoning_qq,,20.62,,,,,,,-100.00,,,-100.00,,-100.00,,350.00,-30.64,-100.00,,-24.12,-7.50,8.11,-13.21,22.22,-72.73,934.57,-88.66,9.47,37.50,-20.98,131.86,162.60,97.53,12.29,-76.34,122.44,45.45,-67.04,55.84,-42.83,31.78,11.73,20.79,-27.70
BalanceReckoning_sq,,10.31,,,,,,,-4.82,,,-25.00,,-100.00,,-27.33,-1.98,-100.00,,-18.16,-1.72,0.15,-18.65,-0.56,-2.43,6.63,,-16.16,-7.61,-0.20,,-0.38,2.38,2.28,1.49,-24.07,-12.39,1.44,6.63,-2.90,-0.50,,9.52,-1.86
BalanceTotalEquityAndLiabilities,8249000,8376000,48399000,109272000,105514000,0,126594000,134502000,0,0,145619000,0,143610000,0,268800000,382593000,368324000,0,887085000,849339000,784470000,778154000,453180000,446086000,473010000,483862000,498214000,572346000,541948000,558491000,591044000,608541000,616030000,685438000,658705000,641055000,591271000,726732000,832552000,794588000,746698000,818913000,828715000,894962000
BalanceTotalEquityAndLiabilities_yy,,,486.73,,,-100.00,,23.09,-100.00,,15.03,-100.00,,,84.59,,156.48,,230.02,122.00,112.98,,-48.91,-47.48,-39.70,-37.82,9.94,28.30,14.57,15.42,18.63,6.32,13.67,22.73,11.45,5.34,-4.02,6.02,26.39,23.95,26.29,12.68,-0.46,12.63
BalanceTotalEquityAndLiabilities_sy,,,204.55,,,-5.64,,0.05,-2.00,,-5.41,3.85,,,17.84,,27.33,,17.60,36.20,26.40,,5.74,6.76,5.37,5.21,12.30,10.72,7.64,7.80,1.43,-2.52,-2.68,-1.90,3.60,7.38,-2.82,-0.32,-1.61,-1.81,2.75,1.64,0.54,3.92
BalanceTotalEquityAndLiabilities_qq,,1.54,,,-3.44,-100.00,,6.25,-100.00,,,-100.00,,-100.00,,42.33,-3.73,-100.00,,-4.26,-7.64,-0.81,-41.76,-1.57,6.04,2.29,2.97,14.88,-5.31,3.05,5.83,2.96,1.23,11.27,-3.90,-2.68,-7.77,22.91,14.56,-4.56,-6.03,9.67,1.20,7.99
BalanceTotalEquityAndLiabilities_sq,,1.04,,,-2.16,-100.00,,-0.43,-0.31,,,3.76,,-56.88,,4.02,3.19,-100.00,,2.71,2.56,-2.03,-0.86,-0.03,1.40,2.47,2.80,0.24,-1.52,0.91,-0.51,0.71,1.63,-0.34,0.86,0.18,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92
CashflowOperatingCashflow,127000,680000,-16856000,-4811000,-4938000,-2777000,5513000,4847000,-8992000,-302000,-447000,2084000,-6938000,-33379000,3061000,3457000,-5651000,-150936000,-74497000,8101000,15679000,14598000,24644000,2113000,-21858000,7884000,15597000,16564000,-3248000,2532000,29104000,2771000,-2674000,43957000,45942000,7863000,8407000,-58595000,-33545000,-5307000,-3669000,-24777000,-6750000,-31441000
CashflowOperatingCashflow_yy,,,-13372.44,,,83.53,,200.75,-82.10,89.12,-108.11,-57.00,22.84,-10952.65,784.79,65.88,18.55,-352.19,-2533.75,134.34,377.46,109.67,133.08,-73.92,-239.41,-45.99,-36.71,683.91,85.14,-67.88,86.60,-83.27,17.67,1636.06,57.85,183.76,414.40,-233.30,-173.02,-167.49,-143.64,57.71,79.88,-492.44
CashflowOperatingCashflow_sy,,,-687.60,,,56.21,,28.37,-46.73,29.28,-78.69,-57.00,-5.42,-150.19,-56.01,-87.87,67.44,19.10,82.67,126.14,-52.44,56.14,19.60,-29.22,-11.66,17.06,-49.86,73.07,85.14,-58.31,91.05,-34.30,-13.48,-55.12,26.42,-70.70,96.58,-19.93,-59.74,13.78,-89.49,33.12,-36.44,-64.97
CashflowOperatingCashflow_qq,,435.43,,,-2.64,43.76,298.52,-12.08,-285.52,96.64,-48.01,566.22,-432.92,-381.10,109.17,12.94,-263.47,-2570.96,50.64,110.87,93.54,-6.89,68.82,-91.43,-1134.45,136.07,97.83,6.20,-119.61,177.96,1049.45,-90.48,-196.50,1743.87,4.52,-82.88,6.92,-796.98,42.75,84.18,30.86,-575.31,72.76,-365.79
CashflowOperatingCashflow_sq,,-95.38,,,30.29,-1.35,103.95,-12.08,-32.24,-6.94,-33.43,-87.74,-7.46,18.32,4.92,42.40,21.50,11.32,0.24,100.00,-13.64,22.59,-30.76,19.85,-69.04,97.12,-68.93,90.54,-21.81,-38.44,11.21,-75.01,-2.76,15.05,47.74,-109.80,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89
CashflowAmortization,1000,5000,8000,62000,96000,0,259000,173000,128000,146000,147000,171000,119000,220000,265000,308000,315000,356000,436000,475000,412000,411000,485000,538000,602000,626000,991000,707000,596000,587000,618000,677000,696000,655000,941000,905000,666000,812000,905000,715000,799000,856000,737000,681000
CashflowAmortization_yy,,,700.00,,,-100.00,,179.03,33.33,,-43.24,-1.16,-7.03,50.68,80.27,80.12,164.71,61.82,64.53,54.22,30.79,15.45,11.24,13.26,46.12,52.31,104.33,31.41,-1.00,-6.23,-37.64,-4.24,16.78,11.58,52.27,33.68,-4.31,23.97,-3.83,-20.99,19.97,5.42,-18.56,-4.76
CashflowAmortization_sy,,,73.55,,,6.00,,14.89,5.68,,-7.34,-0.44,-12.71,-19.65,-6.79,,16.25,3.52,2.94,3.56,5.78,1.87,-3.14,-2.96,-14.58,-0.42,0.44,9.55,0.66,-2.82,-3.31,-4.24,0.26,6.90,,2.56,4.20,8.73,-1.20,-14.04,-6.65,-0.76,-8.48,-2.53
CashflowAmortization_qq,,400.00,,,54.84,-100.00,,-33.20,-26.01,14.06,0.68,16.33,-30.41,84.87,20.45,16.23,2.27,13.02,22.47,8.94,-13.26,-0.24,18.00,10.93,11.90,3.99,58.31,-28.66,-15.70,-1.51,5.28,9.55,2.81,-5.89,43.66,-3.83,-26.41,21.92,11.45,-20.99,11.75,7.13,-13.90,-7.60
CashflowAmortization_sq,,28.34,,,2.86,-10.19,,-15.68,1.60,0.42,0.66,-3.10,,-0.55,5.01,-1.82,,5.34,1.58,-3.56,4.66,-1.95,1.49,-3.68,1.63,0.86,4.65,-1.07,-1.34,1.51,-1.14,-1.48,3.53,-0.44,-0.90,-1.36,,1.14,0.65,-10.89,0.24,,-4.77,-1.04
CashflowInvestingCashflow,24000,-263000,-458000,-409000,112000,54000,-835000,-85000,-72000,-197000,-35000,-281000,6000,135000,-8346000,-19065000,6089000,14563000,-247000,-540000,-4120000,264000,-12929000,1100000,-10696000,-3347000,658000,-195000,1162000,-18246000,-22073000,-1342000,-3227000,-13768000,-42005000,-10384000,20362000,-12588000,5764000,-2747000,-4122000,-5115000,-6164000,60000
CashflowInvestingCashflow_yy,,,-2008.33,,,111.79,,79.22,-164.29,-464.81,95.81,-230.59,108.33,168.53,-23745.71,-6684.70,101383.33,10687.41,97.04,97.17,-167.66,-98.19,-5134.41,303.70,-159.61,-1367.80,105.09,-117.73,110.86,-445.14,-3454.56,-588.21,-377.71,24.54,-90.30,-673.77,730.99,8.57,113.72,73.55,-120.24,59.37,-206.94,102.18
CashflowInvestingCashflow_sy,,,-115.09,,,64.93,,85.65,86.65,72.72,-89.51,-56.09,4.80,94.34,25.00,-265.45,69.59,-119.72,-113.57,27.65,-93.49,25.47,65.14,21.76,6.30,43.18,12.34,-33.42,-18.40,81.54,-54.30,95.40,-44.51,-37.16,11.26,-51.68,45.93,-80.15,-37.29,69.86,-17.57,-40.98,17.18,58.36
CashflowInvestingCashflow_qq,,-1195.83,,,127.38,-51.79,-1646.30,89.82,15.29,-173.61,82.23,-702.86,102.14,2150.00,-6282.22,-128.43,131.94,139.17,-101.70,-118.62,-662.96,106.41,-4997.35,108.51,-1072.36,68.71,119.66,-129.64,695.90,-1670.22,-20.97,93.92,-140.46,-326.65,-205.09,75.28,296.09,-161.82,145.79,-147.66,-50.05,-24.09,-20.51,100.97
CashflowInvestingCashflow_sq,,82.20,,,-40.30,-14.74,63.43,52.65,42.62,81.29,42.19,-97.45,31.78,76.47,-103.65,-106.06,56.67,-7.37,-68.05,24.75,-22.87,16.02,46.21,-50.60,32.19,29.91,14.45,-38.20,57.02,-45.14,-13.46,70.62,-48.87,11.08,-13.01,-46.69,55.56,-84.71,37.68,96.60,-9.18,-100.00,76.47,79.91
CashflowCapex,-24000,27000,460000,430000,-143000,-54000,841000,88000,98000,219000,44000,290000,2000,27000,6633000,2000,873000,143000,232000,825000,629000,97000,1094000,2347000,5709000,1075000,356000,821000,192000,431000,1027000,1033000,1283000,1206000,1145000,2153000,1416000,12514000,3374000,2598000,3406000,1105000,4409000,449000
CashflowCapex_yy,,,2016.67,,,-111.74,,-79.53,168.53,505.56,-94.77,229.55,-97.96,-87.67,14975.00,-99.31,43550.00,429.63,-96.50,41150.00,-27.95,-32.17,371.55,184.48,807.63,1008.25,-67.46,-65.02,-96.64,-59.91,188.48,25.82,568.23,179.81,11.49,108.42,10.37,937.65,194.67,20.67,140.54,-91.17,30.68,-82.72
CashflowCapex_sy,,,1024.85,,,3.93,,-79.53,100.67,-71.24,-46.47,20.23,-27.57,-70.52,-52.42,19.28,-55.10,26.09,61.70,-15.65,-27.95,-25.75,-67.74,-51.88,11.16,8.68,31.67,-46.47,6.52,-1.27,-4.00,-59.05,-1.65,-22.14,16.27,-4.52,-52.84,104.28,-73.28,-37.50,-46.67,-60.00,23.55,-80.54
CashflowCapex_qq,,212.50,,,-133.26,62.24,1657.41,-89.54,11.36,123.47,-79.91,559.09,-99.31,1250.00,24466.67,-99.97,43550.00,-83.62,62.24,255.60,-23.76,-84.58,1027.84,114.53,143.25,-81.17,-66.88,130.62,-76.61,124.48,138.28,0.58,24.20,-6.00,-5.06,88.03,-34.23,783.76,-73.04,-23.00,31.10,-67.56,299.00,-89.82
CashflowCapex_sq,,183.23,,,-77.57,58.63,15.72,-53.50,13.51,-42.99,-58.96,-34.41,-6.10,-10.63,83.58,-38.85,46.49,-11.14,88.47,-73.16,-50.52,-11.38,39.55,-20.62,13.43,-34.06,78.45,-40.00,-21.64,63.14,-26.87,-30.29,-36.15,-7.76,0.32,-13.96,-27.14,-10.41,-49.12,-16.77,-29.29,50.00,-78.13,-34.34
CashflowFinancingCashflow,-90000,143000,4134000,8369000,1511000,0,-1721000,-2508000,9538000,2589000,-4428000,-896000,7517000,34023000,4418000,111833000,-12689000,64352000,102759000,-16655000,-8615000,-14550000,-4982000,-12692000,18384000,-8915000,2842000,43500000,-31368000,-2675000,5025000,8170000,-8265000,19148000,-34632000,-27081000,-31987000,101555000,127725000,-47162000,-62921000,66205000,7353000,58748000
CashflowFinancingCashflow_yy,,,4693.33,,,-100.00,,-129.97,531.24,,-157.29,64.27,-21.19,1214.14,199.77,12581.36,-268.80,89.14,2225.92,-114.89,32.11,-122.61,-104.85,23.79,313.40,38.73,157.05,442.74,-270.63,69.99,76.81,-81.22,73.65,815.81,-789.19,-431.47,-287.02,430.37,468.81,-74.15,-96.71,-34.81,-94.24,224.57
