,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentLiabilities_sy,,,,,,28.65,29.30,7.47,,10.57,10.36,14.02,,4.70,12.97,26.84,15.40,16.92,23.89,20.38,20.20,7.84,11.04,1.22,15.82,7.64,5.82,17.40,10.17,4.88,15.36,13.12,8.78,2.76,-0.38,5.29
BalanceCurrentLiabilities_qq,,,-18.21,3.24,-100.00,,-45.00,-4.49,-100.00,,-67.26,94.16,-13.09,94.95,-47.89,24.10,-38.31,91.23,-41.81,69.12,-25.39,29.38,-30.90,-2.25,-14.73,11.90,-22.51,108.36,-60.89,91.31,-39.52,29.69,-34.11,33.02,-17.46,21.54
BalanceCurrentLiabilities_sq,,,-11.01,10.94,-100.00,,-22.68,-2.46,-100.00,,-19.16,4.73,-3.95,25.45,-14.74,9.62,-1.98,25.12,-2.44,15.90,-3.93,26.92,-3.22,3.54,-3.85,12.48,-9.18,12.45,-4.36,11.92,-4.94,10.97,-10.76,14.91,-17.80,13.58
BalanceCurrentTradePayablesv,,12848000,4620000,6050000,,15727000,6625000,5999000,,23326000,4218000,10921000,9388000,22424000,8639000,11971000,6642000,18373000,6278000,16860000,11912000,15209000,9904000,8277000,5976000,10756000,6352000,9344000,5205000,12499000,7505000,8723000,3773000,7028000,5445000,7001000
BalanceCurrentTradePayablesv_yy,,,,,,22.41,43.40,-0.84,,48.32,-36.33,82.05,,-3.87,104.81,9.61,-29.25,-18.07,-27.32,40.85,79.35,-17.22,57.75,-50.91,-49.83,-29.28,-35.87,12.90,-12.90,16.20,18.17,-6.65,-27.52,-43.77,-27.45,-19.74
BalanceCurrentTradePayablesv_sy,,,,,,32.98,40.96,13.48,,0.92,4.75,4.02,,-2.88,-0.50,20.60,6.49,15.38,7.45,12.58,14.24,24.90,16.83,8.29,7.86,11.61,-4.01,10.58,15.30,14.66,23.84,4.06,10.27,7.33,-3.17,8.65
BalanceCurrentTradePayablesv_qq,,,-64.04,30.95,-100.00,,-57.87,-9.45,-100.00,,-81.92,158.91,-14.04,138.86,-61.47,38.56,-44.51,176.61,-65.83,168.54,-29.35,27.67,-34.88,-16.43,-27.80,79.99,-40.95,47.12,-44.29,140.12,-39.95,16.22,-56.75,86.29,-22.52,28.57
BalanceCurrentTradePayablesv_sq,,,-32.21,24.99,-100.00,,-32.93,-1.11,-100.00,,-32.91,9.29,-3.62,31.15,-27.87,18.23,-4.78,15.56,-10.20,12.17,-1.14,31.54,0.51,-6.25,-7.33,27.15,-24.01,24.52,-3.22,29.45,-3.49,5.43,-8.51,15.44,-15.82,14.24
BalanceCurrentBorrowings,,2538000,7973000,6393000,,2687000,2538000,3651000,,4039000,3145000,6132000,5304000,6663000,5381000,5330000,3413000,2130000,5312000,3860000,4037000,4644000,3888000,4335000,4994000,1397000,3113000,4781000,728000,672000,511000,2957000,3416000,2714000,2256000,2965000
BalanceCurrentBorrowings_yy,,,,,,5.87,-68.17,-42.89,,50.32,23.92,67.95,,64.97,71.10,-13.08,-35.66,-68.03,-1.28,-27.59,18.30,118.02,-26.81,12.30,23.70,-69.91,-19.94,10.30,-85.42,-51.90,-83.57,-38.15,369.29,303.83,341.13,0.27
BalanceCurrentBorrowings_sy,,,,,,5.87,-10.00,-8.84,,-26.07,-5.22,5.29,,0.18,-3.62,17.38,-7.01,24.42,47.67,18.12,49.84,52.20,24.15,16.54,23.27,-12.65,20.64,20.23,12.52,11.86,-2.02,23.58,2.82,5.91,-6.66,-5.25
BalanceCurrentBorrowings_qq,,,214.14,-19.82,-100.00,,-5.55,43.85,-100.00,,-22.13,94.98,-13.50,25.62,-19.24,-0.95,-35.97,-37.58,149.39,-27.35,4.60,15.03,-16.29,11.49,15.21,-72.02,122.75,53.60,-84.77,-7.67,-23.93,478.35,15.53,-20.55,-16.90,31.46
BalanceCurrentBorrowings_sq,,,3.55,-0.91,-100.00,,-19.90,4.64,-100.00,,-22.13,1.02,-13.50,-0.72,-8.50,-0.95,-7.72,4.57,6.85,7.17,-1.72,-2.11,-1.82,12.61,3.92,-11.50,2.22,14.22,-14.06,-6.49,-1.01,7.34,-13.84,,-16.90,22.37
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,3750000,2962000,3524000,,3643000,2297000,1635000,,1798000,1631000,1216000,1051000,2414000,1932000,2663000,1807000,3213000,1802000,2624000,1170000,2682000,1419000,2227000,1729000,2266000,1641000,9612000,2948000,4533000,2467000,2073000,1432000,2154000,2141000,1680000
BalanceCurrentOtherLiabilities_yy,,,,,,-2.85,-22.45,-53.60,,-50.65,-28.99,-25.63,,34.26,18.45,118.99,71.97,33.09,-6.71,-1.45,-35.24,-16.52,-21.27,-15.15,47.72,-15.50,15.63,331.67,70.48,100.02,50.38,-78.43,-51.42,-52.49,-13.24,-18.94
BalanceCurrentOtherLiabilities_sy,,,,,,20.91,26.80,28.47,,10.24,12.56,6.14,,12.46,19.51,19.57,27.72,22.20,13.01,33.33,24.69,6.22,3.81,4.54,17.63,2.25,-0.47,-1.16,-0.56,-3.64,1.12,2.58,0.42,-2.40,7.34,0.54
BalanceCurrentOtherLiabilities_qq,,,-21.01,18.97,-100.00,,-36.95,-28.82,-100.00,,-9.29,-25.44,-13.57,129.69,-19.97,37.83,-32.13,77.75,-43.90,45.59,-55.40,129.13,-47.09,56.92,-22.35,31.07,-27.60,485.80,-69.33,53.78,-45.56,-15.99,-30.93,50.41,-0.60,-21.50
BalanceCurrentOtherLiabilities_sq,,,-13.69,-4.40,-100.00,,-20.87,-1.53,-100.00,,-9.29,-4.06,-8.61,21.80,-1.30,-2.47,6.19,34.74,-10.49,-10.75,1.65,15.74,-12.97,-6.53,1.14,13.13,-21.10,-9.10,-2.18,18.80,-9.94,1.80,-1.38,12.34,-11.88,-7.01
BalanceReckoning,,99000,177000,275000,,1076000,1264000,868000,,885000,845000,834000,860000,866000,915000,968000,1051000,979000,977000,959000,1012000,924000,1000000,1010000,814000,701000,611000,676000,668000,564000,564000,576000,820000,663000,525000,953000
BalanceReckoning_yy,,,,,,986.87,614.12,215.64,,-17.75,-33.15,-3.92,,-2.15,8.28,16.08,22.22,13.00,6.76,-0.92,-3.68,-5.54,2.40,5.25,-19.61,-24.22,-38.88,-33.04,-17.90,-19.46,-7.73,-14.86,22.80,17.50,-6.95,65.50
BalanceReckoning_sy,,,,,,11.96,32.14,4.39,,-11.74,-25.50,-3.50,,50.00,3.90,16.54,20.28,8.26,3.36,2.20,-17.30,-10.83,10.54,-5.08,0.89,4.96,7.23,8.12,7.48,2.50,1.89,2.74,2.25,15.02,-6.40,10.00
BalanceReckoning_qq,,,78.79,55.37,-100.00,,17.47,-31.33,-100.00,,-4.52,-1.30,3.12,0.70,5.66,5.81,8.56,-6.89,-0.18,-1.80,5.54,-8.68,8.21,0.93,-19.39,-13.92,-12.72,10.57,-1.17,-15.55,-0.01,2.02,42.55,-19.20,-20.81,81.44
BalanceReckoning_sq,,,-10.20,1.78,-100.00,,-2.65,-7.07,-100.00,,-5.55,-5.47,-7.37,24.36,-3.84,1.76,-4.76,3.19,-12.90,-1.76,-6.16,1.74,8.21,-7.36,-5.08,6.24,-1.34,4.56,-3.42,2.53,-0.26,-4.82,,14.95,-5.58,3.27
BalanceTotalEquityAndLiabilities,0,33578000,30416000,37964000,0,52356000,42352000,42104000,0,60313000,40113000,48318000,47211000,63699000,48415000,51606000,43438000,57098000,47196000,55993000,50911000,57005000,50409000,49095000,47331000,50206000,46463000,82771000,67451000,60287000,52129000,53580000,47335000,48102000,45090000,47125000
BalanceTotalEquityAndLiabilities_yy,,,,,,55.92,39.24,10.91,,15.20,-5.29,14.76,,5.61,20.70,6.80,-7.99,-10.36,-2.52,8.50,17.20,-0.16,6.81,-12.32,-7.03,-11.93,-7.83,68.59,42.51,20.08,12.20,-35.27,-29.82,-20.21,-13.50,-12.05
BalanceTotalEquityAndLiabilities_sy,,,,,,9.51,9.90,6.68,,9.75,8.89,7.05,,5.18,12.27,11.01,6.37,9.22,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.85,6.76,5.52,5.64,4.20,5.78
BalanceTotalEquityAndLiabilities_qq,,,-9.42,24.82,-100.00,,-19.11,-0.59,-100.00,,-33.49,20.45,-2.29,34.92,-23.99,6.59,-15.83,31.45,-17.34,18.64,-9.08,11.97,-11.57,-2.61,-3.59,6.07,-7.46,78.15,-18.51,-10.62,-13.53,2.78,-11.66,1.62,-6.26,4.51
BalanceTotalEquityAndLiabilities_sq,,,-3.08,2.09,-100.00,,-5.24,1.78,-100.00,,-4.79,2.36,1.16,7.37,1.04,2.05,1.09,5.86,1.56,1.48,-0.19,9.64,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.53,-0.74,4.67,-1.93,3.08
CashflowOperatingCashflow,2265000,-2049000,-670000,-1188000,935000,2078000,1795000,-528000,434000,1638000,1422000,-1675000,1383000,-555000,2250000,384000,3072000,1158000,-1922000,1843000,853000,1482000,1084000,421000,965000,6700000,-3038000,-566000,-6134000,3541000,-4246000,-1896000,-1170000,584000,635000,235000
CashflowOperatingCashflow_yy,,,,,-58.72,201.42,367.91,55.56,-53.58,-21.17,-20.78,-217.23,218.66,-133.88,58.23,122.93,122.11,308.66,-185.41,379.88,-72.24,27.97,156.43,-77.15,13.20,352.13,-380.12,-234.31,-735.41,-47.15,-39.76,-235.30,80.93,-83.52,114.96,112.39
CashflowOperatingCashflow_sy,,,,,-52.17,-6.08,31.29,48.12,-26.03,-23.84,41.52,-67.77,-39.82,37.97,-6.05,-7.14,71.18,9.94,-18.08,42.56,-8.89,14.10,52.34,31.28,68.81,36.48,-59.34,19.42,7.95,-35.95,77.08,-20.50,22.96,-9.31,35.76,8.73
CashflowOperatingCashflow_qq,,-190.46,67.30,-77.31,178.70,122.25,-13.62,-129.42,182.20,277.42,-13.19,-217.79,182.57,-140.13,505.41,-82.93,699.93,-62.30,-265.95,195.89,-53.72,73.78,-26.82,-61.17,129.26,594.05,-145.34,81.38,-984.57,157.72,-219.90,55.33,38.30,149.89,8.78,-62.98
CashflowOperatingCashflow_sq,,197.62,-63.74,59.24,-20.87,176.68,-100.00,157.78,33.63,72.36,-68.68,-25.67,43.17,50.22,-57.26,-2.87,60.41,98.76,-84.59,20.53,23.62,76.10,-27.54,18.10,62.96,66.58,-66.00,80.70,20.12,94.33,-15.17,10.17,20.45,42.91,-18.76,13.20
CashflowAmortization,308000,337000,323000,279000,410000,495000,525000,628000,719000,764000,722000,711000,701000,718000,752000,787000,771000,765000,718000,846000,772000,763000,774000,803000,877000,912000,1000000,945000,834000,805000,757000,714000,711000,729000,677000,692000
CashflowAmortization_yy,,,,,33.12,46.88,62.54,125.09,75.37,54.34,37.52,13.22,-2.50,-6.02,4.16,10.67,10.02,6.61,-4.56,7.48,0.11,-0.33,7.78,-5.09,13.57,19.57,29.21,17.70,-4.84,-11.72,-24.28,-24.39,-14.76,-9.45,-10.50,-3.13
CashflowAmortization_sy,,,,,8.61,3.65,10.41,3.02,8.59,21.54,9.49,5.60,3.78,2.40,7.30,7.03,1.34,4.82,3.91,12.54,10.23,5.98,7.78,9.13,14.96,9.69,12.78,15.28,0.99,0.97,-3.74,-2.28,8.04,10.28,12.90,5.88
CashflowAmortization_qq,,9.42,-4.15,-13.62,46.95,20.73,6.06,19.62,14.49,6.26,-5.50,-1.52,-1.41,2.43,4.74,4.64,-1.98,-0.75,-6.24,17.84,-8.71,-1.18,1.39,3.77,9.23,4.04,9.56,-5.47,-11.68,-3.49,-6.02,-5.61,-0.43,2.53,-7.11,2.16
CashflowAmortization_sq,,2.41,-5.64,3.56,2.86,2.43,-6.96,1.48,,5.94,-6.18,-0.40,0.83,1.02,-0.81,1.07,0.01,3.18,-0.63,3.92,-0.24,2.89,1.26,3.33,6.08,2.69,2.96,0.56,2.06,0.87,-2.14,0.46,-0.43,2.53,-0.88,2.05
CashflowInvestingCashflow,-1367000,-1350000,-5311000,-3902000,-3329000,-1127000,-1137000,-615000,-1245000,-1166000,-100000,-66000,-84000,-321000,-486000,-355000,-342000,106000,-745000,-474000,-1519000,-611000,-335000,-1040000,-604000,-804000,-906000,848000,10311000,22600000,-747000,-7946000,70000,75000,-14000,-428000
CashflowInvestingCashflow_yy,,,,,-143.53,16.52,78.59,84.24,62.60,-3.46,91.20,89.27,93.25,72.47,-386.00,-438.06,-307.43,133.05,-53.27,-33.53,-343.84,-676.12,54.97,-119.36,60.21,-31.56,-169.98,181.51,1806.07,2910.22,17.55,-1037.25,-99.32,-99.67,98.14,94.62
CashflowInvestingCashflow_sy,,,,,-112.05,-106.47,-9.42,-62.77,-65.75,-91.73,-8.45,14.20,53.61,17.50,51.00,16.62,0.72,-64.78,-27.35,-21.42,-95.12,-2.62,27.54,-19.76,-55.97,-25.12,-23.50,-11.67,17.22,31.81,4.46,-13.15,-9.91,-35.46,2.49,26.25
CashflowInvestingCashflow_qq,,1.24,-293.41,26.53,14.68,66.15,-0.89,45.91,-102.44,6.35,91.42,34.00,-27.27,-282.14,-51.40,26.93,3.63,131.00,-802.07,36.34,-220.34,59.76,45.13,-210.13,41.90,-33.06,-12.60,193.63,1116.20,119.17,-103.30,-964.27,100.88,7.17,-118.59,-2979.07
CashflowInvestingCashflow_sq,,-17.61,-50.32,13.36,-13.90,15.98,15.13,-17.96,-116.16,-4.11,58.22,22.08,-0.40,-96.41,2.18,-1.72,20.04,-73.43,0.84,28.28,9.05,-28.78,7.84,-38.70,24.05,-20.12,22.87,7.60,-34.31,-3.27,-31.94,-8.11,19.78,-14.31,-8.78,17.76
CashflowCapex,1386000,1355000,5318000,3950000,3336000,1181000,199000,619000,1279000,183000,104000,72000,118000,326000,516000,378000,370000,64000,752000,474000,839000,645000,351000,1042000,617000,860000,406000,1360000,440000,968000,795000,797000,57000,47000,42000,58000
CashflowCapex_yy,,,,,140.69,-12.84,-96.26,-84.33,-61.66,-84.50,-47.74,-88.37,-90.77,78.14,396.15,425.41,213.89,-80.39,45.82,25.35,126.65,908.22,-53.29,119.67,-26.53,33.48,15.39,30.55,-28.63,12.48,95.93,-41.41,-87.16,-95.09,-94.67,-92.67
CashflowCapex_sy,,,,,88.67,-23.30,13.45,8.29,33.21,43.86,2.28,-6.23,-11.30,-20.40,-20.54,0.30,11.26,66.50,28.76,13.72,50.78,98.17,-9.50,64.86,18.78,-29.02,11.19,13.01,-15.87,11.22,4.27,-6.98,-15.40,7.36,23.23,0.98
CashflowCapex_qq,,-2.24,292.47,-25.72,-15.54,-64.60,-83.15,211.06,106.62,-85.69,-43.17,-30.77,63.89,176.27,58.28,-26.69,-2.09,-82.74,1076.97,-36.98,77.03,-23.22,-45.48,196.40,-40.79,39.50,-52.87,235.35,-67.63,119.85,-17.90,0.28,-92.90,-16.01,-10.75,37.75
CashflowCapex_sq,,49.26,-11.66,2.81,-11.57,-17.86,4.92,27.38,6.22,50.28,-37.74,-8.60,-3.63,19.96,-22.26,4.11,3.60,20.91,-6.41,-30.73,6.24,26.43,-19.52,9.55,0.96,5.73,-19.50,10.38,-11.86,10.44,-19.26,9.86,-2.42,9.08,-8.78,-13.32
CashflowFinancingCashflow,-643000,3795000,5418000,5672000,4014000,-2823000,-171000,731000,660000,-529000,-1466000,1785000,-1224000,1064000,-1484000,-357000,-2622000,-1467000,2875000,-1732000,1320000,-1061000,-949000,614000,-568000,-3478000,1347000,228000,-4260000,-12658000,-253000,2318000,386000,-817000,-523000,652000
CashflowFinancingCashflow_yy,,,,,724.26,-174.39,-103.16,-87.11,-83.56,81.26,-757.31,144.19,-285.45,301.13,-1.23,-119.98,-114.22,-237.86,293.71,-385.66,150.33,27.69,-133.00,135.43,-143.08,-227.92,242.00,-62.92,-649.42,-263.94,-118.79,918.55,109.05,93.55,-106.73,-71.87
CashflowFinancingCashflow_sy,,,,,33.52,46.19,11.74,-3.79,-21.93,44.65,-13.74,14.08,-22.91,-7.90,9.30,-35.82,-68.47,-45.81,43.05,-58.79,60.84,47.44,-60.25,7.58,-45.82,-46.65,-8.11,-77.27,5.93,32.47,-22.65,34.42,-33.91,-35.47,7.57,-1.92
CashflowFinancingCashflow_qq,,690.20,42.77,4.69,-29.23,-170.33,93.94,527.49,-9.71,-180.15,-177.13,221.76,-168.57,186.93,-239.47,75.97,-635.21,44.06,295.97,-160.25,176.19,-180.37,10.57,164.70,-192.63,-511.82,138.73,-83.10,-1971.97,-197.12,98.00,1015.95,-83.36,-311.70,35.93,224.64
CashflowFinancingCashflow_sq,,26.37,42.77,4.69,-85.42,6.12,-30.21,-1.41,54.25,3.98,-40.12,35.26,-97.08,42.93,-1.39,30.97,-41.03,59.73,104.21,-100.69,91.02,60.92,-19.22,14.61,-89.27,-9.29,52.12,-74.68,51.38,15.47,39.86,-50.91,-1.34,24.51,27.52,9.74
CashflowShareCapitalCash,0,2280000,,,4148000,-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,-100.44,,,-100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,-94.50,,,3070.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,-100.00,,,-100.24,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,-100.00,,,-100.24,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,0,0,,74000,0,0,,0,,,,,0,0,,,584000,0,,,,803000,,,1095000,0,,1241000,0,12482000,,,,,,
CashflowDividend_yy,,,,,,,,-100.00,,,,,,,,,,,,,-100.00,,,,,-100.00,,,-100.00,,,-100.00,,-100.00,,
CashflowDividend_sy,,,,,,,,20.00,,,,,,,,,,,,,-100.00,,,,,-44.09,,,-64.66,,,-20.21,,-15.32,,
CashflowDividend_qq,,,,,-100.00,,,,,,,,,,,,,-100.00,,,,,-100.00,,,-100.00,,,-100.00,,-100.00,,,,,
CashflowDividend_sq,,,,,-99.69,,,,,,,,,,,,,-100.00,,,,,-100.00,,,-100.00,,,-100.00,,-100.00,,,,,
CashflowNetCashflow,255000,396000,-563000,582000,1620000,-1872000,487000,-412000,-151000,-57000,-144000,44000,75000,188000,280000,-328000,108000,-203000,208000,-363000,654000,-190000,-200000,-5000,-207000,2418000,-2596000,510000,-83000,13483000,-5245000,-7525000,-715000,-158000,98000,460000
CashflowNetCashflow_yy,,,,,535.29,-572.73,186.50,-170.79,-109.32,96.96,-129.57,110.68,149.67,429.82,294.44,-844.89,43.37,-207.81,-25.72,-10.90,507.74,6.31,-195.92,98.51,-131.74,1373.37,-1201.33,9540.96,59.91,457.54,-102.03,-1575.98,-759.16,-101.17,101.87,106.11
CashflowNetCashflow_sy,,,,,5.75,-67.55,-2.67,-22.87,-35.70,9.64,-36.37,-9.14,0.64,0.08,78.95,-10.00,18.56,-37.90,51.78,-11.60,-34.94,61.79,-60.24,63.77,31.63,83.62,-113.54,-61.56,43.45,-10.83,105.27,-23.58,-63.59,-38.36,32.25,19.18
CashflowNetCashflow_qq,,55.29,-242.17,203.37,178.35,-215.56,126.01,-184.60,63.35,62.25,-152.63,130.56,70.45,150.67,48.94,-217.05,132.81,-288.49,202.62,-274.75,279.80,-129.06,-5.06,97.29,-3741.57,1265.72,-207.36,119.64,-116.31,16310.54,-138.90,-43.46,90.50,77.87,161.89,369.48
CashflowNetCashflow_sq,,216.64,-119.01,89.36,-43.42,116.21,-97.57,73.01,30.26,133.71,-104.62,36.06,37.37,142.36,-55.96,-99.56,85.83,106.68,-63.30,-77.30,64.54,83.48,-42.88,78.42,13.61,129.54,-163.58,87.30,99.36,152.29,-47.10,-44.66,70.80,143.40,-78.74,64.40
