,2005/Q3,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q3,2008/Q4,2009/Q3,2009/Q4,2010/Q3,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
BalanceNoncurrentTradeLiabilities_sq,,,,-15.72,-4.56,-19.38,,-10.16,,40.15,,31.54,,-17.20,,12.52,,-21.05,,-100.00,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,1450000,1450000,1075000,1590000,1202000,1072000,158000,0,3568000,3165000,2782000,2334000,1849000,1418000,934000,469000,,,0,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,,,-17.10,-26.07,-85.30,-100.00,196.84,195.24,1660.76,,-48.18,-55.20,-66.43,-79.91,-100.00,-100.00,-100.00,-100.00,,
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,,,-4.34,2.61,-16.89,-9.60,26.72,-11.35,-3.16,,0.94,-0.74,-4.78,-8.90,-9.00,-4.18,-17.93,-14.96,,
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,,-25.86,47.91,-24.40,-10.82,-85.26,-100.00,,-11.29,-12.10,-16.10,-20.78,-23.31,-34.13,-49.79,-100.00,,,,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,,-2.29,-1.01,-10.02,0.80,-10.96,1.73,,-4.20,-0.60,-4.96,-1.28,-6.10,-12.67,-5.20,-2.30,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,40000,319000,386000,589000,936000,887000,887000,1498000,1242000,1614000,1365000,1614000,1688000,1667000,978000,1021000,1437000,1498000,1483000,1682000,1566000,2345000,1888000,1214000,1805000,4535000,3636000,3808000,3625000,3321000,4236000,3978000,8794000,7695000,12995000,10495000,9164000,7872000,6742000,4436000,4372000
BalanceNoncurrentOtherLiabilities_yy,,,865.00,84.64,,,129.79,154.33,40.02,7.74,9.90,,23.66,3.28,-42.06,-38.75,,,51.64,64.74,8.98,56.54,27.31,-27.82,15.26,93.39,92.58,213.67,100.83,-26.77,16.50,4.46,142.59,131.71,206.78,163.83,4.21,2.30,-48.12,-57.73,-52.29
BalanceNoncurrentOtherLiabilities_sy,,,7.18,-1.54,,,-50.92,19.36,77.16,72.79,6.20,,16.76,8.79,53.27,12.44,,,24.62,-7.51,8.98,-6.14,-4.50,-11.73,-9.88,-1.73,-9.07,0.17,-1.89,5.21,16.50,5.20,6.79,10.40,13.16,2.13,4.21,-1.12,-2.32,28.32,14.77
BalanceNoncurrentOtherLiabilities_qq,,697.50,,52.59,58.91,-5.24,,68.88,,29.95,,18.24,,-1.24,,4.40,40.74,4.24,-1.00,13.42,-6.90,49.74,-19.49,-35.70,48.68,151.25,-19.82,4.73,-4.81,-8.39,27.55,-6.09,121.07,-12.50,68.88,-19.24,-12.68,-14.10,-14.35,-34.20,-1.44
BalanceNoncurrentOtherLiabilities_sq,,1.24,,7.98,,-1.70,,32.78,,30.20,,4.57,,50.06,,29.37,-0.64,-5.49,-2.82,-2.88,-2.01,-2.30,-0.96,-5.20,6.35,-2.10,-0.77,8.34,0.20,-0.12,-0.52,3.66,-0.20,3.85,-1.87,0.24,-1.01,-2.86,-2.82,3.74,-0.61
BalanceCurrentLiabilities,24911000,16038000,20371000,11556000,46811000,9753000,9725000,16087000,21498000,14071000,32622000,14071000,28949000,18103000,24881000,14965000,11508000,14060000,26486000,17730000,12330000,44874000,21565000,19613000,19468000,27810000,24594000,29357000,29564000,25424000,49284000,29351000,31223000,49101000,38733000,23199000,43818000,30551000,63338000,32260000,27522000
BalanceCurrentLiabilities_yy,,,-18.22,-27.95,,,-52.26,39.21,121.06,-12.53,51.74,,-11.26,28.65,-14.05,-17.33,,,6.45,18.48,7.14,219.16,-18.58,10.62,57.89,-38.03,14.05,49.68,51.86,-8.58,100.39,-0.02,5.61,93.13,-21.41,-20.96,40.34,-37.78,63.52,39.06,-37.19
BalanceCurrentLiabilities_sy,,,-11.38,0.06,,,-76.13,39.21,-0.04,11.27,-53.10,,21.57,28.65,34.52,10.57,,,26.25,4.70,12.97,26.84,15.40,16.92,23.89,20.38,20.20,7.84,11.04,1.22,15.82,7.64,5.82,17.40,10.17,4.88,15.36,13.12,8.78,2.76,-0.38
BalanceCurrentLiabilities_qq,,-35.62,,-43.27,305.08,-79.17,-0.29,65.42,,-34.55,,-56.87,,-37.47,,-39.85,-23.10,22.18,88.38,-33.06,-30.46,263.94,-51.94,-9.05,-0.74,42.85,-11.56,19.37,0.71,-14.00,93.85,-40.45,6.38,57.26,-21.12,-40.11,88.88,-30.28,107.32,-49.07,-14.69
BalanceCurrentLiabilities_sq,,17.04,,42.06,-15.15,25.09,-100.00,52.71,,55.76,,30.65,,29.74,,18.45,-19.16,4.73,-3.95,25.45,-14.74,9.62,-1.98,25.12,-2.44,15.90,-3.93,26.92,-3.22,3.54,-3.85,12.48,-9.18,12.45,-4.36,11.92,-4.94,10.97,-10.76,14.91,-17.80
BalanceCurrentTradePayablesv,23044000,14231000,18079000,10316000,45495000,7450000,7450000,9449000,15511000,8206000,24839000,8206000,20945000,11523000,17705000,9373000,6207000,10263000,21660000,12089000,8003000,40454000,10980000,7623000,10951000,21567000,15736000,15272000,19539000,16907000,39682000,20460000,20572000,34651000,24139000,8402000,33048000,21226000,46236000,20188000,19698000
BalanceCurrentTradePayablesv_yy,,,-21.55,-27.51,,,-58.79,-8.40,108.20,-13.15,60.14,,-15.68,40.42,-15.47,-18.66,,,22.34,28.98,28.94,294.17,-49.31,-36.94,36.84,-46.69,43.32,100.34,78.42,-21.61,152.17,33.97,5.29,104.95,-39.17,-58.93,60.65,-38.74,91.54,140.28,-40.40
BalanceCurrentTradePayablesv_sy,,,-11.30,1.32,,,-79.40,19.69,-4.11,11.65,-56.81,,8.67,32.98,5.04,0.92,,,13.40,-2.88,-0.50,20.60,6.49,15.38,7.45,12.58,14.24,24.90,16.83,8.29,7.86,11.61,-4.01,10.58,15.30,14.66,23.84,4.06,10.27,7.33,-3.17
BalanceCurrentTradePayablesv_qq,,-38.24,,-42.94,341.01,-83.62,,26.83,,-47.10,,-66.96,,-44.98,,-47.06,-33.78,65.35,111.05,-44.19,-33.80,405.49,-72.86,-30.57,43.66,96.94,-27.04,-2.95,27.94,-13.47,134.71,-48.44,0.55,68.44,-30.34,-65.19,293.33,-35.77,117.83,-56.34,-2.43
BalanceCurrentTradePayablesv_sq,,14.17,,42.32,-24.11,13.28,,34.34,,38.20,,10.01,,0.23,,14.12,-32.91,9.29,-3.62,31.15,-27.87,18.23,-4.78,15.56,-10.20,12.17,-1.14,31.54,0.51,-6.25,-7.33,27.15,-24.01,24.52,-3.22,29.45,-3.49,5.43,-8.51,15.44,-15.82
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,818000,,,,1016000,,,,4694000,,,,,,,,4110000,,,,,
BalanceCurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,,,24.21,,,,362.01,,,,-100.00,,,,,,,,-100.00,
BalanceCurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,,,24.42,,,,52.20,,,,-12.65,,,,,,,,5.91,
BalanceCurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,-100.00,,,,
BalanceCurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,-8.50,,,,6.85,,,,-1.82,,,,,,,,-1.01,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,1613000,1509000,1995000,672000,359000,341000,313000,250000,404000,323000,219000,323000,283000,375000,340000,422000,418000,419000,417000,507000,504000,501000,532000,600000,568000,1467000,1746000,2155000,1559000,1450000,1767000,1999000,1400000,1072000,8913000,1674000,1337000,1333000,2187000,4288000,1705000
BalanceCurrentOtherLiabilities_yy,,,23.68,-55.47,,,-84.31,-62.80,29.07,29.20,-45.79,,29.22,16.10,20.14,12.53,,,22.65,20.14,20.57,19.57,27.58,18.34,12.70,192.81,228.20,259.17,174.47,-1.16,1.20,-7.24,-10.20,-26.07,404.41,-16.26,-4.50,24.35,-75.46,156.15,27.52
BalanceCurrentOtherLiabilities_sy,,,-26.67,4.23,,,-100.00,104.22,2.04,0.06,-100.00,,29.22,20.91,20.14,10.24,,,19.73,12.46,19.51,19.57,27.72,22.20,13.01,33.33,24.69,6.22,3.81,4.54,17.63,2.25,-0.47,-1.16,-0.56,-3.64,1.12,2.58,0.42,-2.40,7.34
BalanceCurrentOtherLiabilities_qq,,-6.45,,-66.32,-46.58,-5.01,-8.21,-20.13,,-20.05,,47.49,,32.51,,24.12,-0.95,0.24,-0.48,21.58,-0.59,-0.60,6.19,12.78,-5.33,158.27,19.02,23.42,-27.66,-6.99,21.86,13.13,-29.96,-23.43,731.44,-81.22,-20.13,-0.30,64.07,96.07,-60.24
BalanceCurrentOtherLiabilities_sq,,30.11,,72.73,-8.31,-5.01,-100.00,-0.06,,128.24,,47.49,,4.71,,2.02,-9.29,-4.06,-8.61,21.80,-1.30,-2.47,6.19,34.74,-10.49,-10.75,1.65,15.74,-12.97,-6.53,1.14,13.13,-21.10,-9.10,-2.18,18.80,-9.94,1.80,-1.38,12.34,-11.88
BalanceReckoning,254000,298000,297000,568000,957000,1962000,1962000,6388000,5583000,5542000,7564000,5542000,7721000,6205000,6836000,5170000,4883000,3378000,4409000,4316000,3823000,3919000,10053000,10374000,7949000,4776000,7112000,7236000,8466000,7067000,7835000,6892000,9251000,13378000,5681000,9013000,9433000,7992000,14915000,7784000,6119000
BalanceReckoning_yy,,,16.93,90.60,,,560.61,1024.65,184.56,-13.24,35.48,,2.08,11.96,-11.46,-16.68,,,-35.50,-16.52,-21.71,16.02,128.01,140.36,107.93,21.87,-29.25,-30.25,6.50,47.97,10.17,-4.75,9.27,89.30,-27.49,30.77,1.97,-40.26,162.54,-13.64,-35.13
BalanceReckoning_sy,,,-46.11,-2.72,,,-100.00,99.70,42.76,7.38,35.48,,21.88,11.96,-20.41,-11.74,,,-33.94,50.00,3.90,16.54,20.28,8.26,3.36,2.20,-17.30,-10.83,10.54,-5.08,0.89,4.96,7.23,8.12,7.48,2.50,1.89,2.74,2.25,15.02,-6.40
BalanceReckoning_qq,,17.32,,91.25,68.49,105.02,,225.59,,-0.73,,-26.73,,-19.63,,-24.37,-5.55,-30.82,30.52,-2.11,-11.42,2.51,156.52,3.19,-23.38,-39.92,48.91,1.74,17.00,-16.52,10.87,-12.04,34.23,44.61,-57.53,58.65,4.66,-15.28,86.62,-47.81,-21.39
BalanceReckoning_sq,,55.40,,-20.09,-10.09,,,138.91,,27.78,,11.02,,-28.54,,-0.61,-5.55,-5.47,-7.37,24.36,-3.84,1.76,-4.76,3.19,-12.90,-1.76,-6.16,1.74,8.21,-7.36,-5.08,6.24,-1.34,4.56,-3.42,2.53,-0.26,-4.82,,14.95,-5.58
BalanceTotalEquityAndLiabilities,47940000,39385000,44252000,35768000,71874000,33578000,33573000,42192000,47506000,35937000,56450000,35937000,49462000,36887000,44856000,34822000,32118000,33127000,46203000,22041000,34321000,66813000,44761000,41834000,42364000,51121000,48219000,56221000,56160000,50380000,75794000,54974000,61325000,76571000,72000000,52301000,71901000,57755000,90612000,57759000,52931000
BalanceTotalEquityAndLiabilities_yy,,,-7.69,-9.18,,,-24.13,17.96,41.50,-14.83,18.83,,-12.38,2.64,-9.31,-5.60,,,3.00,-36.70,6.86,101.69,-3.12,89.80,23.43,-23.49,7.73,34.39,32.57,-1.45,57.19,-2.22,9.20,51.99,-5.01,-4.86,17.25,-24.57,25.85,10.44,-26.38
BalanceTotalEquityAndLiabilities_sy,,,-3.60,8.70,,,-62.07,47.98,28.03,6.81,-35.48,,7.68,9.51,17.66,9.75,,,29.08,5.18,12.27,11.01,6.37,9.22,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.85,6.76,5.52,5.64,4.20
BalanceTotalEquityAndLiabilities_qq,,-17.85,,-19.17,100.94,-53.28,-0.01,25.67,,-24.35,,-36.34,,-25.42,,-22.37,-7.77,3.14,39.47,-52.30,55.71,94.67,-33.01,-6.54,1.27,20.67,-5.68,16.60,-0.11,-10.29,50.44,-27.47,11.55,24.86,-5.97,-27.36,37.48,-19.67,56.89,-36.26,-8.36
BalanceTotalEquityAndLiabilities_sq,,5.12,,15.67,-2.61,4.15,-100.00,20.32,,15.22,,8.51,,8.98,,16.20,-4.79,2.36,1.16,7.37,1.04,2.05,1.09,5.86,1.56,1.48,-0.19,9.64,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.53,-0.74,4.67,-1.93
CashflowOperatingCashflow,18580000,-1200000,6022000,-873000,17370000,-15444000,-1000,5871000,4728000,-2759000,3044000,456000,-2915000,-283000,5242000,-3595000,406000,-97000,2846000,3272000,-8208000,5650000,9060000,-1034000,-3478000,-1099000,-41000,333000,1327000,1328000,14556000,-14579000,5825000,-3287000,9097000,-8042000,-4270000,5462000,13778000,-7192000,-1834000
CashflowOperatingCashflow_yy,,,-67.59,27.25,,,-100.02,772.51,472900.00,-146.99,-35.62,116.53,-195.76,-162.06,279.83,-1170.32,,,-45.71,191.02,-2121.67,5924.74,218.34,-131.60,57.63,-119.45,-100.45,132.21,138.15,220.84,35602.44,-4478.08,338.96,-347.52,-37.50,44.84,-173.30,266.17,51.46,10.57,57.05
CashflowOperatingCashflow_sy,,,-67.59,-16.48,,,16.30,19.46,50.50,-12.05,23.59,16.80,-52.17,-6.08,-26.03,-23.84,,,-39.82,37.97,-6.05,-7.14,71.18,9.94,-18.08,42.56,-8.89,14.10,52.34,31.28,68.81,36.48,-59.34,19.42,7.95,-35.95,77.08,-20.50,22.96,-9.31,35.76
CashflowOperatingCashflow_qq,,-106.46,,-114.50,2089.69,-188.91,99.99,587200.00,,-158.35,,-85.02,,90.29,,-168.58,111.29,-123.89,3034.02,14.97,-350.86,168.84,60.35,-111.41,-236.36,68.40,96.27,912.20,298.50,0.08,996.08,-200.16,139.95,-156.43,376.76,-188.40,46.90,227.92,152.25,-152.20,74.50
CashflowOperatingCashflow_sq,,211.64,,174.50,-136.57,-19.41,-23.28,269.27,,98.82,,197.62,,176.68,,72.36,-68.68,-25.67,43.17,50.22,-57.26,-2.87,60.41,98.76,-84.59,20.53,23.62,76.10,-27.54,18.10,62.96,66.58,-66.00,80.70,20.12,94.33,-15.17,10.17,20.45,42.91,-18.76
CashflowAmortization,328000,436000,558000,603000,616000,625000,0,1470000,681000,895000,731000,629000,709000,654000,671000,273000,536000,550000,580000,587000,554000,548000,557000,566000,563000,559000,594000,504000,603000,499000,549000,583000,615000,616000,519000,334000,351000,379000,367000,379000,430000
CashflowAmortization_yy,,,70.12,38.30,,,-100.00,143.78,,-39.12,7.34,-29.72,-3.01,3.97,-5.36,-58.26,,,-13.56,115.02,3.36,-0.36,-3.97,-3.58,1.62,2.01,6.64,-10.95,7.10,-10.73,-7.58,15.67,1.99,23.45,-5.46,-42.71,-42.93,-38.47,-29.29,13.47,22.51
CashflowAmortization_sy,,,4.83,18.39,,,26.66,32.93,,17.44,7.34,-1.03,8.61,3.65,8.59,21.54,,,3.78,2.40,7.30,7.03,1.34,4.82,3.91,12.54,10.23,5.98,7.78,9.13,14.96,9.69,12.78,15.28,0.99,0.97,-3.74,-2.28,8.04,10.28,12.90
CashflowAmortization_qq,,32.93,,8.06,2.16,1.46,-100.00,,,31.42,,-13.95,,-7.76,,-59.31,96.34,2.61,5.45,1.21,-5.62,-1.08,1.64,1.62,-0.53,-0.71,6.26,-15.15,19.64,-17.25,10.02,6.19,5.49,0.16,-15.75,-35.65,5.09,7.98,-3.17,3.27,13.46
CashflowAmortization_sq,,0.89,,2.60,2.21,8.51,4.06,,,4.97,,2.41,,2.43,,5.94,-6.18,-0.40,0.83,1.02,-0.81,1.07,0.01,3.18,-0.63,3.92,-0.24,2.89,1.26,3.33,6.08,2.69,2.96,0.56,2.06,0.87,-2.14,0.46,-0.43,2.53,-0.88
CashflowInvestingCashflow,-3496000,2356000,-2372000,-234000,-193000,-374000,0,-2663000,-1304000,-976000,-516000,-1051000,-338000,-284000,-96000,-272000,-170000,-591000,89000,-12000,204000,308000,-1056000,554000,345000,59000,-660000,-658000,57000,123000,-2286000,-317000,-110000,7000,86000,-1111000,-145000,-161000,-151000,-1444000,-1505000
CashflowInvestingCashflow_yy,,,32.15,-109.93,,,100.00,-1038.03,,63.35,60.43,-7.68,34.50,72.98,71.60,4.23,,,192.71,95.59,220.00,152.12,-1286.52,4716.67,69.12,-80.84,37.50,-218.77,-83.48,108.47,-246.36,51.82,-292.98,-94.31,103.76,-250.47,-31.82,-2400.00,-275.58,-29.97,-937.93
CashflowInvestingCashflow_sy,,,32.15,15.74,,,-499.04,46.93,,-2.86,7.83,73.75,-112.05,-106.47,-65.75,-91.73,,,53.61,17.50,51.00,16.62,0.72,-64.78,-27.35,-21.42,-95.12,-2.62,27.54,-19.76,-55.97,-25.12,-23.50,-11.67,17.22,31.81,4.46,-13.15,-9.91,-35.46,2.49
CashflowInvestingCashflow_qq,,167.39,,90.13,17.52,-93.78,100.00,,,25.15,,-103.68,,15.98,,-183.33,37.50,-247.65,115.06,-113.48,1800.00,50.98,-442.86,152.46,-37.73,-82.90,-1218.64,0.30,108.66,115.79,-1958.54,86.13,65.30,106.36,1128.57,-1391.86,86.95,-11.03,6.21,-856.29,-4.22
CashflowInvestingCashflow_sq,,-142.30,,-112.74,17.52,-80.80,-50.00,,,-82.08,,-17.61,,15.98,,-4.11,58.22,22.08,-0.40,-96.41,2.18,-1.72,20.04,-73.43,0.84,28.28,9.05,-28.78,7.84,-38.70,24.05,-20.12,22.87,7.60,-34.31,-3.27,-31.94,-8.11,19.78,-14.31,-8.78
CashflowCapex,512000,672000,2413000,236000,173000,127000,0,3461000,1125000,736000,360000,1214000,544000,325000,140000,222000,194000,607000,45000,578000,38000,24000,1260000,-14000,62000,313000,126000,1777000,407000,319000,2687000,-483000,473000,321000,261000,1413000,318000,439000,515000,1517000,1980000
CashflowCapex_yy,,,371.29,-64.88,,,-100.00,1366.53,,-78.73,-68.00,64.95,51.11,-73.23,-74.26,-31.69,,,-67.86,160.36,-80.41,-96.05,2700.00,-102.42,63.16,1204.17,-90.00,12792.86,556.45,1.92,2032.54,-127.18,16.22,0.63,-90.29,392.55,-32.77,36.76,97.32,7.36,522.64
CashflowCapex_sy,,,119.79,35.74,,,139.29,6.36,,-1.34,-67.93,-45.72,88.67,-23.30,33.21,43.86,,,-11.30,-20.40,-20.54,0.30,11.26,66.50,28.76,13.72,50.78,98.17,-9.50,64.86,18.78,-29.02,11.19,13.01,-15.87,11.22,4.27,-6.98,-15.40,7.36,23.23
CashflowCapex_qq,,31.25,,-90.22,-26.69,-26.59,-100.00,,,-34.58,,237.22,,-40.26,,58.57,-12.61,212.89,-92.59,1184.44,-93.43,-36.84,5150.00,-101.11,542.86,404.84,-59.74,1310.32,-77.10,-21.62,742.32,-117.98,197.93,-32.14,-18.69,441.38,-77.49,38.05,17.31,194.56,30.52
CashflowCapex_sq,,112.50,,26.68,-54.21,80.80,-22.71,,,33.66,,49.26,,-17.86,,50.28,-37.74,-8.60,-3.63,19.96,-22.26,4.11,3.60,20.91,-6.41,-30.73,6.24,26.43,-19.52,9.55,0.96,5.73,-19.50,10.38,-11.86,10.44,-19.26,9.86,-2.42,9.08,-8.78
CashflowFinancingCashflow,-12067000,772000,-4102000,524000,-976000,-155000,0,-610000,-1222000,180000,-730000,-229000,3682000,-4269000,-201000,-193000,-214000,896000,-2479000,-200000,1736000,331000,-1710000,-2976000,-296000,-576000,1507000,3205000,-1543000,-1843000,-61000,1884000,-4248000,457000,-2136000,-358000,3065000,-3346000,-3591000,-485000,691000
CashflowFinancingCashflow_yy,,,66.01,-32.12,,,100.00,-216.41,,129.51,40.26,-227.22,604.38,-1764.19,-105.46,95.48,,,-1133.33,-3.63,911.21,-63.06,31.02,-1388.00,-117.05,-274.02,188.13,207.69,-421.28,-219.97,-104.05,-41.22,-175.31,124.80,-3401.64,-119.00,172.15,-832.17,-68.12,-35.47,-77.46
CashflowFinancingCashflow_sy,,,18.24,138.92,,,18.77,55.83,,-87.28,-82.60,2.69,33.52,46.19,-21.93,44.65,,,-22.91,-7.90,9.30,-35.82,-68.47,-45.81,43.05,-58.79,60.84,47.44,-60.25,7.58,-45.82,-46.65,-8.11,-77.27,5.93,32.47,-22.65,34.42,-33.91,-35.47,7.57
CashflowFinancingCashflow_qq,,106.40,,112.77,-286.26,84.12,100.00,,,114.73,,68.63,,-215.94,,3.98,-10.88,518.69,-376.67,91.93,968.00,-80.93,-616.62,-74.04,90.05,-94.59,361.63,112.67,-148.14,-19.44,96.69,3188.52,-325.48,110.76,-567.40,83.24,956.15,-209.17,-7.32,86.49,242.47
CashflowFinancingCashflow_sq,,-73.88,,81.35,40.22,74.25,-15.93,,,-9.09,,26.37,,6.12,,3.98,-40.12,35.26,-97.08,42.93,-1.39,30.97,-41.03,59.73,104.21,-100.69,91.02,60.92,-19.22,14.61,-89.27,-9.29,52.12,-74.68,51.38,15.47,39.86,-50.91,-1.34,24.51,27.52
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,1010000,0,1050000,0,,,,808000,808000,-303000,505000,0,,,,,,,1212000,0,,,1414000,0,,2020000,0,0,,,1515000,0,,1616000,0,0,,101000,0,0,
CashflowDividend_yy,,,3.96,,,,-100.00,,,-137.50,-37.50,100.00,-100.00,,,,,,,,,,16.67,,,,-100.00,,,-100.00,,,,,-100.00,,,-93.75,,,
CashflowDividend_sy,,,-48.02,,,,-60.55,,,-100.00,2.98,100.00,-48.71,,,,,,,,,,,,,,-100.00,,,10.90,,,,,-64.66,,,-20.21,,,
CashflowDividend_qq,,-100.00,,-100.00,,,,,,-137.50,,-100.00,,,,,,,,-100.00,,,,-100.00,,,-100.00,,,,,-100.00,,,-100.00,,,,-100.00,,
CashflowDividend_sq,,-100.00,,-100.00,,,,,,-100.00,,-100.00,,,,,,,,-100.00,,,,-100.00,,,-100.00,,,,,-100.00,,,-100.00,,,,-100.00,,
CashflowNetCashflow,3017000,1928000,-452000,-583000,16201000,-15973000,-1000,2598000,2202000,-3555000,1798000,-824000,429000,-4836000,4945000,-4060000,22000,208000,456000,3069000,-6268000,6289000,6294000,-3456000,-3429000,-1616000,806000,2880000,-159000,-392000,12209000,-13012000,1467000,-2823000,7047000,-9511000,-1350000,1955000,10036000,-9125000,-2648000
CashflowNetCashflow_yy,,,-114.98,-130.24,,,99.78,545.63,220300.00,-236.84,-18.35,76.82,-76.14,-486.89,1052.68,16.05,,,-90.78,175.59,-28590.91,2923.56,1280.26,-212.61,45.29,-125.70,-87.19,183.33,95.36,75.74,1414.76,-551.81,1022.64,-620.15,-42.28,26.91,-192.02,169.25,42.42,4.06,-96.15
CashflowNetCashflow_sy,,,-100.57,10.97,,,-40.51,101.94,-26.11,-64.72,60.55,-8.91,5.75,-67.55,-35.70,9.64,,,0.64,0.08,78.95,-10.00,18.56,-37.90,51.78,-11.60,-34.94,61.79,-60.24,63.77,31.63,83.62,-113.54,-61.56,43.45,-10.83,105.27,-23.58,-63.59,-38.36,32.25
CashflowNetCashflow_qq,,-36.10,,-28.98,2878.90,-198.59,99.99,259900.00,,-261.44,,-145.83,,-1227.27,,-182.10,100.54,845.45,119.23,573.03,-304.24,200.34,0.08,-154.91,0.78,52.87,149.88,257.32,-105.52,-146.54,3214.54,-206.58,111.27,-292.43,349.63,-234.97,85.81,244.81,413.35,-190.92,70.98
CashflowNetCashflow_sq,,151.60,,260.09,-56.99,17.55,32.46,212.63,,134.33,,216.64,,116.21,,133.71,-104.62,36.06,37.37,142.36,-55.96,-99.56,85.83,106.68,-63.30,-77.30,64.54,83.48,-42.88,78.42,13.61,129.54,-163.58,87.30,99.36,152.29,-47.10,-44.66,70.80,143.40,-78.74
