,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceReserve_sq,,0.32,,1.64,,,,0.09,-100.00,,,-0.34,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,,,,,0,0,527000,,702000,724000,461000,,195000,178000,155000,,231000,123000,277000,282000,439000,310000,254000,254000,254000,212000,482000,482000,501000,501000,501000,479000,1416000,1276000,1853000,2271000,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,-12.52,,-72.22,-75.41,-66.38,,18.46,-30.90,78.71,,90.04,152.03,-8.13,-9.75,-42.03,-31.50,89.25,89.25,97.03,136.14,4.11,-0.60,182.48,154.58,269.65,374.37,-100.00,-100.00,-100.00,-100.00,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,-39.30,,-14.34,-27.27,6.60,,17.50,-0.84,3.38,,0.71,9.13,12.05,7.49,-6.77,-9.17,19.55,4.45,27.19,8.39,19.18,8.84,10.87,10.22,0.39,-1.87,-0.06,-5.72,-15.73,5.39,,,
BalanceNonshareCapital_qq,,,,,,,,,-100.00,,3.13,-36.33,-100.00,,-8.72,-12.92,-100.00,,-46.75,125.20,1.81,55.67,-29.38,-17.91,,,-16.56,126.82,,4.11,,,-4.52,195.85,-9.88,45.20,22.53,-100.00,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,-100.00,,-9.05,,-100.00,,-9.18,5.42,-100.00,,2.50,,,,-2.03,-3.32,,,-0.31,0.35,,2.35,,,0.53,4.80,,-0.52,0.32,-9.68,,,,,,
BalanceNoncurrentLiabilities,1152000,1066000,1157000,,,1468000,1775000,2227000,,878000,687000,2639000,,2491000,2384000,2365000,,2233000,2097000,1987000,1903000,1820000,1764000,844000,3562000,2333000,11116000,7949000,11125000,9994000,16130000,15865000,15525000,8805000,8735000,11669000,7273000,695000,629000,21317000,25559000,9254000,12916000,9733000
BalanceNoncurrentLiabilities_yy,,,,,-100.00,37.71,53.41,,,-40.19,-61.30,18.50,,183.71,247.02,-10.38,,-10.36,-12.04,-15.98,,-18.50,-15.88,-57.54,87.18,28.18,530.18,842.13,212.33,328.40,45.10,99.60,39.55,-11.90,-45.85,-26.45,-53.15,-92.11,-92.79,82.68,251.42,1231.40,1951.84,-54.34
BalanceNoncurrentLiabilities_sy,,,,,-37.88,5.76,8.86,,,21.73,48.83,17.09,,8.54,7.75,11.76,,12.25,9.52,7.94,,-8.01,-12.04,-7.94,-3.10,-1.22,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,-7.47,8.54,-100.00,,,20.91,25.46,-100.00,,-21.75,284.13,-100.00,,-4.30,-0.80,-100.00,,-6.09,-5.25,-4.23,-4.36,-3.08,-52.17,322.18,-34.51,376.52,-28.50,39.96,-10.17,61.40,-1.64,-2.15,-43.29,-0.79,33.59,-37.67,-90.44,-9.44,3286.52,19.90,-63.79,39.57,-24.64
BalanceNoncurrentLiabilities_sq,,11.25,0.63,-5.67,,,-0.82,1.40,-100.00,,-2.88,-2.64,-100.00,,-1.59,2.32,-100.00,,-2.61,-1.55,-3.01,-3.12,-3.19,-0.56,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,957000,829000,900000,,,,,1552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,-100.00,-100.00,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-59.38,-100.00,-100.00,,,,,-55.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,-13.38,8.56,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-2.86,5.03,-56.47,,,,,-98.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,726000,752000,675000,,624000,598000,2631000,,2483000,2166000,2315000,,2147000,2089000,1979000,1895000,1812000,1756000,638000,3326000,2105000,10896000,7735000,10919000,4746000,4855000,15681000,4264000,2635000,2573000,5514000,2126000,563000,505000,466000,388000,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,-14.05,-20.48,289.78,,297.92,262.21,-12.01,,-13.53,-3.55,-14.51,,-15.60,-15.94,-67.77,75.54,16.15,520.48,1112.86,228.25,125.49,-55.44,102.72,-60.95,-44.47,-47.01,-64.83,-50.14,-78.63,-80.37,-91.55,-81.73,-100.00,-100.00,-100.00
BalanceNoncurrentBorrowings_sy,,,,,,,,,,-1.67,,7.60,,-7.34,3.86,-18.44,,-4.84,-12.40,-14.51,,-10.32,-10.22,-7.34,19.92,4.63,14.73,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,,,,,3.58,-10.24,-100.00,,-4.17,339.97,-100.00,,-12.77,6.88,-100.00,,-2.70,-5.27,-4.24,-4.38,-3.09,-63.68,421.57,-36.73,417.70,-29.01,41.16,-56.54,2.31,222.97,-72.81,-38.20,-2.37,114.35,-61.45,-73.50,-10.34,-7.69,-16.66,-100.00,,
BalanceNoncurrentBorrowings_sq,,,,,,,0.76,0.13,-100.00,,-2.58,,-100.00,,-5.42,-2.65,-100.00,,-4.68,-2.64,-6.67,-3.16,-5.58,-1.70,-1.30,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049000,11083000,,11084000,6000000,6000000,6000000,5000000,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83,-45.86,,-54.89,-100.00,-100.00,-100.00,-100.00,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96,-2.46,,-32.58,-100.00,-100.00,-100.00,-100.00,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.50,-100.00,,-45.87,,,-16.67,-100.00,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.79,-66.80,,-17.62,,,-16.67,-100.00,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,195000,237000,257000,,,742000,1023000,,,254000,89000,8000,,8000,218000,50000,,86000,8000,8000,8000,8000,8000,206000,236000,228000,221000,214000,206000,199000,192000,184000,177000,169000,162000,155000,147000,132000,125000,20851000,25171000,9254000,12916000,9733000
BalanceNoncurrentOtherLiabilities_yy,,,,,-100.00,213.08,298.05,,,-65.77,-91.30,,,-96.85,144.94,525.00,,975.00,-96.33,-84.00,,-90.70,,2474.17,2844.61,2752.81,2661.01,3.69,-12.47,-12.87,-13.30,-13.76,-14.25,-14.77,-15.34,-15.95,-16.62,-22.20,-23.20,13371.19,16972.10,6918.51,10273.39,-53.32
BalanceNoncurrentOtherLiabilities_sy,,,,,-63.95,100.00,48.46,,,80.53,55.75,,,7.20,9.49,20.22,,10.77,10.94,2.28,,6.85,,3.07,0.12,9.44,1.17,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,21.54,8.44,-100.00,,,37.87,-100.00,,,-64.96,-91.01,-100.00,,2625.00,-77.06,-100.00,,-90.70,,,,,2474.17,14.39,-3.12,-3.22,-3.33,-3.44,-3.56,-3.69,-3.83,-3.99,-4.15,-4.33,-4.53,-4.75,-10.57,-5.57,16646.69,20.72,-63.23,39.57,-24.64
BalanceNoncurrentOtherLiabilities_sq,,-12.38,5.22,-2.83,,,-1.16,-1.04,,,-2.53,-10.13,-100.00,,-0.51,-2.28,-100.00,,0.01,,,,,-0.85,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,6592000,4649000,5868000,,,8407000,9140000,7615000,,11711000,8836000,9643000,,13949000,11174000,15163000,,18299000,13678000,20732000,17869000,21597000,19893000,20311000,25038000,18868000,23796000,27654000,30192000,23776000,24708000,21816000,17686000,24665000,27265000,26656000,31266000,7766000,7197000,7952000,8019000,6611000,6118000,6445000
BalanceCurrentLiabilities_yy,,,,,-100.00,80.83,55.76,,,39.30,-3.33,26.63,,19.11,26.46,57.24,,31.19,22.41,36.73,,18.02,45.44,-2.03,40.12,-12.64,19.62,36.15,20.59,26.02,3.83,-21.11,-41.42,3.74,10.35,22.18,76.78,-68.51,-73.60,-70.17,-74.35,-14.87,-14.99,-18.95
BalanceCurrentLiabilities_sy,,,,,16.83,53.90,37.56,,,0.40,6.41,26.99,,20.82,31.94,20.40,,8.51,13.72,20.43,,3.67,6.62,4.48,9.65,10.73,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,-29.48,26.22,-100.00,,,8.72,-16.68,-100.00,,-24.55,9.13,-100.00,,-19.89,35.70,-100.00,,-25.25,51.57,-13.81,20.86,-7.89,2.10,23.27,-24.64,26.12,16.22,9.18,-21.25,3.92,-11.70,-18.93,39.46,10.54,-2.23,17.29,-75.16,-7.33,10.49,0.85,-17.56,-7.46,5.35
BalanceCurrentLiabilities_sq,,-0.64,13.98,1.58,,,-1.66,0.82,-100.00,,-5.50,8.68,-100.00,,1.15,-2.11,-100.00,,3.18,0.16,-4.23,3.00,-0.50,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,5065000,3588000,3270000,,,5569000,5833000,3059000,,10116000,6991000,6505000,,9872000,7184000,10005000,,13583000,9033000,14924000,11558000,15130000,11180000,10759000,11659000,12151000,16834000,17452000,18699000,15596000,13996000,14088000,13257000,10992000,12379000,13620000,14940000,2347000,1725000,2671000,2753000,2478000,2003000,2220000
BalanceCurrentTradePayablesv_yy,,,,,-100.00,55.21,78.38,,,81.65,19.85,112.65,,-2.41,2.76,53.80,,37.59,25.74,49.17,,11.39,23.77,-27.91,0.88,-19.69,50.57,62.22,60.38,28.35,-16.86,-19.28,-29.10,-29.52,-11.55,-3.32,12.70,-78.65,-86.06,-80.39,-81.57,5.57,16.08,-16.90
BalanceCurrentTradePayablesv_sy,,,,,16.66,18.72,30.85,,,3.51,2.28,19.68,,-2.41,21.27,6.64,,6.78,15.36,13.98,,4.28,3.59,2.88,-0.10,14.14,10.21,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,-29.16,-8.86,-100.00,,,4.74,-47.56,-100.00,,-30.89,-6.95,-100.00,,-27.23,39.27,-100.00,,-33.50,65.22,-22.55,30.91,-26.11,-3.77,8.37,4.21,38.54,3.68,7.14,-16.60,-10.26,0.66,-5.90,-17.09,12.62,10.02,9.69,-84.29,-26.48,54.83,3.05,-10.00,-19.17,10.85
BalanceCurrentTradePayablesv_sq,,-8.09,32.18,-4.10,,,4.74,1.50,-100.00,,-1.74,7.23,-100.00,,-1.46,-3.96,-100.00,,-1.26,0.33,-11.47,7.59,0.56,3.18,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,,,,,102000,103000,1426000,,835000,163000,511000,,335000,653000,373000,,911000,336000,618000,1333000,2075000,2163000,3066000,3831000,3435000,3871000,5571000,6771000,5931000,7150000,3785000,1181000,3647000,3737000,5592000,5680000,4028000,4064000,4043000,4039000,3103000,3139000,3175000
BalanceCurrentBorrowings_yy,,,,,,,,,,718.63,58.25,-64.17,,-59.88,300.61,-27.01,,171.94,-48.55,65.68,,127.77,543.75,396.13,187.38,65.52,78.96,81.70,76.77,72.69,84.70,-32.05,-82.55,-38.51,-47.74,47.73,380.80,10.45,8.76,-27.70,-28.89,-22.97,-22.76,-21.46
BalanceCurrentBorrowings_sy,,,,,,,,,,-17.32,7.74,8.02,,-13.42,31.55,21.53,,5.98,3.41,8.71,,21.76,13.24,8.08,7.70,-3.46,20.23,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,,,,,,0.98,1284.47,-100.00,,-80.48,213.50,-100.00,,94.93,-42.88,-100.00,,-63.12,83.93,115.70,55.66,4.24,41.75,24.94,-10.34,12.71,43.92,21.55,-12.41,20.55,-47.06,-68.79,208.70,2.45,49.66,1.58,-29.09,0.89,-0.52,-0.09,-23.17,1.16,1.16
BalanceCurrentBorrowings_sq,,,,,,,-3.36,12.83,-100.00,,-14.24,5.38,-100.00,,-1.81,-3.56,-100.00,,4.68,11.95,2.41,-3.47,-1.07,8.55,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085000,5083000,35000,1036000,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-99.30,2820.46,-100.00,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.41,-99.30,2027.75,-100.00,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,101000,,,,1046000,1807000,66000,,96000,317000,387000,,800000,938000,1159000,,1897000,1471000,2238000,2599000,2577000,2425000,2654000,2303000,1999000,1105000,1591000,2354000,1590000,1889000,4410000,872000,2987000,3512000,4924000,5827000,1062000,1078000,908000,898000,1012000,971000,1049000
BalanceCurrentOtherLiabilities_yy,,,,,,935.64,,,,-90.82,-82.46,486.36,,733.33,195.90,199.48,,137.13,56.82,93.10,,35.85,64.85,18.59,-11.38,-22.44,-54.43,-40.06,2.19,-20.47,70.92,177.25,-62.97,87.90,85.91,11.64,568.54,-64.45,-69.30,-81.56,-84.59,-4.65,-9.89,15.60
BalanceCurrentOtherLiabilities_sy,,,,,,94.80,,,,-13.02,12.94,40.86,,44.92,52.91,6.74,,1.85,28.92,10.12,,7.95,-8.11,15.47,-4.15,-1.56,1.00,11.38,19.13,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,,-100.00,,,,72.75,-96.35,-100.00,,230.21,22.08,-100.00,,17.25,23.56,-100.00,,-22.46,52.14,16.13,-0.85,-5.90,9.44,-13.22,-13.22,-44.71,43.94,47.96,-32.46,18.83,133.49,-80.24,242.69,17.56,40.22,18.35,-81.78,1.52,-15.79,-1.10,12.76,-4.05,8.03
BalanceCurrentOtherLiabilities_sq,,,-4.42,,,,-0.40,-2.22,-100.00,,,2.02,-100.00,,4.36,-5.00,-100.00,,,4.70,-8.82,-1.08,-7.70,9.44,-3.18,8.47,4.86,7.72,-3.26,4.28,5.13,2.77,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,1527000,960000,2598000,,,1690000,1397000,3064000,,664000,1365000,2240000,,2942000,2399000,3626000,,1908000,2838000,2952000,2379000,1815000,4125000,3833000,7244000,1284000,1986000,3040000,2368000,660000,1674000,2741000,2376000,1954000,2554000,2484000,3782000,329000,329000,329000,329000,18000,4000,
BalanceReckoning_yy,,,,,-100.00,76.04,-46.23,,,-60.71,-2.29,-26.89,,343.07,75.75,61.88,,-35.15,18.30,-18.59,,-4.87,45.35,29.83,204.51,-29.26,-51.85,-20.67,-67.32,-48.62,-15.72,-9.84,0.33,196.20,52.59,-9.38,59.21,-83.14,-87.10,-86.74,-91.29,-94.56,-98.64,-100.00
BalanceReckoning_sy,,,,,-52.45,4.82,-34.60,,,-48.36,-11.19,-24.02,,54.23,5.53,62.63,,4.89,11.61,0.93,,11.72,30.48,15.55,20.86,-6.94,,3.25,-0.55,43.84,9.46,9.11,6.30,16.85,-29.09,0.37,-3.24,-15.94,-5.46,-8.34,-4.72,36.60,10.25,2.78
BalanceReckoning_qq,,-37.13,170.62,-100.00,,,-17.34,119.33,-100.00,,105.57,64.10,-100.00,,-18.46,51.15,-100.00,,48.74,4.02,-19.41,-23.71,127.27,-7.09,89.02,-82.28,54.69,53.08,-22.12,-72.14,153.73,63.76,-13.33,-17.75,30.71,-2.74,52.26,-91.29,,,,-94.56,-75.00,-100.00
BalanceReckoning_sq,,-14.14,1.02,-19.18,,,-11.46,-6.82,-100.00,,-6.69,19.74,-100.00,,0.86,3.01,-100.00,,-9.57,2.01,-12.17,7.45,,,,-9.86,-0.50,2.44,-2.39,9.76,0.41,-2.15,-10.78,-0.66,1.26,-1.22,-1.13,-8.93,,,,3.33,-0.36,4.68
BalanceTotalEquityAndLiabilities,11049000,12073000,12270000,0,0,38623000,37044000,37620000,0,43488000,40914000,43416000,0,48649000,43464000,47139000,0,51930000,45712000,54032000,50921000,55985000,54601000,52864000,59791000,45840000,60490000,60002000,67759000,58864000,61127000,55342000,50123000,49475000,50543000,55569000,57740000,102204000,104247000,136088000,157929000,152304000,170469000,149942000
BalanceTotalEquityAndLiabilities_yy,,,,,-100.00,219.91,201.91,,,12.60,10.45,15.41,,11.87,6.23,8.58,,6.74,5.17,14.62,,7.81,19.45,-2.16,17.42,-18.12,10.79,13.50,13.33,28.41,1.05,-7.77,-26.03,-15.95,-17.32,0.41,15.20,106.58,106.25,144.90,173.52,49.02,63.52,10.18
BalanceTotalEquityAndLiabilities_sy,,,,,8.56,6.58,10.22,,,10.47,16.80,15.41,,21.48,17.72,23.26,,10.99,11.62,5.88,,5.74,11.01,2.72,3.24,10.67,6.16,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,9.27,1.63,-100.00,,,-4.09,1.55,-100.00,,-5.92,6.12,-100.00,,-10.66,8.46,-100.00,,-11.97,18.20,-5.76,9.94,-2.47,-3.18,13.10,-23.33,31.96,-0.81,12.93,-13.13,3.85,-9.46,-9.43,-1.29,2.16,9.94,3.91,77.01,2.00,30.54,16.05,-3.56,11.93,-12.04
BalanceTotalEquityAndLiabilities_sq,,8.47,1.42,0.34,,,-1.29,1.55,-100.00,,-1.49,1.77,-100.00,,-0.03,5.55,-100.00,,1.59,0.46,-1.40,0.44,0.08,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,-854000,348000,537000,-920000,-1496000,25000,1532000,-1603000,-1523000,4047000,-4351000,-1477000,-290000,1414000,-96000,-450000,-1736000,621000,1438000,82000,449000,-1236000,3874000,-2359000,1315000,247000,-8877000,3886000,-3983000,9471000,-886000,972000,-1641000,377000,-1746000,5299000,5573000,-13001000,24000,-865000,-845000,-975000,-528000,-864000
CashflowOperatingCashflow_yy,,,,,-75.18,-92.82,185.29,-74.24,-1.80,16088.00,-384.01,7.86,80.96,-65.06,97.79,69.53,-498.62,-56.08,1597.92,118.22,125.86,-299.03,169.40,-2976.82,192.97,119.96,-329.14,264.73,-402.80,3738.74,90.02,-74.99,58.81,-96.02,-97.14,445.28,439.72,-3546.09,101.35,-116.32,-115.15,92.50,-2342.09,0.11
CashflowOperatingCashflow_sy,,,,,24.72,141.24,100.17,28.14,19.68,-6.46,-98.52,7.86,-61.46,-39.86,33.27,-62.72,8.71,56.01,14.70,25.29,7.01,-12.48,24.83,-3.20,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,140.75,54.31,-271.32,-62.61,101.67,6028.00,-204.63,4.99,365.73,-207.51,66.05,80.37,587.59,-106.79,-368.75,-285.78,135.77,131.56,-94.30,447.56,-375.28,413.43,-160.89,155.76,-81.24,-3697.85,143.78,-202.50,337.78,-109.35,209.72,-268.82,123.00,-562.84,403.47,5.18,-333.27,100.18,-3772.61,2.36,-15.46,45.85,-63.62
CashflowOperatingCashflow_sq,,-26.20,45.24,33.94,7.31,101.67,-42.82,-5.75,61.17,-17.73,-101.08,30.73,52.96,35.16,-46.20,-57.33,44.80,113.36,-71.84,-18.71,9.24,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,39000,58000,80000,30000,104000,33000,73000,110000,129000,104000,131000,136000,154000,,171000,175000,196000,187000,189000,190000,194000,212000,267000,272000,298000,289000,655000,656000,698000,738000,1471000,1655000,1823000,1034000,1633000,1778000,2010000,-4520000,147000,145000,146000,134000,70000,54000
CashflowAmortization_yy,,,,,166.67,-43.10,-8.75,266.67,24.04,215.15,79.45,23.64,19.38,-100.00,30.53,28.68,27.27,,10.53,8.57,-1.02,13.37,41.27,43.32,53.79,36.14,145.17,140.93,133.91,155.73,124.68,152.20,161.27,40.15,11.04,7.43,10.24,-536.92,-91.01,-91.84,-92.74,102.96,-52.01,-62.65
CashflowAmortization_sy,,,,,15.00,6.96,8.56,6.12,10.45,11.48,17.37,18.87,15.02,11.95,18.69,20.70,25.88,,13.84,14.73,12.64,13.37,12.46,3.09,0.69,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,48.72,37.93,-62.50,246.67,-68.27,121.21,50.68,17.27,-19.38,25.96,3.82,13.24,-100.00,,2.34,12.00,-4.59,1.07,0.53,2.11,9.28,25.94,1.99,9.56,-3.26,126.80,0.23,6.37,5.76,99.27,12.50,10.20,-43.27,57.88,8.85,13.08,-324.85,103.25,-1.18,0.60,-8.47,-47.26,-23.10
CashflowAmortization_sq,,13.08,-5.24,0.23,0.40,4.98,0.35,0.68,3.12,2.85,-1.97,1.66,-0.64,4.80,,2.34,1.97,-0.65,2.08,0.99,2.11,0.34,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-434000,-98000,-75000,-2707000,7000,-8857000,167000,649000,3283000,2274000,-2784000,-973000,2021000,-54000,20000,-1185000,-56000,-328000,-553000,-716000,-815000,-503000,-3782000,2603000,-3047000,-712000,-90000,-1334000,166000,-5103000,-1567000,-3004000,2935000,-786000,-214000,-5042000,-1134000,7204000,-112000,-2582000,-252000,1787000,-56000,886000
CashflowInvestingCashflow_yy,,,,,101.61,-8937.76,322.67,123.97,46800.00,125.67,-1767.07,-249.92,-38.44,-102.37,100.72,-21.79,-102.77,-507.41,-2865.00,39.58,-1355.36,-53.35,-583.91,463.51,-273.86,-41.63,97.62,-151.24,105.44,-616.35,-1643.93,-125.25,1672.03,84.60,86.31,-67.83,-138.65,1016.75,47.91,48.80,77.79,-75.20,50.09,134.31
CashflowInvestingCashflow_sy,,,,,-47.04,-164.75,-4.80,34.63,66.24,56.09,7.27,29.87,-9.42,-73.91,-110.65,-49.50,-110.09,11.68,22.18,48.94,14.03,62.32,14.08,-17.86,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,77.42,23.47,-3509.33,100.26,-126628.56,101.89,288.62,405.86,-30.73,-222.43,65.05,307.71,-102.67,137.04,-6025.00,95.27,-485.71,-68.60,-29.48,-13.83,38.28,-651.89,168.82,-217.07,76.62,87.39,-1384.79,112.42,-3181.03,69.30,-91.78,197.69,-126.77,72.72,-2251.64,77.50,735.13,-101.55,-2211.43,90.24,809.08,-103.12,1688.86
CashflowInvestingCashflow_sq,,48.66,-54.85,-112.36,28.61,-117.62,49.56,26.59,75.38,-56.14,-12.16,-142.72,27.75,-94.05,46.00,-168.44,36.38,-36.67,41.98,-25.68,-55.41,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,434000,5000,75000,3009000,192000,893000,280000,-141000,219000,2062000,685000,711000,111000,52000,16000,253000,258000,186000,803000,727000,822000,470000,343000,676000,13000,155000,109000,1743000,828000,3690000,1538000,3069000,635000,1246000,229000,4953000,1085000,-6265000,,21000,4000,18000,4000,0
