,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowFinancingCashflow_qq,,64.44,-1010.65,75.07,52.04,62.41,-2446.04,91.16,71.49,-37.02,-2639.30,143.51,-139.12,-137.55,-188.57,95.09,51.26,32.57,-6574.28,94.95,491.76,-221.25,-339.02,96.65,51.08,-67.64
CashflowFinancingCashflow_sq,,82.22,-85.47,75.07,48.26,12.88,-46.80,1.52,31.76,-28.76,0.10,-70.43,24.92,71.38,-22.55,20.84,-61.97,146.41,-9.78,0.58,116.44,36.12,-68.09,54.10,50.92,-20.04
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,83000,51000,204188000,421000,79000,182000,222726000,448000,67000,29000,286272000,575000,94000,29000,342805000,1283000,333000,102000,369387000,1040000,203000,182000,382032000,4000,,
CashflowDividend_yy,,,,,-4.64,255.58,9.08,6.37,-15.91,-83.98,28.53,28.47,40.91,0.81,19.75,122.92,254.01,246.67,7.75,-18.95,-39.16,78.55,3.42,-99.60,-100.00,-100.00
CashflowDividend_sy,,,,,-52.07,2965.94,184.05,-25.20,1739.43,-33.92,29.34,-1.44,-0.04,-47.40,-17.06,13.53,77.81,77.40,56.94,-59.48,100.00,43.36,15.79,-102.94,-60.11,36.20
CashflowDividend_qq,,-38.56,399207.86,-99.79,-81.15,129.09,122393.79,-99.80,-85.10,-56.36,982765.23,-99.80,-83.66,-68.78,1167461.04,-99.63,-74.04,-69.43,362804.20,-99.72,-80.52,-10.27,210108.50,-100.00,-100.00,
CashflowDividend_sq,,-70.05,207226.90,240.40,-90.56,8547.01,61770.29,-67.85,-91.23,197.52,492031.10,-82.99,-90.70,-63.88,591022.46,-98.30,-99.56,100.00,362804.20,-99.72,-90.21,-25.09,210108.50,-100.00,0.68,
CashflowNetCashflow,53922000,-41658000,-9630000,10494000,-19417000,17607000,2791000,186301000,-9786000,203460000,-320954000,-47968000,-12938000,64917000,-25152000,29340000,179435000,-106119000,8564000,-77942000,2342000,58507000,-94861000,63481000,130038000,44052000
CashflowNetCashflow_yy,,,,,-136.01,142.26,128.98,1675.24,49.60,1055.57,-11598.82,-125.75,-32.21,-68.09,92.16,161.17,1486.93,-263.47,134.05,-365.65,-98.69,155.13,-1207.71,181.45,5452.48,-24.71
CashflowNetCashflow_sy,,,,,-132.98,-51.41,98.69,103.19,75.88,-5.34,-48.30,-66.64,-26.11,127.55,41.55,51.32,-90.35,-49.65,-88.09,90.16,21.19,-4.02,30.85,48.34,59.56,-18.81
CashflowNetCashflow_qq,,-177.26,76.88,208.97,-285.02,190.68,-84.15,6574.59,-105.25,2179.12,-257.75,85.05,73.03,601.77,-138.74,216.65,511.56,-159.14,108.07,-1010.15,103.00,2398.19,-262.13,166.92,104.85,-66.12
CashflowNetCashflow_sq,,-65.24,33.33,149.95,-175.83,94.64,-125.86,129.90,-15.48,25.71,-16.00,85.05,50.93,92.12,-61.47,73.76,-81.13,55.89,52.30,105.02,-97.28,-14.13,67.52,94.19,-86.03,-96.16
