,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceShareCapital,,9877000,9877000,9877000,,11862000,11862000,11862000,,21862000,21862000,21862000,,24862000,28862000,28862000,,30562000,30562000,30562000,30562000,31862000,31862000,31862000,31862000,31862000,31862000,31862000,31862000,31862000,31862000,31862000,63724000,63724000,63724000,63724000,63724000,63724000,63724000,63724000,63724000,77205000,77205000,77205000
BalanceShareCapital_yy,,,,,,20.10,20.10,20.10,,84.30,84.30,84.30,,13.72,32.02,32.02,,22.93,5.89,5.89,,4.25,4.25,4.25,4.25,,,,,,,,100.00,100.00,100.00,100.00,,,,,,21.16,21.16,21.16
BalanceShareCapital_sy,,,,,,12.41,,20.10,,72.90,72.90,20.90,,17.31,26.28,20.80,,25.87,25.36,5.89,,,,1.59,0.56,,,,,,,,3.66,2.10,3.33,5.51,,,,,,,,3.20
BalanceShareCapital_qq,,,,,-100.00,,,,-100.00,,,,-100.00,,16.09,,-100.00,,,,,4.25,,,,,,,,,,,100.00,,,,,,,,,21.16,,
BalanceShareCapital_sq,,,,,-100.00,,,,-100.00,,,,-49.15,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,649000,668000,2208000,,4834000,4843000,6136000,,17047000,22695000,20320000,,33647000,33952000,38594000,,59737000,59664000,63086000,63245000,111957000,109475000,143068000,181548000,103199000,102073000,101769000,119025000,101662000,78879000,37046000,49960000,51365000,50135000,47395000,46770000,47838000,47764000,41935000,41507000,49711000,49715000,50180000
BalanceReserve_yy,,,,,,644.84,625.00,177.90,,252.65,368.61,231.16,,97.38,49.60,89.93,,77.54,75.73,63.46,,87.42,83.49,126.78,187.06,-7.82,-6.76,-28.87,-34.44,-1.49,-22.72,-63.60,-58.03,-49.47,-36.44,27.94,-6.39,-6.87,-4.73,-11.52,-11.25,3.92,4.08,19.66
BalanceReserve_sy,,,,,,116.15,53.50,56.33,,14.28,,-74.41,,-85.77,-87.54,63.75,,89.38,269.97,8.24,,,-3.78,6.37,,2.71,-1.37,-0.98,2.25,6.86,8.96,13.45,7.05,25.15,17.06,13.88,11.91,34.11,17.12,5.38,3.96,3.78,2.83,7.07
BalanceReserve_qq,,,2.93,230.54,-100.00,,0.19,26.70,-100.00,,33.13,-10.46,-100.00,,0.91,13.67,-100.00,,-0.12,5.74,0.25,77.02,-2.22,30.69,26.90,-43.16,-1.09,-0.30,16.96,-14.59,-22.41,-53.03,34.86,2.81,-2.39,-5.47,-1.32,2.28,-0.15,-12.20,-1.02,19.77,0.01,0.94
BalanceReserve_sq,,,2.93,24.04,-100.00,,0.19,,-100.00,,-1.93,-71.09,-68.67,,-57.06,245.39,-50.18,,-0.08,1.15,-39.65,,,3.89,,,-0.99,,,,,7.56,,0.81,,10.54,,0.35,,0.20,,0.51,0.14,0.94
BalanceNonshareCapital,,2000,2000,2000,,2000,2000,2000,,2000,2000,2000,,2000,2000,2000,,-845000,-527000,-538000,-233000,19930000,23048000,2082000,14116000,56698000,59782000,56362000,87127000,71597000,,,,58161000,72721000,55879000,55236000,40132000,42638000,40930000,39684000,6793000,6760000,7095000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,-42350.00,-26450.00,-27000.00,,2458.58,4473.43,486.99,6158.37,184.49,159.38,2607.11,517.22,26.28,-100.00,-100.00,-100.00,-18.77,,,,-31.00,-41.37,-26.75,-28.16,-83.07,-84.15,-82.67
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,4.17,-13149.76,1.60,,-8.12,16.90,5.90,3057.34,8.88,2.74,-0.44,7.60,6.38,-14.90,-14.12,-16.98,-14.21,,,,-17.04,-15.10,-19.38,-1.27,-7.13,5.76,39.49
BalanceNonshareCapital_qq,,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,37.63,-2.09,56.69,8653.65,15.64,-90.97,578.00,301.66,5.44,-5.72,54.58,-17.82,-100.00,,,,25.03,-23.16,-1.15,-27.34,6.24,-4.01,-3.04,-82.88,-0.49,4.96
BalanceNonshareCapital_sq,,,,,-100.00,,,,-100.00,,,,-58.28,,,,-100.00,,-4.32,-2.09,-51.53,4306.24,11.26,-1.87,-1.88,-1.27,4.29,-3.35,5.73,-3.99,-4.29,,,,-0.30,-14.81,-0.28,-5.07,-0.64,-0.97,1.05,-5.39,0.95,4.96
BalanceNoncurrentLiabilities,,855000,437000,605000,,792000,782000,845000,,740000,1284000,5670000,,5633000,5611000,4594000,,26853000,32277000,30866000,30493000,28091000,32521000,152161000,151701000,27963000,28404000,33308000,31762000,25641000,10454000,10827000,10775000,19005000,19461000,20341000,20095000,11289000,12296000,12196000,14009000,15162000,15402000,14983000
BalanceNoncurrentLiabilities_yy,,,,,,-7.37,78.95,39.67,,-6.57,64.19,571.01,,661.22,336.99,-18.98,,376.71,475.25,571.88,,4.61,0.76,392.97,397.49,-0.46,-12.66,-78.11,-79.06,-8.30,-63.20,-67.49,-66.08,-25.88,86.16,87.87,86.50,-40.60,-36.82,-40.04,-30.29,34.31,25.26,22.85
BalanceNoncurrentLiabilities_sy,,,,,,9.51,78.95,39.67,,-60.96,-64.37,-46.46,,384.02,118.87,-18.98,,66.85,130.43,100.52,,14.02,108.98,40.16,-0.37,9.66,-11.35,33.28,21.73,0.36,-3.31,-10.32,-5.11,-10.35,8.18,7.91,-15.54,-6.85,-1.68,-15.00,6.60,-0.92,3.65,16.57
BalanceNoncurrentLiabilities_qq,,,-48.89,38.44,-100.00,,-1.26,8.06,-100.00,,73.51,341.59,-100.00,,-0.39,-18.13,-100.00,,20.20,-4.37,-1.21,-7.88,15.77,367.89,-0.30,-81.57,1.58,17.27,-4.64,-19.27,-59.23,3.57,-0.48,76.38,2.40,4.52,-1.21,-43.82,8.92,-0.81,14.87,8.23,1.58,-2.72
BalanceNoncurrentLiabilities_sq,,,-17.25,8.82,-100.00,,-1.11,-21.69,-100.00,,1.34,-1.96,-100.00,,-2.20,,-24.74,,0.68,-0.94,-1.21,-1.92,1.42,-1.93,-12.51,-2.12,0.52,15.59,-0.26,-8.97,-3.10,3.57,7.29,-2.12,3.46,1.45,-1.60,-0.66,-1.64,-0.81,2.54,0.73,0.72,1.09
BalanceNoncurrentTradeLiabilities,,,,,,11000,489000,,,5000,5000,5043000,,1383000,1215000,0,,12960000,15421000,13262000,11562000,,,72471000,71433000,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,-54.55,-98.98,,,27560.00,24200.00,-100.00,,837.09,1169.22,,,-100.00,-100.00,446.46,517.83,,,-100.00,-100.00,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,-54.55,-84.62,,,27560.00,12050.00,-100.00,,368.54,1169.22,,,-75.94,-100.00,-68.10,-80.83,,,-100.00,-100.00,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,4345.45,-100.00,,,,100760.00,-100.00,,-12.15,-100.00,,,18.99,-14.00,-12.82,-100.00,,,-1.43,-100.00,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,4345.45,-100.00,,,,50330.00,-100.00,,-56.08,-100.00,,,2.73,-14.00,-17.70,-100.00,,,-50.54,-100.00,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,688000,230000,383000,,538000,51000,460000,,399000,368000,260000,,2079000,1993000,2071000,,7929000,8804000,9820000,9657000,11018000,10368000,47877000,46611000,10263000,10548000,9998000,14608000,14453000,,,,7879000,7808000,8135000,7960000,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,-21.80,-77.83,20.10,,-25.84,621.57,-43.48,,421.05,441.58,696.54,,281.39,341.75,374.17,,38.96,17.76,387.55,382.67,-6.85,1.74,-79.12,-68.66,40.83,-100.00,-100.00,-100.00,-45.49,,,,-100.00,-100.00,-100.00,-100.00,,,
BalanceNoncurrentBorrowings_sy,,,,,,-10.89,-37.42,-12.92,,-70.28,266.31,-61.15,,421.05,471.99,454.31,,155.76,23.96,26.08,,38.96,-0.17,-7.32,-12.92,-1.37,-1.27,49.76,21.22,18.85,-14.42,-32.65,-9.03,9.93,,,,-27.61,-34.53,-37.81,-22.17,,,
BalanceNoncurrentBorrowings_qq,,,-66.57,66.52,-100.00,,-90.52,801.96,-100.00,,-7.77,-29.35,-100.00,,-4.14,3.91,-100.00,,11.04,11.54,-1.66,14.09,-5.90,361.78,-2.64,-77.98,2.78,-5.21,46.11,-1.06,-100.00,,,,-0.90,4.19,-2.15,-100.00,,,,,,
BalanceNoncurrentBorrowings_sq,,,-33.42,35.72,-100.00,,-90.52,378.52,-100.00,,-9.15,-10.83,-100.00,,-4.14,-0.91,-100.00,,-1.92,-4.89,-7.55,4.84,-5.51,1.29,-8.72,-9.14,-1.20,-5.14,-0.45,-7.33,-4.20,,,,1.80,1.20,-3.85,-16.17,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,167000,207000,222000,,243000,242000,385000,,336000,911000,367000,,2171000,2403000,2523000,,5964000,8052000,7784000,9274000,17073000,22153000,31813000,33657000,17700000,17856000,23310000,17154000,11188000,10454000,10827000,10775000,11126000,11653000,12206000,12135000,11289000,12296000,12196000,14009000,15162000,15402000,14983000
BalanceNoncurrentOtherLiabilities_yy,,,,,,45.51,16.91,73.42,,38.27,276.45,-4.68,,546.13,163.78,587.47,,174.71,235.08,208.52,,186.27,175.12,308.70,262.92,3.67,-19.40,-26.73,-49.03,-36.79,-41.45,-53.55,-37.19,-0.55,11.47,12.74,12.62,1.47,5.52,-0.08,15.44,34.31,25.26,22.85
BalanceNoncurrentOtherLiabilities_sy,,,,,,39.30,88.10,42.41,,6.48,-2.29,-13.83,,276.99,7.20,16.47,,16.59,53.42,102.65,,0.96,23.14,15.06,1.56,7.35,3.75,17.06,13.33,12.54,5.87,2.88,-1.75,-11.53,-7.75,12.74,24.35,33.47,20.18,3.98,17.76,11.90,9.66,16.92
BalanceNoncurrentOtherLiabilities_qq,,,23.95,7.25,-100.00,,-0.41,59.09,-100.00,,171.13,-59.71,-100.00,,10.69,4.99,-100.00,,35.01,-3.33,19.14,84.10,29.75,43.61,5.80,-47.41,0.88,30.54,-26.41,-34.78,-6.56,3.57,-0.48,3.26,4.74,4.75,-0.58,-6.97,8.92,-0.81,14.87,8.23,1.58,-2.72
BalanceNoncurrentOtherLiabilities_sq,,,2.03,20.77,-100.00,,8.98,9.86,-100.00,,2.08,-31.41,-100.00,,-17.22,8.76,-100.00,,2.65,-3.33,-9.31,2.62,1.09,7.69,0.40,0.21,1.10,2.88,0.37,-3.27,0.35,2.16,-0.48,-9.12,3.06,3.78,-0.15,0.31,-1.01,,1.92,-1.06,0.64,0.31
BalanceCurrentLiabilities,,6039000,6888000,6758000,,8081000,7110000,7906000,,7206000,9904000,12925000,,12982000,10109000,14991000,,25444000,18993000,18316000,21772000,27448000,28158000,108853000,101683000,32196000,33200000,32883000,31157000,52053000,53875000,53069000,51541000,21491000,18909000,21175000,21511000,31181000,31822000,33007000,28753000,23702000,25969000,29236000
BalanceCurrentLiabilities_yy,,,,,,33.81,3.22,16.99,,-10.83,39.30,63.48,,80.16,2.07,15.98,,95.99,87.88,22.18,,7.88,48.25,494.31,367.04,17.30,17.91,-69.79,-69.36,61.68,62.27,61.39,65.42,-58.71,-64.90,-60.10,-58.26,45.09,68.29,55.88,33.67,-23.99,-18.39,-11.42
BalanceCurrentLiabilities_sy,,,,,,33.81,3.22,-7.03,,-10.83,39.30,22.34,,31.46,-7.84,15.98,,16.16,37.79,25.35,,48.64,27.66,30.47,56.17,-2.22,17.91,6.62,-6.32,22.38,5.80,9.63,6.25,-1.64,2.26,1.69,14.04,2.09,8.93,12.78,7.85,19.32,26.78,1.34
BalanceCurrentLiabilities_qq,,,14.06,-1.89,-100.00,,-12.02,11.20,-100.00,,37.44,30.50,-100.00,,-22.13,48.29,-100.00,,-25.35,-3.56,18.87,26.07,2.59,286.58,-6.59,-68.34,3.12,-0.95,-5.25,67.07,3.50,-1.50,-2.88,-58.30,-12.01,11.98,1.59,44.95,2.06,3.72,-12.89,-17.57,9.56,12.58
BalanceCurrentLiabilities_sq,,,4.14,1.09,-100.00,,-12.02,11.20,-100.00,,7.69,17.19,-84.32,,-19.28,19.05,-58.50,,-11.96,9.40,18.87,30.94,3.06,8.35,-6.12,-1.91,2.94,4.66,13.86,1.71,1.50,4.42,-3.05,5.65,-9.06,9.62,0.10,9.23,2.06,4.88,-0.23,9.65,-0.70,5.96
BalanceCurrentTradePayablesv,,,,5341000,,6821000,5092000,5922000,,6296000,9999000,9304000,,8286000,8425000,9869000,,15529000,10555000,9990000,13303000,18625000,17711000,21824000,18237000,11812000,16830000,14438000,20560000,29553000,39397000,40108000,49162000,17116000,14997000,17381000,17995000,19168000,17630000,19620000,16247000,12856000,14765000,17336000
BalanceCurrentTradePayablesv_yy,,,,,,,,10.88,,-7.70,96.37,57.11,,31.61,-15.74,6.07,,87.41,25.28,1.23,,19.94,67.80,118.46,37.09,-36.58,-4.97,-33.84,12.74,150.19,134.09,177.79,139.11,-42.08,-61.93,-56.66,-63.40,11.99,17.56,12.88,-9.71,-32.93,-16.25,-11.64
BalanceCurrentTradePayablesv_sy,,,,,,,,7.61,,-7.70,47.92,-10.01,,11.39,-44.03,2.76,,20.12,24.15,8.76,,19.94,14.40,24.02,14.27,-29.36,9.44,8.72,8.38,41.99,0.47,35.33,28.51,5.45,18.59,0.79,13.82,5.36,12.20,10.24,7.40,9.97,7.44,-5.81
BalanceCurrentTradePayablesv_qq,,,,,-100.00,,-25.35,16.30,-100.00,,58.82,-6.95,-100.00,,1.68,17.14,-100.00,,-32.03,-5.35,33.16,40.01,-4.91,23.22,-16.44,-35.23,42.48,-14.21,42.40,43.74,33.31,1.80,22.57,-65.18,-12.38,15.90,3.53,6.52,-8.02,11.29,-17.19,-20.87,14.85,17.41
BalanceCurrentTradePayablesv_sq,,,,,-100.00,,41.05,-40.18,-100.00,,101.94,-36.88,-100.00,,-26.70,3.28,-72.08,,-19.41,-5.35,-11.46,-1.12,-4.91,8.88,1.61,-6.28,8.84,-7.30,24.24,4.84,-10.84,2.50,2.60,-5.78,-2.94,9.86,2.38,4.35,-3.31,0.27,-4.67,9.37,2.90,6.22
BalanceCurrentBorrowings,,1334000,1821000,1417000,,1199000,1938000,1880000,,521000,2005000,3349000,,4161000,1681000,4974000,,8945000,7644000,7824000,7089000,8381000,9322000,85613000,63129000,17407000,13995000,17218000,7472000,9958000,11973000,10616000,50000,,17000,,,,2566000,2094000,2502000,1386000,2143000,2463000
BalanceCurrentBorrowings_yy,,,,,,-10.12,6.43,32.67,,-56.55,3.46,78.14,,698.66,-16.16,48.52,,114.97,354.73,57.30,,-6.31,21.95,994.24,790.52,107.70,50.13,-79.89,-88.16,-42.79,-14.45,-38.34,-99.33,-100.00,-99.86,-100.00,-100.00,,14994.12,,,,-16.48,17.62
BalanceCurrentBorrowings_sy,,,,,,11.76,24.26,5.99,,-29.34,-16.63,34.90,,114.01,-43.81,2.27,,41.12,84.84,31.91,,2.39,7.62,15.33,-13.82,-2.38,-1.72,-39.28,5.15,-1.03,-11.54,-4.06,-36.84,-34.10,-24.83,-8.09,9.23,,-3.64,,,,11.42,-7.62
BalanceCurrentBorrowings_qq,,,36.51,-22.19,-100.00,,61.63,-2.99,-100.00,,284.84,67.03,-100.00,,-59.60,195.90,-100.00,,-14.54,2.35,-9.39,18.23,11.23,818.40,-26.26,-72.43,-19.60,23.03,-56.60,33.27,20.23,-11.33,-99.53,-100.00,,-100.00,,,,-18.39,19.48,-44.60,54.62,14.93
BalanceCurrentBorrowings_sq,,,15.64,3.45,-100.00,,0.76,-15.47,-100.00,,-54.88,6.20,-100.00,,-59.60,-9.75,-100.00,,-17.06,17.59,-44.46,7.51,-68.33,11.83,-30.49,-4.06,3.75,-5.66,5.81,-7.67,10.45,-5.48,-14.41,-17.08,,-10.70,,,,10.10,0.82,-8.04,-1.30,7.59
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,102000,49000,0,,61000,80000,104000,,389000,-2100000,272000,,535000,3000,148000,,970000,794000,355000,1380000,442000,31000,18000,20317000,2977000,2375000,1227000,3125000,12542000,2505000,2281000,2265000,16811000,3663000,3555000,3452000,11626000,11293000,10865000,9730000,9068000,8730000,9211000
BalanceCurrentOtherLiabilities_yy,,,,,,-40.20,63.27,,,537.70,-2725.00,161.54,,37.53,100.14,-45.59,,81.31,26366.67,139.86,,-54.43,-96.10,-94.93,1372.25,573.53,7561.29,6716.67,-84.62,321.30,5.47,85.90,-27.52,34.04,46.23,55.85,52.41,-30.84,208.30,205.63,181.87,-22.00,-22.70,-15.22
BalanceCurrentOtherLiabilities_sy,,,,,,26.47,63.27,,,37.89,50.24,161.54,,-5.68,-84.28,-54.00,,41.95,152.86,80.86,,44.55,185.88,14.83,125.06,16.54,-35.17,4.35,-31.36,34.45,11.25,-3.88,-16.00,8.02,-0.70,18.68,24.94,8.05,73.11,23.34,18.91,21.34,28.57,14.99
BalanceCurrentOtherLiabilities_qq,,,-51.96,-100.00,,,31.15,30.00,-100.00,,-639.85,112.95,-100.00,,-99.44,4833.33,-100.00,,-18.14,-55.29,288.73,-67.97,-92.99,-41.94,112772.22,-85.35,-20.22,-48.34,154.69,301.34,-80.03,-8.94,-0.70,642.21,-78.21,-2.95,-2.90,236.79,-2.86,-3.79,-10.45,-6.80,-3.73,5.51
BalanceCurrentOtherLiabilities_sq,,,-31.31,-17.09,,,-7.65,1.00,-100.00,,-47.36,-15.09,-100.00,,-56.14,-6.20,-100.00,,-22.07,55.93,-28.26,9.69,20.71,-5.54,-1.15,-1.94,-12.46,50.87,-5.93,4.09,2.27,3.49,-9.54,8.00,-23.47,20.65,-12.17,40.07,-9.51,13.36,-2.86,4.86,-3.73,5.51
BalanceReckoning,,4603000,5018000,,,,,,,,,,,,,0,,0,0,147000,,,1094000,1398000,,,,,,,,64000,64000,64000,232000,239000,64000,387000,333000,428000,274000,392000,331000,226000
BalanceReckoning_yy,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,851.02,,,-100.00,-100.00,,,,,,,,273.44,,504.69,43.53,79.08,328.12,1.29,-0.60,-47.20
BalanceReckoning_sy,,,,,,-100.00,-92.87,,,,,,,,,,,,,,,,,471.29,,,-83.95,-82.09,,,,,,,,185.65,,-23.54,-24.07,60.40,10.42,,-0.30,12.09
BalanceReckoning_qq,,,9.02,-100.00,,,,,,,,,,,,,,,,,-100.00,,,27.79,-100.00,,,,,,,,,,262.50,3.02,-73.22,504.69,-13.95,28.53,-35.98,43.07,-15.56,-31.72
BalanceReckoning_sq,,,-13.89,-8.97,,,,,,,,,,,,,,,,,-49.47,,,27.79,-47.62,,,,,,,,,,,,,,-13.95,9.94,,21.54,-8.60,-3.60
BalanceTotalEquityAndLiabilities,0,19829000,20034000,20861000,0,27828000,27595000,29232000,0,50754000,60044000,65734000,0,85065000,85870000,96478000,0,159660000,164481000,164232000,171690000,248003000,256247000,466036000,505454000,272850000,277870000,269466000,289392000,245302000,130923000,126278000,167524000,209295000,220092000,210687000,208163000,188680000,187874000,185517000,180408000,174546000,175612000,180894000
BalanceTotalEquityAndLiabilities_yy,,,,,,40.34,37.74,40.13,,82.38,117.59,124.87,,67.60,43.01,46.77,,87.69,91.55,70.23,,55.33,55.79,183.77,194.40,10.02,8.44,-42.18,-42.75,-10.10,-52.88,-53.14,-42.11,-14.68,68.11,66.84,24.26,-9.85,-14.64,-11.95,-13.33,-7.49,-6.53,-2.49
BalanceTotalEquityAndLiabilities_sy,,,,,,37.63,29.16,16.36,,-23.72,-32.05,-28.14,,34.04,30.96,257.70,,33.38,39.23,9.42,,21.99,20.33,11.16,21.63,9.88,6.33,8.93,6.02,6.01,2.66,6.22,4.13,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalEquityAndLiabilities_qq,,,1.03,4.13,-100.00,,-0.84,5.93,-100.00,,18.30,9.48,-100.00,,0.95,12.35,-100.00,,3.02,-0.15,4.54,44.45,3.32,81.87,8.46,-46.02,1.84,-3.02,7.39,-15.24,-46.63,-3.55,32.66,24.93,5.16,-4.27,-1.20,-9.36,-0.43,-1.25,-2.75,-3.25,0.61,3.01
BalanceTotalEquityAndLiabilities_sq,,,3.11,4.01,-100.00,,-0.84,-1.42,-100.00,,-1.80,4.30,-5.63,,-5.43,12.35,-14.86,,-1.50,0.64,-2.63,9.17,-1.03,3.62,-0.44,1.12,2.02,5.88,6.51,1.61,-0.53,4.42,3.06,0.34,,5.82,-1.02,-1.27,-0.83,2.47,-0.51,-1.34,1.63,2.70
CashflowOperatingCashflow,-1854000,1235000,394000,215000,643000,951000,-104000,-2118000,93000,547000,3007000,-10048000,-2229000,-477000,-737000,7201000,-2556000,-1574000,-1907000,3125000,-872000,-5561000,-1563000,-4210000,17254000,-18396000,3640000,-4861000,8789000,-1374000,-994000,-2107000,2267000,-4437000,-2208000,-2613000,-1044000,698000,-1035000,1901000,-341000,1131000,-67000,1813000
CashflowOperatingCashflow_yy,,,,,134.68,-23.00,-126.40,-1085.12,-85.54,-42.48,2991.35,-374.41,-2496.77,-187.20,-124.51,171.67,-14.67,-229.98,-158.75,-56.60,65.88,-253.30,18.04,-234.72,2078.67,-230.80,332.89,-15.46,-49.06,92.53,-127.31,56.66,-74.21,-222.93,-122.13,-24.02,-146.05,115.73,53.12,172.75,67.34,62.03,93.53,-4.63
CashflowOperatingCashflow_sy,,,,,134.68,-23.00,-50.23,-450.74,-13.46,-85.10,1360.12,41.73,-95.43,-95.99,-22.63,51.23,-73.28,-35.00,-122.37,54.62,-0.54,-44.35,-5.62,43.10,96.55,49.54,39.88,-33.67,-51.12,44.82,-14.46,56.66,-47.92,-60.17,-49.29,-24.02,14.84,-30.22,5.90,-46.34,-1.73,-50.69,25.31,32.58
CashflowOperatingCashflow_qq,,166.61,-68.10,-45.43,199.07,47.90,-110.94,-1936.54,104.39,488.17,449.73,-434.15,77.82,78.60,-54.51,1077.07,-135.50,38.42,-21.16,263.87,-127.90,-537.73,71.89,-169.35,509.83,-206.62,119.79,-233.54,280.81,-115.63,27.66,-111.97,207.59,-295.72,50.24,-18.34,60.05,166.86,-248.28,283.67,-117.94,431.67,-105.92,2805.97
CashflowOperatingCashflow_sq,,166.61,-68.10,65.61,199.07,47.90,-87.92,-1267.16,104.39,124.01,258.93,-23.29,41.27,60.17,81.58,19.64,-155.17,274.43,31.42,122.26,-127.90,29.03,56.08,74.80,-15.28,13.84,-13.76,-45.50,-54.81,100.21,-8.01,52.18,-3.73,27.33,-27.96,24.74,6.99,74.32,-86.35,1.98,2.06,-16.80,11.10,-7.91
CashflowAmortization,162000,196000,222000,238000,314000,265000,433000,106000,290000,320000,349000,468000,450000,109000,490000,516000,698000,1044000,887000,1114000,675000,1067000,960000,823000,1401000,1263000,1076000,1428000,1371000,945000,1060000,1030000,980000,977000,1036000,1079000,1122000,1097000,1077000,1174000,1109000,1284000,1098000,1131000
CashflowAmortization_yy,,,,,93.83,35.20,95.05,-55.46,-7.64,20.75,-19.40,341.51,55.17,-65.94,40.40,10.26,55.11,857.80,81.02,115.89,-3.30,2.20,8.23,-26.12,107.56,18.37,12.08,73.51,-2.14,-25.18,-1.49,-27.87,-28.52,3.39,-2.26,4.76,14.49,12.28,3.96,8.80,-1.16,17.05,1.95,-3.66
CashflowAmortization_sy,,,,,34.71,25.81,43.29,-21.62,-7.64,20.75,-19.40,18.87,23.77,-35.78,-22.89,-2.92,-1.68,13.10,-2.62,103.03,1.27,-3.36,8.23,-22.08,-17.97,13.17,10.82,16.10,9.74,4.37,7.60,37.72,9.98,6.72,7.60,4.60,13.54,10.26,7.32,10.69,0.35,24.24,-0.51,12.99
CashflowAmortization_qq,,20.99,13.27,7.21,31.93,-15.61,63.40,-75.52,173.58,10.34,9.06,34.10,-3.85,-75.78,349.54,5.31,35.27,49.57,-15.04,25.59,-39.41,58.07,-10.03,-14.27,70.23,-9.85,-14.81,32.71,-3.99,-31.07,12.17,-2.83,-4.85,-0.31,6.04,4.15,3.99,-2.23,-1.82,9.01,-5.54,15.78,-14.49,3.01
