,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentOtherLiabilities_yy,,,,,82.39,,,,230.61,67.06,-17.94,,-5.20,1.77,-40.23,,-45.29,-25.29,-1.06,468.64,-18.81,-52.40,-45.87,-84.96,263.58,467.63,2.38,63.81,-28.98,-63.71,343.41,590.93,292.02,642.55,60.83
BalanceCurrentOtherLiabilities_sy,,,,,-4.72,,,,92.00,-7.08,-18.81,,6.33,0.57,-5.07,,16.41,13.69,32.72,95.25,60.72,43.81,9.41,72.80,39.76,23.26,5.11,19.59,-8.87,-21.37,-3.94,-1.72,3.65,29.10,3.96
BalanceCurrentOtherLiabilities_qq,,-100.00,,,,-17.02,169.43,-100.00,,-58.07,32.35,-100.00,,-54.99,-22.27,-46.42,191.82,-38.53,2.93,207.96,-58.33,-63.96,17.07,-14.45,907.43,-43.74,-78.89,36.88,336.80,-71.25,157.98,113.28,147.83,-45.55,-44.13
BalanceCurrentOtherLiabilities_sq,,-5.77,,,,-8.50,12.02,-100.00,,-3.59,40.39,-18.96,,-17.34,-11.81,-1.56,34.37,-9.86,6.02,1.22,34.88,0.10,0.36,8.42,34.99,-13.00,-0.48,9.38,7.75,-14.68,1.28,,22.64,3.87,-9.96
BalanceReckoning,0,,,,,102000,158000,,,276000,363000,,,895000,1009000,898000,,690000,901000,,,997000,1629000,1780000,,3384000,3601000,3320000,,1955000,2579000,,,2652000,3619000
BalanceReckoning_yy,,,,,,,,,,170.59,129.75,,,224.28,177.96,,,-22.91,-10.67,-100.00,,44.47,80.76,,,239.46,121.03,86.46,,-42.22,-28.40,-100.00,,35.63,40.35
BalanceReckoning_sy,,,,,,,,,,10.29,8.54,,,10.34,-2.35,,,-16.34,-6.09,-33.60,,4.74,33.98,,,21.35,1.94,6.59,,-4.69,-18.88,-11.98,,-42.40,-17.97
BalanceReckoning_qq,,,,,,,54.90,-100.00,,,31.52,-100.00,,,12.74,-11.00,-100.00,,30.64,-100.00,,,63.46,9.26,-100.00,,6.43,-7.83,-100.00,,31.89,-100.00,,,36.49
BalanceReckoning_sq,,,,,,,2.29,-100.00,,,-7.15,6.46,,,-0.96,1.48,-22.07,,8.40,-19.68,,,12.90,-0.16,-0.70,,0.82,-6.58,4.53,,,-20.36,,,11.10
BalanceTotalEquityAndLiabilities,19256000,0,0,0,38045000,39731000,39245000,0,41086000,42053000,38336000,0,40777000,42949000,35494000,36246000,40738000,42892000,44152000,43466000,35924000,33852000,33483000,33835000,41410000,42499000,43461000,42010000,41663000,41323000,44133000,41838000,54391000,54078000,56172000
BalanceTotalEquityAndLiabilities_yy,,,,,97.57,,,,7.99,5.84,-2.32,,-0.75,2.13,-7.41,,-0.10,-0.13,24.39,19.92,-11.82,-21.08,-24.16,-22.16,15.27,25.54,29.80,24.16,0.61,-2.77,1.55,-0.41,30.55,30.87,27.28
BalanceTotalEquityAndLiabilities_sy,,,,,14.50,,,,12.65,17.22,6.30,,4.15,-1.48,-3.31,,3.48,7.68,15.54,13.84,4.66,2.55,1.86,1.08,5.53,6.54,1.94,-0.24,2.70,4.62,-0.96,-0.41,-7.67,-4.28,2.62
BalanceTotalEquityAndLiabilities_qq,,-100.00,,,,4.43,-1.22,-100.00,,2.35,-8.84,-100.00,,5.33,-17.36,2.12,12.39,5.29,2.94,-1.55,-17.35,-5.77,-1.09,1.05,22.39,2.63,2.26,-3.34,-0.83,-0.82,6.80,-5.20,30.01,-0.58,3.87
BalanceTotalEquityAndLiabilities_sq,,-4.94,,,,4.43,0.70,-100.00,,-0.92,0.71,0.02,,-0.50,-0.68,0.20,2.12,-0.70,2.69,-1.40,0.56,-1.71,1.35,0.58,4.48,0.29,-0.52,0.21,3.59,-0.82,-3.17,-1.62,-0.08,-0.35,2.78
CashflowOperatingCashflow,1495000,2120000,1791000,335000,2067000,1791000,4282000,530000,2572000,455000,3519000,3033000,1823000,2335000,5815000,174000,7373000,921000,1385000,3142000,1181000,545000,402000,-1075000,2582000,467000,2968000,-1000000,-762000,2321000,2509000,363000,4002000,1124000,4478000
CashflowOperatingCashflow_yy,,,,,38.26,-15.52,139.08,58.21,24.43,-74.60,-17.82,472.26,-29.12,413.19,65.25,-94.27,304.44,-60.57,-76.19,1708.63,-83.98,-40.76,-70.98,-134.20,118.53,-14.43,638.66,6.97,-129.51,397.21,-15.47,136.28,625.30,-51.58,78.51
CashflowOperatingCashflow_sy,,,,,54.57,-15.52,-47.19,41.38,9.46,-40.00,22.14,-18.76,3.19,89.04,-22.80,-8.62,46.94,-56.92,146.74,27.50,-53.34,71.92,-22.65,107.19,19.29,6.97,-3.94,0.19,42.54,66.18,-32.52,25.07,-19.34,-24.17,72.96
CashflowOperatingCashflow_qq,,41.81,-15.52,-81.30,517.01,-13.35,139.08,-87.62,385.28,-82.31,673.41,-13.81,-39.89,28.09,149.04,-97.01,4143.74,-87.51,50.38,126.96,-62.40,-53.84,-26.34,-367.46,340.27,-81.92,535.89,-133.68,23.79,404.59,8.11,-85.54,1003.38,-71.92,298.55
CashflowOperatingCashflow_sq,,-44.76,4.92,-77.78,82.95,-41.12,47.38,63.25,58.55,-91.15,129.08,-28.32,53.14,-35.14,-6.92,-19.42,278.30,-65.66,110.61,19.72,-5.48,-35.95,-0.62,-23.37,12.67,-13.01,-31.31,28.85,43.40,-39.11,-44.60,76.35,-1.80,-23.24,17.48
CashflowAmortization,1154000,272000,304000,314000,321000,316000,376000,424000,430000,468000,546000,600000,671000,735000,832000,877000,942000,985000,803000,944000,864000,470000,521000,566000,967000,974000,963000,910000,870000,783000,661000,650000,663000,667000,695000
CashflowAmortization_yy,,,,,-72.18,16.18,23.68,35.03,33.96,48.10,45.21,41.51,56.05,57.05,52.34,46.17,40.42,33.96,-3.51,7.68,-8.31,-52.27,-35.12,-40.06,11.98,107.16,84.85,60.73,-10.04,-19.55,-31.38,-28.54,-23.87,-14.89,5.26
CashflowAmortization_sy,,,,,-23.70,14.51,12.15,24.06,76.72,32.69,45.27,38.76,37.97,19.84,4.94,18.13,1.82,6.39,0.77,2.53,6.26,0.17,23.22,23.42,14.87,11.48,26.93,8.56,0.53,5.14,-4.23,,0.95,-1.56,4.26
CashflowAmortization_qq,,-76.43,11.76,3.29,2.23,-1.56,18.99,12.77,1.42,8.84,16.67,9.89,11.83,9.54,13.17,5.43,7.44,4.49,-18.48,17.66,-8.51,-45.60,10.80,8.71,70.92,0.63,-1.13,-5.48,-4.34,-10.01,-15.67,-1.57,1.90,0.61,4.30
CashflowAmortization_sq,,-0.48,11.76,-1.84,3.91,-1.56,5.50,9.18,8.40,1.61,12.91,-1.13,11.83,-3.65,0.62,-0.35,2.82,2.00,1.13,-1.44,1.96,-2.58,5.40,1.42,8.42,0.63,-1.22,0.88,2.73,1.48,-2.73,-0.11,6.93,0.01,-1.60
CashflowInvestingCashflow,-658000,-843000,-596000,-568000,-2430000,-10416000,673000,-2180000,-103000,-1361000,3632000,-2466000,-1274000,-407000,3656000,-1281000,-7444000,-1631000,-1535000,-2270000,-231000,-1473000,-435000,-601000,-631000,-677000,-1288000,-274000,-226000,-457000,-1868000,-2130000,-477000,-1146000,-892000
CashflowInvestingCashflow_yy,,,,,-269.30,-1135.59,212.92,-283.80,95.76,86.93,439.67,-13.12,-1136.89,70.10,0.65,48.07,-484.31,-300.69,-141.98,-77.22,96.89,9.67,71.66,73.54,-172.63,54.02,-196.08,54.44,64.16,32.55,-45.09,-678.63,-110.90,-150.77,52.27
CashflowInvestingCashflow_sy,,,,,-27.28,-118.68,15.64,-25.25,-227.40,27.60,64.17,-17.08,20.96,50.97,-0.97,11.61,-81.48,-176.39,-33.54,8.32,57.26,45.14,48.44,-110.31,6.76,56.77,-23.98,0.27,26.67,12.69,65.44,-5.69,-23.04,-96.11,-108.58
CashflowInvestingCashflow_qq,,-28.12,29.30,4.70,-327.82,-328.64,106.46,-423.92,95.28,-1221.36,366.86,-167.90,48.34,68.05,998.19,-135.03,-481.25,78.09,5.90,-47.89,89.81,-536.83,70.48,-38.08,-5.01,-7.41,-90.11,78.75,17.38,-102.12,-308.94,-14.02,77.62,-140.34,22.17
CashflowInvestingCashflow_sq,,50.34,-277.76,4.70,-58.49,45.01,-54.72,32.04,-120.25,64.35,0.32,4.46,-10.45,70.84,-47.95,-29.07,-139.43,-38.06,17.71,-19.86,-87.46,-67.76,22.96,-4.37,14.90,-7.41,-99.05,36.98,30.23,-20.16,-10.02,-92.48,27.84,-51.80,-74.84
CashflowCapex,292000,843000,596000,568000,934000,1364000,1904000,1173000,1776000,1479000,1281000,1087000,1345000,1483000,1055000,1291000,1494000,1634000,1496000,2070000,272000,901000,651000,373000,955000,361000,472000,224000,1653000,467000,545000,546000,2142000,269000,315000
CashflowCapex_yy,,,,,219.86,61.80,219.46,106.51,90.15,8.43,-32.72,-7.33,-24.27,0.27,-17.66,18.73,11.11,10.21,41.81,60.36,-81.83,-44.89,-56.47,-81.98,251.78,-59.89,-27.49,-40.06,73.03,29.39,15.37,144.09,29.64,-42.49,-42.22
CashflowCapex_sy,,,,,29.79,9.24,219.46,100.70,162.40,8.43,-29.71,-2.96,-38.90,0.27,-46.83,-23.16,-12.41,33.22,49.31,-17.67,-26.11,-44.89,-56.47,65.17,42.61,-25.83,12.57,-18.92,30.78,6.17,-60.18,-23.07,15.35,42.47,108.96
CashflowCapex_qq,,188.70,-29.30,-4.70,64.44,46.04,39.59,-38.39,51.41,-16.72,-13.39,-15.14,23.74,10.26,-28.87,22.36,15.79,9.37,-8.48,38.36,-86.88,231.74,-27.71,-42.71,156.04,-62.18,30.71,-52.64,639.11,-71.72,16.55,0.19,292.54,-87.45,17.10
CashflowCapex_sq,,-31.09,15.10,-4.38,105.78,-49.48,36.74,-9.55,54.22,-85.40,-6.29,-15.14,17.68,-38.66,19.92,14.84,8.33,9.37,-13.52,1.72,7.56,-12.37,0.54,5.59,-4.98,-25.00,39.28,-36.98,59.53,-26.28,-36.73,0.19,66.67,-23.44,113.72
CashflowFinancingCashflow,-719000,-402000,-326000,-494000,11109000,-304000,-5049000,-292000,-589000,-383000,-7582000,-1159000,-139000,0,-10035000,0,-13000,280000,-308000,-3000,-4000,-4000,-5000,594000,-680000,-62000,-115000,-22000,143000,-102000,-5000,-3000,-920000,45000,-2627000
CashflowFinancingCashflow_yy,,,,,1645.06,24.38,-1448.77,40.89,-105.30,-25.99,-50.17,-296.92,76.40,100.00,-32.36,100.00,90.53,,96.94,,66.82,-101.53,98.30,21027.54,-15474.62,-1363.60,-2100.10,-103.72,120.97,-63.47,95.71,88.03,-745.17,143.88,-53219.67
CashflowFinancingCashflow_sy,,,,,49.47,80.14,51.56,40.89,-28.47,-30.94,-63.42,-32.17,6.32,-83.32,40.62,24.84,-15.35,,-174.53,,60.46,-106.03,67.15,-32.98,-7.62,-3.28,33.84,27.56,-42.83,23.36,-3.31,-66.03,23.90,100.00,71.89
CashflowFinancingCashflow_qq,,44.09,18.91,-51.53,2348.79,-102.74,-1560.86,94.22,-101.71,34.97,-1879.63,84.71,88.01,100.00,,100.00,,2225.11,-209.98,99.08,-53.79,2.22,-22.21,11488.40,-214.45,90.81,-83.70,80.73,744.65,-171.62,95.18,46.26,-34642.67,104.87,-5961.62
CashflowFinancingCashflow_sq,,5.92,-0.39,-161.08,137.59,-75.71,-6.58,-92.98,-7.47,7.44,-120.42,22.61,48.70,-48.40,,-17.67,,64.72,-164.05,-35.67,21.96,-29.27,-1.38,35.66,2.19,42.26,52.58,-15.18,-76.96,5.87,-120.10,46.26,-16.59,94.31,-36.04
CashflowShareCapitalCash,0,,,,12844000,,,,,,,,,,,,,,,,,,,,,,,,56000,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
CashflowShareCapitalCash_sy,,,,,,,,,568.05,,,,,,,,,,,,,,,,,,,,,,,,-40.59,,
CashflowShareCapitalCash_qq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,
CashflowShareCapitalCash_sq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,-39.41,,,,,
CashflowDividend,1000,,0,0,1664000,,4754000,0,0,,7111000,0,0,,10035000,0,0,,,,,,,,,,,,,,,,1017000,,2442000
CashflowDividend_yy,,,,,166300.00,,,,-100.00,,49.58,,,,41.12,,,,-100.00,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,83138.00,,,,-100.00,,49.58,,,,-100.00,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,-100.00,,,,-100.00,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,-100.00,
CashflowDividend_sq,,-100.00,,,,-100.00,,-99.48,,,,-100.00,,,,1159513.77,,,,,,,,,,,,,,,,,,-100.00,
CashflowNetCashflow,118000,875000,869000,-727000,10746000,-8929000,-94000,-1942000,1880000,-1289000,-431000,-593000,411000,1928000,-565000,-1107000,-84000,-431000,-458000,870000,946000,-932000,-38000,-1081000,1271000,-273000,1565000,-1295000,-845000,1762000,636000,-1770000,2605000,23000,960000
CashflowNetCashflow_yy,,,,,9006.78,-1120.46,-110.82,-167.13,-82.51,85.56,-358.51,69.46,-78.14,249.57,-30.98,-86.67,-120.53,-122.33,18.93,178.57,1220.99,-116.47,91.62,-224.29,34.42,70.69,4182.11,-19.84,-166.49,745.00,-59.40,-36.66,408.22,-98.71,50.99
CashflowNetCashflow_sy,,,,,134.18,47.54,-85.22,65.68,-58.91,13.13,-127.41,55.32,-76.07,83.58,0.35,-17.72,43.90,-187.41,0.28,43.62,-9.85,-89.35,106.27,-109.76,34.42,13.65,-101.04,-19.84,77.51,83.33,63.20,52.41,-58.90,-21.63,35.22
CashflowNetCashflow_qq,,641.53,-0.69,-183.66,1578.13,-183.09,98.95,-1965.96,196.81,-168.56,66.56,-37.59,169.31,369.10,-129.28,-96.09,92.38,-410.24,-6.31,290.03,8.75,-198.53,95.89,-2718.99,217.61,-121.48,673.14,-182.76,34.75,308.40,-63.92,-378.54,247.18,-99.13,4114.99
CashflowNetCashflow_sq,,44.11,79.42,-183.66,166.81,-112.15,13.29,-15.58,97.38,-100.00,-11.44,37.82,154.15,50.37,-57.73,-12.31,154.45,-164.10,30.95,138.24,51.83,-109.12,129.05,-100.57,77.57,-39.64,46.15,91.84,124.82,-71.56,-63.92,30.28,104.00,-23.22,-80.85
