,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
BalanceInventory_sq,,8.58,-100.00,,5.60,0.34,-100.00,,11.56,9.41,-57.64,,12.29,2.10,-51.70,,7.46,-2.64,-55.67,,1.08,-3.74,-100.00,,7.24,4.84,-100.00,,1.94,4.78,-7.38,-2.69,7.37,0.16,-3.67,-0.78,-0.42,3.31,-4.04,-3.60,3.31,9.53,-6.21,-0.12,3.42,5.70,-3.73,-1.58,0.95,4.42,1.87,5.98,9.51,1.87,9.80
BalanceCurrentReceivables,65006000,59822000,,61381000,67861000,60219000,,75836000,89129000,94946000,,100241000,101571000,103537000,,108327000,99209000,92428000,,87908000,92552000,89092000,,65300000,68517000,54842000,,84770000,85078000,76017000,77528000,77205000,63628000,69556000,60709000,67329000,71945000,67181000,62868000,69334000,72803000,63324000,52804000,69485000,68611000,60452000,56797000,80254000,86926000,78025000,95401000,96976000,103210000,109257000,87012000
BalanceCurrentReceivables_yy,,,,,4.39,0.66,,23.55,31.34,57.67,,32.18,13.96,9.05,,8.07,-2.33,-10.73,,-18.85,-6.71,-3.61,,-25.72,-25.97,-38.44,,29.82,24.17,38.61,,-8.92,-25.21,-8.50,-21.69,-12.79,13.07,-3.41,3.56,2.98,1.19,-5.74,-16.01,0.22,-5.76,-4.54,7.56,15.50,26.69,29.07,67.97,20.84,18.73,40.03,-8.79
BalanceCurrentReceivables_sy,,,,,5.18,13.80,,21.08,31.34,12.72,,34.74,13.96,12.90,,12.88,9.58,1.40,,-9.30,-6.71,0.94,,19.60,24.58,11.74,,11.11,13.12,5.56,,-9.83,-10.58,2.42,5.33,3.98,8.22,-7.31,-0.52,-4.82,1.19,-1.79,5.92,-0.20,-3.64,3.18,0.83,5.22,8.32,6.35,14.42,10.97,12.71,11.07,-8.79
BalanceCurrentReceivables_qq,,-7.97,-100.00,,10.56,-11.26,-100.00,,17.53,6.53,-100.00,,1.33,1.94,-100.00,,-8.42,-6.84,-100.00,,5.28,-3.74,-100.00,,4.93,-19.96,-100.00,,0.36,-10.65,1.99,-0.42,-17.59,9.32,-12.72,10.90,6.86,-6.62,-6.42,10.29,5.00,-13.02,-16.61,31.59,-1.26,-11.89,-6.05,41.30,8.31,-10.24,22.27,1.65,6.43,5.86,-20.36
BalanceCurrentReceivables_sq,,26.03,-100.00,,2.64,18.10,-100.00,,14.22,12.01,-57.42,,5.36,10.84,-54.57,,,-6.67,-49.20,,4.89,14.80,-100.00,,2.18,13.28,-100.00,,0.54,11.34,2.74,-15.93,3.50,15.49,-4.61,-19.70,5.62,8.13,1.01,-19.81,15.45,16.60,9.11,-23.49,10.32,11.16,0.51,-21.09,13.87,3.58,8.54,-23.99,15.83,3.17,-20.36
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,,,,,,,52000,0,,813000,768000,602000,536000,1938000,4054000,6088000,6631000,6778000,1076000,5364000,3597000,694000,1735000,1068000,677000,780000,894000,600000,1165000,818000,1466000,884000,841000,1159000,1055000,,809000
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.92,,,138.38,427.86,911.30,1137.13,249.74,-73.46,-11.89,-45.75,-89.76,61.25,-80.09,-81.18,12.39,-48.47,-43.82,72.08,4.87,63.98,47.33,-27.81,41.69,-28.04,-100.00,-3.80
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-5.87,85.94,-56.00,10.20,8.01,-61.44,-2.58,-35.85,6.88,-0.22,-23.73,-63.90,-23.73,-33.36,-71.13,28.83,3.72,-21.42,-15.72,-27.81,-8.43,-83.33,-97.29,-3.80
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-5.54,-21.61,-10.96,261.57,109.18,50.17,8.92,2.22,-84.13,398.51,-32.94,-80.71,150.00,-38.44,-36.61,15.21,14.62,-32.89,94.17,-29.79,79.22,-39.70,-4.86,37.81,-8.97,-100.00,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-39.53,-3.50,-22.27,102.04,7.12,-64.71,,1.11,-1.48,,,0.58,-32.01,-12.04,-27.36,19.15,6.82,-32.89,14.51,-21.42,-22.02,,0.16,-57.14,-55.98,-40.22,
BalanceCash,2967000,2427000,,15006000,15363000,16082000,,7037000,10724000,4728000,,9954000,5703000,5909000,,1983000,1790000,3686000,,5501000,6293000,4421000,,1890000,4573000,3506000,,13977000,8814000,2976000,5445000,7441000,21076000,12202000,25916000,6566000,5527000,5508000,4867000,6232000,7088000,4405000,6113000,5495000,5097000,5678000,5339000,5525000,5956000,6318000,6027000,5299000,4820000,9339000,25154000
BalanceCash_yy,,,,,417.80,562.63,,-53.11,-30.20,-70.60,,41.45,-46.82,24.98,,-80.08,-68.61,-37.62,,177.41,251.56,19.94,,-65.64,-27.33,-20.70,,639.52,92.74,-15.12,,-46.76,139.12,310.01,375.96,-11.76,-73.78,-54.86,-81.22,-5.09,28.24,-20.03,25.60,-11.83,-28.09,28.90,-12.66,0.55,16.85,11.27,12.89,-4.09,-19.07,47.82,317.36
BalanceCash_sy,,,,,-41.38,-25.24,,70.94,79.07,-21.02,,25.87,86.69,34.84,,0.01,-13.76,-19.50,,-19.45,-25.32,-32.22,,-9.11,-18.14,-17.24,,-5.82,9.14,7.65,,9.93,6.82,59.20,44.54,31.99,29.97,-1.38,26.15,-8.78,31.23,18.06,-5.75,18.00,-18.03,19.44,-21.86,4.14,-2.26,4.20,-0.85,14.01,-8.43,17.16,317.36
BalanceCash_qq,,-18.20,-100.00,,2.38,4.68,-100.00,,52.39,-55.91,-100.00,,-42.71,3.61,-100.00,,-9.73,105.92,-100.00,,14.40,-29.75,-100.00,,141.96,-23.33,-100.00,,-36.94,-66.24,82.96,36.66,183.24,-42.10,112.39,-74.66,-15.82,-0.34,-11.64,28.05,13.74,-37.85,38.77,-10.11,-7.24,11.40,-5.97,3.48,7.80,6.08,-4.61,-12.08,-9.04,93.76,169.34
BalanceCash_sq,,-20.22,-100.00,,-42.10,-26.25,-100.00,,-29.81,-6.49,-65.92,,-9.63,-13.40,-54.29,,-21.77,15.84,-88.94,,-13.93,2.08,-100.00,,-18.04,-15.32,-100.00,,-32.57,9.19,-22.23,8.51,-31.10,53.76,33.68,21.00,-15.06,15.64,2.82,-25.11,9.78,2.57,34.25,-2.72,-7.24,52.57,-19.05,5.42,-8.54,33.45,-11.05,4.56,-11.85,61.80,169.34
BalanceOtherCurrentAssets,1722000,804000,,1432000,1615000,649000,,1337000,1273000,898000,,459000,1291000,1217000,,1497000,2405000,2377000,,1805000,2694000,2440000,,2500000,3235000,2667000,,2147000,2846000,2757000,2504000,2646000,3487000,4065000,4547000,4735000,6530000,6978000,7574000,7633000,8803000,4269000,4227000,3924000,4509000,4585000,4221000,4217000,1617000,1293000,918000,1074000,2171000,1982000,1723000
BalanceOtherCurrentAssets_yy,,,,,-6.21,-19.28,,-6.63,-21.18,38.37,,-65.67,1.41,35.52,,226.14,86.29,95.32,,20.57,12.02,2.65,,38.50,20.08,9.30,,-14.12,-12.02,3.37,,23.24,22.52,47.44,81.59,78.95,87.27,71.66,66.57,61.20,34.81,-38.82,-44.19,-48.59,-48.78,7.40,-0.14,7.47,-64.14,-71.80,-78.25,-74.53,34.26,53.29,87.69
BalanceOtherCurrentAssets_sy,,,,,-17.76,-23.29,,-8.32,22.05,12.70,,42.43,11.61,43.86,,6.05,-8.38,-15.94,,45.36,36.04,41.59,,28.12,-7.60,-21.34,,-7.53,-4.47,26.96,,39.72,20.66,5.03,-7.36,-18.05,-21.59,7.22,-19.70,7.30,32.55,14.29,31.98,1.99,-9.65,-0.61,2.94,7.47,5.59,20.65,-14.74,-13.52,0.43,15.81,87.69
BalanceOtherCurrentAssets_qq,,-53.31,-100.00,,12.78,-59.81,-100.00,,-4.79,-29.46,-100.00,,181.26,-5.73,-100.00,,60.65,-1.16,-100.00,,49.25,-9.43,-100.00,,29.40,-17.56,-100.00,,32.56,-3.13,-9.18,5.67,31.78,16.58,11.86,4.13,37.91,6.86,8.54,0.78,15.33,-51.51,-0.98,-7.17,14.91,1.69,-7.94,-0.09,-61.66,-20.04,-29.00,16.99,102.14,-8.71,-13.07
BalanceOtherCurrentAssets_sq,,-36.85,-100.00,,12.78,-21.76,-100.00,,143.63,-11.00,-73.04,,192.73,-15.83,-100.00,,60.65,-24.21,-100.00,,128.01,-21.45,-100.00,,66.30,-17.56,-100.00,,87.88,-3.13,-17.52,-26.06,74.76,-2.44,1.07,-37.64,37.91,-18.39,-20.10,-12.74,59.04,-12.90,-24.35,-32.54,32.89,-17.09,-14.50,-20.72,18.58,-9.40,-32.70,-10.68,102.14,-12.78,-13.07
BalanceAssetsForSale,0,3139000,,1574000,7509000,6071000,,1429000,164000,225000,,138000,974000,576000,,92000,106000,198000,,151000,91000,890000,,228000,,93427000,,,,,,,,,,,,,,,,,,,,,,,,,,36443000,,,
BalanceAssetsForSale_yy,,,,,,93.41,,-9.21,-97.82,-96.29,,-90.34,493.90,156.00,,-33.33,-89.12,-65.62,,64.13,-14.15,349.49,,50.99,-100.00,10397.42,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,-3.30,,-51.71,66.06,-96.29,,37.74,,124.87,,,,-11.32,,,-31.72,,,9.74,-100.00,3923.29,,-100.00,,-60.11,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,-100.00,,377.06,-19.15,-100.00,,-88.52,37.20,-100.00,,605.80,-40.86,-100.00,,15.22,86.79,-100.00,,-39.74,878.02,-100.00,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
BalanceAssetsForSale_sq,,,-100.00,,138.53,-59.58,-100.00,,37.74,,-100.00,,20.95,,-100.00,,15.22,1.16,-100.00,,,8.49,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-50.00,,
BalanceTotalAssets,216797000,207909000,,221182000,222213000,212565000,,233301000,261813000,268477000,,291614000,308151000,332593000,,503476000,471197000,451465000,,442917000,442332000,432431000,,397347000,399898000,384061000,,343139000,334669000,337739000,342546000,337520000,352917000,353600000,357489000,368583000,383666000,387213000,385727000,395172000,404655000,390727000,379986000,397852000,394627000,384779000,382801000,443870000,450306000,437123000,456011000,469610000,446769000,447296000,447655000
BalanceTotalAssets_yy,,,,,2.50,2.24,,5.48,17.82,26.30,,24.99,17.70,23.88,,72.65,52.91,35.74,,-12.03,-6.13,-4.22,,-10.29,-9.59,-11.19,,-13.64,-16.31,-12.06,,-1.64,5.45,4.70,4.36,9.20,8.71,9.51,7.90,7.21,5.47,0.91,-1.49,0.68,-2.48,-1.52,0.74,11.57,14.11,13.60,19.12,5.80,-0.79,2.33,-1.83
BalanceTotalAssets_sy,,,,,3.16,3.32,,5.48,18.24,8.66,,41.82,23.16,37.28,,12.78,16.44,5.40,,-4.43,-6.13,-1.06,,4.86,13.76,14.23,,4.08,5.23,3.82,,-1.44,-1.72,1.59,-1.69,-3.62,-1.78,-5.12,-1.50,-0.60,0.02,-0.81,3.99,1.32,1.33,4.11,2.45,6.36,8.77,1.92,3.85,2.38,3.15,2.70,-1.83
BalanceTotalAssets_qq,,-4.10,-100.00,,0.47,-4.34,-100.00,,12.22,2.55,-100.00,,5.67,7.93,-100.00,,-6.41,-4.19,-100.00,,-0.13,-2.24,-100.00,,0.64,-3.96,-100.00,,-2.47,0.92,1.42,-1.47,4.56,0.19,1.10,3.10,4.09,0.92,-0.38,2.45,2.40,-3.44,-2.75,4.70,-0.81,-2.50,-0.51,15.95,1.45,-2.93,4.32,2.98,-4.86,0.12,0.08
BalanceTotalAssets_sq,,8.98,-100.00,,0.16,3.54,-100.00,,9.39,9.98,-49.89,,6.66,4.80,-50.19,,1.82,0.28,-51.12,,0.75,6.95,-100.00,,0.14,4.72,-100.00,,0.39,3.14,-1.26,-6.78,1.26,4.60,-0.28,-4.10,1.50,2.23,-0.38,-1.66,2.40,4.43,0.13,-4.01,5.63,2.59,-0.51,-4.37,1.45,3.47,0.07,-2.76,4.83,1.36,0.08
BalanceCapital,131345000,132408000,,134268000,135130000,135253000,,127065000,136312000,138900000,,138029000,143575000,149301000,,204023000,191323000,183443000,,205992000,207201000,199849000,,194961000,195071000,184350000,,189836000,190798000,193302000,195983000,198816000,201900000,203496000,206880000,210196000,215067000,213279000,214747000,217365000,222732000,223210000,225059000,227225000,230575000,228242000,242406000,289697000,302624000,289742000,301627000,293611000,244160000,242446000,248142000
BalanceCapital_yy,,,,,2.88,2.15,,-5.36,0.87,2.70,,8.63,5.33,7.49,,47.81,33.26,22.87,,0.97,8.30,8.94,,-5.36,-5.85,-7.76,,-2.63,-2.19,4.86,,4.73,5.82,5.27,5.56,5.72,6.52,4.81,3.80,3.41,3.56,4.66,4.80,4.54,3.52,2.25,7.71,27.49,31.25,26.95,24.43,1.35,-19.32,-16.32,-17.73
BalanceCapital_sy,,,,,4.84,4.60,,10.85,17.13,6.82,,40.72,17.59,35.58,,5.88,4.14,3.35,,7.61,8.30,5.45,,6.44,9.76,14.97,,2.57,6.13,3.28,,1.52,2.60,4.64,4.39,2.87,2.53,0.05,0.01,0.94,0.06,1.82,0.90,0.79,1.18,2.25,2.89,4.32,4.98,3.70,3.09,3.00,2.72,3.96,-17.73
BalanceCapital_qq,,0.81,-100.00,,0.64,0.09,-100.00,,7.28,1.90,-100.00,,4.02,3.99,-100.00,,-6.22,-4.12,-100.00,,0.59,-3.55,-100.00,,0.06,-5.50,-100.00,,0.51,1.31,1.39,1.45,1.55,0.79,1.66,1.60,2.32,-0.83,0.69,1.22,2.47,0.21,0.83,0.96,1.47,-1.01,6.21,19.51,4.46,-4.26,4.10,-2.66,-16.84,-0.70,2.35
BalanceCapital_sq,,1.44,-100.00,,-0.96,0.18,-100.00,,1.69,2.29,-47.08,,2.94,1.46,-51.98,,1.33,-0.08,-50.31,,0.18,0.30,-49.20,,0.06,3.31,-100.00,,0.85,-1.91,3.02,0.62,1.49,0.64,2.02,-0.43,1.10,-1.47,2.50,-1.08,0.88,0.21,1.89,-0.46,1.79,0.24,2.90,0.19,1.69,-1.60,3.66,-1.97,0.93,0.39,2.35
BalanceShareCapital,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,11515000,12665000,17532000,17532000,17532000,17532000,17532000,17532000,15649000,15649000
BalanceShareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,52.25,52.25,52.25,38.43,,,-10.74,-10.74
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.74
BalanceShareCapital_qq,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,9.99,38.43,,,,,,-10.74,
BalanceShareCapital_sq,,,-100.00,,,,-100.00,,,,-50.00,,,,-50.00,,,,-50.92,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,0,0,0,,-635000,-1719000,-7240000,,-12039000,-12039000,-12039000,,-828000,-828000,-1038000,,-2098000,-2098000,-2098000,,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-806000,-52756000,-43541000,-43542000
BalanceOwnShares_yy,,,,,,,,,,,,,,,,-1795.91,-600.35,-66.28,,93.12,93.12,91.38,,-153.38,-153.38,-102.12,,61.58,61.58,61.58,,,,,,,,,,,,,,,,,,,,,,,-6445.41,-5302.11,-5302.23
BalanceOwnShares_sy,,,,,,,,,,,,,,,,-1795.91,-600.35,-106563.15,,93.12,93.12,91.38,,-26.92,-22.73,-19.49,,11.58,8.24,8.10,,,,,,,,,,,,,,,,,,,,,,,-3257.64,-2631.77,-5302.23
BalanceOwnShares_qq,,,,,,,,,,,,,-170.71,-321.18,100.00,,,,100.00,,,-25.36,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-6445.41,17.47,
BalanceOwnShares_sq,,,,,,,,,,,,,-170.71,-321.18,100.00,,,,100.00,,,-4.37,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-3194.90,13.24,
BalanceReserve,102436000,105855000,,105855000,106195000,109835000,,95875000,101306000,121163000,,132038000,140664000,131332000,,236432000,236683000,201527000,,209930000,209027000,211354000,,204753000,204788000,192794000,,172580000,173035000,184581000,184635000,184689000,185225000,194388000,194442000,194497000,194848000,203881000,203937000,203820000,203873000,212445000,212501000,212480000,212480000,220101000,228638000,262162000,263429000,268526000,269968000,268252000,268252000,252927000,259212000
BalanceReserve_yy,,,,,3.67,3.76,,-9.43,-4.60,10.31,,37.72,38.85,8.39,,79.06,68.26,53.45,,-11.21,-11.68,4.88,,-2.47,-2.03,-8.78,,-15.71,-15.51,-4.26,,7.02,7.04,5.31,5.31,5.31,5.20,4.88,4.88,4.79,4.63,4.20,4.20,4.25,4.22,3.60,7.59,23.38,23.98,22.00,18.08,2.32,1.83,-5.81,-3.98
BalanceReserve_sy,,,,,26.29,3.76,,-4.32,-2.16,-3.90,,53.79,31.96,35.55,,12.25,13.29,16.15,,-0.39,2.90,5.68,,8.96,5.76,11.76,,3.55,12.91,4.70,,5.35,5.36,1.47,5.31,1.02,0.97,4.28,4.28,2.06,4.00,3.50,2.83,2.82,2.82,3.60,5.56,5.57,4.67,0.56,4.48,2.78,4.88,6.17,-3.98
BalanceReserve_qq,,3.34,-100.00,,0.32,3.43,-100.00,,5.66,19.60,-100.00,,6.53,-6.63,-100.00,,0.11,-14.85,-100.00,,-0.43,1.11,-100.00,,0.02,-5.86,-100.00,,0.26,6.67,0.03,0.03,0.29,4.95,0.03,0.03,0.18,4.64,0.03,-0.06,0.03,4.20,0.03,-0.01,,3.59,3.88,14.66,0.48,1.93,0.54,-0.64,,-5.71,2.48
BalanceReserve_sq,,3.34,-100.00,,0.83,-2.34,-100.00,,0.01,2.86,-50.00,,,8.58,-53.77,,,0.17,-51.05,,,5.89,-50.62,,,6.08,-100.00,,,3.49,-0.01,,,4.82,,,,4.55,,,,2.83,,,,4.67,,,,1.93,,,,2.82,2.48
BalanceNonshareCapital,231000,1147000,,10330000,9581000,8869000,,11489000,12873000,13764000,,13619000,15011000,18287000,,22497000,22321000,22779000,,11546000,11064000,9779000,,6280000,6173000,5559000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,4047.62,673.23,,11.22,34.36,55.19,,18.54,16.61,32.86,,65.19,48.70,24.56,,-48.68,-50.43,-57.07,,-45.61,-44.21,-43.15,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,83.61,43.75,,-48.43,59.78,55.19,,8.26,8.54,23.58,,65.19,48.70,-4.45,,2.00,-18.45,7.35,,2.12,-4.00,-10.38,,-17.86,-24.39,-8.98,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,396.54,-100.00,,-7.25,-7.43,-100.00,,12.05,6.92,-100.00,,10.22,21.82,-100.00,,-0.78,2.05,-100.00,,-4.17,-11.61,-100.00,,-1.70,-9.95,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,73.77,-100.00,,-7.25,-2.39,-100.00,,-4.84,-4.09,-98.57,,,26.31,-100.00,,2.28,1.66,-100.00,,-1.32,2.64,-100.00,,-11.34,0.68,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,3830000,4871000,,3478000,3304000,6041000,,6672000,8774000,11478000,,13881000,14478000,16741000,,58789000,57738000,60509000,,79252000,81390000,78588000,,79625000,78712000,61611000,,43133000,45070000,43705000,57248000,63803000,63945000,65248000,75497000,78414000,76211000,92303000,92744000,93530000,92946000,92005000,91417000,88543000,88019000,93075000,69325000,95067000,83459000,89131000,79245000,86053000,91145000,88536000,86726000
BalanceNoncurrentLiabilities_yy,,,,,-13.73,24.02,,91.83,165.56,90.00,,108.05,65.01,45.85,,323.52,298.80,261.44,,34.81,40.96,29.88,,0.47,-3.29,-21.60,,-45.83,-42.74,-29.06,,47.92,41.88,49.29,31.88,22.90,19.18,41.46,22.84,19.28,21.96,-0.32,-1.43,-5.33,-5.30,1.16,-24.17,7.37,-5.18,-4.24,14.31,-9.48,9.21,-0.67,9.44
BalanceNoncurrentLiabilities_sy,,,,,-27.09,5.84,,13.93,21.02,3.96,,86.36,35.19,42.14,,23.66,8.42,-10.49,,-18.97,-30.49,41.85,,10.89,13.52,-1.31,,-26.15,-30.12,-13.92,,-15.50,-9.56,-7.54,-0.35,-10.35,-10.02,-5.62,23.70,19.20,-0.78,-5.23,-26.88,-6.51,-6.78,3.08,29.01,7.37,-10.99,-6.19,-14.63,-9.48,10.26,14.90,9.44
BalanceNoncurrentLiabilities_qq,,27.18,-100.00,,-5.00,82.84,-100.00,,31.50,30.82,-100.00,,4.30,15.63,-100.00,,-1.79,4.80,-100.00,,2.70,-3.44,-100.00,,-1.15,-21.73,-100.00,,4.49,-3.03,30.99,11.45,0.22,2.04,15.71,3.86,-2.81,21.12,0.48,0.85,-0.62,-1.01,-0.64,-3.14,-0.59,5.74,-25.52,37.13,-12.21,6.80,-11.09,8.59,5.92,-2.86,-2.04
BalanceNoncurrentLiabilities_sq,,-2.98,-100.00,,-2.50,14.54,-100.00,,0.36,15.04,-75.61,,2.10,0.80,-55.64,,1.55,-8.70,-55.17,,-5.53,-2.78,-100.00,,-2.48,-7.76,-100.00,,-3.08,-3.03,-8.36,-2.51,-2.84,-4.14,-3.51,-3.85,-3.64,-0.91,-1.80,-3.00,-0.62,-1.84,-2.98,3.12,-1.76,5.74,-1.86,0.61,-2.53,2.46,2.16,-3.16,8.42,6.30,-2.04
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,0,,0,0,2617000,,2965000,5265000,6854000,,9320000,9299000,9077000,,24259000,23935000,26694000,,42587000,44730000,42199000,,36476000,34712000,28366000,,8208000,10328000,9446000,23247000,30663000,30723000,31744000,43317000,46982000,44430000,42858000,42092000,40345000,39798000,38263000,37862000,36413000,35457000,41744000,18648000,36757000,34564000,49394000,30869000,30348000,35707000,50298000,47661000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,161.90,,214.33,76.62,32.43,,160.29,157.39,194.08,,75.55,86.88,58.08,,-14.35,-22.40,-32.78,,-77.50,-70.25,-66.70,,273.57,197.47,236.06,86.33,53.22,44.61,35.01,-2.83,-14.13,-10.43,-10.72,-10.05,-9.75,-10.91,9.10,-50.75,0.94,-2.52,18.33,65.54,-17.44,3.31,1.83,54.40
BalanceNoncurrentBorrowings_sy,,,,,,,,,,-22.89,,192.33,26.51,44.22,,34.97,46.77,38.35,,-17.33,-26.90,58.08,,-17.02,-22.03,-8.66,,-28.00,-31.49,-23.08,,-19.86,-17.04,-12.38,-12.88,-14.80,-14.92,-11.67,-5.32,-14.13,-4.88,-12.68,-10.05,-15.44,-18.36,9.08,-8.60,-2.56,-19.40,-6.91,2.56,2.69,12.54,15.92,54.40
BalanceNoncurrentBorrowings_qq,,,,,,,-100.00,,77.57,30.18,-100.00,,-0.23,-2.39,-100.00,,-1.34,11.53,-100.00,,5.03,-5.66,-100.00,,-4.84,-18.28,-100.00,,25.83,-8.54,146.10,31.90,0.20,3.32,36.46,8.46,-5.43,-3.54,-1.79,-4.15,-1.36,-3.86,-1.05,-3.83,-2.63,17.73,-55.33,97.11,-5.97,42.91,-37.50,-1.69,17.66,40.86,-5.24
BalanceNoncurrentBorrowings_sq,,,,,,,-100.00,,0.76,-2.21,-100.00,,-0.24,-5.54,-100.00,,-1.30,-5.03,-100.00,,-3.93,-5.58,-100.00,,-2.78,,-100.00,,-2.98,-4.21,-7.44,-2.60,-5.43,-6.43,-8.04,-9.86,-5.43,-6.92,-7.69,-7.84,0.16,-5.30,-2.82,-0.35,-4.32,-0.54,-11.49,-6.16,-2.23,1.28,11.95,-11.19,23.29,-14.54,-5.24
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688000,,618000,,509000,525000,457000,642000,423000,658000,986000,1132000,941000,877000,839000,972000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.02,,-26.05,,-16.90,25.33,115.75,76.32,122.46,33.28,-14.91,-14.13
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.55,,0.79,,10.98,27.22,71.20,29.92,5.71,33.28,23.75,-14.13
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,3.14,-12.95,40.48,-34.11,55.56,49.85,14.81,-16.87,-6.80,-4.33,15.85
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.67,,-32.26,,2.62,-8.64,36.52,-13.44,2.77,-6.14,-12.59,2.67,10.02,-4.23,15.85
