,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,,,,-38.71,0.02,0.04,0.04,-10.25,2.34,-22.04,-14.80,-20.19,-3.05,-32.26,2.65,-94.51,,,-22.50
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,35000,35000,60000,,103000,101000,38000,101000,178000,183000,107000,116000,212000,175000,232000,188000,274000,159000,143000,242000,283000,259000,247000,238000,364000,365000,337000,326000,465000,399000,407000,473000,588000,475000,454000,404000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,194.29,188.57,-36.67,,72.82,81.19,181.58,14.85,19.10,-4.37,116.82,62.07,29.25,-9.14,-38.36,28.72,3.28,62.89,72.73,-1.65,28.62,40.93,36.44,36.97,27.75,9.32,20.77,45.09,26.45,19.05,11.55,-14.59
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,55.31,99.94,9.20,,62.07,66.64,99.30,15.95,17.28,-7.56,-9.88,42.07,30.22,9.50,-20.53,2.71,49.27,62.82,55.75,-0.22,14.02,5.78,-29.50,-33.72,-18.17,-10.17,-18.95,24.96,-17.83,-18.59,6.70,-14.59
BalanceNoncurrentOtherLiabilities_qq,,,,,,71.43,-100.00,,-1.94,-62.38,165.79,76.24,2.81,-41.53,8.41,82.76,-17.45,32.57,-18.97,45.74,-41.97,-10.06,69.23,16.94,-8.48,-4.63,-3.64,52.94,0.27,-7.67,-3.26,42.64,-14.19,2.01,16.22,24.31,-19.22,-4.42,-11.01
BalanceNoncurrentOtherLiabilities_sq,,,,,,-48.12,-100.00,,-0.97,-33.88,7.61,76.24,4.52,-5.52,4.60,10.37,-8.46,3.88,4.02,7.38,-7.16,2.26,27.06,23.96,-18.72,5.42,,-4.73,-0.61,-7.67,-3.26,1.13,,0.22,,-4.21,-12.84,14.81,-11.01
BalanceCurrentLiabilities,465000,431000,516000,1811000,2482000,2787000,2826000,10515000,5889000,4478000,3500000,5243000,3632000,4574000,3613000,7496000,4591000,6786000,8141000,25921000,8203000,8093000,7131000,9484000,6719000,7256000,6744000,13712000,8520000,7474000,7286000,12585000,10199000,8399000,10768000,14185000,9999000,8596000,10376000
BalanceCurrentLiabilities_yy,,,,,433.76,546.64,447.67,480.62,137.27,60.67,23.85,-50.14,-38.33,2.14,3.23,42.97,26.40,48.36,125.33,245.80,78.68,19.26,-12.41,-63.41,-18.09,-10.34,-5.43,44.58,26.80,3.00,8.04,-8.22,19.71,12.38,47.79,12.71,-1.96,2.35,-3.64
BalanceCurrentLiabilities_sy,,,,,433.76,304.68,447.67,54.17,49.80,45.88,24.22,-8.63,-11.38,2.14,3.23,30.62,22.13,25.48,3.15,-42.98,-6.36,-40.09,-3.71,-7.71,-37.44,-28.70,-35.84,-18.87,20.43,7.96,20.52,31.34,13.10,4.02,9.04,-0.52,-1.96,-8.30,-3.64
BalanceCurrentLiabilities_qq,,-7.31,19.72,250.97,37.05,12.29,1.40,272.08,-43.99,-23.96,-21.84,49.80,-30.73,25.94,-21.01,107.47,-38.75,47.81,19.97,218.40,-68.35,-1.34,-11.89,33.00,-29.15,7.99,-7.06,103.32,-37.86,-12.28,-2.52,72.73,-18.96,-17.65,28.21,31.73,-29.51,-14.03,20.71
BalanceCurrentLiabilities_sq,,-7.31,-100.00,250.97,38.47,26.78,-79.66,230.02,15.09,4.83,-82.68,12.29,3.62,0.10,-21.01,6.21,-15.27,19.14,-17.18,-13.96,21.52,-12.06,10.72,-10.08,2.60,7.45,-4.62,3.38,10.47,-2.56,2.14,10.11,-4.34,12.10,-0.34,-14.04,2.06,3.52,20.71
BalanceCurrentTradePayablesv,126000,164000,223000,530000,378000,1052000,764000,6983000,4541000,4078000,3023000,4243000,3114000,4130000,3034000,6076000,4197000,6249000,7494000,20653000,7838000,7413000,6323000,7567000,5989000,6225000,5536000,12001000,7626000,6180000,5970000,11052000,7560000,7439000,9639000,11396000,8429000,7644000,9461000
BalanceCurrentTradePayablesv_yy,,,,,200.00,541.46,242.60,1217.55,1101.32,287.64,295.68,-39.24,-31.42,1.28,0.36,43.20,34.78,51.31,147.00,239.91,86.75,18.63,-15.63,-63.36,-23.59,-16.03,-12.45,58.60,27.33,-0.72,7.84,-7.91,-0.87,20.37,61.46,3.11,11.49,2.76,-1.85
BalanceCurrentTradePayablesv_sy,,,,,200.00,541.46,242.60,28.92,39.38,104.34,140.53,22.13,2.85,1.28,65.34,-15.70,17.73,27.87,1.15,197.34,-8.04,-4.58,-8.28,-12.68,-15.42,-6.04,-5.90,-9.25,23.78,10.74,7.84,13.86,1.36,2.78,38.85,0.78,3.86,1.75,-1.85
BalanceCurrentTradePayablesv_qq,,30.16,35.98,137.67,-28.68,178.31,-27.38,814.01,-34.97,-10.20,-25.87,40.36,-26.61,32.63,-26.54,100.26,-30.92,48.89,19.92,175.59,-62.05,-5.42,-14.70,19.67,-20.85,3.94,-11.07,116.78,-36.46,-18.96,-3.40,85.13,-31.60,-1.60,29.57,18.23,-26.04,-9.31,23.77
BalanceCurrentTradePayablesv_sq,,30.16,35.98,137.67,-28.68,18.03,-27.55,477.29,-34.97,-10.20,-25.87,168.44,-19.85,-6.11,-26.54,19.36,11.93,1.97,-2.92,72.40,-31.02,1.86,-6.75,26.63,-8.85,12.27,-7.57,4.83,2.00,1.71,-13.07,12.00,-16.12,-1.60,5.18,2.30,-9.02,5.33,23.77
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,190000,,,,190000,,,,182000,,,
BalanceCurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,-4.21,,,
BalanceCurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.99,,,,,,,,58.96,,,
BalanceCurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,
BalanceCurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,-52.84,,,,-49.42,,,,-26.48,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,51000,59000,55000,,,,48000,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1000,1000,1000,1000,1000
BalanceCurrentOtherLiabilities_yy,,,,,-100.00,-100.00,-12.73,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities_sy,,,,,-64.20,115.77,-12.73,,,,30.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities_qq,,15.69,-6.78,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities_sq,,15.69,-100.00,-100.00,,,,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,288000,208000,238000,1281000,2104000,1735000,2014000,3532000,1348000,400000,477000,1000000,518000,444000,579000,1420000,394000,537000,647000,5268000,365000,680000,808000,1817000,730000,1031000,1208000,1521000,894000,1294000,1316000,1343000,2639000,960000,1128000,2606000,1569000,951000,914000
BalanceReckoning_yy,,,,,630.56,734.13,746.22,175.72,-35.93,-76.95,-76.32,-71.69,-61.57,11.00,21.38,42.00,-23.94,20.95,11.74,270.99,-7.36,26.63,24.88,-65.51,100.00,51.62,49.50,-16.29,22.47,25.51,8.94,-11.70,195.19,-25.81,-14.29,94.04,-40.55,-0.94,-18.97
BalanceReckoning_sy,,,,,-69.23,317.07,746.22,175.72,-67.96,-76.95,-76.32,10547.91,-61.57,11.00,21.38,-6.19,4.13,74.15,62.54,142.88,2.70,10.82,3.14,-16.75,31.52,-4.99,44.69,,29.03,25.51,14.09,-0.42,13.99,-0.46,9.40,-20.05,-28.98,-19.73,-18.97
BalanceReckoning_qq,,-27.78,14.42,438.24,64.25,-17.54,16.08,75.37,-61.83,-70.33,19.25,109.64,-48.20,-14.29,30.41,145.25,-72.25,36.29,20.48,714.22,-93.07,86.30,18.82,124.88,-59.82,41.23,17.17,25.91,-41.22,44.74,1.70,2.05,96.50,-63.62,17.50,131.03,-39.79,-39.39,-3.89
BalanceReckoning_sq,,-100.00,-42.79,438.24,64.25,-58.77,16.08,75.37,-80.92,-70.33,19.25,109.64,-48.20,-33.36,16.01,166.72,-38.69,9.06,7.92,384.64,-93.07,27.62,8.66,58.56,-29.40,9.84,13.98,14.33,56.63,-10.15,-4.68,-18.26,96.50,-10.85,6.62,-19.26,-39.79,-8.61,-3.89
BalanceTotalEquityAndLiabilities,9705000,9062000,8733000,10439000,11184000,12581000,14365000,29867000,29264000,27119000,29745000,34449000,35714000,25286000,27218000,36130000,36776000,31155000,39333000,80604000,72346000,42853000,48952000,58024000,60851000,67770000,73597000,62181000,62664000,67277000,73197000,59682000,64420000,70160000,80458000,67160000,69143000,73264000,48217000
BalanceTotalEquityAndLiabilities_yy,,,,,15.24,38.83,64.49,186.11,161.66,115.56,107.07,15.34,22.04,-6.76,-8.50,4.88,2.97,23.21,44.51,123.09,96.72,37.55,24.46,-28.01,-15.89,58.15,50.35,7.16,2.98,-0.73,-0.54,-4.02,2.80,4.29,9.92,12.53,7.33,4.42,-40.07
BalanceTotalEquityAndLiabilities_sy,,,,,41.56,38.83,64.49,25.38,21.25,21.19,53.91,15.34,12.07,-29.89,-6.40,4.88,2.97,23.21,9.27,-2.63,6.05,0.20,14.49,-8.12,-16.68,-13.84,-12.84,7.16,2.77,1.51,-0.56,2.58,4.21,1.92,7.90,-0.81,0.28,4.42,-40.07
BalanceTotalEquityAndLiabilities_qq,,-6.63,-3.63,19.54,7.14,12.49,14.18,107.92,-2.02,-7.33,9.68,15.81,3.67,-29.20,7.64,32.74,1.79,-15.28,26.25,104.93,-10.25,-40.77,14.23,18.53,4.87,11.37,8.60,-15.51,0.78,7.36,8.80,-18.46,7.94,8.91,14.68,-16.53,2.95,5.96,-34.19
BalanceTotalEquityAndLiabilities_sq,,-6.63,-100.00,19.54,26.65,12.49,-11.58,38.51,8.52,4.52,-16.02,15.81,2.95,-15.28,-8.01,6.06,1.79,2.13,-1.22,0.75,11.94,-11.62,7.12,-10.68,5.35,0.81,1.03,4.27,3.62,0.74,-1.24,7.36,2.72,2.56,-0.10,-4.58,4.03,5.91,-34.19
CashflowOperatingCashflow,,,,-2465000,2018000,122000,,3781000,11647000,2295000,4214000,2685000,3619000,2976000,1902000,2538000,6694000,4313000,6204000,6049000,25127000,6702000,7643000,5535000,8127000,4489000,7765000,4906000,14119000,3242000,7004000,4547000,14058000,4741000,9891000,4968000,13097000,3481000,4324000
CashflowOperatingCashflow_yy,,,,,,,,253.39,477.16,1781.15,,-28.99,-68.93,29.67,-54.86,-5.47,84.97,44.93,226.18,138.34,275.37,55.39,23.19,-8.50,-67.66,-33.02,1.60,-11.36,73.73,-27.78,-9.80,-7.32,-0.43,46.24,41.22,9.26,-6.84,-26.58,-56.28
CashflowOperatingCashflow_sy,,,,,,,,53.39,-84.31,19.31,,-28.99,53.45,29.67,33.77,-5.47,84.97,44.93,224.73,-2.58,-39.56,-46.02,32.12,-20.34,-101.36,175.35,-36.84,115.49,-9.46,-34.69,-9.80,-8.58,9.86,47.74,53.13,41.10,100.27,-29.29,-56.28
CashflowOperatingCashflow_qq,,,,,181.87,-93.95,-100.00,,208.04,-80.30,83.62,-36.28,34.79,-17.77,-36.09,33.44,163.75,-35.57,43.84,-2.50,315.39,-73.33,14.04,-27.58,46.83,-44.76,72.98,-36.82,187.79,-77.04,116.04,-35.08,209.17,-66.28,108.63,-49.77,163.63,-73.42,24.22
CashflowOperatingCashflow_sq,,,,,181.87,-134.54,76.58,,118.52,-80.30,47.27,89.12,35.25,-109.47,49.25,33.44,124.59,-35.57,-0.96,-16.58,67.02,-68.26,37.78,-6.42,-36.47,126.96,5.72,-8.14,40.11,8.56,24.98,16.35,49.62,109.62,-13.50,25.00,-18.14,3.71,24.22
CashflowAmortization,,,,425000,64000,61000,,353000,139000,160000,193000,204000,208000,215000,180000,172000,134000,132000,85000,80000,72000,80000,84000,80000,96000,86000,71000,80000,103000,72000,67000,65000,69000,70000,73000,95000,99000,103000,110000
CashflowAmortization_yy,,,,,,,,-16.94,117.19,162.30,,-42.21,49.64,34.38,-6.74,-15.69,-35.58,-38.60,-52.78,-53.49,-46.27,-39.39,-1.18,,33.33,7.50,-15.48,,7.29,-16.28,-5.63,-18.75,-33.01,-2.78,8.96,46.15,43.48,47.14,50.68
CashflowAmortization_sy,,,,,,,,-5.40,50.02,76.28,,-4.71,36.82,23.68,2.99,-1.16,-16.03,-18.34,-23.92,-13.48,2.58,-14.26,-0.62,,-5.54,-1.78,-10.06,,2.82,-1.98,-7.58,-11.66,0.36,5.02,12.92,9.78,-0.18,-3.14,50.68
CashflowAmortization_qq,,,,,-84.94,-4.69,-100.00,,-60.62,15.11,20.62,5.70,1.96,3.37,-16.28,-4.44,-22.09,-1.49,-35.61,-5.88,-10.00,11.11,5.00,-4.76,20.00,-10.42,-17.44,12.68,28.75,-30.10,-6.94,-2.99,6.15,1.45,4.29,30.14,4.21,4.04,6.80
CashflowAmortization_sq,,,,,-9.36,-2.17,-12.04,,-17.45,11.30,7.69,3.08,0.34,-2.44,-9.22,-8.04,-19.90,3.92,-10.49,-2.86,0.42,-0.53,-0.24,-1.98,-2.04,1.92,3.60,2.80,-10.14,2.68,-6.94,-0.30,2.94,1.45,-0.72,3.34,-11.03,3.41,6.80
CashflowInvestingCashflow,,,,3369000,-1994000,-362000,,1148000,-4718000,-213000,-187000,-6470000,6090000,6064000,140000,-8818000,142000,9381000,828000,-871000,1721000,303000,286000,273000,250000,246000,203000,112000,209000,201000,195000,85000,104000,-902000,1419000,-1044000,169000,214000,-40535000
CashflowInvestingCashflow_yy,,,,,,,,-65.92,-136.61,41.16,,-663.59,229.08,2946.95,174.87,-36.29,-97.67,54.70,491.43,90.12,1111.97,-96.77,-65.46,131.34,-85.47,-18.81,-29.02,-58.97,-16.40,-18.29,-3.94,-24.11,-50.24,-548.76,627.69,-1328.24,62.50,123.73,-2956.59
CashflowInvestingCashflow_sy,,,,,,,,-6.23,-101.72,1.06,,-125.38,-67.86,-95.57,174.87,18.04,-97.67,90.94,-123.90,73.39,98.05,24.14,89.72,-88.97,88.26,-282.51,-100.00,-79.48,43.72,68.03,25.82,-24.11,-66.72,-133.96,-4.14,66.74,-104.12,91.14,-2956.59
CashflowInvestingCashflow_qq,,,,,-159.19,81.85,100.00,,-510.98,95.49,12.21,-3359.89,194.13,-0.43,-97.69,-6398.57,101.61,6506.34,-91.17,-205.19,297.59,-82.39,-5.61,-4.55,-8.42,-1.60,-17.48,-44.83,86.61,-3.83,-2.99,-56.41,22.35,-967.31,257.32,-173.57,116.19,26.63,-19041.59
CashflowInvestingCashflow_sq,,,,,-45.78,88.56,100.00,,-103.20,95.49,-26.05,-105.46,-108.40,84.75,143.40,-109.94,-320.76,122.41,-119.70,45.92,41.58,32.42,-30.12,-58.07,20.83,-113.56,-7.45,6.91,86.61,-5.22,34.86,-123.72,22.35,-180.93,96.23,-53.76,-100.00,85.77,-19041.59
CashflowCapex,,,,8000,6000,225000,,931000,287000,326000,314000,61000,219000,98000,75000,1000,44000,18000,0,111000,27000,74000,-54000,19000,0,4000,2000,68000,53000,11000,-64000,69000,139000,95000,-234000,331000,32000,0,17000
CashflowCapex_yy,,,,,,,,11537.50,4683.33,44.89,,-93.45,-23.69,-69.94,-76.11,-98.36,-79.91,-81.63,-100.00,11000.00,-38.64,311.11,,-82.88,-100.00,-94.59,103.70,257.89,,175.00,-3300.00,1.47,162.26,763.64,-265.62,379.71,-76.98,-100.00,107.26
CashflowCapex_sy,,,,,,,,481.43,316.14,100.00,,-72.53,-26.64,41.89,-16.73,-63.36,-13.50,-81.63,-79.12,-50.00,-74.46,-37.81,,-64.55,15.24,-10.82,-62.52,257.89,,53.46,-33.29,-29.59,130.81,354.03,7.88,-46.53,-51.25,-50.70,107.26
CashflowCapex_qq,,,,,-25.00,3650.00,-100.00,,-69.17,13.59,-3.68,-80.57,259.02,-55.25,-23.47,-98.67,4300.00,-59.09,-100.00,,-75.68,174.07,-172.97,135.19,-100.00,,-50.00,3300.00,-22.06,-79.25,-681.82,207.81,101.45,-31.65,-346.32,241.45,-90.33,-100.00,
CashflowCapex_sq,,,,,-23.48,26.82,77.12,,-69.17,13.59,-5.30,5.61,-64.25,-43.34,36.76,-50.00,548.07,-94.17,7.62,,-43.28,46.16,-95.10,110.90,-47.77,,41.59,171.74,-56.25,6.60,-59.68,81.11,-41.94,181.25,-88.47,42.59,-75.36,-67.03,
CashflowFinancingCashflow,,,,,,,,105000,,-4973000,0,0,,-14209000,0,0,,-12788000,-1000,0,0,-37713000,-105000,-30000,-30000,-30705000,-94000,-119000,-100000,-29892000,-58000,-58000,-58000,-28423000,-119000,-50000,-50000,-49000,-50000
CashflowFinancingCashflow_yy,,,,,,,,,,,,-100.00,,-185.72,,,,10.00,,,,-194.91,-10400.00,,,18.58,10.48,-296.67,-233.33,2.65,38.30,51.26,42.00,4.91,-105.17,13.79,13.79,99.83,57.98
CashflowFinancingCashflow_sy,,,,,,,,,,,,141.94,,-145.14,,,,10.00,,,,-103.95,-1.47,,,100.22,-39.78,-168.76,26.99,2.08,1.60,55.08,31.84,-20.55,-2.89,3.44,13.79,95.73,57.98
CashflowFinancingCashflow_qq,,,,,,,,,-100.00,,100.00,,,,100.00,,,,99.99,100.00,,,99.72,71.43,,-102250.00,99.69,-26.60,15.97,-29792.00,99.81,,,-48905.17,99.58,57.98,,2.00,-2.04
CashflowFinancingCashflow_sq,,,,,,,,,-37.42,,8.50,,,,-191.33,,,,36.81,41.78,,,65.77,91.43,,89.03,-125.14,65.23,39.03,-83.88,52.00,,,-163.85,99.13,-10.04,,-6.44,-2.04
CashflowShareCapitalCash,,,,,,,,105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,4973000,0,0,,14209000,0,0,,12788000,1000,0,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,185.72,,,,-10.00,,,,-100.00,-100.00,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,72.78,,,,-55.00,,,,-100.00,-24.02,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,-100.00,,,,-100.00,,,,-99.99,-100.00,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,-37.75,,,,-100.00,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,,,,904000,24000,-240000,,5034000,6929000,-2891000,4027000,-3785000,9709000,-5169000,2042000,-6280000,6836000,906000,7031000,5178000,26848000,-30708000,7824000,5778000,8347000,-25970000,7874000,4899000,14228000,-26449000,7141000,4574000,14105000,-24585000,11192000,3873000,13216000,3646000,-36259000
CashflowNetCashflow_yy,,,,,,,,456.86,28770.83,-1104.58,,-175.19,40.12,-78.80,-49.29,-65.92,-29.59,117.53,244.32,182.45,292.74,-3489.40,11.28,11.59,-68.91,15.43,0.64,-15.21,70.46,-1.84,-9.31,-6.63,-0.86,7.05,56.73,-15.33,-6.30,114.83,-423.97
CashflowNetCashflow_sy,,,,,,,,7.00,-69.11,-14.39,,-110.32,40.12,-78.80,-49.29,68.72,-29.59,127.48,-194.93,-85.83,15.11,-354.40,84.08,-4.14,-68.91,93.52,-100.80,-15.21,-20.30,-6.61,24.17,14.46,50.95,47.24,32.21,-2.56,-6.30,75.41,-423.97
CashflowNetCashflow_qq,,,,,-97.35,-1100.00,100.00,,37.64,-141.72,239.29,-193.99,356.51,-153.24,139.50,-407.54,208.85,-86.75,676.05,-26.35,418.50,-214.38,125.48,-26.15,44.46,-411.13,130.32,-37.78,190.43,-285.89,127.00,-35.95,208.37,-274.30,145.52,-65.39,241.23,-72.41,-1094.49
CashflowNetCashflow_sq,,,,,167.69,-131.15,100.00,,37.64,-141.72,99.40,-120.73,60.97,-91.38,21.47,118.58,33.76,94.31,-186.02,95.54,49.86,-258.05,108.01,14.03,44.46,-70.85,84.00,-37.78,108.63,-33.86,32.96,89.54,94.36,-126.61,50.54,44.36,114.54,-52.00,-1094.49
