,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentLiabilities_sq,,-23.78,-3.60,-100.00,30.65,-11.01,10.94,-100.00,29.74,-22.68,-2.46,-100.00,18.45,-19.16,4.73,,25.45,-14.74,9.62,-1.98,25.12,-2.44,15.90,-3.93,26.92,-3.22,3.54,-3.85,12.48,-9.18,12.45,-4.36,11.92,-4.94,10.97,-10.76,14.91,-17.80,13.58
BalanceCurrentTradePayablesv,4372000,,,,5020000,,,,6043000,,,,10413000,,,,78213000,54163000,17633000,12321000,36269000,41986000,19511000,16305000,47125000,27790000,54982000,36718000,90668000,34169000,38825000,47067000,60929000,69654000,68895000,63034000,61174000,60401000,69877000
BalanceCurrentTradePayablesv_yy,,,,,14.82,,,,20.38,,,,72.32,,,,651.11,,,,-53.63,-22.48,10.65,32.34,29.93,-33.81,181.80,125.19,92.40,22.95,-29.39,28.19,-32.80,103.85,77.45,33.92,0.40,-13.28,1.43
BalanceCurrentTradePayablesv_sy,,,,,-3.01,,,,32.98,,,,0.92,,,,-2.88,,,,15.38,7.45,12.58,14.24,24.90,16.83,8.29,7.86,11.61,-4.01,10.58,15.30,14.66,23.84,4.06,10.27,7.33,-3.17,8.65
BalanceCurrentTradePayablesv_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-30.75,-67.44,-30.13,194.37,15.76,-53.53,-16.43,189.02,-41.03,97.85,-33.22,146.93,-62.31,13.63,21.23,29.45,14.32,-1.09,-8.51,-2.95,-1.26,15.69
BalanceCurrentTradePayablesv_sq,,-38.40,,,,-32.21,,,,-32.93,,,,-32.91,,,,-27.87,18.23,-4.78,15.56,-10.20,12.17,-1.14,31.54,0.51,-6.25,-7.33,27.15,-24.01,24.52,-3.22,29.45,-3.49,5.43,-8.51,15.44,-15.82,14.24
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,9320000,11073000,8075000,7610000,16564000,16351000,7470000,8518000,6778000,18682000,59823000,36047000,61463000,65870000,74317000,64479000,57497000,56918000,100986000,73119000,97163000,98639000,93716000
BalanceCurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,77.73,47.67,-7.49,11.93,-59.08,14.26,700.84,323.19,806.80,252.59,24.23,78.87,-6.45,-13.59,35.89,13.40,68.99,73.30,-7.20
BalanceCurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,24.42,47.67,18.12,49.84,52.20,24.15,16.54,23.27,-12.65,20.64,20.23,12.52,11.86,-2.02,23.58,2.82,5.91,-6.66,-5.25
BalanceCurrentBorrowings_qq,,,,,,,,,,,,,,,,,,18.81,-27.07,-5.76,117.66,-1.29,-54.31,14.03,-20.43,175.63,220.22,-39.74,70.51,7.17,12.82,-13.24,-10.83,-1.01,77.42,-27.59,32.88,1.52,-4.99
BalanceCurrentBorrowings_sq,,,,,,,,,,,,,,,,,,-8.50,-0.95,-7.72,4.57,6.85,7.17,-1.72,-2.11,-1.82,12.61,3.92,-11.50,2.22,14.22,-14.06,-6.49,-1.01,7.34,-13.84,,-16.90,22.37
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,144000,,,,53000,,,,33000,,,,324000,,,,4214000,7138000,21129000,24810000,5977000,3158000,5295000,6019000,8092000,12021000,18360000,56906000,31819000,27486000,20834000,17989000,14059000,14851000,21567000,17767000,27222000,26568000,23615000
BalanceCurrentOtherLiabilities_yy,,,,,-63.19,,,,-37.74,,,,881.82,,,,1200.62,,,,41.84,-55.76,-74.94,-75.74,35.39,280.65,246.74,845.44,293.22,128.65,13.47,-68.39,-55.82,-45.97,3.52,-1.23,93.63,78.90,9.50
BalanceCurrentOtherLiabilities_sy,,,,,-10.48,,,,20.91,,,,10.24,,,,12.46,,,,22.20,13.01,33.33,24.69,6.22,3.81,4.54,17.63,2.25,-0.47,-1.16,-0.56,-3.64,1.12,2.58,0.42,-2.40,7.34,0.54
BalanceCurrentOtherLiabilities_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,69.39,196.01,17.42,-75.91,-47.16,67.67,13.67,34.44,48.55,52.73,209.95,-44.08,-13.62,-24.20,-13.66,-21.85,5.63,45.22,-17.62,53.22,-2.40,-11.11
BalanceCurrentOtherLiabilities_sq,,-32.90,,,,-13.69,,,,-20.87,,,,-9.29,,,,-1.30,-2.47,6.19,34.74,-10.49,-10.75,1.65,15.74,-12.97,-6.53,1.14,13.13,-21.10,-9.10,-2.18,18.80,-9.94,1.80,-1.38,12.34,-11.88,-7.01
BalanceReckoning,,,,,,,,,,,,,811000,,,,,0,,,875000,1423000,637000,497000,496000,657000,657000,1810000,7800000,6540000,5934000,7445000,5760000,5816000,8271000,8280000,832000,832000,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,-43.31,-53.83,3.14,264.19,1472.58,895.43,803.20,311.33,-26.15,-11.07,39.38,11.22,-85.56,-85.69,-100.00
BalanceReckoning_sy,,,,,,,,,,,,,,,,,50.00,,,,,,,,-10.83,10.54,-5.08,0.89,4.96,7.23,8.12,7.48,2.50,1.89,2.74,2.25,15.02,-6.40,10.00
BalanceReckoning_qq,,,,,,,,,,,,,,-100.00,,,,,,,,62.63,-55.24,-21.98,-0.20,32.46,,175.49,330.94,-16.15,-9.27,25.46,-22.63,0.97,42.21,0.11,-89.95,,-100.00
BalanceReckoning_sq,,,,,,,,,,,,,,-5.55,,,,,,,,-12.90,-1.76,-6.16,1.74,8.21,,-5.08,6.24,-1.34,4.56,-3.42,2.53,-0.26,-4.82,,14.95,,3.27
BalanceTotalEquityAndLiabilities,12347000,7054000,6646000,7416000,13630000,8552000,9882000,10250000,9683000,7824000,8017000,11614000,15613000,8456000,0,150164000,166009000,130841000,109330000,117498000,126897000,129459000,105635000,109347000,140090000,135701000,351016000,408201000,414729000,380278000,363774000,359706000,364538000,371997000,368940000,368417000,226429000,223455000,220071000
BalanceTotalEquityAndLiabilities_yy,,,,,10.39,21.24,48.69,38.21,-28.96,-8.51,-18.87,13.31,61.24,8.08,-100.00,1192.96,963.27,1447.32,,-21.75,-23.56,-1.06,-3.38,-6.94,10.40,4.82,232.29,273.31,196.04,180.23,3.63,-11.88,-12.10,-2.18,1.42,2.42,-37.89,-39.93,-40.35
BalanceTotalEquityAndLiabilities_sy,,,,,,2.02,6.26,7.68,9.51,9.90,6.68,17.66,9.75,8.89,7.05,29.08,5.18,12.27,,6.37,9.22,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.85,6.76,5.52,5.64,4.20,5.78
BalanceTotalEquityAndLiabilities_qq,,-42.87,-5.78,11.59,83.79,-37.26,15.55,3.72,-5.53,-19.20,2.47,44.87,34.43,-45.84,-100.00,,10.55,-21.18,-16.44,7.47,8.00,2.02,-18.40,3.51,28.12,-3.13,158.67,16.29,1.60,-8.31,-4.34,-1.12,1.34,2.05,-0.82,-0.14,-38.54,-1.31,-1.51
BalanceTotalEquityAndLiabilities_sq,,-6.44,-3.42,-100.00,8.51,-3.08,2.09,-100.00,8.98,-5.24,1.78,-100.00,16.20,-4.79,2.36,,7.37,1.04,2.05,1.09,5.86,1.56,1.48,-0.19,9.64,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.53,-0.74,4.67,-1.93,3.08
CashflowOperatingCashflow,-690000,,,,-1274000,,,,-412000,,,,172000,,,,26808000,-38047000,-2824000,-6609000,5126000,2507000,-2719000,-5238000,19499000,-12031000,121548000,-42628000,10728000,-63531000,7165000,13094000,7277000,-14000,7079000,105000,-278000,-2138000,-1737000
CashflowOperatingCashflow_yy,,,,,-84.64,,,,67.66,,,,141.75,,,,15486.05,,,,-80.88,106.59,3.72,20.74,280.39,-579.90,4570.32,-713.82,-44.98,-428.06,-94.11,130.72,-32.17,99.98,-1.20,-99.20,-103.82,-15171.43,-124.54
CashflowOperatingCashflow_sy,,,,,16.80,,,,-6.08,,,,-23.84,,,,37.97,,,,9.94,-18.08,42.56,-8.89,14.10,52.34,31.28,68.81,36.48,-59.34,19.42,7.95,-35.95,77.08,-20.50,22.96,-9.31,35.76,8.73
CashflowOperatingCashflow_qq,,100.00,,,,100.00,,,,100.00,,,,-100.00,,,,-241.92,92.58,-134.03,177.56,-51.09,-208.46,-92.64,472.26,-161.70,1110.29,-135.07,125.17,-692.20,111.28,82.75,-44.42,-100.19,50664.29,-98.52,-364.76,-669.06,18.76
CashflowOperatingCashflow_sq,,-31.60,,,,-63.74,,,,-100.00,,,,-68.68,,,,-57.26,-2.87,60.41,98.76,-84.59,20.53,23.62,76.10,-27.54,18.10,62.96,66.58,-66.00,80.70,20.12,94.33,-15.17,10.17,20.45,42.91,-18.76,13.20
CashflowAmortization,749000,,,,379000,,,,124000,,,,254000,,,,2167000,509000,592000,481000,392000,400000,408000,377000,454000,412000,817000,1654000,4702000,3507000,2273000,2973000,2738000,3244000,3254000,4770000,2272000,2192000,2204000
CashflowAmortization_yy,,,,,-49.40,,,,-67.28,,,,104.84,,,,753.15,,,,-81.91,-21.41,-31.08,-21.62,15.82,3.00,100.25,338.73,935.68,751.21,178.21,79.75,-41.77,-7.50,43.16,60.44,-17.02,-32.43,-32.27
CashflowAmortization_sy,,,,,-1.03,,,,3.65,,,,21.54,,,,2.40,,,,4.82,3.91,12.54,10.23,5.98,7.78,9.13,14.96,9.69,12.78,15.28,0.99,0.97,-3.74,-2.28,8.04,10.28,12.90,5.88
CashflowAmortization_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-76.51,16.31,-18.75,-18.50,2.04,2.00,-7.60,20.42,-9.25,98.30,102.45,184.28,-25.41,-35.19,30.80,-7.90,18.48,0.31,46.59,-52.37,-3.52,0.55
CashflowAmortization_sq,,4.78,,,,-5.64,,,,-6.96,,,,-6.18,,,,-0.81,1.07,0.01,3.18,-0.63,3.92,-0.24,2.89,1.26,3.33,6.08,2.69,2.96,0.56,2.06,0.87,-2.14,0.46,-0.43,2.53,-0.88,2.05
CashflowInvestingCashflow,-74000,,,,170000,,,,-11000,,,,-1018000,,,,2327000,0,-445000,-250000,-66000,-116000,218000,-511000,126000,-110000,-173824000,36317000,110983000,5101000,692000,-2795000,856000,-242000,-3584000,-4665000,-11000,,
CashflowInvestingCashflow_yy,,,,,329.73,,,,-106.47,,,,-9154.55,,,,328.59,,,,-102.84,,148.99,-104.40,290.91,5.17,-79835.78,7207.05,87981.75,4737.27,100.40,-107.70,-99.23,-104.74,-617.92,-66.91,-101.29,100.00,100.00
CashflowInvestingCashflow_sy,,,,,73.75,,,,-106.47,,,,-91.73,,,,17.50,,,,-64.78,,-21.42,-95.12,-2.62,27.54,-19.76,-55.97,-25.12,-23.50,-11.67,17.22,31.81,4.46,-13.15,-9.91,-35.46,2.49,26.25
CashflowInvestingCashflow_qq,,100.00,,,,-100.00,,,,100.00,,,,100.00,,,,-100.00,,43.82,73.60,-75.76,287.93,-334.40,124.66,-187.30,-157921.81,120.89,205.60,-95.40,-86.43,-503.90,130.63,-128.27,-1380.99,-30.16,99.76,100.00,
CashflowInvestingCashflow_sq,,16.31,,,,-50.32,,,,15.13,,,,58.22,,,,2.18,,20.04,-73.43,0.84,28.28,9.05,-28.78,7.84,-38.70,24.05,-20.12,22.87,7.60,-34.31,-3.27,-31.94,-8.11,19.78,-14.31,-8.78,
CashflowCapex,105000,,,,134000,,,,70000,,,,1231000,,,,-966000,0,469000,255000,37000,123000,-208000,528000,-102000,60000,178121000,20455000,-163863000,25000,1663000,269000,1818000,293000,451000,3194000,0,,
CashflowCapex_yy,,,,,27.62,,,,-47.76,,,,1658.57,,,,-178.47,,,,103.83,,-144.35,107.06,-375.68,-51.22,85735.10,3774.05,-160550.00,-58.33,-99.07,-98.68,101.11,1072.00,-72.88,1087.36,-100.00,-100.00,-100.00
CashflowCapex_sy,,,,,-45.72,,,,-23.30,,,,43.86,,,,-20.40,,,,66.50,,13.72,50.78,98.17,-9.50,64.86,18.78,-29.02,11.19,13.01,-15.87,11.22,4.27,-6.98,-15.40,7.36,23.23,0.98
CashflowCapex_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,100.00,,-45.63,-85.49,232.43,-269.11,353.85,-119.32,158.82,296768.33,-88.52,-901.09,100.02,6552.00,-83.82,575.84,-83.88,53.92,608.20,-100.00,,
CashflowCapex_sq,,-44.26,,,,-11.66,,,,4.92,,,,-37.74,,,,-22.26,,3.60,20.91,-6.41,-30.73,6.24,26.43,-19.52,9.55,0.96,5.73,-19.50,10.38,-11.86,10.44,-19.26,9.86,-2.42,9.08,,
CashflowFinancingCashflow,1226000,,,,1084000,,,,17000,,,,1105000,,,,12613000,-3406000,2498000,7532000,-2712000,-4220000,1865000,7473000,-15135000,6492000,54909000,4049000,-62334000,-502000,-9934000,-10036000,-6910000,-1245000,-3489000,4549000,1061000,1477000,322000
CashflowFinancingCashflow_yy,,,,,-11.58,,,,-98.43,,,,6400.00,,,,1041.45,,,,-121.50,-23.90,-25.34,-0.78,-458.08,253.84,2844.18,-45.82,-311.85,-107.73,-118.09,-347.86,88.91,-148.01,64.88,145.33,115.35,218.63,109.23
CashflowFinancingCashflow_sy,,,,,2.69,,,,46.19,,,,44.65,,,,-7.90,,,,-45.81,43.05,-58.79,60.84,47.44,-60.25,7.58,-45.82,-46.65,-8.11,-77.27,5.93,32.47,-22.65,34.42,-33.91,-35.47,7.57,-1.92
CashflowFinancingCashflow_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-127.00,173.34,201.52,-136.01,-55.60,144.19,300.70,-302.53,142.89,745.79,-92.63,-1639.49,99.19,-1878.88,-1.03,31.15,81.98,-180.24,230.38,-76.68,39.21,-78.20
CashflowFinancingCashflow_sq,,47.28,,,,42.77,,,,-30.21,,,,-40.12,,,,-1.39,30.97,-41.03,59.73,104.21,-100.69,91.02,60.92,-19.22,14.61,-89.27,-9.29,52.12,-74.68,51.38,15.47,39.86,-50.91,-1.34,24.51,27.52,9.74
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,10386000,,,,18000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,-99.83,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,-99.83,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,461000,,,,-21000,,,,-406000,,,,258000,,,,41748000,-41032000,-1192000,673000,2348000,-1829000,-636000,1724000,4490000,-5649000,2633000,-2262000,59377000,-58932000,-2077000,263000,1223000,-1501000,6000,-11000,772000,-661000,-1415000
CashflowNetCashflow_yy,,,,,-104.56,,,,-1833.33,,,,163.55,,,,16081.40,,,,-94.38,95.54,46.64,156.17,91.23,-208.86,513.99,-231.21,1222.43,-943.23,-178.88,111.63,-97.94,97.45,100.29,-104.18,-36.88,55.96,-23683.33
CashflowNetCashflow_sy,,,,,-8.91,,,,-67.55,,,,9.64,,,,0.08,,,,-37.90,51.78,-11.60,-34.94,61.79,-60.24,63.77,31.63,83.62,-113.54,-61.56,43.45,-10.83,105.27,-23.58,-63.59,-38.36,32.25,19.18
CashflowNetCashflow_qq,,-100.00,,,,100.00,,,,100.00,,,,-100.00,,,,-198.28,97.09,156.46,248.89,-177.90,65.23,371.07,160.44,-225.81,146.61,-185.91,2724.98,-199.25,96.48,112.66,365.02,-222.73,100.40,-283.33,7118.18,-185.62,-114.07
CashflowNetCashflow_sq,,-53.23,,,,-119.01,,,,-97.57,,,,-104.62,,,,-55.96,-99.56,85.83,106.68,-63.30,-77.30,64.54,83.48,-42.88,78.42,13.61,129.54,-163.58,87.30,99.36,152.29,-47.10,-44.66,70.80,143.40,-78.74,64.40
