,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowCapex_yy,,,,,-28.12,105.28,210.21,-8.50,9.73,-43.92,-74.81,15.11,12.51,-29.44,22.87,-18.02,3.40,143.38,-13.10,4.54,-5.70,-49.39,-14.77,-17.55,10.93,-8.06
CashflowCapex_sy,,,,,-13.20,-28.81,-13.22,6.34,-15.50,16.77,4.45,18.66,22.99,-12.24,-8.68,-15.63,-17.62,-18.33,-23.50,-25.39,0.73,-56.24,-7.86,-6.70,-12.61,-10.84
CashflowCapex_qq,,-25.19,4.79,44.18,-36.40,113.64,58.36,-57.47,-23.74,9.20,-28.88,94.36,-25.46,-31.52,23.84,29.68,-5.98,61.18,-55.78,56.00,-15.19,-13.49,-25.54,50.90,14.11,-28.30
CashflowCapex_sq,,-29.49,14.75,9.92,-36.22,-42.60,45.06,24.06,-38.04,14.14,-14.12,31.75,-26.70,3.82,2.73,32.40,-40.13,43.23,-27.94,2.46,-11.85,-36.19,53.62,-9.74,15.65,-45.09
CashflowFinancingCashflow,150320000,-15200000,-199760000,806947000,1830248000,-596126000,-113618000,-19614000,-176558000,398427000,-174875000,-290994000,126000000,-652000000,-67000000,-125000000,-184000000,-304000000,-651000000,852000000,1064000000,-235000000,817000000,-194000000,-404000000,-128000000
CashflowFinancingCashflow_yy,,,,,1117.56,-3821.88,43.12,-102.43,-109.65,166.84,-53.91,-1383.60,171.36,-263.64,61.69,57.04,-246.03,53.37,-871.64,781.60,678.26,22.70,225.50,-122.77,-137.97,45.53
CashflowFinancingCashflow_sy,,,,,-24.81,-97.80,55.26,13.19,58.67,81.64,-14.90,28.62,-7.79,-28.36,25.20,23.62,-83.28,30.12,-143.58,6.57,-100.00,-83.99,40.07,47.73,-77.02,45.53
CashflowFinancingCashflow_qq,,-110.11,-1214.21,503.96,126.81,-132.57,80.94,82.74,-800.16,325.66,-143.89,-66.40,143.30,-617.46,89.72,-86.57,-47.20,-65.22,-114.14,230.88,24.88,-122.09,447.66,-123.75,-108.25,68.32
CashflowFinancingCashflow_sq,,10.39,-183.58,81.86,57.82,-42.79,66.34,52.84,62.28,52.06,6.41,-69.85,-132.00,18.48,-11.66,-84.62,-60.88,22.18,-91.30,48.01,18.37,-67.56,63.60,-37.36,9.85,-8.66
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,21000,10000,653773000,120000,794000,479988000,16384000,301000,-41000,405241000,8867000,-67000,,596000000,0,0,,,203000000,0,,,,79000000,,
CashflowDividend_yy,,,,,3759.62,4586064.84,-97.49,150.83,-105.16,-15.57,-45.88,-122.26,100.00,47.07,-100.00,100.00,,-100.00,,,,,-100.00,,,
CashflowDividend_sy,,,,,17.60,-60.16,-97.49,-57.40,-100.00,-92.76,22.90,-63.22,40.16,47.07,-18.91,45.60,,-34.15,,,,,-14.46,,,
CashflowDividend_qq,,-49.13,6246536.33,-99.98,561.67,60351.89,-96.59,-98.16,-113.62,988492.68,-97.81,-100.76,100.00,,-100.00,,,,,-100.00,,,,,-100.00,
CashflowDividend_sq,,-49.13,101799.05,-99.98,-80.11,-59.55,-96.59,-99.62,-100.00,494228.37,-97.81,-99.70,-100.00,,100.00,,,,,-100.00,,,,,-100.00,
CashflowNetCashflow,-243928000,83492000,-299879000,734147000,2210921000,-884922000,-1013606000,8947000,-282845000,286112000,85611000,39122000,-40000000,-267000000,-105000000,159000000,-672000000,-136000000,-457000000,1071000000,888000000,-113000000,1197000000,207000000,-327000000,-126000000
CashflowNetCashflow_yy,,,,,1006.38,-1159.89,-238.00,-98.78,-112.79,132.33,108.45,337.26,85.86,-193.32,-222.65,306.42,-1580.00,49.06,-335.24,573.58,232.14,16.91,361.93,-80.67,-136.82,-11.50
CashflowNetCashflow_sy,,,,,-55.12,-45.01,54.98,56.05,-93.00,-78.50,107.38,4.76,-10.80,-96.47,5.52,-45.82,22.61,49.06,-106.87,-0.52,-23.58,103.00,79.38,33.82,-35.06,-100.00
CashflowNetCashflow_qq,,134.23,-459.17,344.81,201.16,-140.03,-14.54,100.88,-3261.34,201.16,-70.08,-54.30,-202.24,-567.50,60.67,251.43,-522.64,79.76,-236.03,334.35,-17.09,-112.73,1159.29,-82.71,-257.97,61.47
CashflowNetCashflow_sq,,126.92,-197.04,87.48,63.32,121.32,-14.54,68.18,-155.97,64.24,-84.87,-20.22,-48.93,-5.22,248.91,-21.58,67.98,105.70,32.46,91.48,33.40,-18.87,4.07,-111.81,77.54,-19.01
