,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets,5000,69000,1000,,15000,49000,145000,,1425000,1300000,1561000,,2340000,1021000,506000,,522000,401000,1338000,,687000,745000,700000,,902000,829000,2398000,2342000,498000,2975000,2315000,2581000,1404000,2021000,2158000,1841000,1596000,2043000,2692000,2154000,114000,610000,118000,276000,173000,211000,241000,132000,998000,427000,963000
BalanceOtherCurrentAssets_yy,,,,,200.00,-28.99,14400.00,,9400.00,2553.06,976.55,,64.21,-21.46,-67.58,,-77.69,-60.72,164.43,,31.61,85.79,-47.68,,31.30,11.28,242.57,,-44.79,258.87,-3.46,10.20,181.93,-32.07,-6.78,-28.67,13.68,1.09,24.75,17.00,-92.86,-70.14,-95.62,-87.19,51.75,-65.41,104.24,-52.17,476.88,102.37,299.59
BalanceOtherCurrentAssets_sy,,,,,122.57,9.84,1380.00,,932.60,103.21,54.68,,64.21,-3.59,-11.24,,-23.17,-6.75,-11.93,,10.69,17.36,13.76,,31.30,11.32,9.73,,3.20,22.57,8.48,27.75,17.69,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,1280.00,-98.55,-100.00,,226.67,195.92,-100.00,,-8.77,20.08,-100.00,,-56.37,-50.44,-100.00,,-23.18,233.67,-100.00,,8.44,-6.04,-100.00,,-8.09,189.26,-2.34,-78.74,497.39,-22.18,11.49,-45.60,43.95,6.78,-14.69,-13.31,28.01,31.77,-19.99,-94.71,435.09,-80.66,133.90,-37.32,21.97,14.22,-45.23,656.06,-57.21,125.53
BalanceOtherCurrentAssets_sq,,120.45,-23.29,-100.00,,138.52,3.98,-50.68,,27.90,-6.06,-100.00,,16.38,-3.41,-100.00,,13.00,-6.87,-100.00,,24.30,4.75,-100.00,,33.57,3.06,-13.46,-25.60,29.09,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,,,,,,,,0,0,,,120000,120000,104000,,782000,782000,782000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,551.67,551.67,651.92,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,-100.00,225.84,651.92,,71.43,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,-13.33,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,-56.66,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,292000,1596000,1900000,,6863000,8897000,12940000,,36454000,42042000,55203000,,68580000,67696000,75067000,,76877000,80571000,81703000,,80080000,84629000,90629000,,95545000,102136000,100906000,102329000,90795000,98417000,100536000,99002000,92834000,101326000,101704000,104589000,87503000,98802000,105317000,105207000,96493000,116208000,135580000,143258000,137594000,145589000,153538000,174978000,173498000,185421000,200959000
BalanceTotalAssets_yy,,,,,2250.34,457.46,581.05,,431.17,372.54,326.61,,88.13,61.02,35.98,,12.10,19.02,8.84,,4.17,5.04,10.92,,19.31,20.69,11.34,,-4.97,-3.64,-0.37,-3.25,2.25,2.96,1.16,5.64,-5.74,-2.49,3.55,0.59,10.27,17.62,28.74,36.17,42.59,25.28,13.25,22.14,26.09,27.36,30.89
BalanceTotalAssets_sy,,,,,10.23,26.16,35.38,,31.20,21.96,30.59,,6.58,10.22,3.49,,12.10,16.80,15.41,,21.48,17.72,23.47,,10.99,11.62,5.88,,5.74,11.01,2.72,3.24,10.51,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,446.58,19.05,-100.00,,29.64,45.44,-100.00,,15.33,31.30,-100.00,,-1.29,10.89,-100.00,,4.81,1.40,-100.00,,5.68,7.09,-100.00,,6.90,-1.20,1.41,-11.27,8.39,2.15,-1.53,-6.23,9.15,0.37,2.84,-16.34,12.91,6.59,-0.10,-8.28,20.43,16.67,5.66,-3.95,5.81,5.46,13.96,-0.85,6.87,8.38
BalanceTotalAssets_sq,,1.59,1.07,-100.00,,8.86,9.85,-100.00,,1.43,0.34,-100.00,,-1.06,1.55,-100.00,,-1.12,1.77,-100.00,,-0.03,4.76,-100.00,,2.48,0.46,-1.40,0.23,-0.09,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,-386000,506000,1583000,,6502000,6856000,7439000,,13706000,15430000,17683000,,37387000,39282000,45694000,,48204000,49997000,51088000,,56567000,58745000,60794000,,62562000,63836000,62775000,65596000,61932000,62832000,63304000,64155000,64606000,65829000,63202000,62907000,59349000,61717000,62847000,64638000,63103000,64182000,67459000,68251000,62883000,64222000,63374000,64898000,66517000,58984000,60962000
BalanceCapital_yy,,,,,1784.46,1254.94,369.93,,110.80,125.06,137.71,,172.78,154.58,158.41,,28.93,27.28,11.80,,17.35,17.50,19.00,,10.60,8.67,3.26,,-1.01,-1.57,0.84,-2.20,4.32,4.77,-0.16,-1.95,-8.14,-6.25,-0.56,2.75,6.33,3.99,7.34,5.59,-0.35,0.06,-6.06,-4.91,5.78,-8.16,-3.81
BalanceCapital_sy,,,,,108.06,32.70,49.80,,40.60,62.97,26.64,,8.02,6.43,10.42,,8.68,23.20,8.04,,13.63,9.28,18.28,,10.47,10.30,9.33,,9.92,13.17,10.82,3.97,16.39,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,231.09,212.85,-100.00,,5.44,8.50,-100.00,,12.58,14.60,-100.00,,5.07,16.32,-100.00,,3.72,2.18,-100.00,,3.85,3.49,-100.00,,2.04,-1.66,4.49,-5.59,1.45,0.75,1.34,0.70,1.89,-3.99,-0.47,-5.66,3.99,1.83,2.85,-2.37,1.71,5.11,1.17,-7.87,2.13,-1.32,2.40,2.49,-11.32,3.35
BalanceCapital_sq,,44.45,1.06,-100.00,,3.04,4.39,-100.00,,0.27,2.42,-100.00,,1.57,5.28,-100.00,,1.85,0.41,-100.00,,2.07,1.86,-100.00,,0.46,-1.04,-0.48,-0.52,2.25,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,50000,725000,800000,,907000,907000,907000,,972000,972000,972000,,1152000,1152000,1215000,,1215000,1215000,1215000,,1215000,1215000,1215000,,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,1215000,925000,925000,925000,925000,925000,925000,925000,925000,925000,925000,925000
BalanceShareCapital_yy,,,,,1714.00,25.10,13.38,,7.17,7.17,7.17,,18.52,18.52,25.00,,5.47,5.47,,,,,,,,,,,,,,,,,,,,,,,-23.87,-23.87,-23.87,-23.87,,,,,,,
BalanceShareCapital_sy,,,,,23.20,15.49,16.30,,7.22,7.17,,,,,,,0.78,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,1350.00,10.34,-100.00,,,,-100.00,,,,-100.00,,,5.47,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,-23.87,,,,,,,,,,
BalanceShareCapital_sq,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,0,0,764000,,5175000,5175000,6031000,,11434000,11434000,12626000,,31478000,31478000,38756000,,38802000,38802000,46989000,,47967000,48107000,55881000,,55959000,57085000,60135000,61902000,61760000,61186000,63059000,63059000,62934000,62727000,61525000,59365000,56326000,55784000,63491000,63491000,63720000,61686000,66357000,66356000,66002000,65993000,69546000,68368000,67553000,57753000,62160000
BalanceReserve_yy,,,,,,,689.40,,120.95,120.95,109.35,,175.30,175.30,206.95,,23.27,23.27,21.24,,23.62,23.98,18.92,,16.66,18.66,7.61,,10.37,7.18,4.86,1.87,1.90,2.52,-2.43,-5.86,-10.50,-11.07,3.20,6.95,13.13,10.58,4.51,4.51,3.58,6.98,4.81,3.03,2.35,-12.49,-10.62
BalanceReserve_sy,,,,,,,81.80,,64.17,42.98,17.63,,18.56,11.59,0.33,,13.15,12.21,7.52,,6.89,12.40,30.06,,13.35,13.52,7.56,,7.79,6.03,2.30,1.91,3.57,3.61,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,,,-100.00,,,16.54,-100.00,,,10.43,-100.00,,,23.12,-100.00,,,21.10,-100.00,,0.29,16.16,-100.00,,2.01,5.34,2.94,-0.23,-0.93,3.06,,-0.20,-0.33,-1.92,-3.51,-5.12,-0.96,13.82,,0.36,-3.19,7.57,,-0.53,-0.01,5.38,-1.69,-1.19,-14.51,7.63
BalanceReserve_sq,,,,-100.00,,,0.41,-100.00,,,1.64,-100.00,,,0.09,-100.00,,,-0.34,-100.00,,,12.46,-100.00,,,1.77,,,,1.36,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,,,,0,0,0,,100000,111000,356000,,374000,415000,,,,,,,0,0,0,,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,10066000,10176000,27985000,28843000,32783000,33293000,33268000,35007000,35566000,36439000,36456000
BalanceNonshareCapital_yy,,,,,,,,,,,,,274.00,273.87,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,15386.15,15555.38,42953.85,44273.85,225.68,227.17,18.88,21.37,8.49,9.45,9.58
BalanceNonshareCapital_sy,,,,,,,,,,,,,9.38,73.26,37.08,,-23.10,-64.09,,,,,,,,,,,,,,,,,,,,,,,10.87,10.22,0.39,-1.87,-0.06,-5.72,-15.73,5.39,6.38,4.73,4.46
BalanceNonshareCapital_qq,,,,,,,,,,11.00,220.72,-100.00,,10.96,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,15386.15,1.09,175.01,3.07,13.66,1.56,-0.08,5.23,1.60,2.45,0.05
BalanceNonshareCapital_sq,,,,,,,,,,-3.94,46.74,-100.00,,10.96,-3.49,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,,-0.52,0.32,-9.68,0.84,-0.08,2.65,8.95,,2.44
BalanceNoncurrentLiabilities,38000,36000,33000,,55000,64000,322000,,3779000,3928000,3662000,,3635000,3468000,9696000,,10834000,10166000,9615000,,9017000,8952000,7772000,,7366000,6911000,6317000,5923000,5500000,5064000,4653000,4499000,10961000,9897000,11353000,11314000,11669000,9105000,9771000,9752000,6853000,8557000,7156000,14551000,9409000,11555000,11416000,3578000,14527000,20660000,25929000
BalanceNoncurrentLiabilities_yy,,,,,44.74,77.78,875.76,,6770.91,6037.50,1037.27,,-3.81,-11.71,164.77,,198.05,193.14,-0.84,,-16.77,-11.94,-19.17,,-18.31,-22.80,-18.72,,-25.33,-26.73,-26.34,-24.04,99.29,95.44,143.99,151.48,6.46,-8.00,-13.93,-13.81,-41.27,-6.02,-26.76,49.21,37.30,35.04,59.53,-75.41,54.39,78.80,127.13
BalanceNoncurrentLiabilities_sy,,,,,-11.62,20.97,70.54,,103.82,24.91,2.81,,5.76,8.86,9.94,,21.73,48.83,17.09,,8.54,7.75,11.76,,12.25,9.52,7.94,,-8.01,-12.04,-7.94,-3.10,-1.22,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,-5.26,-8.33,-100.00,,16.36,403.12,-100.00,,3.94,-6.77,-100.00,,-4.59,179.58,-100.00,,-6.17,-5.42,-100.00,,-0.72,-13.18,-100.00,,-6.18,-8.59,-6.24,-7.14,-7.93,-8.12,-3.31,143.63,-9.71,14.71,-0.34,3.14,-21.97,7.31,-0.19,-29.73,24.87,-16.37,103.34,-35.34,22.81,-1.20,-68.66,306.01,42.22,25.50
BalanceNoncurrentLiabilities_sq,,-4.66,3.90,-100.00,,1.34,4.80,-100.00,,0.63,-5.67,-100.00,,-0.82,1.40,-100.00,,-2.88,-2.64,-100.00,,-1.59,2.32,-100.00,,-2.61,-1.55,-3.01,-3.12,-3.19,-0.56,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,36000,33000,,29000,27000,25000,,3248000,3187000,3062000,,2876000,2783000,6364000,,7209000,6708000,6204000,,5197000,5197000,4191000,,3186000,2683000,2180000,1677000,1174000,671000,167000,,6380000,5459000,6702000,6735000,6669000,4133000,3882000,3773000,793000,2531000,1142000,8452000,4394000,6999000,6929000,1431000,12589000,20575000,24337000
BalanceNoncurrentBorrowings_yy,,,,,,-25.00,-24.24,,11100.00,11703.70,12148.00,,-11.45,-12.68,107.84,,150.66,141.03,-2.51,,-27.91,-22.53,-32.45,,-38.70,-48.37,-47.98,,-63.15,-74.99,-92.34,-100.00,443.44,713.56,3913.17,,4.53,-24.29,-42.08,-43.98,-88.11,-38.76,-70.58,124.01,454.10,176.53,506.74,-83.07,186.50,193.97,251.23
BalanceNoncurrentBorrowings_sy,,,,,,-25.00,7.20,,158.88,203.74,108.59,,-1.34,5.09,-0.21,,-1.67,,7.60,,-7.34,3.86,-18.44,,-4.84,-12.40,-14.51,,-10.32,-10.22,-7.34,19.92,4.63,14.73,-14.58,,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,-8.33,-100.00,,-6.90,-7.41,-100.00,,-1.88,-3.92,-100.00,,-3.23,128.67,-100.00,,-6.95,-7.51,-100.00,,,-19.36,-100.00,,-15.79,-18.75,-23.07,-29.99,-42.84,-75.11,-100.00,,-14.44,22.77,0.49,-0.98,-38.03,-6.07,-2.81,-78.98,219.17,-54.88,640.11,-48.01,59.29,-1.00,-79.35,779.73,63.44,18.28
BalanceNoncurrentBorrowings_sq,,,-8.33,-100.00,,-5.15,-6.06,-100.00,,-1.08,-0.05,-100.00,,0.76,0.13,-100.00,,-2.58,,-100.00,,,-2.65,-100.00,,-4.68,-2.64,-6.67,-3.16,-5.58,-1.70,-1.30,,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,0,0,0,,26000,37000,297000,,531000,741000,600000,,759000,685000,3332000,,3625000,3458000,3411000,,3820000,3755000,3581000,,4180000,4228000,4137000,4246000,4326000,4393000,4486000,4499000,4581000,4438000,4651000,4579000,5000000,4972000,5889000,5979000,6060000,6026000,6014000,6099000,5015000,4556000,4487000,2147000,1938000,85000,1592000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,,1942.31,1902.70,102.02,,42.94,-7.56,455.33,,377.60,404.82,2.37,,5.38,8.59,4.98,,9.42,12.60,15.53,,3.49,3.90,8.44,5.96,5.89,1.02,3.68,1.78,9.15,12.03,26.62,30.57,21.20,21.20,2.12,2.01,-17.24,-24.39,-25.39,-64.80,-61.36,-98.13,-64.52
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,,-1.28,,10.75,,100.00,48.46,25.00,,80.53,55.75,42.58,,7.20,9.49,20.22,,10.77,10.94,2.28,,6.85,-2.87,3.07,0.12,9.44,1.17,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,,,,,42.31,702.70,-100.00,,39.55,-19.03,-100.00,,-9.75,386.42,-100.00,,-4.61,-1.36,-100.00,,-1.70,-4.63,-100.00,,1.15,-2.15,2.63,1.88,1.55,2.12,0.29,1.82,-3.12,4.80,-1.55,9.19,-0.56,18.44,1.53,1.35,-0.56,-0.20,1.41,-17.77,-9.15,-1.51,-52.15,-9.73,-95.61,1772.94
BalanceNoncurrentOtherLiabilities_sq,,,,,,0.18,61.76,-100.00,,5.22,-2.83,-100.00,,-1.16,-1.04,-100.00,,-2.53,-10.13,-100.00,,-0.51,-2.28,-100.00,,0.01,0.21,2.08,-1.01,-2.06,-0.85,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,640000,1054000,284000,,306000,1977000,5179000,,18869000,22573000,33502000,,27184000,24531000,19677000,,17839000,20408000,21000000,,14496000,16932000,22063000,,25552000,31324000,31749000,30745000,23298000,30456000,32514000,30283000,17202000,25535000,27084000,30303000,16420000,27915000,32634000,30752000,16471000,33293000,32980000,31613000,32519000,36519000,45480000,71495000,56888000,69338000,77612000
BalanceCurrentLiabilities_yy,,,,,-52.19,87.57,1723.59,,6066.34,1041.78,546.88,,44.07,8.67,-41.27,,-34.38,-16.81,6.72,,-18.74,-17.03,5.06,,76.27,85.00,43.90,,-8.82,-2.77,2.41,-1.50,-26.17,-16.16,-16.70,0.07,-4.55,9.32,20.49,1.48,0.31,19.27,1.06,2.80,97.43,9.69,37.90,126.16,74.94,89.87,70.65
BalanceCurrentLiabilities_sy,,,,,-8.80,55.42,44.90,,23.06,21.53,6.53,,53.90,37.56,1.30,,0.40,6.41,26.99,,20.82,31.94,20.40,,8.51,13.72,20.43,,3.67,6.62,4.48,9.65,10.73,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,64.69,-73.06,-100.00,,546.08,161.96,-100.00,,19.63,48.42,-100.00,,-9.76,-19.79,-100.00,,14.40,2.90,-100.00,,16.80,30.30,-100.00,,22.59,1.36,-3.16,-24.22,30.72,6.76,-6.86,-43.20,48.44,6.07,11.89,-45.81,70.01,16.90,-5.77,-46.44,102.13,-0.94,-4.14,2.87,12.30,24.54,57.20,-20.43,21.89,11.93
BalanceCurrentLiabilities_sq,,10.76,-18.58,-100.00,,16.28,23.77,-100.00,,13.98,1.58,-100.00,,-1.66,0.82,-100.00,,-5.50,8.68,-100.00,,1.15,-2.11,-100.00,,3.18,0.16,-4.23,3.00,-0.50,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,640000,291000,232000,,221000,884000,5110000,,4364000,6661000,31035000,,10629000,11734000,12442000,,8935000,11813000,11505000,,6347000,11243000,10179000,,12868000,14518000,11092000,13162000,8318000,13091000,13858000,12576000,9982000,15677000,13343000,16636000,6632000,15394000,15572000,16697000,3176000,14434000,13235000,13256000,13775000,19937000,20877000,27564000,23599000,33095000,24160000
BalanceCurrentTradePayablesv_yy,,,,,-65.47,203.78,2102.59,,1874.66,653.51,507.34,,143.56,76.16,-59.91,,-15.94,0.67,-7.53,,-28.96,-4.83,-11.53,,102.74,29.13,8.97,,-35.36,-9.83,24.94,-4.45,20.00,19.75,-3.72,32.28,-33.56,-1.81,16.71,0.37,-52.11,-6.24,-15.01,-20.61,333.72,38.13,57.74,107.94,71.32,66.00,15.73
BalanceCurrentTradePayablesv_sy,,,,,-18.12,77.80,32.23,,18.58,29.67,16.49,,18.72,30.85,-4.89,,3.51,2.28,19.68,,-2.41,21.27,6.64,,6.78,15.36,13.98,,4.28,3.59,2.88,-0.10,14.14,10.21,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,-54.53,-20.27,-100.00,,300.00,478.05,-100.00,,52.64,365.92,-100.00,,10.40,6.03,-100.00,,32.21,-2.61,-100.00,,77.14,-9.46,-100.00,,12.82,-23.60,18.66,-36.80,57.38,5.86,-9.25,-20.63,57.05,-14.89,24.68,-60.13,132.12,1.16,7.22,-80.98,354.47,-8.31,0.16,3.92,44.73,4.71,32.03,-14.38,40.24,-27.00
BalanceCurrentTradePayablesv_sq,,-12.60,-29.50,-100.00,,10.05,7.10,-100.00,,32.18,-4.10,-100.00,,4.74,1.50,-100.00,,-1.74,7.23,-100.00,,-1.46,-3.96,-100.00,,-1.26,0.33,-11.47,7.59,0.56,3.18,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,8000,8000,,9000,9000,9000,,281000,1112000,2231000,,373000,1874000,1200000,,2023000,2019000,2198000,,2372000,3245000,6021000,,5952000,7049000,7743000,6993000,8166000,7982000,8451000,7953000,2539000,3545000,3049000,2073000,757000,1475000,1463000,1512000,751000,1248000,750000,828000,799000,612000,1177000,4165000,950000,117000,1935000
BalanceCurrentBorrowings_yy,,,,,,12.50,12.50,,3022.22,12255.56,24688.89,,32.74,68.53,-46.21,,442.36,7.74,83.17,,17.25,60.72,173.93,,150.93,117.23,28.60,,37.20,13.24,9.14,13.73,-68.91,-55.59,-63.92,-73.93,-70.19,-58.39,-52.02,-27.06,-0.79,-15.39,-48.74,-45.24,6.39,-50.96,56.93,403.02,18.90,-80.88,64.40
BalanceCurrentBorrowings_sy,,,,,,12.50,12.50,,-28.51,-6.87,-10.34,,21.83,54.61,0.76,,-17.32,7.74,8.02,,-13.42,31.55,21.53,,5.98,3.41,8.71,,21.76,13.24,8.08,7.70,-3.46,20.23,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,,,-100.00,,,,-100.00,,295.73,100.63,-100.00,,402.41,-35.97,-100.00,,-0.20,8.87,-100.00,,36.80,85.55,-100.00,,18.43,9.85,-9.69,16.77,-2.25,5.88,-5.89,-68.07,39.62,-13.99,-32.01,-63.48,94.85,-0.81,3.35,-50.33,66.18,-39.90,10.40,-3.50,-23.40,92.32,253.87,-77.19,-87.68,1553.85
BalanceCurrentBorrowings_sq,,,,-100.00,,,,-100.00,,0.38,22.50,-100.00,,-3.36,12.83,-100.00,,-14.24,5.38,-100.00,,-1.81,-3.56,-100.00,,4.68,11.95,2.41,-3.47,-1.07,8.55,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
