,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow
ATL,35801000.0,22873000.0,,7163000.0,5764000.0,342000.0,4000.0,6101000.0,485000.0,-6927000.0,,-7066000.0,,-7066000.0,,-7129000.0,-7129000.0,830415000.0,401000.0,706468000.0,,90971000.0,466266000.0,242293000.0,19646000.0,,67956000.0,,45069000.0,954690000.0,1734000.0,,836825000.0,2941000.0,344349000.0,,330507000.0,,,43811000.0,365419000.0,132000000.0,,,236927000.0,,2075392000.0,,,,50570000.0,,-3309000.0,2380000.0,-9244000.0,,,-30978000.0
ATM,42063000.0,29380000.0,,6401000.0,3710000.0,5000.0,117000.0,3598000.0,-20000.0,1768000.0,,1810000.0,,1810000.0,,215000.0,215000.0,372772000.0,2964000.0,332718000.0,54000.0,528000.0,161484000.0,12813000.0,65629000.0,273000.0,1871000.0,1463000.0,122053000.0,101137000.0,34397000.0,-23000.0,176240000.0,0.0,102138000.0,16057000.0,106688000.0,,,46393000.0,17629000.0,33494000.0,,,2467000.0,,371334000.0,,,,5897000.0,5163000.0,-8745000.0,12346000.0,2299000.0,,,3100000.0
ATP,58385000.0,49036000.0,4724000.0,1963000.0,2662000.0,267000.0,200000.0,2729000.0,256000.0,690000.0,,2295000.0,,2295000.0,,1813000.0,1813000.0,45976000.0,2936000.0,,132000.0,698000.0,121560000.0,62601000.0,,,,,161054000.0,66415000.0,,33578000.0,267000.0,42682000.0,,51453000.0,,,2932000.0,42617000.0,,,,2896000.0,,112220000.0,,,,,1180000.0,659000.0,-94000.0,75000.0,-14854000.0,,,-133000.0
ATR,26518000.0,23023000.0,,3334000.0,161000.0,434000.0,57000.0,538000.0,54000.0,80000.0,,512000.0,,512000.0,,265000.0,265000.0,37589000.0,2816000.0,28925000.0,635000.0,259000.0,21225000.0,3764000.0,72183000.0,,6002000.0,532000.0,,96555000.0,48392000.0,4615000.0,,1393000.0,12963000.0,,3528000.0,,,6339000.0,27670000.0,21998000.0,5136000.0,,,,94412000.0,,,,4227000.0,692000.0,-116000.0,184000.0,-2729000.0,,,7709000.0
ATS,2311000.0,,,339000.0,-70000.0,0.0,1000.0,-116000.0,19000.0,,-96000.0,,-96000.0,,-105000.0,-105000.0,,88719000.0,,34032000.0,9426000.0,78000.0,190000.0,0.0,23451000.0,71382000.0,3006000.0,187000.0,,74028000.0,12400000.0,,1798000.0,,2055000.0,,0.0,,,981000.0,768000.0,,,,4938000.0,0.0,268371000.0,,,,6226000.0,9000.0,-11521000.0,1072000.0,,,-54000.0,
ATT,2226090000.0,1958978000.0,109351000.0,159981000.0,-2220000.0,23833000.0,30150000.0,-8537000.0,1169000.0,7417000.0,2819000.0,-11966000.0,,-11966000.0,-140000.0,9154000.0,-24366000.0,6613138000.0,493658000.0,6032393000.0,1830000.0,128528000.0,53640000.0,3627313000.0,923705000.0,1361265000.0,,4764000.0,0.0,1581318000.0,1142370000.0,195582000.0,,206881000.0,402197000.0,649417000.0,,307611000.0,,,624680000.0,2278262000.0,1159175000.0,588634000.0,,,210651000.0,5091000.0,10495074000.0,,92239000.0,119798000.0,-247507000.0,226216000.0,89012000.0,936000.0,1610000.0,105436000.0
AUG,-7502000.0,-2143000.0,,,-5359000.0,-2138000.0,-10240000.0,2743000.0,,354000.0,,3087000.0,,3087000.0,,2763000.0,2763000.0,285822000.0,973000.0,356095000.0,341000.0,1209000.0,36337000.0,257653000.0,,,1516000.0,,,357719000.0,142542000.0,102625000.0,,68539000.0,1620000.0,171396000.0,,80133000.0,,10718000.0,31160000.0,113998000.0,58376000.0,75402000.0,,10440000.0,20020000.0,,741145000.0,,129800000.0,1019000.0,78662000.0,-78662000.0,905000.0,,,1558000.0
AWB,81659000.0,79172000.0,861000.0,1930000.0,-304000.0,397000.0,120000.0,-27000.0,1000.0,19000.0,,617000.0,,617000.0,,402000.0,402000.0,47443000.0,13876000.0,23007000.0,59000.0,313000.0,26495000.0,2587000.0,112376000.0,10000.0,3437000.0,1040000.0,,2757000.0,6075000.0,,9487000.0,0.0,2842000.0,,2158000.0,,,6116000.0,107874000.0,89103000.0,23493000.0,,,,26750000.0,,,,9300000.0,651000.0,-63000.0,182000.0,-7306000.0,,,4937000.0
AWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,84191000.0,,,,32019000.0,3185000.0,6941000.0,28263000.0,,4269000.0,76000.0,-1401000.0,,-1401000.0,445000.0,11513000.0,11513000.0,156135000.0,869000.0,140923000.0,,7300000.0,15214000.0,446918000.0,31989000.0,3008000.0,13713000.0,3322000.0,,800674000.0,217401000.0,7385000.0,-816000.0,285405000.0,,262388000.0,,89697000.0,138161000.0,1219000.0,11127000.0,366400000.0,32099000.0,,,8907000.0,31905000.0,497825000.0,,,25267000.0,907000.0,-252000.0,331000.0,-34564000.0,,,-26853000.0
BAL,68016000.0,,,,4441000.0,332000.0,114000.0,1589000.0,703000.0,,83000.0,,83000.0,,1416000.0,1381000.0,,34392000.0,8740000.0,16128000.0,4042000.0,,,19048000.0,15728000.0,989000.0,7712000.0,,,107074000.0,5458000.0,2814000.0,-1685000.0,26542000.0,-87000.0,28430000.0,,,,194000.0,18074000.0,18641000.0,6417000.0,,,1790000.0,276000.0,98349000.0,,,803000.0,1783000.0,-1566000.0,474000.0,-90000.0,,-1540000.0,
BBD,13548000.0,,,,-2785000.0,199000.0,3461000.0,-7357000.0,547000.0,1199000.0,-1130000.0,-9139000.0,,-9139000.0,,15397000.0,15397000.0,207108000.0,24778000.0,816000.0,,6291000.0,322018000.0,230141000.0,6062000.0,24302000.0,,,418943000.0,249035000.0,52308000.0,,293085000.0,10609000.0,72382000.0,,,,14663000.0,169424000.0,10019000.0,116318000.0,,,21072000.0,14715000.0,425518000.0,,,,1977000.0,,-117000.0,117000.0,14678000.0,,,-5479000.0
BCM,30368000.0,26398000.0,1370000.0,1188000.0,-90000.0,107000.0,14000.0,739000.0,94000.0,59000.0,,-117000.0,,-117000.0,,-144000.0,-144000.0,8399000.0,2153000.0,1987000.0,2348000.0,490000.0,1594000.0,34282000.0,364000.0,16876000.0,,8779000.0,17231000.0,,56221000.0,19488000.0,2020000.0,,17650000.0,,6790000.0,,1418000.0,,,10495000.0,23199000.0,8402000.0,,,1613000.0,254000.0,47940000.0,,9060000.0,557000.0,-1056000.0,1260000.0,-1710000.0,,,-1616000.0
BDL,1006000.0,479000.0,,21000.0,-21000.0,21000.0,0.0,-10000.0,8000.0,,1656000.0,,1656000.0,,-3163000.0,-3392000.0,,54024000.0,435000.0,,4742000.0,1497000.0,51045000.0,569000.0,21408000.0,13000.0,1341000.0,,4397000.0,14013000.0,26000000.0,,0.0,,6761000.0,,31169000.0,,,3001000.0,16229000.0,3558000.0,,,707000.0,673000.0,47191000.0,,,,550000.0,62000.0,1000.0,6665000.0,0.0,,,
BDX,1367552000.0,1264083000.0,7498000.0,40316000.0,55655000.0,15312000.0,15869000.0,55098000.0,6260000.0,5594000.0,,62079000.0,,62079000.0,,48588000.0,47891000.0,714608000.0,102150000.0,10878000.0,37221000.0,406209000.0,2888404000.0,633583000.0,1124985000.0,248783000.0,76705000.0,23136000.0,3879016000.0,410719000.0,145848000.0,,95062000.0,163047000.0,,132072000.0,,,286172000.0,2652487000.0,1351651000.0,23310000.0,,,29975000.0,2028801000.0,,,,,296702000.0,7195000.0,-6525000.0,3508000.0,-50803000.0,,0.0,634899000.0
BDZ,18051000.0,24646000.0,,,8302000.0,433000.0,733000.0,8002000.0,467000.0,6255000.0,6300000.0,,6300000.0,,5036000.0,5036000.0,,97074000.0,66000.0,199053000.0,15993000.0,697000.0,12216000.0,2436000.0,11933000.0,,463000.0,353000.0,,147885000.0,88711000.0,37728000.0,,40157000.0,,352520000.0,5597000.0,289099000.0,,,31283000.0,34872000.0,,,,2811000.0,74000.0,121423000.0,,,-11013000.0,2184000.0,-308000.0,344000.0,-345000.0,,,-16770000.0
BFT,91732000.0,64056000.0,4880000.0,6310000.0,16486000.0,232000.0,305000.0,16413000.0,1095000.0,462000.0,,23094000.0,,23094000.0,,17641000.0,17670000.0,129319000.0,9731000.0,17794000.0,94112000.0,38733000.0,8759000.0,80736000.0,3091000.0,67608000.0,,58698000.0,8668000.0,750000.0,762035000.0,238149000.0,2859000.0,3861000.0,-12000.0,154000.0,,87000.0,,,67000.0,37453000.0,17430000.0,120000.0,,,6291000.0,11363000.0,135279000.0,,15651000.0,2677000.0,-21514000.0,15096000.0,-16070000.0,,302000.0,
BIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO,81403000.0,46204000.0,16829000.0,11021000.0,7349000.0,2108000.0,1850000.0,7607000.0,-4677000.0,-3290000.0,,11810000.0,,11810000.0,,-2793000.0,-2857000.0,1649077000.0,476105000.0,342448000.0,8204000.0,35965000.0,360065000.0,97991000.0,215622000.0,11880000.0,32540000.0,9916000.0,778884000.0,1146410000.0,1058075000.0,,59737000.0,177729000.0,149426000.0,,85282000.0,,,102090000.0,252388000.0,10042000.0,,,3056000.0,,2064772000.0,,,,6413000.0,7268000.0,-8978000.0,10854000.0,-7664000.0,,,-1907000.0
BKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMC,26638000.0,23139000.0,131000.0,1178000.0,2190000.0,201000.0,434000.0,1957000.0,38000.0,1780000.0,,-25000.0,,-25000.0,-139000.0,1232000.0,1232000.0,105394000.0,345000.0,99416000.0,744000.0,51000.0,8680000.0,61950000.0,20416000.0,30405000.0,76000.0,627000.0,4846000.0,46593000.0,22489000.0,4280000.0,,21852000.0,,12495000.0,11155000.0,,,,15359000.0,82741000.0,23525000.0,41728000.0,,,33165000.0,1060000.0,189477000.0,,9487000.0,6013000.0,-179000.0,229000.0,-8848000.0,,1500000.0,-156000.0
BML,8852000.0,3096000.0,874000.0,2232000.0,391000.0,-60000.0,27000.0,304000.0,22000.0,312000.0,-279000.0,-2362000.0,,-101000.0,,-407000.0,-407000.0,44044000.0,1014000.0,37357000.0,1771000.0,1063000.0,2898000.0,78662000.0,55859000.0,6518000.0,5683000.0,606000.0,189000.0,,135128000.0,37482000.0,4426000.0,,62613000.0,,36984000.0,33778000.0,,,2726000.0,21453000.0,11503000.0,6639000.0,,,18876000.0,536000.0,97763000.0,,-1294000.0,691000.0,-27833000.0,386000.0,-2327000.0,2140000.0,7000.0,
BOW,181464000.0,,,,997000.0,2020000.0,433000.0,2584000.0,928000.0,1339000.0,,2173000.0,,2173000.0,,1642000.0,1567000.0,110069000.0,1305000.0,97970000.0,,1713000.0,10877000.0,233344000.0,103539000.0,123166000.0,684000.0,8355000.0,2718000.0,35000.0,327827000.0,90891000.0,1951000.0,-12029000.0,89713000.0,3391000.0,100927000.0,,79034000.0,,,23408000.0,249970000.0,108689000.0,,,580000.0,134000.0,432078000.0,,4835000.0,753000.0,-244000.0,598000.0,725000.0,,,5315000.0
BRA,,,,755000.0,-755000.0,18000.0,0.0,-1228000.0,66000.0,-2000.0,,-5911000.0,,-5911000.0,,-5931000.0,-5931000.0,2667000.0,1168000.0,1396000.0,60000.0,,284000.0,12554000.0,198000.0,655000.0,40000.0,2498000.0,951000.0,,50606000.0,22838000.0,917000.0,,100478000.0,,16039000.0,,,,60000.0,130000.0,116000.0,,,,0.0,4978000.0,49500000.0,,-462000.0,88000.0,92000.0,60000.0,-38000.0,-1000.0,,-7488000.0
BRG,35533000.0,26450000.0,2524000.0,687000.0,5872000.0,74000.0,31000.0,5915000.0,-319000.0,3000.0,,5593000.0,,5593000.0,,4514000.0,4514000.0,18355000.0,7261000.0,5408000.0,4000.0,,1935000.0,25940000.0,11655000.0,,11774000.0,1210000.0,,109043000.0,84993000.0,17550000.0,,64039000.0,,154000.0,,,,87000.0,16731000.0,9088000.0,320000.0,,,638000.0,11000.0,95221000.0,,,-4493000.0,375000.0,-32000.0,36000.0,-3766000.0,,5265000.0,4304000.0
BRS,1249033000.0,1129311000.0,25155000.0,51459000.0,43108000.0,5229000.0,2872000.0,45465000.0,5738000.0,14913000.0,,52351000.0,,52351000.0,2631000.0,56776000.0,40343000.0,1585222000.0,68265000.0,0.0,32781000.0,46212000.0,1525660000.0,673401000.0,848940000.0,125650000.0,6682000.0,54000.0,2048305000.0,704240000.0,228906000.0,-109612000.0,77953000.0,196660000.0,,166116000.0,,,101616000.0,1418361000.0,711004000.0,756207000.0,,40618000.0,4106000.0,2833032000.0,,,,,91635000.0,41329000.0,-40822000.0,33898000.0,-27577000.0,110000000.0,,-55087000.0
BSC,38516000.0,,,,5592000.0,1128000.0,647000.0,7780000.0,321000.0,230000.0,,7922000.0,,7922000.0,,6408000.0,6408000.0,108298000.0,2448000.0,121997000.0,,,2856000.0,121476000.0,38062000.0,65990000.0,14938000.0,27803000.0,958000.0,,76023000.0,9808000.0,,123638000.0,,22735000.0,,11291000.0,,,10099000.0,23433000.0,10997000.0,2121000.0,,,8973000.0,1096000.0,280577000.0,,137000.0,2175000.0,-274000.0,7479000.0,-1020000.0,,5884000.0,1421000.0
BST,23479000.0,,,,10974000.0,49000.0,134000.0,11790000.0,459000.0,2483000.0,,9766000.0,,9766000.0,,22209000.0,22127000.0,304905000.0,20617000.0,,1516000.0,497000.0,143774000.0,8000.0,922502000.0,1816000.0,83000.0,,234260000.0,237596000.0,23019000.0,4200000.0,,556000.0,,30093000.0,,,20869000.0,10183000.0,47850000.0,,,369000.0,155000.0,101839000.0,,,,,-5857000.0,467000.0,-675000.0,860000.0,42824000.0,54887000.0,,36022000.0
BTM,22061000.0,10514000.0,9204000.0,1849000.0,494000.0,376000.0,497000.0,747000.0,4000.0,64000.0,,711000.0,,2911000.0,,3843000.0,3843000.0,13673000.0,223000.0,,,532000.0,26951000.0,27800000.0,7262000.0,,133000.0,,118229000.0,30465000.0,71250000.0,,1876000.0,,2393000.0,0.0,,,2954000.0,29705000.0,25879000.0,22208000.0,,,1679000.0,0.0,,,,,1135000.0,622000.0,-953000.0,953000.0,-375000.0,,,422000.0
BWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,944733000.0,641316000.0,235930000.0,,67487000.0,-1831000.0,695000.0,67957000.0,942000.0,3956000.0,2718000.0,41886000.0,,41886000.0,,35811000.0,35811000.0,570084000.0,167853000.0,850000.0,43000.0,3013000.0,1159684000.0,972219000.0,538691000.0,,140288000.0,,,110358000.0,27472000.0,,508412000.0,,472051000.0,,660042000.0,,,412986000.0,309814000.0,260029000.0,,,15289000.0,,2476229000.0,,,,-31936000.0,9064000.0,-2746000.0,3052000.0,17375000.0,,0.0,11050000.0
CCC,416175000.0,217250000.0,156534000.0,7125000.0,35266000.0,4148000.0,6035000.0,52228000.0,2307000.0,6047000.0,,121300000.0,,121300000.0,,114000000.0,114000000.0,863352000.0,287400000.0,,,5744000.0,586326000.0,570788000.0,130600000.0,,28000.0,,301978000.0,292022000.0,3840000.0,,76411000.0,,251602000.0,,,,735000.0,199530000.0,86770000.0,200651000.0,,,23637000.0,2600000.0,1794230000.0,,,,26114000.0,9569000.0,-33213000.0,33241000.0,37974000.0,,,158900000.0
CCE,496000.0,,,,113000.0,61000.0,40000.0,85000.0,222000.0,,-1532000.0,,-1532000.0,,-1955000.0,-1955000.0,,24159000.0,,,,65000.0,105975000.0,500000.0,769000.0,,388000.0,,60100000.0,49331000.0,68560000.0,,41459000.0,,,,,,,27020000.0,,250000.0,,,9801000.0,35136000.0,,,,,5000.0,,,,,,,5000.0
CDL,43766000.0,,,,4692000.0,318000.0,-131000.0,5141000.0,-311000.0,294000.0,,4536000.0,,4536000.0,,3628000.0,3628000.0,27677000.0,1268000.0,23429000.0,1887000.0,,1495000.0,57608000.0,34913000.0,18812000.0,45000.0,14031000.0,810000.0,,112151000.0,38855000.0,2527000.0,-200000.0,50859000.0,,15558000.0,,13700000.0,,2395000.0,362000.0,51825000.0,19661000.0,26638000.0,,1449000.0,4027000.0,50000.0,135043000.0,5136000.0,626000.0,-212000.0,227000.0,-2986000.0,,,10840000.0
CDR,40153000.0,25963000.0,5601000.0,3945000.0,4644000.0,336000.0,57000.0,4923000.0,469000.0,147000.0,,5245000.0,,5245000.0,,1474000.0,1586000.0,106670000.0,92680000.0,,20000.0,20000.0,107312000.0,67197000.0,82173000.0,475400000.0,,0.0,10117000.0,123412000.0,94950000.0,,123946000.0,,,561000.0,,,22000.0,49971000.0,28870000.0,401000.0,,,56697000.0,3598000.0,908735000.0,,,,4718000.0,804000.0,-1102000.0,1416000.0,-340000.0,,,41240000.0
CEZ,8002008000.0,,,,941770000.0,,389409000.0,552361000.0,-227101000.0,,,1422994000.0,,1422994000.0,,1123862000.0,1116729000.0,76468209000.0,3192294000.0,65146101000.0,,,9406556000.0,1369133000.0,6531404000.0,8246784000.0,6998587000.0,535392000.0,4994000.0,,7763873000.0,-927572000.0,,925824000.0,39496885000.0,,25448055000.0,,,11088829000.0,16177422000.0,13467894000.0,,,,2312224000.0,74099205000.0,,,,3891632000.0,1307713000.0,-762573000.0,1130606000.0,-5489847000.0,,2739000.0,-275155000.0
CFI,2785000.0,1899000.0,,,9112000.0,14753000.0,1611000.0,22254000.0,-782000.0,2306000.0,,6140000.0,,6140000.0,,6109000.0,6222000.0,117926000.0,26000.0,717246000.0,21756000.0,29563000.0,6094000.0,,16979000.0,,1979000.0,650000.0,,129406000.0,22323000.0,26856000.0,-1705000.0,24443000.0,11725000.0,1163171000.0,,,,6426000.0,18418000.0,9926000.0,12521000.0,,,2530000.0,,129149000.0,,,240000.0,456000.0,-10000.0,0.0,-1182000.0,,,617000.0
CHS,38435000.0,33374000.0,610000.0,2361000.0,2090000.0,101000.0,-66000.0,2257000.0,82000.0,358000.0,,121000.0,,121000.0,,-179000.0,33000.0,71334000.0,14811000.0,47068000.0,,502000.0,34494000.0,5044000.0,57316000.0,,7440000.0,1324000.0,,212246000.0,,,3750000.0,,5490000.0,,914000.0,,,4509000.0,73868000.0,44767000.0,22397000.0,,,0.0,15701000.0,,,,-2503000.0,861000.0,-4298000.0,4339000.0,5671000.0,,,-2456000.0
CIE,786305000.0,642142000.0,49208000.0,36572000.0,58383000.0,15792000.0,12550000.0,61625000.0,-6503000.0,42625000.0,68000.0,12565000.0,,12565000.0,-8912000.0,119332000.0,116801000.0,2401346000.0,132613000.0,2085684000.0,90381000.0,39742000.0,52926000.0,1150609000.0,219676000.0,594967000.0,1129000.0,132076000.0,,3622000.0,3205697000.0,994774000.0,287614000.0,,480705000.0,-4072000.0,1844005000.0,,1495658000.0,,23097000.0,322499000.0,742462000.0,557304000.0,50350000.0,,3912000.0,130896000.0,,4029008000.0,86333000.0,53677000.0,-15666000.0,37732000.0,210000.0,9000.0,42555000.0,
CIG,9204000.0,5592000.0,3238000.0,1705000.0,-1331000.0,103000.0,-175000.0,-1053000.0,1000.0,346000.0,,-1398000.0,,-1398000.0,,-1559000.0,-1559000.0,74377000.0,44632000.0,1180000.0,,,25382000.0,18969000.0,3431000.0,5068000.0,1622000.0,2703000.0,,65956000.0,57772000.0,1265000.0,,20534000.0,,9165000.0,,,,,3525000.0,19930000.0,3953000.0,,,262000.0,0.0,65956000.0,,,3696000.0,1999000.0,-7000000.0,2000.0,3748000.0,,,-2326000.0
CLE,51843000.0,48778000.0,2913000.0,4145000.0,-3993000.0,370000.0,3786000.0,-4972000.0,27000.0,82583000.0,,-87527000.0,,-87527000.0,,-86666000.0,-86082000.0,362225000.0,8605000.0,181559000.0,,32000.0,5394000.0,169340000.0,37089000.0,65452000.0,157335000.0,14458000.0,,582107000.0,45750000.0,1716000.0,,34559000.0,-4055000.0,77445000.0,22914000.0,,,87802000.0,172672000.0,20728000.0,118839000.0,,,16599000.0,,509980000.0,,,64985000.0,8220000.0,-246000.0,2512000.0,-10443000.0,,,-45000.0
CLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMP,105024000.0,68756000.0,12820000.0,17062000.0,6386000.0,1571000.0,1449000.0,6508000.0,108000.0,1153000.0,,-2595000.0,4223000.0,0.0,16435000.0,16131000.0,,465103000.0,427841000.0,1412000.0,57928000.0,6956000.0,257972000.0,52830000.0,163381000.0,12660000.0,12731000.0,,594532000.0,410537000.0,14795000.0,-80885000.0,8802000.0,13383000.0,,29146000.0,,,9236000.0,271139000.0,5245000.0,,,5969000.0,14395000.0,565151000.0,,,,,-649000.0,3517000.0,-8008000.0,4070000.0,-13103000.0,,1413000.0,14793000.0
CMR,233482000.0,197345000.0,21585000.0,17084000.0,-2532000.0,952000.0,1265000.0,-2845000.0,,18252000.0,-1515000.0,14664000.0,,14664000.0,,14235000.0,10540000.0,518633000.0,126533000.0,361738000.0,240000.0,699000.0,27012000.0,605031000.0,61200000.0,376844000.0,14000.0,232463000.0,,5598000.0,1410708000.0,834357000.0,8133000.0,,153470000.0,16848000.0,239999000.0,,187743000.0,,5610000.0,71507000.0,47999000.0,1531000.0,1499000.0,,4465000.0,10995000.0,331084000.0,,33239000.0,16768000.0,-10212000.0,13149000.0,-11401000.0,74000.0,,-55874000.0
CNG,58660000.0,43021000.0,,10345000.0,5294000.0,308000.0,355000.0,5247000.0,-264000.0,1027000.0,,-5364000.0,,-5364000.0,,-3742000.0,-3742000.0,145516000.0,21599000.0,,33000.0,5392000.0,157775000.0,101522000.0,38444000.0,,581000.0,,320733000.0,202037000.0,46894000.0,,,31702000.0,,13639000.0,,,8186000.0,42504000.0,22672000.0,,,1050000.0,,0.0,,,,,9687000.0,3450000.0,-1108000.0,1145000.0,-17884000.0,,4689000.0,1404000.0
CNT,30306000.0,28259000.0,,1101000.0,946000.0,535000.0,736000.0,745000.0,726000.0,15000.0,0.0,-207000.0,,-207000.0,,1945000.0,1640000.0,9713000.0,44000.0,3723000.0,,924000.0,23695000.0,173000.0,18169000.0,,16079000.0,1487000.0,2616000.0,88115000.0,52964000.0,36360000.0,13517000.0,,2418000.0,1201000.0,987000.0,,,5429000.0,24423000.0,27798000.0,21508000.0,,,101210000.0,33186000.0,,,,6809000.0,136000.0,10228000.0,0.0,-3815000.0,,,-5958000.0
COG,343035000.0,315745000.0,10232000.0,8193000.0,8865000.0,654000.0,3369000.0,6150000.0,129000.0,21189000.0,47000.0,13346000.0,,13346000.0,,26638000.0,25200000.0,412701000.0,12359000.0,277000.0,117000.0,3656000.0,463472000.0,187452000.0,245857000.0,141000.0,906000.0,795000.0,644446000.0,174392000.0,132444000.0,,184630000.0,15523000.0,,15211000.0,,,22231000.0,237294000.0,247791000.0,118490000.0,,,7813000.0,0.0,,,,,23626000.0,8868000.0,-3102000.0,3455000.0,-34954000.0,,-2613000.0,-10514000.0
COL,222916000.0,149725000.0,42766000.0,13463000.0,16962000.0,6133000.0,1762000.0,21333000.0,410000.0,2324000.0,,19949000.0,,19949000.0,,21637000.0,21637000.0,695931000.0,298800000.0,,,38950000.0,224190000.0,87170000.0,207895000.0,8208000.0,3181000.0,13661000.0,807249000.0,669073000.0,30346000.0,-27717000.0,0.0,70906000.0,,,,,36635000.0,79152000.0,,,,43837000.0,,821759000.0,,,,,18559000.0,6773000.0,-10973000.0,12974000.0,-6863000.0,,,-7154000.0
CPA,9374000.0,375000.0,,1377000.0,9382000.0,1000.0,0.0,-3245000.0,6000.0,14000.0,-49000.0,,-49000.0,,-43000.0,-43000.0,,82880000.0,301000.0,188000.0,138000.0,113702000.0,1761000.0,,2538000.0,49502000.0,7231000.0,60000.0,,55046000.0,58562000.0,24440000.0,,31008000.0,,12978000.0,,,,,17854000.0,45000.0,10000.0,6102000.0,,167000.0,,61276000.0,,,-505000.0,3000.0,150000.0,6000.0,,,,-1164000.0
CPD,4520000.0,3093000.0,103000.0,6236000.0,-4912000.0,-574000.0,878000.0,52429000.0,300000.0,1946000.0,,27029000.0,,27029000.0,,28716000.0,28716000.0,447940000.0,84000.0,652058000.0,370000.0,60976000.0,110862000.0,13222000.0,7865000.0,,24642000.0,,434000.0,,3406000.0,,-215000.0,,35276000.0,1494000.0,150688000.0,56041000.0,,22557000.0,,53270000.0,,,90000.0,,553206000.0,,,,-9948000.0,,534000.0,-318000.0,-1098000.0,,,-952000.0
CPG,10495000.0,1249000.0,,2018000.0,5626000.0,592000.0,-2267000.0,8485000.0,1324000.0,3036000.0,-2785000.0,3124000.0,,3124000.0,,4474000.0,4059000.0,1330867000.0,,1289738000.0,,24456000.0,16673000.0,159121000.0,35874000.0,25306000.0,5752000.0,112611000.0,,,1811074000.0,983471000.0,104744000.0,,870777000.0,71743000.0,676847000.0,,656514000.0,,,20333000.0,79013000.0,20372000.0,40867000.0,,,17774000.0,,1811074000.0,8000.0,92000.0,-4639000.0,3302000.0,161449000.0,132355000.0,2246000.0,-77734000.0
CPL,2559000.0,,,,382000.0,42000.0,77000.0,-1775000.0,5000.0,16000.0,,-83000.0,,-83000.0,,-86000.0,-86000.0,8096000.0,17808000.0,186000.0,,,332000.0,5068000.0,,4073000.0,,1129000.0,,691000.0,748000.0,134000.0,,2549000.0,,323000.0,,,,,1534000.0,3752000.0,1480000.0,416000.0,,,519000.0,596000.0,17428000.0,,-782000.0,586000.0,-1738000.0,258000.0,547000.0,,197000.0,
CPS,677300000.0,,,,449100000.0,9900000.0,-26367000.0,32418000.0,2245000.0,0.0,79535000.0,,79535000.0,,42594000.0,42594000.0,,4455800000.0,3630301000.0,3400700000.0,,,4712000000.0,4274500000.0,519700000.0,1619800000.0,6700000.0,1577300000.0,472000000.0,,29751600000.0,10500000.0,,0.0,77000.0,46666000.0,,1243000.0,,,59309000.0,526741000.0,317953000.0,165078000.0,,,41970000.0,188402000.0,5502754000.0,,187700000.0,125000000.0,-51800000.0,101400000.0,-186000000.0,,0.0,-257900000.0
CRM,21664000.0,12133000.0,7904000.0,130000.0,1497000.0,-151000.0,499000.0,847000.0,437000.0,766000.0,,518000.0,,518000.0,,1106000.0,-1164000.0,166091000.0,2563000.0,29416000.0,-300000.0,222000.0,61621000.0,32626000.0,55641000.0,,17580000.0,785000.0,,12933000.0,11862000.0,,20320000.0,-845000.0,151701000.0,,,,,6888000.0,5922000.0,4161000.0,,,1380000.0,,269466000.0,,,,17254000.0,1401000.0,-6688000.0,-2447000.0,11500000.0,5531000.0,,-24708000.0
