,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CPZ_sy,-25.00,-6.06,-3.23,,,3.89,,-16.94,-2.86,1.07,16.04,-3.40,6.86,15.87,5.07,10.55,-1.83,3.20,-2.63,0.91,0.47,-3.98,-3.15,-1.35,-2.33,-13.36,-7.91,0.46,10.48,28.72,25.25,2.73,-2.59,-9.92,-6.05,5.31,6.64,8.72,5.58,5.04,0.41,4.64,2.44,,9.09,3.23,3.97,3.20
CPZ_qq,,,,,-10.26,-11.43,-18.28,-25.00,5.26,,10.00,4.55,7.25,6.76,-1.27,-10.26,-4.29,25.37,34.52,36.28,3.25,-4.40,-19.74,-23.77,-9.68,-14.29,29.17,18.28,32.73,34.93,-13.20,8.77,-7.53,-12.21,3.97,-5.10,2.68,5.88,8.64,1.70,8.38,6.19,-3.88,6.06,-8.10,-6.74,-1.11,1.69
CPZ_sq,,,,,-15.32,-10.95,,10.16,-0.97,,14.81,-8.29,9.55,0.46,4.11,-3.51,-2.73,5.61,-1.77,,-3.15,0.93,-0.92,1.86,-4.11,-10.48,5.32,11.11,5.45,4.31,2.48,-8.87,,-3.54,6.88,2.15,1.26,-1.66,3.80,1.63,-3.20,2.48,1.61,-0.79,5.60,-3.03,2.34,-1.53
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,10.58,-42.46,38.99,,,-11.23,,-6.55,-11.59,0.19,7.21,5.24,10.73,0.18,-2.85,-2.44,-8.81,-5.13,-6.69,-2.27,9.11,8.19,22.29,12.89,0.65,-2.12,-23.89,-26.28,-35.08,-24.59,37.62,54.66,118.97,116.78,24.71,30.94,7.92,-7.03,-4.97,-22.86,-29.58,-28.91,-12.84,-7.60,14.74,26.56,14.25,20.31
RZ_sy,52.83,-34.76,-13.88,,,-2.66,,19.64,-8.02,-12.02,-26.20,-35.97,-23.90,5.52,2.97,8.18,6.36,7.30,-1.75,8.05,16.17,8.08,13.91,7.41,3.13,-7.82,12.07,17.48,-6.45,5.85,-22.69,-24.91,-11.68,-6.91,5.42,1.37,4.72,-1.26,-11.26,-2.28,4.36,4.50,12.75,1.69,8.22,2.99,5.14,11.83
RZ_qq,,,,,3.28,-6.48,-5.11,1.96,-2.29,5.98,1.53,0.09,2.81,-4.11,-1.54,0.52,-3.90,-0.24,-3.16,5.28,7.29,-1.09,9.46,-2.81,-4.35,-3.81,-14.88,-5.86,-15.78,11.73,55.34,5.80,19.24,10.61,-10.63,11.09,-1.72,-4.71,-8.65,-9.82,-10.28,-3.81,12.00,-4.40,11.42,6.10,1.10,0.67
RZ_sq,,,,,12.04,-20.51,29.55,3.69,-13.87,-23.96,8.67,-10.03,2.38,5.42,6.04,-5.48,0.66,6.35,-2.90,3.95,8.23,-1.06,2.33,-1.98,3.91,-11.56,24.42,2.75,-17.25,0.06,-9.13,-0.20,-2.68,5.47,2.91,-4.03,0.54,-0.56,-7.51,5.68,7.37,-0.42,-0.21,-4.69,14.26,-5.24,1.88,1.38
CRZ,114000,198000,143000,155000,150000,161000,169000,166000,170000,160000,158000,158000,154000,160000,163000,162000,168000,169000,174000,166000,154000,156000,143000,147000,153000,159000,187000,199000,236000,211000,136000,129000,108000,97000,109000,98000,100000,105000,115000,127000,142000,148000,132000,138000,124000,117000,115000,115000
CRZ_yy,-9.52,73.68,-27.78,,,12.59,,7.10,13.33,-0.62,-6.51,-4.82,-9.41,,3.16,2.53,9.09,5.62,6.75,2.47,-8.33,-7.69,-17.82,-11.45,-0.65,1.92,30.77,35.37,54.25,32.70,-27.27,-35.18,-54.24,-54.03,-19.85,-24.03,-7.41,8.25,5.50,29.59,42.00,40.95,14.78,8.66,-12.68,-20.95,-12.88,-16.67
CRZ_sy,-34.25,55.21,1.34,,,15.23,,-2.99,27.12,13.79,34.31,56.15,32.00,,-4.35,-7.88,-6.06,-6.42,2.27,-6.95,-13.98,-8.00,-12.22,-6.90,-2.50,9.32,-11.39,-14.81,6.41,-5.11,30.00,31.88,13.25,7.19,-4.95,-1.10,-4.79,1.12,12.14,2.22,-3.91,-4.97,-11.34,-1.09,-8.14,-2.33,-4.65,-10.99
CRZ_qq,,,,,-3.23,7.33,4.97,-1.78,2.41,-5.88,-1.25,,-2.53,3.90,1.88,-0.61,3.70,0.60,2.96,-4.60,-7.23,1.30,-8.33,2.80,4.08,3.92,17.61,6.42,18.59,-10.59,-35.55,-5.15,-16.28,-10.19,12.37,-10.09,2.04,5.00,9.52,10.43,11.81,4.23,-10.81,4.55,-10.14,-5.65,-1.71,
CRZ_sq,,,,,-11.94,47.46,-21.26,-5.11,15.38,32.00,-7.07,,-2.46,-5.56,-5.88,6.25,-0.53,-5.91,2.86,-3.33,-8.05,0.62,-1.86,2.53,-3.70,12.82,-20.45,-1.43,20.29,0.60,8.98,,3.30,-4.79,-3.35,4.05,-0.56,1.12,7.18,-5.15,-6.52,,,5.81,-13.19,6.33,-2.38,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-8.45,-10.44,6.25,,,-49.57,,-51.32,-24.20,8.52,50.06,57.49,24.52,15.85,-4.62,-4.22,7.90,3.75,8.25,5.05,11.58,13.59,22.77,26.46,10.18,-1.27,-21.18,-27.71,-34.40,-8.04,57.94,81.86,153.29,116.20,33.84,25.58,-1.76,-15.50,-15.57,-20.86,-23.75,-22.85,-12.41,-10.66,8.64,22.29,18.66,20.40
RMO_sy,23.88,1.66,-9.44,,,-14.90,,-3.40,-8.69,4.94,-2.72,0.19,-5.38,-8.27,-8.25,-8.92,-7.75,-0.01,1.36,11.80,15.04,9.27,14.24,3.21,4.71,7.43,-0.64,-1.42,-8.47,-12.54,-5.69,-1.39,9.89,7.80,8.98,0.89,-7.79,-0.70,-8.45,-1.81,4.10,-2.81,-2.36,-2.93,-3.53,-4.70,8.70,2.80
RMO_qq,,,,,-25.27,-21.79,-15.09,-1.92,16.37,11.98,17.41,2.94,-8.00,4.19,-3.34,3.37,3.65,0.17,0.85,0.32,10.10,1.98,9.00,3.33,-4.07,-8.62,-12.98,-5.23,-12.94,28.09,49.46,9.12,21.25,9.33,-7.48,2.38,-5.14,-5.96,-7.55,-4.03,-8.61,-4.85,4.96,-2.11,11.13,7.10,1.84,-0.67
RMO_sq,,,,,9.52,-11.93,2.81,-2.58,3.52,1.22,-4.70,0.34,-2.24,-1.87,-4.68,-0.40,-0.98,6.37,-3.38,9.85,1.90,1.03,1.02,-0.76,3.38,3.65,-6.57,-1.54,-4.01,-0.96,0.74,2.95,6.98,-2.84,1.85,-4.69,-2.22,4.62,-6.10,2.22,3.67,-2.33,-5.66,1.62,3.03,-3.51,7.61,-3.90
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-14.02,-51.60,42.38,,,-20.13,,-52.74,-65.11,-61.82,-65.22,-46.93,-15.20,-24.83,-12.67,-24.94,-38.93,-29.23,-27.59,-15.35,2.63,16.23,35.16,34.85,27.38,18.67,-2.92,-2.72,-10.17,-10.36,32.15,30.24,58.46,78.19,28.01,43.09,26.85,7.38,0.15,-20.91,-30.07,-33.53,-24.95,-21.23,-6.26,8.59,11.33,20.76
RMT_sy,-12.61,-5.66,19.74,,,-16.34,,-25.20,-23.49,-25.08,-16.27,-15.85,-24.17,-16.76,-19.69,-15.21,-7.38,-9.90,2.15,2.13,2.11,24.90,15.40,12.79,9.35,-3.80,-2.87,-0.33,-4.06,-6.26,-6.63,-2.64,-3.22,-2.18,-0.22,-4.35,-2.06,3.02,-3.49,-0.72,-0.90,-10.11,-3.01,-4.98,-2.76,0.33,-1.79,1.93
RMT_qq,,,,,-7.97,-14.29,-10.64,-32.95,-32.06,-6.22,-18.58,2.31,8.56,-16.88,-5.41,-12.06,-11.67,-3.68,-3.22,2.81,7.09,9.09,12.54,2.58,1.15,1.63,-7.94,2.78,-6.59,1.41,35.72,1.30,13.65,14.05,-2.50,13.23,0.75,-3.46,-9.07,-10.58,-10.92,-8.24,2.68,-6.14,6.01,6.29,5.27,1.81
RMT_sq,,,,,5.24,-10.33,-13.12,-8.77,7.65,-12.20,-2.90,-8.32,-2.98,-3.62,-6.32,-3.20,5.97,-6.24,6.21,-3.22,5.95,14.70,-1.88,-5.41,2.72,0.90,-0.92,-2.94,-1.13,-1.41,-1.31,1.20,-1.71,-0.36,0.67,-2.99,0.65,4.81,-5.69,-0.21,0.47,-4.93,1.75,-2.23,2.81,-1.91,-0.40,1.48
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,-9.52,-22.97,15.14,,,-44.54,,-51.63,-37.67,-17.48,-2.73,9.49,7.88,-3.44,-8.50,-15.01,-18.33,-15.05,-12.53,-6.66,6.40,15.07,29.68,31.17,19.54,9.07,-11.97,-15.62,-23.09,-9.25,43.79,52.58,97.99,94.41,30.57,34.94,13.11,-3.76,-7.44,-20.88,-27.17,-28.72,-19.38,-16.64,0.03,14.34,14.47,20.60
RM_sy,6.28,-3.79,-0.53,,,-16.63,,-11.03,-19.62,-6.96,-10.70,-12.84,-15.77,-9.71,-15.05,-13.59,-12.10,-3.35,5.47,5.91,14.88,11.79,7.19,14.02,7.18,0.81,-4.79,-2.10,-12.14,-10.16,-4.76,-12.36,1.19,1.41,10.88,8.81,7.40,9.24,0.07,3.53,-1.19,-7.90,-2.90,-5.55,-1.19,2.94,0.12,3.05
RM_qq,,,,,-22.08,-20.50,-14.36,-8.82,0.41,5.25,0.94,2.63,-1.06,-5.80,-4.35,-4.66,-4.93,-2.01,-1.53,1.74,8.37,5.97,10.98,2.91,-1.23,-3.31,-10.43,-1.36,-9.97,14.09,41.92,4.67,16.82,12.02,-4.68,8.18,-2.08,-4.68,-8.33,-7.53,-9.86,-6.72,3.69,-4.39,8.17,6.63,3.80,0.73
RM_sq,,,,,11.01,-21.14,2.94,-1.26,0.28,-8.72,-1.20,-3.63,-3.09,-2.16,-7.04,-1.96,-1.42,7.59,1.44,-1.55,6.92,4.69,-2.74,4.73,0.50,-1.53,-8.14,7.69,-9.81,0.69,-2.62,-0.89,4.14,0.91,6.47,-2.74,2.79,2.64,-2.47,0.62,-1.90,-4.33,2.82,-2.13,2.63,-0.33,0.01,0.74
COP,285000,330000,296000,341000,338000,349000,412000,397000,406000,438000,391000,382000,384000,359000,368000,374000,387000,382000,382000,379000,342000,339000,312000,304000,321000,353000,378000,371000,394000,321000,226000,221000,194000,174000,191000,185000,195000,207000,223000,231000,251000,268000,254000,266000,243000,226000,223000,225000
COP_yy,10.89,15.79,-10.30,,,17.91,,16.42,20.12,25.50,-5.10,-3.78,-5.42,-18.04,-5.88,-2.09,0.78,6.41,3.80,1.34,-11.63,-11.26,-18.32,-19.79,-6.14,4.13,21.15,22.04,22.74,-9.07,-40.21,-40.43,-50.76,-45.79,-15.49,-16.29,0.52,18.97,16.75,24.86,28.72,29.47,13.90,15.15,-3.19,-15.67,-12.20,-15.41
COP_sy,-23.73,-1.40,16.67,,,10.64,,2.65,3.77,-1.10,4.49,17.42,27.39,9.44,22.09,12.64,2.85,2.54,4.27,-5.37,-12.09,-8.17,-6.51,1.55,-2.29,-4.85,-7.73,-4.31,11.73,8.50,17.88,10.34,1.84,-5.48,-11.37,-11.06,-2.32,0.83,-3.74,-3.24,-2.37,6.30,15.83,13.41,6.49,3.09,-11.27,-8.37
COP_qq,,,,,-0.88,3.25,18.05,-3.64,2.27,7.88,-10.73,-2.30,0.52,-6.51,2.51,1.63,3.48,-1.29,,-0.79,-9.76,-0.88,-7.96,-2.56,5.59,9.97,7.08,-1.85,6.20,-18.53,-29.60,-2.21,-12.22,-10.31,9.77,-3.14,5.41,6.15,7.73,3.59,8.66,6.77,-5.22,4.72,-8.65,-7.00,-1.33,0.90
COP_sq,,,,,-3.31,24.66,-14.29,-0.64,-2.26,18.81,-9.44,11.66,6.04,2.07,1.02,3.02,-3.17,1.76,,-6.51,-10.05,6.30,4.58,1.55,-13.45,3.52,1.42,5.31,1.06,0.52,10.18,-1.42,-6.73,-6.70,3.31,-1.07,2.43,-3.69,-1.37,-0.56,3.35,4.86,7.47,-2.64,-2.96,1.52,-7.50,0.54
CSP,192000,188000,201000,224000,233000,256000,336000,340000,346000,378000,325000,313000,310000,280000,290000,304000,320000,298000,269000,225000,183000,187000,190000,211000,237000,281000,285000,261000,248000,124000,55000,35000,22000,23000,34000,36000,42000,45000,47000,52000,57000,62000,56000,56000,50000,46000,45000,44000
CSP_yy,17.79,-2.08,6.91,,,27.36,,51.79,48.50,47.66,-3.27,-7.94,-10.40,-25.93,-10.77,-2.88,3.23,6.43,-7.24,-25.99,-42.81,-37.25,-29.37,-6.22,29.51,50.27,50.00,23.70,4.64,-55.87,-80.70,-86.59,-91.13,-81.45,-38.18,2.86,90.91,95.65,38.24,44.44,35.71,37.78,19.15,7.69,-12.28,-25.81,-19.64,-21.43
CSP_sy,-3.45,21.43,-5.88,,,-2.08,,88.68,40.00,42.55,14.81,44.00,51.02,11.94,32.26,9.72,-6.08,-20.00,-28.05,-32.91,-20.14,-4.17,-5.08,15.09,-14.41,-36.52,-3.57,-11.48,13.68,73.97,1.85,-1.85,-14.81,-35.43,-27.27,-7.55,17.39,19.51,17.50,6.12,-12.96,-6.12,5.32,-1.92,6.38,,-9.09,-13.73
CSP_qq,,,,,4.02,9.87,31.25,1.19,1.76,9.25,-14.02,-3.69,-0.96,-9.68,3.57,4.83,5.26,-6.88,-9.73,-16.36,-18.67,2.19,1.60,11.05,12.32,18.57,1.42,-8.42,-4.98,-50.00,-55.65,-36.36,-37.14,4.55,47.83,5.88,16.67,7.14,4.44,10.64,9.62,8.77,-9.68,,-10.71,-8.00,-2.17,-2.22
CSP_sq,,,,,32.08,34.29,14.89,-7.41,-2.00,36.73,-7.46,16.13,2.78,1.35,9.33,-3.66,-12.03,-13.67,-1.67,-10.17,4.72,3.60,-2.61,8.93,-22.13,-23.16,47.95,,,17.59,-13.39,-3.64,-13.21,-10.87,-2.44,22.50,10.20,-9.26,-4.08,10.64,-9.62,-2.13,7.61,,-1.96,-8.00,-2.17,-2.22
