,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RM_qq,,,,,,3.46,-8.80,-9.87,-3.56,-8.64,2.96,3.43,6.82,9.64,1.18,11.05,0.22,0.46,19.63,5.65,8.34,4.17,-8.07,-5.43,-6.74,-6.85,-5.04,-2.80,-3.54,-0.64,2.16,0.57,-2.25,-0.44,-1.87,-5.77,-2.94,-5.55,-2.94,1.91,-0.21,1.85,0.65,-3.26,0.37
RM_sq,,,,,,-3.29,-7.52,-12.23,1.03,-7.74,9.97,1.63,6.60,9.66,4.52,7.77,1.44,-0.60,6.65,0.58,-5.25,-1.98,4.20,-9.64,-2.40,-4.33,-0.47,-2.32,-3.99,3.84,0.34,-0.75,-1.62,-2.36,1.94,-2.72,-0.19,-3.45,-1.17,3.72,1.23,1.95,1.76,-0.85,-2.63
COP,85000,0,0,83000,83000,81000,85000,91000,99000,106000,107000,109000,105000,97000,96000,84000,80000,88000,80000,81000,79000,75000,80000,84000,88000,92000,94000,96000,99000,99000,100000,98000,100000,98000,94000,95000,92000,92000,91000,89000,90000,92000,93000,97000,97000
COP_yy,,-100.00,,,,,2.41,,19.28,30.86,25.88,19.78,6.06,-8.49,-10.28,-22.94,-23.81,-9.28,-16.67,-3.57,-1.25,-14.77,,3.70,11.39,22.67,17.50,14.29,12.50,7.61,6.38,2.08,1.01,-1.01,-6.00,-3.06,-8.00,-6.12,-3.19,-6.32,-2.17,,2.20,8.99,7.78
COP_sy,,12.21,,,,,28.96,,55.31,46.43,3.81,-16.04,-21.58,-28.92,-21.63,-17.33,-17.43,-7.84,1.04,-4.84,-6.67,-19.15,,3.95,15.48,25.00,19.75,5.43,0.52,2.63,2.06,-1.03,-3.08,-4.62,-9.09,-4.17,-2.65,3.23,7.78,3.26,,,-4.12,2.11,5.43
COP_qq,,,,,,-2.41,4.94,7.06,8.79,7.07,0.94,1.87,-3.67,-7.62,-1.03,-12.50,-4.76,10.00,-9.09,1.25,-2.47,-5.06,6.67,5.00,4.76,4.55,2.17,2.13,3.12,,1.01,-2.00,2.04,-2.00,-4.08,1.06,-3.16,,-1.09,-2.20,1.12,2.22,1.09,4.30,
COP_sq,,,,,,9.50,20.41,13.56,3.73,3.24,-14.63,-8.16,-3.11,-6.42,-5.88,-3.12,-3.23,4.44,3.19,-8.76,-5.08,-9.52,6.58,13.58,5.43,-2.06,2.11,,0.52,,1.54,-3.03,-1.56,-1.59,-3.23,2.22,,,1.04,-2.06,-3.16,,1.09,4.30,
CSP,-48000,,,23000,28000,27000,30000,31000,32000,33000,31000,30000,30000,27000,9000,4000,-9000,-3000,7000,13000,21000,21000,23000,27000,29000,29000,25000,22000,22000,22000,25000,23000,25000,26000,26000,27000,23000,19000,17000,18000,21000,26000,28000,27000,23000
CSP_yy,,,,,,,30.43,,14.29,22.22,3.33,-3.23,-6.25,-18.18,-70.97,-86.67,-130.00,-111.11,-22.22,225.00,333.33,800.00,228.57,107.69,38.10,38.10,8.70,-18.52,-24.14,-24.14,,4.55,13.64,18.18,4.00,17.39,-8.00,-26.92,-34.62,-33.33,-8.70,36.84,64.71,50.00,9.52
CSP_sy,,,,,,,48.94,,-37.50,-126.47,-122.86,-135.09,-165.71,22.22,-112.50,-5.00,4.35,57.14,141.18,271.43,290.91,800.00,228.57,50.00,38.10,38.10,17.39,-25.93,-34.48,-32.76,,-2.50,,-5.13,9.52,2.56,21.05,2.70,-26.09,-10.00,-8.70,36.84,29.41,22.22,4.76
CSP_qq,,,,,,-3.57,11.11,3.33,3.23,3.12,-6.06,-3.23,,-10.00,-66.67,-55.56,-325.00,66.67,333.33,85.71,61.54,,9.52,17.39,7.41,,-13.79,-12.00,,,13.64,-8.00,8.70,4.00,,3.85,-14.81,-17.39,-10.53,5.88,16.67,23.81,7.69,-3.57,-14.81
CSP_sq,,,,,,21.43,2.94,-18.57,-38.60,-151.43,11.11,-25.00,,39.13,-142.86,38.24,-4.76,72.73,333.33,157.14,16.67,,9.52,17.39,7.41,,-6.90,-25.93,,,7.69,-7.14,-2.56,-2.63,,-13.04,15.00,-17.39,-10.53,5.88,16.67,23.81,-15.38,,
