,2004/Q4,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
PKKO_sy,-48.10,,21.26,,,100.54,-4.38,-8.25,131.68,206.75,110.82,145.14,-36.12,-43.47,-66.43,-24.06,-46.81,-251.97,118.02,37.97,136.49,125.87,19.59,-20.13,-4.38,-118.63,-28.26,9.98,6.81,3243.04,-22.84,-74.09,-22.91,-49.30,-49.65,-56.99,-40.97,-19.46,-16.02,90.86,76.23,24.46,234.33,209.58,-34.26,-22.23,34.72,-75.07,-66.51,-65.87,-9.50
PKKO_qq,,,23.89,43.50,-95.50,-0.85,10.62,-6.70,-30.13,16.90,63.52,8.32,-75.57,-9.19,-4.62,-21.60,-59.65,25.07,24.91,35.94,-42.87,8.13,-16.75,7.91,-45.57,25.77,2.04,-23.16,-19.40,17.62,8.97,5.09,0.55,5.63,-8.07,-9.05,-24.04,11.78,15.01,-2.06,-16.07,4.29,-16.37,1.09,-21.64,17.21,6.49,-9.70,-11.00,-4.83,-1.17
PKKO_sq,,,100.64,10.48,4.90,-26.48,12.22,6.02,164.86,-2.65,-22.88,23.28,-30.98,-13.86,-54.20,178.85,-51.65,-346.10,165.71,76.46,-17.13,-73.08,203.77,17.86,-0.79,-105.25,1269.62,80.68,-3.65,54.37,-71.28,-39.34,186.71,1.53,-71.49,-48.19,293.55,38.52,-70.27,17.74,263.38,-2.17,-20.13,9.03,-22.84,15.74,38.36,-79.82,3.65,17.96,266.87
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,-55.12,,-21.94,,,9.45,7.41,3.79,0.22,2.21,4.06,12.33,9.18,14.32,14.05,5.82,2.00,-5.26,-6.99,-7.16,-0.83,5.40,7.73,14.89,7.99,6.47,3.11,-5.22,-1.72,-4.67,-1.88,2.67,2.84,3.12,0.05,-0.44,-4.02,-3.98,-2.77,-3.27,3.78,4.85,6.42,7.84,5.57,6.89,7.52,6.43,5.87,5.05,1.99
RN_sy,-12.33,,18.75,,,141.42,-6.47,7.69,17.12,19.85,-18.68,-13.81,-18.01,-20.60,-2.89,-4.07,10.91,5.04,1.98,0.84,-6.54,1.22,6.97,0.58,-10.17,1.24,-2.28,-0.39,4.16,-7.03,-0.17,-4.75,0.49,3.01,1.26,13.74,22.75,12.75,2.05,-7.77,-14.64,-14.89,-6.73,-2.21,-1.96,7.03,-3.29,-0.11,2.95,0.65,8.22
RN_qq,,,1.93,2.03,7.03,-1.67,0.03,-1.41,3.35,0.28,1.84,6.43,0.45,5.00,1.60,-1.25,-3.18,-2.47,-0.26,-1.42,3.42,3.65,1.95,5.13,-2.79,2.19,-1.27,-3.36,0.80,-0.88,1.63,1.11,0.97,-0.62,-1.40,0.63,-2.67,-0.57,-0.17,0.12,4.42,0.46,1.32,1.46,2.22,1.72,1.92,0.43,1.69,0.93,-1.05
RN_sq,,,202.91,-11.08,-10.37,0.01,17.35,2.38,-2.53,2.34,-20.38,8.52,-7.28,-0.89,-2.62,7.20,7.20,-6.14,-5.46,6.01,-0.64,1.65,-0.09,-0.32,-11.26,14.55,-3.57,1.61,-7.20,2.25,3.55,-3.05,-2.10,4.81,1.79,8.89,5.66,-3.73,-7.87,-1.59,-2.20,-4.01,0.96,3.18,-1.95,4.80,-8.77,6.56,1.05,2.46,-1.91
CRN,119000,155000,152000,149000,139000,142000,142000,144000,139000,139000,136000,128000,127000,121000,119000,121000,125000,128000,128000,130000,126000,121000,119000,113000,117000,114000,116000,120000,119000,120000,118000,116000,115000,116000,118000,117000,120000,121000,121000,121000,116000,115000,114000,112000,110000,108000,106000,105000,104000,103000,104000
CRN_yy,124.53,,27.73,,,-8.39,-6.58,-3.36,,-2.11,-4.23,-11.11,-8.63,-12.95,-12.50,-5.47,-1.57,5.79,7.56,7.44,0.80,-5.47,-7.03,-13.08,-7.14,-5.79,-2.52,6.19,1.71,5.26,1.72,-3.33,-3.36,-3.33,,0.86,4.35,4.31,2.54,3.42,-3.33,-4.96,-5.79,-7.44,-5.17,-6.09,-7.02,-6.25,-5.45,-4.63,-1.89
CRN_sy,15.09,,-16.39,,,-58.71,7.84,-7.69,,-15.62,22.73,14.81,21.82,25.93,2.96,4.84,-8.21,-5.15,-2.16,-1.54,4.88,-0.78,-5.88,,11.63,-1.56,1.56,,-4.17,6.35,,4.69,-0.72,-1.49,,-11.94,-18.25,-12.12,-2.33,8.47,17.86,17.24,7.14,3.12,1.52,-6.62,3.70,-0.76,-2.99,-0.79,-7.86
CRN_qq,,,-1.94,-1.97,-6.71,2.16,,1.41,-3.47,,-2.16,-5.88,-0.78,-4.72,-1.65,1.68,3.31,2.40,,1.56,-3.08,-3.97,-1.65,-5.04,3.54,-2.56,1.75,3.45,-0.83,0.84,-1.67,-1.69,-0.86,0.87,1.72,-0.85,2.56,0.83,,,-4.13,-0.86,-0.87,-1.75,-1.79,-1.82,-1.85,-0.94,-0.95,-0.96,0.97
CRN_sq,,,-67.10,14.71,9.40,,,-1.82,1.85,,25.00,-8.15,8.06,1.49,2.21,-6.47,-5.38,4.88,,-5.88,0.78,-0.78,,,12.50,-12.50,3.17,-1.54,7.81,-2.90,-2.99,3.08,2.24,-3.65,-2.27,-8.53,-5.08,3.57,,,3.12,3.03,-0.74,-2.22,1.52,-5.22,10.24,-6.43,-0.76,-3.08,2.38
CPZ,144000,169000,171000,184000,170000,171000,167000,161000,156000,162000,179000,184000,203000,200000,183000,170000,150000,142000,139000,146000,157000,164000,161000,153000,153000,149000,156000,161000,159000,160000,154000,153000,163000,167000,170000,163000,154000,142000,137000,132000,129000,128000,123000,119000,108000,106000,106000,107000,108000,105000,104000
CPZ_yy,105.71,,18.75,,,1.18,-2.34,-12.50,-8.24,-5.26,7.19,14.29,30.13,23.46,2.23,-7.61,-26.11,-29.00,-24.04,-14.12,4.67,15.49,15.83,4.79,-2.55,-9.15,-3.11,5.23,3.92,7.38,-1.28,-4.97,2.52,4.38,10.39,6.54,-5.52,-14.97,-19.41,-19.02,-16.23,-9.86,-10.22,-9.85,-16.28,-17.19,-13.82,-10.08,,-0.94,-1.89
CPZ_sy,16.47,,-9.09,,,-43.79,-3.33,-13.20,-11.11,-15.79,29.89,25.15,10.23,35.00,7.52,-8.41,6.19,-1.39,-2.47,6.12,-2.91,-13.62,-19.83,0.96,12.00,4.35,14.74,7.62,-8.93,14.58,-3.21,1.77,8.33,-3.64,-0.47,,-0.45,6.60,1.90,-2.61,-0.91,-10.62,-12.15,-16.52,-5.96,-1.49,17.02,13.90,,-1.51,-9.55
CPZ_qq,,,1.18,7.60,-7.61,0.59,-2.34,-3.59,-3.11,3.85,10.49,2.79,10.33,-1.48,-8.50,-7.10,-11.76,-5.33,-2.11,5.04,7.53,4.46,-1.83,-4.97,,-2.61,4.70,3.21,-1.24,0.63,-3.75,-0.65,6.54,2.45,1.80,-4.12,-5.52,-7.79,-3.52,-3.65,-2.27,-0.78,-3.91,-3.25,-9.24,-1.85,,0.94,0.93,-2.78,-0.95
CPZ_sq,,,-46.75,9.44,0.51,-4.04,-8.42,-1.72,2.92,-9.09,41.25,-5.31,-9.35,11.34,12.50,-19.34,5.10,3.40,11.27,-12.24,-3.85,-8.00,3.26,10.53,,-14.29,13.54,3.67,-9.73,7.84,-4.09,9.00,-3.91,-4.07,-0.94,9.52,-4.35,2.73,-5.31,4.67,-2.68,-7.34,-6.93,-0.53,9.63,-2.93,,-3.18,-6.10,-2.00,1.53
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-50.34,,-28.77,,,8.41,14.37,14.10,5.44,3.67,-1.20,3.47,-2.64,3.36,10.47,5.90,9.66,4.89,1.17,2.52,5.72,6.40,8.14,9.03,2.34,2.56,-2.32,-8.78,-5.67,-8.28,-3.95,2.97,-0.17,0.43,-3.14,-3.27,0.03,3.58,6.63,6.14,8.12,7.04,7.04,6.14,7.82,7.03,7.04,6.56,2.88,1.90,-1.66
RMO_sy,-18.26,,14.53,,,142.68,-3.89,8.68,-19.15,-19.24,-24.83,-30.73,3.95,5.79,11.08,22.49,15.72,11.86,-8.92,-6.67,-10.99,2.64,14.96,-12.81,-12.14,-23.33,-10.41,3.26,8.14,-0.56,10.71,-1.66,-2.95,10.42,0.54,10.70,5.86,2.19,-5.92,-2.83,-2.77,-8.56,-0.51,-5.11,-0.80,7.12,-10.57,1.67,13.34,13.20,7.42
RMO_qq,,,-2.92,-0.11,11.18,0.55,2.42,-0.34,2.74,-1.14,-2.39,4.36,-3.32,4.95,4.33,0.05,0.11,0.39,0.62,1.38,3.24,1.04,2.26,2.22,-3.10,1.25,-2.61,-4.54,0.21,-1.55,1.98,2.34,-2.85,-0.95,-1.64,2.20,0.47,2.56,1.26,1.73,2.35,1.52,1.27,0.87,3.97,0.77,1.28,0.41,0.39,-0.19,-2.25
RMO_sq,,,152.19,-0.92,-3.90,1.06,-0.13,12.04,-28.51,0.95,-7.04,3.25,7.29,2.74,-2.40,13.86,1.37,-0.69,-20.53,16.67,-3.33,14.52,-10.99,-11.52,-2.58,-0.07,4.01,1.98,2.03,-8.12,15.79,-9.41,0.69,4.55,5.43,-0.25,-3.71,0.92,-2.94,3.02,-3.66,-5.09,5.61,-1.75,0.72,2.49,-11.83,11.70,12.28,2.37,-16.33
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-57.81,,-19.75,,,-23.54,-20.36,-7.26,-9.72,-5.61,-1.76,5.17,0.14,4.75,6.16,-1.09,-1.76,-7.25,-11.84,-12.59,-8.95,-7.46,-1.27,0.40,-0.11,3.55,1.87,2.26,4.90,2.81,4.04,5.50,-1.72,-2.68,-7.52,-8.54,-4.45,-2.99,1.63,3.19,4.98,6.98,8.38,8.84,11.58,9.92,8.73,8.31,7.50,9.52,10.49
RMT_sy,-24.01,,29.36,,,-21.02,-25.44,-26.55,-15.60,-8.62,-1.76,6.33,6.86,-1.10,-2.52,-3.33,-0.94,2.10,-1.05,5.05,6.76,9.02,-2.85,-12.60,-15.06,-15.42,0.43,-4.69,-19.58,-17.92,2.35,6.86,25.96,22.23,-3.25,-1.61,4.65,-2.26,6.72,-0.64,2.67,14.81,11.54,18.49,5.01,-4.79,-13.97,-10.64,-5.03,3.25,8.50
RMT_qq,,,-8.18,-15.05,4.31,-6.02,-4.36,-1.08,1.55,-1.74,-0.47,5.89,-3.31,2.79,0.87,-1.34,-3.96,-2.96,-4.13,-2.18,0.04,-1.38,2.29,-0.53,-0.46,2.24,0.62,-0.15,2.11,0.21,1.83,1.25,-4.88,-0.77,-3.24,0.13,-0.62,0.75,1.36,1.67,1.11,2.68,2.69,2.10,3.65,1.15,1.57,1.71,2.87,3.04,2.48
RMT_sq,,,-1.92,-0.70,-16.47,-2.92,-7.42,-2.17,-4.02,5.11,-0.47,5.89,-3.54,-2.72,-1.89,5.01,-1.16,0.26,-4.91,11.48,0.46,2.38,-15.26,0.29,-2.37,1.94,0.62,-4.83,-17.62,4.05,25.48,-0.64,-2.90,0.96,-0.68,1.04,3.28,-5.70,8.44,-5.93,6.72,5.46,5.35,-0.07,-5.43,-4.38,-4.81,3.80,0.51,3.95,0.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,-52.74,,-26.11,,,-3.23,1.18,5.89,-0.21,0.23,-2.49,1.66,-5.44,-1.85,3.74,-0.55,4.30,2.51,0.03,2.13,4.14,3.46,5.59,5.15,1.25,2.99,-0.52,-4.13,-1.26,-3.70,-0.65,4.03,-0.83,-0.87,-5.00,-5.54,-1.90,0.71,4.45,4.86,6.74,7.01,7.62,7.29,9.45,8.27,7.76,7.30,4.82,5.04,3.21
RM_sy,-23.63,,15.67,,,50.45,-7.79,-12.24,-14.85,3.43,-6.33,-2.06,-0.38,-12.97,-3.49,10.26,4.75,2.03,-6.78,-11.79,-3.71,6.79,7.72,-12.03,-19.29,-22.10,-9.93,-8.41,5.91,-1.75,7.23,9.89,0.12,8.00,-3.72,-1.50,3.92,0.80,9.69,10.71,4.75,2.56,-8.02,-2.71,-4.62,-1.18,-5.70,-7.39,3.03,-2.64,5.41
RM_qq,,,-4.49,-5.05,8.66,-1.81,-0.14,-0.62,2.40,-1.37,-2.85,3.60,-4.75,2.38,2.69,-0.68,-0.11,0.63,0.21,1.40,1.85,-0.03,2.27,0.98,-1.93,1.69,-1.21,-2.69,1.00,-0.83,1.92,1.90,-3.71,-0.87,-2.32,1.31,,1.77,1.31,1.70,1.79,2.03,1.88,1.40,3.84,0.93,1.40,0.97,1.44,1.14,-0.36
RM_sq,,,55.03,6.71,-2.14,-7.07,-4.98,1.55,-5.05,12.88,-13.94,6.18,-3.42,-1.39,-4.56,21.31,-8.25,-3.95,-12.81,14.79,0.16,6.53,-12.05,-6.25,-8.11,2.81,1.69,-4.67,6.26,-4.63,11.00,-2.30,-3.19,2.87,-1.05,-0.06,,-0.21,7.67,0.87,-3.35,-2.29,-3.44,6.69,-5.24,1.23,-7.85,4.78,5.42,-4.34,-0.23
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
