,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
RZ_sq,,,-55.84,128.76,9.56,57.62,-8.23,16.82,7.42,-51.57,32.49,-2.86,-1.67,-21.12,36.86,20.15,-2.07,8.09,-4.24,-48.98,55.65,-17.09,8.67,-59.73,4.04,-1.30,3.35,17.09,84.13,-3.32,19.57,-38.01,-16.35,-20.88,-9.92,20.68,-1.56,-14.05,-5.14,-3.48,31.12,-36.12,6.53,32.94,12.80,-24.33,-1.51,2.17,133.16,-11.20
CRZ,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,1000,1000,1000,1000,1000,1000,3000,3000,5000,8000,9000,9000,11000,11000,11000,13000,13000,14000,14000,16000,22000,28000,36000,43000,27000,26000,24000,20000,46000,54000,70000,84000,124000
CRZ_yy,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,,,,,200.00,200.00,400.00,700.00,200.00,200.00,120.00,37.50,22.22,44.44,18.18,27.27,27.27,23.08,69.23,100.00,157.14,168.75,22.73,-7.14,-33.33,-53.49,70.37,107.69,191.67,320.00,169.57
CRZ_sy,,,,,,,,,,,,,,,50.00,50.00,50.00,,,,,,,200.00,100.00,133.33,233.33,66.67,-50.00,-42.86,-60.00,,266.67,200.00,175.00,-50.00,-54.55,-50.00,-45.45,20.00,,66.67,66.67,33.33,60.00,130.00,260.00,500.00,962.50,443.48
CRZ_qq,,,,,,,,,,,,,,-100.00,,,,,,,,,,200.00,,66.67,60.00,12.50,,22.22,,,18.18,,7.69,,14.29,37.50,27.27,28.57,19.44,-37.21,-3.70,-7.69,-16.67,130.00,17.39,29.63,20.00,47.62
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,100.00,,16.67,42.86,,,33.33,,,10.00,,-8.33,,,20.00,,,-16.67,100.00,,-20.00,,187.50,56.52,33.33,77.08,47.06
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,,,2.04,-12.43,-19.58,-24.80,-42.06,-8.04,37.93,28.02,45.36,28.29,3.89,9.70,20.32,0.09,-1.77,1.72,-15.64,-1.10,-14.75,-17.81,-15.69,-18.36,-9.92,-18.75,-22.29,-30.12,-33.27,-35.13,-27.42,-22.86,-15.79,-8.86,-22.39,-26.44,-36.82,-38.67,-13.15,-7.44,9.90,-0.60,-58.45,-63.46,-72.45,-76.57,-79.30
RMO_sy,,,,,,38.43,2.24,29.26,25.98,10.60,13.61,-4.90,-8.85,-9.92,-3.43,20.20,11.09,3.23,17.11,-10.09,-12.43,-1.15,-14.16,-9.61,-8.19,-10.60,2.99,34.83,34.80,7.95,5.13,-5.12,-14.09,5.03,-20.07,-33.83,-24.35,-28.62,-7.37,-20.42,-15.69,-16.02,-39.65,-49.63,-52.31,-15.42,5.64,38.49,94.26,13.30
RMO_qq,,,-13.89,-9.67,13.64,15.44,-26.10,-17.04,6.26,-11.05,17.27,24.43,-1.37,1.00,3.50,0.77,4.14,10.77,-13.90,-1.10,7.84,-8.14,0.94,-14.75,3.98,-5.77,-2.26,-5.95,-6.21,-9.88,-12.10,-10.19,-8.82,0.83,-6.57,-1.96,-1.32,-14.14,-11.45,-15.79,-4.22,21.59,-5.62,-0.01,-13.38,-49.17,-17.00,-24.62,-26.33,-55.09
RMO_sq,,,22.70,-14.00,13.64,15.44,-9.38,8.72,10.76,1.35,-6.91,-8.99,6.16,0.17,-0.21,13.28,-1.89,-6.92,13.21,-13.03,-4.44,5.08,-1.70,-8.43,-2.94,2.32,13.24,19.89,-2.97,-18.06,10.28,8.20,-12.14,0.18,-16.08,-10.43,0.45,-5.47,8.90,-23.04,6.42,-5.85,-21.74,-35.77,0.76,66.99,-2.24,-15.80,41.33,-2.61
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,,,23.04,21.31,19.74,11.97,-7.81,-15.05,-21.41,-27.05,-10.37,-0.67,18.47,25.10,2.08,-14.67,-31.25,-28.81,-29.43,-20.54,-12.14,-15.29,0.41,9.74,22.17,13.49,4.73,-2.64,-19.54,-22.69,-20.86,-23.61,-16.01,-10.47,-17.62,-10.64,-7.36,-4.33,39.13,34.49,28.61,27.47,-42.90,-42.07,-44.67,-53.54,-61.59
RMT_sy,,,,,,23.04,36.16,10.44,11.97,-5.37,-15.05,-14.80,-27.05,-14.37,-14.78,0.77,9.28,3.38,-0.54,-0.76,-5.85,-7.60,8.35,0.50,-1.99,-7.92,-9.56,-10.21,-10.65,4.65,0.26,0.75,-14.28,-15.33,-22.25,-10.53,6.69,4.10,14.74,1.27,1.99,-8.86,-11.07,-14.57,-13.98,-13.85,-20.06,2.89,8.85,23.50
RMT_qq,,,0.49,-0.57,13.63,8.36,-0.92,-1.86,6.26,-10.79,-8.69,-9.21,-1.37,9.62,1.19,8.29,4.14,-10.56,-15.41,-12.75,7.85,-11.33,-4.75,-3.54,3.99,5.10,4.09,7.39,-3.40,-3.01,-3.24,-11.25,-7.17,-0.72,-6.60,-2.42,-1.05,-8.65,1.31,1.17,2.19,32.84,-2.06,-3.25,1.28,-40.50,-0.63,-7.60,-14.96,-50.81
RMT_sq,,,-10.47,11.61,13.63,8.36,-0.92,-9.47,15.20,-8.42,-11.04,-9.21,-1.37,7.50,-11.47,7.35,6.96,1.70,-14.83,7.12,1.47,-0.19,-0.13,-0.64,-1.05,-6.22,-1.91,-1.35,-1.54,9.83,-6.02,-0.86,-16.23,8.49,-13.71,14.09,-0.12,5.86,-4.90,0.71,0.59,-5.40,-7.20,-3.25,1.28,-5.26,-13.89,24.52,7.15,7.50
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,,17.91,11.14,6.43,-0.49,-19.43,-13.05,-8.01,-14.61,3.02,6.19,14.82,21.25,5.95,-11.59,-25.68,-23.05,-27.22,-17.63,-13.28,-16.39,-3.19,3.45,14.35,5.47,-2.44,-10.47,-23.41,-26.22,-22.72,-23.38,-15.93,-10.01,-18.89,-15.49,-17.70,-16.84,18.77,17.70,21.32,15.13,-50.35,-53.26,-60.67,-67.62,-72.85
RM_sy,,,,,,-9.91,-0.24,-3.22,-15.24,3.26,2.83,1.16,1.02,5.72,-0.97,7.06,15.93,7.04,-5.20,-1.76,-8.57,-8.56,8.13,-3.58,-5.03,-8.10,-6.17,-2.60,-0.39,13.63,7.47,5.02,-11.75,-10.69,-26.89,-8.18,8.02,1.66,25.40,0.07,-25.45,-23.46,-41.84,-42.94,-27.17,-25.77,0.91,-0.10,71.06,71.10
RM_qq,,,-2.95,-2.89,13.65,10.09,-8.53,-7.00,6.25,-10.86,-1.28,-1.61,-1.37,7.54,1.75,6.39,4.15,-6.03,-15.09,-10.56,7.84,-11.12,-3.91,-5.84,3.97,2.91,2.68,4.08,-4.11,-4.80,-5.78,-10.96,-7.62,-0.29,-6.58,-2.31,-1.12,-10.13,-2.66,-4.87,-0.08,28.36,-3.54,-1.94,-5.18,-44.64,-9.19,-17.49,-21.93,-53.59
RM_sq,,,-8.59,3.10,13.65,-15.89,1.23,0.02,-0.47,2.47,0.81,-1.61,-0.61,7.24,-5.58,6.37,7.63,-0.99,-16.37,10.23,0.17,-0.97,-1.10,-1.71,-1.35,-4.18,0.99,2.03,0.89,9.31,-4.49,-0.29,-15.23,10.63,-21.82,25.24,-0.27,4.12,-3.57,-0.05,-25.71,6.90,-26.72,-1.94,-5.18,8.95,-0.39,-2.92,62.36,8.97
COP,,95000,102000,106000,94000,88000,95000,115000,108000,126000,134000,126000,127000,,,,,92000,114000,122000,113000,123000,122000,148000,142000,151000,157000,167000,179000,202000,230000,257000,283000,281000,301000,307000,308000,359000,404000,479000,502000,405000,427000,421000,486000,976000,1189000,1603000,2166000,4722000
COP_yy,,,,,,-7.37,-6.86,8.49,14.89,43.18,41.05,9.57,17.59,,,,,,,,,33.70,7.02,21.31,25.66,22.76,28.69,12.84,26.06,33.77,46.50,53.89,58.10,39.11,30.87,19.46,8.83,27.76,34.22,56.03,62.99,12.81,5.69,-12.11,-3.19,140.99,178.45,280.76,345.68,383.81
COP_sy,,,,,,-7.37,31.94,34.50,14.89,28.41,8.42,-6.52,-18.52,,,,,,,,,-14.58,-9.00,34.71,67.39,46.34,33.52,10.92,17.75,22.50,36.63,33.07,38.24,27.89,20.18,28.99,21.54,38.83,43.11,46.33,43.54,13.79,11.56,14.73,17.07,39.23,45.37,13.93,187.63,476.30
COP_qq,,,7.37,3.92,-11.32,-6.38,7.95,21.05,-6.09,16.67,6.35,-5.97,0.79,,,,,,23.91,7.02,-7.38,8.85,-0.81,21.31,-4.05,6.34,3.97,6.37,7.19,12.85,13.86,11.74,10.12,-0.71,7.12,1.99,0.33,16.56,12.53,18.56,4.80,-19.32,5.43,-1.41,15.44,100.82,21.82,34.82,35.12,118.01
COP_sq,,,-24.21,18.75,9.94,-6.38,7.95,21.05,-6.09,4.63,-8.85,4.37,-18.14,,,,,,4.17,-15.00,-18.82,18.84,10.98,25.82,0.87,3.90,1.25,4.53,7.09,8.09,12.93,1.81,11.24,,6.12,9.27,4.82,14.22,9.39,11.73,2.82,-9.45,7.24,14.91,4.92,7.68,11.97,-9.94,164.87,115.75
CSP,,-35000,-31000,-32000,-27000,-27000,-76000,-58000,-55000,-38000,19000,13000,13000,,,,,-49000,-50000,-50000,-47000,-33000,-27000,-24000,-23000,-19000,-21000,-11000,-11000,-4000,0,-13000,-25000,-42000,-59000,-61000,-60000,-57000,-51000,-64000,-97000,-101000,-129000,-151000,-108000,-111000,-29000,68000,1000,-214000
CSP_yy,,,,,,22.86,-145.16,-81.25,-103.70,-40.74,125.00,122.41,123.64,,,,,,,,,32.65,46.00,52.00,51.06,42.42,22.22,54.17,52.17,78.95,100.00,-18.18,-127.27,-950.00,,-369.23,-140.00,-35.71,13.56,-4.92,-61.67,-77.19,-152.94,-135.94,-11.34,-9.90,77.52,145.03,100.93,-92.79
CSP_sy,,,,,,-575.00,-17.39,-22.22,14.81,85.19,92.59,-20.45,-21.74,,,,,,,,,14.29,22.86,-55.38,-13.83,-43.94,-77.78,12.87,18.69,14.74,17.71,13.64,20.69,-8.64,,-36.84,-91.30,-100.00,-117.48,-189.42,-289.39,-357.95,-429.46,-327.91,-271.79,-193.80,-158.43,-173.84,97.33,88.64
CSP_qq,,,11.43,-3.23,15.62,,-181.48,23.68,5.17,30.91,150.00,-31.58,,,,,,,-2.04,,6.00,29.79,18.18,11.11,4.17,17.39,-10.53,47.62,,63.64,100.00,,-92.31,-68.00,-40.48,-3.39,1.64,5.00,10.53,-25.49,-51.56,-4.12,-27.72,-17.05,28.48,-2.78,73.87,334.48,-98.53,-21500.00
CSP_sq,,,-475.00,21.74,-50.00,,,18.52,-4.55,82.61,50.00,-1225.00,,,,,,,9.09,,-44.62,29.79,18.18,-87.04,-5.94,11.21,-1.05,8.33,,6.90,2.47,,9.21,-27.54,-17.05,-0.97,-26.92,-33.33,-27.27,-34.38,-70.76,-56.81,-47.15,-8.60,-48.37,-23.91,-29.43,-15.07,98.55,-427.45
