,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
CRZ_qq,,,40.00,42.86,-10.00,-11.11,-12.50,-14.29,-16.67,20.00,,,,,16.67,14.29,-12.50,,900.00,-1.43,-1.45,45.59,-91.92,,,-12.50,,,-14.29,16.67,-14.29,,-16.67,-20.00,,-25.00,,,,33.33,,,,,,75.00,28.57,-33.33,,,16.67
CRZ_sq,,,56.25,4.00,-11.54,4.35,116.67,-51.92,-20.00,-15.00,,,,,-20.00,62.50,,,143.75,-25.64,-3.45,-32.14,-10.53,,,12.50,,,-12.50,14.29,31.25,,-25.00,83.33,,-20.00,,,,10.00,,,,,,4.55,13.04,7.69,,,66.67
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,49.77,-19.22,,,,-25.28,-51.68,-52.68,-55.08,8.40,68.00,97.79,102.03,50.98,27.03,20.16,18.89,23.67,-25.96,-41.49,-45.78,-59.81,-7.87,28.60,29.21,62.95,36.46,66.45,73.29,86.62,59.20,7.27,8.25,9.35,7.27,22.58,17.44,7.47,1.49,-41.04,-56.73,-62.67,-64.93,-32.87,3.83,-28.93,-29.69,-17.60,-24.18,0.16,0.90
RMO_sy,36.03,-19.36,,,,-8.63,-41.42,-37.73,-23.86,5.27,86.91,41.81,35.70,1.79,-29.23,-10.25,-22.20,-8.12,3.91,-14.51,-16.51,3.93,-2.24,33.19,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64
RMO_qq,,,23.82,-4.17,12.08,-43.81,-19.93,-6.17,6.41,35.58,24.10,10.47,8.70,1.32,4.41,4.50,7.54,5.40,-37.49,-17.42,-0.33,-21.88,43.29,15.27,0.14,-1.48,20.00,40.60,4.25,6.10,2.37,-5.27,5.21,7.18,0.41,8.25,0.80,-1.92,-5.17,-37.11,-26.02,-15.39,-10.91,20.38,14.43,-42.08,-11.86,41.08,5.29,-23.50,-11.21
RMO_sq,,,1.98,3.55,6.78,-18.97,-34.62,10.07,30.56,12.03,16.09,-16.48,24.93,-15.96,-19.29,5.92,8.29,-0.75,-8.72,-12.86,5.75,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-0.29,66.21,,,,45.78,57.82,60.64,52.57,50.30,48.76,39.90,42.90,41.07,35.95,51.31,49.70,40.20,34.24,8.17,0.25,-4.37,-26.99,-37.93,-37.63,-37.27,-37.83,-32.97,-29.22,-20.97,1.07,11.63,0.33,-15.98,-22.90,-20.60,-10.90,-0.46,11.12,29.57,32.57,50.87,75.99,60.26,53.07,-30.36,-52.25,-36.38,-39.79,9.03,28.92
RMT_sy,3.45,20.04,,,,-37.03,72.32,66.03,99.49,-19.35,43.55,90.21,51.31,-7.43,35.62,-20.07,-17.32,-1.44,-39.57,-22.26,-25.89,-15.25,10.55,6.28,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05
RMT_qq,,,5.12,9.82,12.05,12.71,13.80,11.78,6.41,11.03,12.63,5.12,8.70,9.61,8.54,16.99,7.54,2.66,3.92,-5.73,-0.33,-2.07,-20.66,-19.85,0.15,-1.49,-21.38,-13.58,5.74,10.00,0.55,-4.55,-4.97,-7.89,-7.73,-1.70,6.65,2.91,3.00,14.62,9.12,17.10,20.16,4.38,4.22,-46.72,-17.61,39.07,-1.37,-3.51,-2.58
RMT_sq,,,-79.35,-0.59,11.20,175.92,-43.50,-4.21,33.61,11.55,0.55,26.93,6.28,-31.76,47.31,-25.19,9.94,-18.65,-9.68,-3.76,4.80,-6.97,17.82,-7.47,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,1.53,60.24,,,,36.75,39.05,38.24,31.29,43.30,51.75,48.53,51.67,42.61,34.46,45.68,44.16,37.31,18.46,-6.15,-13.05,-23.06,-22.79,-27.04,-26.69,-20.87,-29.38,-26.05,-21.87,-12.93,3.57,10.09,-0.43,-15.66,-19.81,-17.13,-7.92,0.03,8.69,19.74,16.79,30.72,43.72,42.82,46.38,-29.89,-48.06,-33.04,-37.17,7.23,22.82
RM_sy,20.48,13.98,,,,-23.55,7.96,16.38,-1.93,5.15,20.98,-1.29,1.21,10.21,1.25,28.66,22.19,-20.38,2.02,-8.08,-6.97,-5.82,-5.62,-7.10,-3.46,-4.90,1.90,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47
RM_qq,,,6.25,8.85,12.07,5.51,8.04,8.21,6.44,15.16,14.41,5.91,8.69,8.28,7.87,14.75,7.55,3.15,-6.94,-9.09,-0.35,-8.73,-6.62,-14.10,0.14,-1.49,-16.67,-10.04,5.80,9.79,-0.88,-4.38,-4.31,-7.00,-5.75,-1.19,6.32,1.02,2.41,8.85,3.71,13.07,12.59,8.17,6.30,-45.84,-16.58,39.43,-0.26,-7.57,-4.46
RM_sq,,,-48.51,-1.26,21.38,23.88,-27.28,6.44,2.27,32.82,-16.33,-13.16,4.87,44.63,-23.13,10.35,-0.40,-5.76,-1.51,-0.57,0.80,-4.60,-1.29,-2.13,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12
COP,59000,79000,75000,74000,66000,56000,51000,49000,46000,44000,50000,47000,43000,49000,47000,50000,46000,44000,109000,113000,113000,150000,70000,89000,89000,89000,81000,61000,59000,58000,57000,58000,53000,46000,44000,44000,43000,44000,44000,42000,45000,45000,43000,41000,38000,72000,91000,68000,67000,117000,119000
COP_yy,-53.54,33.90,,,,-29.11,-32.00,-33.78,-30.30,-21.43,-1.96,-4.08,-6.52,11.36,-6.00,6.38,6.98,-10.20,131.91,126.00,145.65,240.91,-35.78,-21.24,-21.24,-40.67,15.71,-31.46,-33.71,-34.83,-29.63,-4.92,-10.17,-20.69,-22.81,-24.14,-18.87,-4.35,,-4.55,4.65,2.27,-2.27,-2.38,-15.56,60.00,111.63,65.85,76.32,62.50,30.77
COP_sy,-17.20,2.60,,,,1.27,-30.51,-37.50,-24.14,-0.62,-10.98,25.19,-16.88,1.26,21.92,1.78,46.88,-13.04,17.98,25.00,2.13,24.29,-13.33,-16.28,-6.25,4.60,-1.10,1.11,-6.67,-9.89,-3.33,2.75,11.90,13.41,9.20,20.86,6.38,-12.90,,-38.94,-21.00,4.94,12.99,26.81,8.86,5.88,2.87,1.71,-1.16,8.33,9.50
COP_qq,,,-5.06,-1.33,-10.81,-15.15,-8.93,-3.92,-6.12,-4.35,13.64,-6.00,-8.51,13.95,-4.08,6.38,-8.00,-4.35,147.73,3.67,,32.74,-53.33,27.14,,,-8.99,-24.69,-3.28,-1.69,-1.72,1.75,-8.62,-13.21,-4.35,,-2.27,2.33,,-4.55,7.14,,-4.44,-4.65,-7.32,89.47,26.39,-25.27,-1.47,74.63,1.71
COP_sq,,,49.37,-8.47,-6.02,-21.18,2.50,-17.68,14.07,3.25,-8.18,15.75,-24.26,25.78,10.56,-3.37,9.30,-25.53,50.00,2.38,,-9.38,4.60,-1.10,,,-1.10,1.11,-7.69,-2.38,6.10,7.47,0.53,-1.06,2.15,,-11.50,-19.00,,-10.39,14.49,,2.35,0.57,-1.71,4.65,-0.56,-0.56,-4.49,14.71,0.51
CSP,-895000,-502000,-402000,-247000,-221000,-118000,-89000,-70000,-66000,-45000,-41000,-40000,-37000,-41000,-24000,-15000,-15000,-5000,57000,59000,59000,91000,-27000,-16000,-16000,-17000,-38000,-115000,-114000,-110000,-131000,-129000,-130000,-129000,-117000,-125000,-124000,-128000,-135000,-132000,-126000,-107000,-82000,-64000,-55000,-101000,-122000,-91000,-97000,-46000,-35000
CSP_yy,-103.41,43.91,,,,76.49,77.86,71.66,70.14,61.86,53.93,42.86,43.94,8.89,41.46,62.50,59.46,87.80,337.50,493.33,493.33,1920.00,-147.37,-127.12,-127.12,-118.68,-40.74,-618.75,-612.50,-547.06,-244.74,-12.17,-14.04,-17.27,10.69,3.10,4.62,0.78,-15.38,-5.60,-1.61,16.41,39.26,51.52,56.35,5.61,-48.78,-42.19,-76.36,54.46,71.31
CSP_sy,400.00,130.00,,,,-65.22,-202.13,-1050.00,-128.57,-175.00,129.17,91.30,146.88,200.00,-257.14,-225.00,-146.67,-316.67,263.64,376.92,571.43,130.77,-102.78,-183.33,-184.85,-75.00,100.00,60.00,57.14,-800.00,,,66.67,35.71,37.50,-16.67,-350.00,-300.00,-300.00,-171.43,-66.67,11.11,-35.00,-18.42,-46.67,-90.62,24.07,2.22,-68.18,-9.84,-73.17
CSP_qq,,,19.92,38.56,10.53,46.61,24.58,21.35,5.71,31.82,8.89,2.44,7.50,-10.81,41.46,37.50,,66.67,1240.00,3.51,,54.24,-129.67,40.74,,-6.25,-123.53,-202.63,0.87,3.51,-19.09,1.53,-0.78,0.77,9.30,-6.84,0.80,-3.23,-5.47,2.22,4.55,15.08,23.36,21.95,14.06,-83.64,-20.79,25.41,-6.59,52.58,23.91
CSP_sq,,,2.17,-108.51,-250.00,214.29,-400.00,4.17,30.43,62.50,216.67,-128.57,475.00,-20.00,-283.33,40.91,,-271.43,238.46,,,-75.76,-112.50,-2900.00,,107.14,-100.00,,,-16.67,-14.29,25.00,66.67,-125.00,-11.11,-40.00,-28.57,-100.00,-11.11,5.00,21.05,-6.67,-68.75,16.67,2.22,-38.64,32.79,-7.32,-68.18,9.46,-5.97
